
[00:00:00.000 --> 00:00:02.240]  在領受神話與之先
[00:00:02.240 --> 00:00:05.200]  我們再一同禱告
[00:00:05.200 --> 00:00:07.240]  慈悲仁愛父神多謝祢
[00:00:07.240 --> 00:00:09.000]  透過主耶穌基督
[00:00:09.000 --> 00:00:11.200]  我們已經脫離了黑暗
[00:00:11.200 --> 00:00:15.360]  在愛子榮耀光明的國度那裏
[00:00:15.360 --> 00:00:18.640]  願神祢讓我們在這個世上
[00:00:18.640 --> 00:00:23.440]  我們都能夠發出聖靈
[00:00:23.440 --> 00:00:26.680]  在我們裏面的聖潔的光輝
[00:00:26.680 --> 00:00:30.680]  讓我們活出祢給我們的身份
[00:00:30.680 --> 00:00:32.080]  見證著
[00:00:32.080 --> 00:00:34.640]  活出作為基督徒的天職
[00:00:34.640 --> 00:00:36.680]  奉主耶穌基督名求
[00:00:36.680 --> 00:00:37.680]  阿門
[00:00:37.680 --> 00:00:43.280]  每一個民族都有他的民族性
[00:00:43.280 --> 00:00:47.600]  我曾經聽過一個很有趣的話
[00:00:47.600 --> 00:00:53.600]  他說日本人先做後講
[00:00:53.600 --> 00:00:55.600]  先炸了你
[00:00:55.600 --> 00:01:00.880]  美國人很君子地先講後做
[00:01:00.880 --> 00:01:03.760]  美國人去打仗的時候
[00:01:03.760 --> 00:01:05.160]  我告訴你我和你宣戰
[00:01:05.160 --> 00:01:06.880]  他才打的
[00:01:06.880 --> 00:01:11.240]  中國人你知不知道是怎樣的
[00:01:11.240 --> 00:01:14.560]  是只講不做
[00:01:14.560 --> 00:01:19.400]  其實民族性是一直在轉變的
[00:01:19.400 --> 00:01:23.320]  今天無論是甚麼民族都好
[00:01:23.320 --> 00:01:25.440]  都有一個共通性的
[00:01:25.440 --> 00:01:29.200]  就是想講就講
[00:01:29.200 --> 00:01:30.960]  想做就做
[00:01:30.960 --> 00:01:32.200]  想不到
[00:01:32.200 --> 00:01:35.880]  這就是今天所有民族跨民族性
[00:01:35.880 --> 00:01:41.280]  一個人對自己的身份認定
[00:01:41.280 --> 00:01:44.160]  真的會影響我們的行動
[00:01:44.160 --> 00:01:46.280]  如果我們怎樣去看
[00:01:46.280 --> 00:01:49.720]  我們是屬於神的話
[00:01:49.720 --> 00:01:51.360]  我們怎樣去看
[00:01:51.360 --> 00:01:54.000]  我們聖經又怎樣去看
[00:01:54.000 --> 00:01:57.080]  我們將這兩個一比拼
[00:01:57.080 --> 00:02:00.400]  發覺原來聖經所講的
[00:02:00.400 --> 00:02:02.400]  是這樣的
[00:02:02.400 --> 00:02:04.400]  我們認定了之後
[00:02:04.400 --> 00:02:06.400]  我們就活出來
[00:02:06.400 --> 00:02:09.440]  我曾經聽過一個基督徒說
[00:02:09.440 --> 00:02:13.040]  他說他在公司可以公開自己
[00:02:13.040 --> 00:02:17.400]  是已婚和一個兒子的母親
[00:02:17.400 --> 00:02:20.800]  但是他不可以公開自己是基督徒的身份
[00:02:20.800 --> 00:02:22.080]  知不知道為甚麼
[00:02:22.080 --> 00:02:24.080]  他說很不方便的
[00:02:24.080 --> 00:02:25.720]  不可以的
[00:02:25.720 --> 00:02:28.800]  我亦都看見有人點頭
[00:02:28.800 --> 00:02:31.760]  我亦都記得看過宋牧師的見證
[00:02:31.760 --> 00:02:33.360]  我有回心的微笑
[00:02:33.360 --> 00:02:34.960]  宋牧師未信主之前
[00:02:34.960 --> 00:02:36.960]  他是專挑戰基督徒的
[00:02:36.960 --> 00:02:38.440]  但是當他信主之後
[00:02:38.440 --> 00:02:40.160]  他吃他的第一餐飯
[00:02:40.160 --> 00:02:41.440]  真是尷尬了
[00:02:41.440 --> 00:02:42.760]  借飯禱告
[00:02:42.760 --> 00:02:43.840]  他要掩飾
[00:02:43.840 --> 00:02:45.200]  你知不知道他怎樣掩飾呢
[00:02:45.200 --> 00:02:46.680]  他這樣抹一下臉
[00:02:46.680 --> 00:02:48.480]  就當祈禱了
[00:02:48.480 --> 00:02:49.960]  我想他這樣
[00:02:49.960 --> 00:02:54.000]  只是夠時間說感謝神這三個字
[00:02:54.000 --> 00:02:56.680]  不知道大家會不會覺得
[00:02:56.680 --> 00:02:57.600]  有一些事情
[00:02:57.600 --> 00:03:00.520]  真的做基督徒是不方便做的呢
[00:03:00.520 --> 00:03:03.040]  我都聽過一個神學生跟我分享
[00:03:03.040 --> 00:03:04.920]  他說當他立志
[00:03:04.920 --> 00:03:07.280]  是要回應神的呼召的時候
[00:03:07.280 --> 00:03:09.480]  他就放棄了一個權利
[00:03:09.480 --> 00:03:13.200]  就是罵人的權利
[00:03:13.200 --> 00:03:14.240]  我又很想問一下
[00:03:14.240 --> 00:03:16.040]  如果你們改英文名
[00:03:16.040 --> 00:03:19.840]  你會不會改做Christian這個名呢
[00:03:19.840 --> 00:03:22.080]  即是基督徒
[00:03:22.080 --> 00:03:23.200]  我想多數人不會
[00:03:23.200 --> 00:03:24.480]  但是我認識一個弟兄
[00:03:24.480 --> 00:03:26.480]  他真的叫做Christian
[00:03:26.480 --> 00:03:28.000]  不知道這個名
[00:03:28.000 --> 00:03:29.600]  會不會令到他有很多壓力
[00:03:29.600 --> 00:03:32.240]  抑或他每一天都很喜樂呢
[00:03:32.240 --> 00:03:34.480]  其實在我們的生命那裡
[00:03:34.480 --> 00:03:37.800]  我們能夠有背負著基督的名
[00:03:37.800 --> 00:03:39.560]  是何等大的榮耀
[00:03:39.560 --> 00:03:40.760]  我們真的很榮幸
[00:03:40.760 --> 00:03:43.280]  我們可以被稱為基督徒
[00:03:43.280 --> 00:03:45.160]  基督徒這個身份
[00:03:45.160 --> 00:03:48.680]  是決定了我們應該要怎樣行動的
[00:03:48.680 --> 00:03:52.880]  我們一起去看《彼得前書》二章九節
[00:03:52.880 --> 00:03:55.520]  二章九至十節
[00:03:55.520 --> 00:03:57.120]  我們在當中去認清楚
[00:03:57.120 --> 00:03:59.000]  我們作為基督徒的身份
[00:03:59.000 --> 00:04:01.280]  和天職
[00:04:01.280 --> 00:04:03.800]  從而我們就是在行動當中
[00:04:03.800 --> 00:04:06.920]  來去活出神
[00:04:06.920 --> 00:04:09.680]  彼得是在何時寫這封信呢
[00:04:09.680 --> 00:04:12.760]  就是在羅馬暴君李六王
[00:04:12.760 --> 00:04:15.920]  他要展開對基督徒的大迫害之前
[00:04:15.920 --> 00:04:17.720]  他寫下這封信
[00:04:17.720 --> 00:04:22.280]  他是預告將有火煉一般的試驗
[00:04:22.280 --> 00:04:24.360]  臨到教會
[00:04:24.360 --> 00:04:26.400]  所以他在信裡一開始
[00:04:26.400 --> 00:04:30.280]  由第一章一節到二章第八節
[00:04:30.280 --> 00:04:33.640]  他都在說神真實的因典
[00:04:33.640 --> 00:04:35.840]  神的因典何等寶貴
[00:04:35.840 --> 00:04:39.760]  然後鼓勵他們要活出這個因典
[00:04:39.760 --> 00:04:41.480]  到信的終結
[00:04:41.480 --> 00:04:45.000]  他說你們真的要在這個真實的因典上
[00:04:45.000 --> 00:04:46.920]  站穩腳步
[00:04:46.920 --> 00:04:49.680]  而在中間的這兩節經文
[00:04:49.680 --> 00:04:51.480]  就是我今天會和大家看
[00:04:51.480 --> 00:04:53.880]  二章九到十節
[00:04:53.880 --> 00:04:58.080]  是總結了彼得前書一章一到二章八節
[00:04:58.080 --> 00:04:59.960]  神真實的因典
[00:04:59.960 --> 00:05:03.880]  也都帶出了在這個因典的背後
[00:05:03.880 --> 00:05:06.880]  神給我們的天職
