
[00:00:00.000 --> 00:00:09.740]  各位大兄姊妹平安,我先介紹一下自己,我是Rex牧師,今天很開心跟大家分享神話語
[00:00:09.740 --> 00:00:21.100]  開始的時候想問大家一個問題,我想問一下你身邊的同學朋友,知不知道你是基督徒?
[00:00:21.100 --> 00:00:33.100]  不知道,有些人很厲害,有些人就知道,我想問一下,知道的人對你是基督徒有什麼反應?
[00:00:33.100 --> 00:00:43.100]  沒有反應,我聽到是沒有反應,我分享一下我的經歷,我記得初信主的時候,即是我中學的時候信主
[00:00:43.100 --> 00:00:57.100]  同學開始知道我是基督徒的時候,第一個反應就是,吓?你是基督徒?又或者是他會這樣說,你這樣也是基督徒?
[00:00:57.100 --> 00:01:06.100]  你聽他這樣分享的時候,你覺得他覺得我怎樣?挺好,你很正面,很鼓勵
[00:01:06.100 --> 00:01:15.100]  我相信,我當時就覺得同學就是這樣玩的,說話,串來串去,還是怎樣
[00:01:15.100 --> 00:01:23.100]  後來我再想起來,我相信他應該覺得我不像,為什麼不像呢?
[00:01:23.100 --> 00:01:31.100]  就是我做人做事,當時的行動,其實不太像基督徒
[00:01:31.100 --> 00:01:42.100]  可能同學或者你身邊的人,對於一個基督徒其實是有一個期望和想法的
[00:01:42.100 --> 00:01:53.100]  說個秘密給大家聽,其實到今天我是一個牧師的時候,當我在團體,有些新朋友來到團體,就介紹我是這裡的牧師
[00:01:53.100 --> 00:02:03.100]  其實他的反應都好像以前我告訴別人我是基督徒一樣,不過因為他是成年人,他說話就不會亂說話
[00:02:03.100 --> 00:02:11.100]  不過他就給我一個反應,就是,我給這邊看一下
[00:02:11.100 --> 00:02:15.100]  就會覺得很驚訝,為什麼你是牧師?
[00:02:15.100 --> 00:02:25.100]  應該是我的外形,因為他沒有見過我平時是怎樣的,他一來就看到我是牧師
[00:02:25.100 --> 00:02:31.100]  我想應該是我的外形或者我的形態,令他覺得不像牧師
[00:02:31.100 --> 00:02:45.100]  無論是你的朋友,家人,同學,你作為一個基督徒的時候,都可能會有期望或者行動上
[00:02:45.100 --> 00:02:56.100]  但我相信我們所信的上帝,對我們其實都是有期望,或者對我們的行為上,其實都是有想法的
[00:02:56.100 --> 00:03:04.100]  今天跟大家分享的經文是在《雅各書2章》14到26節
[00:03:04.100 --> 00:03:08.100]  我給一個講題,就是一個漢德建的信仰
[00:03:08.100 --> 00:03:20.100]  剛才我告訴別人我是一個基督徒的時候,我相信他看到我當時的信仰,對他來說應該不會覺得是
[00:03:20.100 --> 00:03:26.100]  今天我們來看看這段經文的時候,神怎樣去看我們的行為
[00:03:26.100 --> 00:03:33.100]  又或者是怎樣去讓我們知道我們的行為和信心有什麼關係呢
[00:03:33.100 --> 00:03:36.100]  是不是要開?
[00:03:36.100 --> 00:03:42.100]  得了,太好了,出來了
[00:03:42.100 --> 00:03:51.100]  大家一起去讀這段經文,我們先去看14到20節
[00:03:51.100 --> 00:04:19.100]  我的弟兄們,若有人說自己有信心,卻沒有行為,有什麼益處呢?這信心能救他嗎?若是弟兄或是姐妹,赤身露體,又缺了日用的飲食,你們中間有人對他們說,平平安安地去吧,願你們穿得暖吃得飽,卻不及他們身體所需用的,這有什麼益處呢?
[00:04:19.100 --> 00:04:24.100]  這信心若沒有行為,就是死的,麻煩下一頁
[00:04:24.100 --> 00:04:37.100]  若有人說,你有信心,我有行為,你將你有行為的信心自給我看,我便直掌我的行為,將我的信心自給你看
[00:04:37.100 --> 00:04:50.100]  你信神只有一位,你信的不錯,鬼魔也信,也卻是賤敬,虛浮的人,你願意知道沒有行為的信心是死的嗎?
[00:04:50.100 --> 00:05:02.100]  今天看這段經文的時候,阿葛跟我們分享,其實在第一節,即是第十四節,即是一開始的時候,麻煩下一張拍案
[00:05:02.100 --> 00:05:10.100]  已經開宗明義,很快地講了信心和行為這兩件事
[00:05:10.100 --> 00:05:15.100]  他怎樣說呢?他說,若有人說自己有信心,卻沒有行為,有什麼益處呢?
[00:05:15.100 --> 00:05:18.100]  這信心能救他嗎?
[00:05:18.100 --> 00:05:30.100]  他一開始的時候已經在說,有人說自己有信心,又或者是這樣說,有人跟你說,我信耶穌的,但是卻沒有行為
[00:05:30.100 --> 00:05:37.100]  有什麼益處呢?他在這段文章提及,信心能救他嗎?
[00:05:37.100 --> 00:05:47.100]  他不是在行為上說,你要做好一點,而是說,其實沒有行為,其實他在說,有沒有信心呢?
[00:05:47.100 --> 00:05:56.100]  這個信心能救他嗎?為什麼不能救呢?因為其實阿葛在這個時候,他會疑惑一件事
[00:05:56.100 --> 00:06:02.100]  你都沒有行為,其實你有沒有這個信心呢?他在疑惑這件事
[00:06:02.100 --> 00:06:08.100]  所以這個信心究竟是否真實在他的身上呢?
[00:06:08.100 --> 00:06:15.100]  所以在這個部分裏面,他這樣去說的時候,他就舉了一些很實質的例子
[00:06:15.100 --> 00:06:19.100]  什麼叫做沒有行為?怎樣才算沒有行為呢?
[00:06:19.100 --> 00:06:32.100]  我相信阿葛在對弟兄說的時候,他都是一班在教會裏面的人,他又回來了,為什麼沒有行為呢?
[00:06:32.100 --> 00:06:38.100]  他又舉了一些很實質的例子,還是按不到,請幫我下一張
[00:06:38.100 --> 00:06:50.100]  這個是我按還是他按的呢?我都不知道,我講下一張就可以了,麻煩後面的av幫我按
[00:06:50.100 --> 00:06:56.100]  他舉了一些很實質的例子,你說什麼叫做沒有行為
[00:06:56.100 --> 00:07:06.100]  他說有個弟兄或姐妹赤身露體,又缺了日用飲食,但是他的回應是,留下他在這裏
[00:07:06.100 --> 00:07:14.100]  在這裏,麻煩你幫我解決這個問題
[00:07:14.100 --> 00:07:22.100]  他有一個有缺乏的人在我們面前出現,他的回應是怎樣的呢?
[00:07:22.100 --> 00:07:28.100]  平平安安地去吧,願你們穿得亂吃得飽
[00:07:28.100 --> 00:07:32.100]  這句話有沒有實質的幫助呢?
[00:07:32.100 --> 00:07:36.100]  其實他都有行為的,他的行為是什麼呢?
[00:07:36.100 --> 00:07:47.100]  他都有講,他有回應,其實如果你斟酌,其實他都有行為,他講了一句說話,祝福他不就很好
[00:07:47.100 --> 00:07:54.100]  其實他講得很好聽,平平安安地去吧,願你們穿得亂吃得飽
[00:07:54.100 --> 00:08:02.100]  他其實都很會說話,為什麼他會說話呢?他會說一些教會用語,我形容就是平平安安
[00:08:02.100 --> 00:08:08.100]  你不會說,如果你在教會以外就不會跟他說平平安安的
[00:08:08.100 --> 00:08:14.100]  你隨便吧,有人幫你的,你走遠一點,有人幫你的,就把他灑走
[00:08:14.100 --> 00:08:18.100]  但這裏又不會,他講得很好聽的一些說話
[00:08:18.100 --> 00:08:26.100]  這就是亞覺提的一句說話,舉一個真實的例子,什麼叫沒有行為呢?
