
[00:00:00.000 --> 00:00:04.400]  我們繼續看亞各書講道系列
[00:00:04.400 --> 00:00:08.440]  亞各書在整卷書中的中心思想
[00:00:08.440 --> 00:00:14.000]  其實是講述信徒不單止要對神有信心
[00:00:14.000 --> 00:00:18.320]  更加要以行動作出配合
[00:00:18.320 --> 00:00:22.120]  作為一個有智慧的人來活出信仰
[00:00:22.120 --> 00:00:24.680]  而當時的一些信徒
[00:00:24.680 --> 00:00:34.040]  其實他們都需要面對生活和信仰上的挑戰和困難
[00:00:34.040 --> 00:00:36.640]  面對這些情況
[00:00:36.640 --> 00:00:44.120]  亞各如何對信徒有血面和交道呢?
[00:00:44.120 --> 00:00:50.000]  而當時的信徒應該如何聽道之後
[00:00:50.000 --> 00:00:54.040]  如何行道能夠作為一個有智慧的人呢?
[00:00:54.040 --> 00:00:59.240]  我們就看亞各書第四章十三至十七節
[00:00:59.240 --> 00:01:01.840]  見到經文我們一起讀出
[00:01:01.840 --> 00:01:07.520]  「注意!有人說:今天或明天我們要往某城去
[00:01:07.520 --> 00:01:11.480]  在那裡住一年做買賣賺錢
[00:01:11.480 --> 00:01:15.200]  其實明天如何你們還不知道
[00:01:15.200 --> 00:01:17.600]  你們的生命是什麼呢?
[00:01:17.600 --> 00:01:20.080]  你們原來是一片雲霧
[00:01:20.080 --> 00:01:22.920]  出現片刻就不見了
[00:01:22.920 --> 00:01:26.240]  你們倒應當說:主願意
[00:01:26.240 --> 00:01:28.160]  我們就能活著
[00:01:28.160 --> 00:01:31.560]  也可以做這事或做那事
[00:01:31.560 --> 00:01:34.680]  現今你們竟然狂傲自誇
[00:01:34.680 --> 00:01:38.400]  凡這樣自誇的是惡的
[00:01:38.400 --> 00:01:42.560]  所以人若知道該行善而不去行
[00:01:42.560 --> 00:01:44.920]  這就是他的罪孽」
[00:01:44.920 --> 00:01:48.400]  亞各在這裡繼續教導信徒
[00:01:48.400 --> 00:01:54.160]  應該用什麼態度和行動以智慧行事
[00:01:54.160 --> 00:01:57.920]  在十三節開頭提到「知矣」
[00:01:57.920 --> 00:02:01.440]  其實這是一個呼喚的詞語
[00:02:01.440 --> 00:02:04.120]  原文帶有命令語氣
[00:02:04.120 --> 00:02:06.720]  目的是要引起注意
[00:02:06.720 --> 00:02:10.280]  並且有警戒的意思
[00:02:10.280 --> 00:02:13.440]  意思是大家要留心留意
[00:02:13.440 --> 00:02:16.000]  要留心聽
[00:02:16.000 --> 00:02:19.440]  究竟要聽什麼呢?
[00:02:19.440 --> 00:02:22.280]  在經文指出有人
[00:02:22.280 --> 00:02:26.120]  相信這群人是做生意的人
[00:02:26.120 --> 00:02:30.280]  他們可能是有錢的人
[00:02:30.280 --> 00:02:35.280]  他們打算做生意賺大錢
[00:02:35.280 --> 00:02:38.880]  而當時在第一世紀的情況下
[00:02:38.880 --> 00:02:43.320]  尤其是在山區各地的猶太人
[00:02:43.320 --> 00:02:49.800]  他們很多都是活躍在猶太地區的商人
[00:02:49.800 --> 00:02:53.160]  他們經常來計劃行程
[00:02:53.160 --> 00:02:58.880]  到各地建立網絡從事生意貿易
[00:02:58.880 --> 00:03:04.400]  在經文中描寫的計劃行程都很細緻
[00:03:04.400 --> 00:03:08.240]  包括出發時間
[00:03:08.240 --> 00:03:10.120]  去哪裏
[00:03:10.120 --> 00:03:11.560]  去多久
[00:03:11.560 --> 00:03:12.760]  做什麼
[00:03:12.760 --> 00:03:14.760]  結果如何
[00:03:14.760 --> 00:03:18.040]  這些計劃都非常周詳
[00:03:18.040 --> 00:03:20.880]  有人說這個字
[00:03:20.880 --> 00:03:24.040]  原文是現在的時色
[00:03:24.040 --> 00:03:26.880]  其實表明那些做生意的人
[00:03:26.880 --> 00:03:29.960]  他們時常都有這樣的想法
[00:03:29.960 --> 00:03:31.320]  那種想法是什麼呢?
[00:03:31.320 --> 00:03:35.000]  他們對自己是非常有自信的
[00:03:35.000 --> 00:03:41.080]  他們認為所有的時間和行動安排
[00:03:41.080 --> 00:03:43.200]  其實這些所有的東西
[00:03:43.200 --> 00:03:47.760]  都是自己可以決定和計劃的
[00:03:47.760 --> 00:03:50.160]  他們都是慣常這樣做的
[00:03:50.160 --> 00:03:53.960]  用這樣的思考模式去計劃
[00:03:53.960 --> 00:03:56.760]  和去規劃一些事情
[00:03:56.760 --> 00:04:00.480]  而亞哥在這裏很直接的指出
[00:04:00.480 --> 00:04:05.520]  那些生意人很自信地來計劃他們的人生
[00:04:05.520 --> 00:04:08.320]  以為自己很有智慧
[00:04:08.320 --> 00:04:14.800]  以為他們自己可以掌握所有一切的心態
[00:04:14.800 --> 00:04:19.960]  其實他們對自己認識是不足夠的
[00:04:19.960 --> 00:04:24.960]  他們彷彿忘記了一些更加重要的事情
[00:04:24.960 --> 00:04:27.360]  在第十四節繼續說
[00:04:27.360 --> 00:04:30.280]  亞哥指出了兩件事
[00:04:30.280 --> 00:04:36.960]  第一件事就是人對未來沒有一個完全的確定性
[00:04:36.960 --> 00:04:39.800]  在經文裏說
[00:04:39.800 --> 00:04:42.000]  其實明天如何
[00:04:42.000 --> 00:04:44.000]  你們還不知道
[00:04:44.000 --> 00:04:48.480]  人對明天的事情其實是一無所知
[00:04:48.480 --> 00:04:51.000]  人的知識和計劃
[00:04:51.000 --> 00:04:57.080]  其實是沒有辦法掌握明天所發生的事情
[00:04:57.080 --> 00:05:02.360]  和大家分享我太太的同事的一個經歷
[00:05:02.360 --> 00:05:05.080]  這位同事是一位男士
[00:05:05.080 --> 00:05:06.840]  大約六十多歲
[00:05:06.840 --> 00:05:10.520]  每天如是上班下班
[00:05:10.520 --> 00:05:17.480]  有一天這位同事精神奕奕地上班
[00:05:17.480 --> 00:05:21.480]  下班後約了他姐姐吃飯
[00:05:21.480 --> 00:05:25.680]  吃完飯回家休息
[00:05:25.680 --> 00:05:27.160]  到第二天
[00:05:27.160 --> 00:05:30.960]  我太太得知這位男同事
[00:05:30.960 --> 00:05:35.560]  昨晚吃完飯回家後休息
[00:05:35.560 --> 00:05:38.280]  然後一睡不醒
[00:05:38.280 --> 00:05:41.280]  於是遇勢長遲
[00:05:41.280 --> 00:05:47.280]  當時我太太得知這個消息非常震驚和難過
[00:05:47.280 --> 00:05:50.480]  前一天還見到這位同事還好好的
[00:05:50.480 --> 00:05:52.880]  有說有笑
[00:05:52.880 --> 00:05:54.560]  有溝通
[00:05:54.560 --> 00:05:58.760]  第二天就收到這個突如其來的消息
[00:05:58.760 --> 00:06:01.160]  其實很真實
[00:06:01.160 --> 00:06:03.680]  明天發生什麼事情
[00:06:03.680 --> 00:06:06.080]  其實我們確實是不知道
[00:06:06.080 --> 00:06:09.480]  所謂今天不知道明天的事情
[00:06:09.480 --> 00:06:16.280]  人對將來的事情實在無法掌握和確定
[00:06:16.280 --> 00:06:19.280]  究竟生命是一回什麼事情
[00:06:19.280 --> 00:06:24.280]  人要如何看待生命呢?
[00:06:24.280 --> 00:06:28.280]  阿葛繼續指出第二件事
[00:06:28.280 --> 00:06:34.680]  就是人的生命非常短暫和虛無
[00:06:34.680 --> 00:06:40.080]  經文說:你們的生命就像一片雲霧
[00:06:40.080 --> 00:06:43.280]  出現片刻就不見了
[00:06:43.280 --> 00:06:47.880]  雲霧這個字在原文當中是指一些蒸氣
[00:06:47.880 --> 00:06:50.480]  轉眼間就會消失
[00:06:50.480 --> 00:06:53.480]  沒有辦法去抓緊
[00:06:53.480 --> 00:06:57.480]  這個表達也不是說好像很浪漫
[00:06:57.480 --> 00:07:01.080]  或者滿有詩意的來表達
