
[00:00:00.000 --> 00:00:02.000]  今天是一個很特別的日子
[00:00:02.000 --> 00:00:03.440]  為甚麼特別呢?
[00:00:03.440 --> 00:00:06.240]  因為終於都有藍天白雲了
[00:00:06.240 --> 00:00:09.040]  過往兩個星期都是黑雨
[00:00:09.040 --> 00:00:13.720]  甚至星期二說到今天也可能有狂風大驟雨
[00:00:13.720 --> 00:00:14.840]  但很感謝主
[00:00:14.840 --> 00:00:19.520]  甚至我們的人生的確不是常常天色常藍
[00:00:19.520 --> 00:00:22.280]  但因為我們有耶穌的陪伴
[00:00:22.280 --> 00:00:24.680]  我們用掌聲多謝耶穌
[00:00:24.680 --> 00:00:28.320]  (掌聲)
[00:00:28.320 --> 00:00:33.120]  今天除了藍天白雲這麼特別之外
[00:00:33.120 --> 00:00:34.800]  其實還有另一個特別的
[00:00:34.800 --> 00:00:36.640]  先在這裡賣一下關子
[00:00:36.640 --> 00:00:37.960]  我很想說
[00:00:37.960 --> 00:00:41.080]  上個月我看了一套很特別的電影
[00:00:41.080 --> 00:00:42.320]  這套電影為甚麼這麼特別呢?
[00:00:42.320 --> 00:00:43.640]  因為是講潮語的
[00:00:43.640 --> 00:00:47.520]  所以我和家人一起看這套講潮語的電影
[00:00:47.520 --> 00:00:50.040]  不要以為我家人很追潮流
[00:00:50.040 --> 00:00:55.000]  只不過因為這個潮語是潮州話的意思
[00:00:55.000 --> 00:00:57.000]  我爸爸是潮州人
[00:00:57.000 --> 00:01:01.040]  所以上個月我和爸爸慶祝父親節
[00:01:01.040 --> 00:01:04.960]  我就和他一起看這套電影
[00:01:04.960 --> 00:01:08.040]  大家猜到這是甚麼電影嗎?
[00:01:08.040 --> 00:01:09.920]  有些人說了,有些人說不了
[00:01:09.920 --> 00:01:13.640]  就是這個《吸阿摩的情書》
[00:01:13.640 --> 00:01:16.800]  大家懂不懂潮州話怎麼讀?
[00:01:16.800 --> 00:01:19.440]  我問過我爸爸,應該怎麼說呢?
[00:01:19.440 --> 00:01:24.440]  (潮州話)
[00:01:24.440 --> 00:01:28.520]  很有趣,潮州話的阿媽是讀阿媽的
[00:01:28.520 --> 00:01:31.520]  所以是《給阿媽的情書》
[00:01:31.520 --> 00:01:33.000]  很想問一問
[00:01:33.000 --> 00:01:37.760]  我們有多少弟兄姊妹是潮州人嫁建欄的?
[00:01:37.760 --> 00:01:42.320]  一般般,多而已
[00:01:42.320 --> 00:01:43.960]  如果你是潮州人的話
[00:01:43.960 --> 00:01:46.680]  我就鼓勵你去看這套講潮州話的電影
[00:01:46.680 --> 00:01:47.800]  因為其實很少有
[00:01:47.800 --> 00:01:49.760]  但如果你不懂得講潮州話也不要緊
[00:01:49.760 --> 00:01:51.720]  因為我有個團友他不懂得講潮州話
[00:01:51.720 --> 00:01:56.000]  他反而看完後推介我去看這套電影
[00:01:56.000 --> 00:01:58.080]  其實這套電影的確是很不錯
[00:01:58.080 --> 00:02:01.280]  因為主要是講述50年代華僑
[00:02:01.280 --> 00:02:05.920]  中國人在南洋打拼的歷史
[00:02:05.920 --> 00:02:08.160]  另外這套電影也很有娛樂性
[00:02:08.160 --> 00:02:09.200]  也很好笑
[00:02:09.200 --> 00:02:12.840]  不過也有很多很感人的地方
[00:02:12.840 --> 00:02:16.520]  其實這套電影
[00:02:16.520 --> 00:02:18.520]  我和我爸爸一起去看
[00:02:18.520 --> 00:02:21.080]  一來是慶祝父親節
[00:02:21.080 --> 00:02:24.160]  二來當我看的時候也很有感受
[00:02:24.160 --> 00:02:28.000]  因為過往幾年我和團契去泰國短宣
[00:02:28.000 --> 00:02:32.400]  所以看這套電影我認識了泰國一個不同的面貌
[00:02:32.400 --> 00:02:34.480]  這套電影其實是講述男主角
[00:02:34.480 --> 00:02:36.640]  去到潛羅打工
[00:02:36.640 --> 00:02:41.600]  為了賺錢回鄉去養家
[00:02:41.600 --> 00:02:44.280]  潛羅知不知道是什麼地方?
[00:02:44.280 --> 00:02:45.360]  厲害
[00:02:45.360 --> 00:02:47.840]  還有人知道潛羅是泰國這個地方
