
[00:00:00.000 --> 00:00:02.000]  大英姐妹主內平安
[00:00:02.000 --> 00:00:04.000]  (大英姐妹:平安)
[00:00:04.000 --> 00:00:07.000]  過去一個多星期下了很多長雨
[00:00:07.000 --> 00:00:10.000]  大到可以這樣說
[00:00:10.000 --> 00:00:12.000]  反映了人生的歷程
[00:00:12.000 --> 00:00:14.000]  今早禱告祖祖的時候
[00:00:14.000 --> 00:00:18.000]  望見窗外一絲陽光的照入
[00:00:18.000 --> 00:00:21.000]  令到我的心都能夠蘇醒
[00:00:21.000 --> 00:00:25.000]  剛才詩歌也帶領我們能夠再一次警醒
[00:00:25.000 --> 00:00:27.000]  再一次在神的話語裡面
[00:00:27.000 --> 00:00:29.000]  因為祂的慈愛和憐憫
[00:00:29.000 --> 00:00:32.000]  我們能夠回來當中跟祂敬拜
[00:00:32.000 --> 00:00:37.000]  當我看資料的時候
[00:00:37.000 --> 00:00:41.000]  我記起昨天是DSE考試完結
[00:00:41.000 --> 00:00:44.000]  有沒有大英姐妹或年青人
[00:00:44.000 --> 00:00:46.000]  你剛剛考完DSE
[00:00:46.000 --> 00:00:48.000]  今天在我們當中請你舉起手
[00:00:48.000 --> 00:00:49.000]  有沒有
[00:00:49.000 --> 00:00:51.000]  應該少吧
[00:00:51.000 --> 00:00:53.000]  因為年青人應該上了
[00:00:53.000 --> 00:00:55.000]  青少崇拜吧
[00:00:55.000 --> 00:00:58.000]  原來我們每一個都已經沒有考DSE
[00:00:58.000 --> 00:01:01.000]  或者應該說已經不是年青了
[00:01:01.000 --> 00:01:05.000]  如果說真的都有點感觸
[00:01:05.000 --> 00:01:07.000]  我們應該多一些年青人在我們當中
[00:01:07.000 --> 00:01:10.000]  我特別想到今屆DSE的同學
[00:01:10.000 --> 00:01:12.000]  如果在網上聽崇拜的話
[00:01:12.000 --> 00:01:14.000]  我也想慰問你們
[00:01:14.000 --> 00:01:16.000]  願神的恩惠平安與你們同在
[00:01:16.000 --> 00:01:17.000]  因為考完試了
[00:01:17.000 --> 00:01:18.000]  可以鬆一口氣
[00:01:18.000 --> 00:01:19.000]  休息一下
[00:01:19.000 --> 00:01:20.000]  或者你的孫兒
[00:01:20.000 --> 00:01:23.000]  你的兒子、孩子都剛剛考完DSE
[00:01:23.000 --> 00:01:25.000]  你可以跟他們輕鬆一下
[00:01:25.000 --> 00:01:29.000]  DSE的同學很多時候都很緊張
[00:01:29.000 --> 00:01:31.000]  他會擔心考得不好
[00:01:31.000 --> 00:01:35.000]  又或者接下來的前路是怎樣呢
[00:01:35.000 --> 00:01:38.000]  我分享一張照片給你
[00:01:38.000 --> 00:01:42.000]  這張照片是我當年考會考試的進考證
[00:01:42.000 --> 00:01:45.000]  是古物來的
[00:01:45.000 --> 00:01:50.000]  為什麼我找得到這張進考證呢
[00:01:50.000 --> 00:01:53.000]  因為當年我考DSE
[00:01:53.000 --> 00:01:55.000]  不是DSE,當然是會考
[00:01:55.000 --> 00:01:58.000]  會考考過的請舉手
[00:01:58.000 --> 00:02:02.000]  真的會考一下
[00:02:02.000 --> 00:02:04.000]  原來我們是會考的年代
[00:02:04.000 --> 00:02:09.000]  因為我拿出來希望感受一下DSE的同學
[00:02:09.000 --> 00:02:12.000]  他的考試的感覺和感受
[00:02:12.000 --> 00:02:13.000]  那種壓力
[00:02:13.000 --> 00:02:15.000]  原來幾十年過去
[00:02:15.000 --> 00:02:17.000]  那種壓力感覺仍然在
[00:02:17.000 --> 00:02:19.000]  已經成為一個記憶
[00:02:19.000 --> 00:02:22.000]  這種緊張的感覺帶著我們
[00:02:22.000 --> 00:02:25.000]  然後不會洗走
[00:02:25.000 --> 00:02:27.000]  是會記在我們的心裏
[00:02:27.000 --> 00:02:32.000]  人生到老其實可能面對不同的考試
[00:02:32.000 --> 00:02:35.000]  兒童時期幼稚園的入學試
[00:02:35.000 --> 00:02:39.000]  可能你今天帶著孩童去考入學試
[00:02:39.000 --> 00:02:41.000]  又或者入學之後
[00:02:41.000 --> 00:02:44.000]  小學、中學又或者上到大學
[00:02:44.000 --> 00:02:47.000]  你有一連串不同形式的考試
[00:02:47.000 --> 00:02:48.000]  出來見工了
[00:02:48.000 --> 00:02:49.000]  你要考什麼
[00:02:49.000 --> 00:02:50.000]  面試
[00:02:50.000 --> 00:02:52.000]  進入到老年
[00:02:52.000 --> 00:02:54.000]  都要考考試
[00:02:54.000 --> 00:02:55.000]  考考你的記憶
[00:02:55.000 --> 00:02:57.000]  考考你的活動能力
[00:02:57.000 --> 00:03:00.000]  如果你入安老院還要什麼
[00:03:00.000 --> 00:03:01.000]  面試評估
[00:03:01.000 --> 00:03:04.000]  看看有什麼需要可以給你特別的照顧
[00:03:04.000 --> 00:03:07.000]  如果說人生是使命人生
[00:03:07.000 --> 00:03:08.000]  即是考試人生
