
[00:00:00.000 --> 00:00:03.000]  早晨各位
[00:00:03.000 --> 00:00:06.000]  在我們講道之先
[00:00:06.000 --> 00:00:09.000]  我們一起同心去禱告
[00:00:09.000 --> 00:00:11.000]  親愛的天父我們感謝你
[00:00:11.000 --> 00:00:16.000]  讓我們可以一起回到教會當中去敬拜你
[00:00:16.000 --> 00:00:18.000]  求主你打開我們的心
[00:00:18.000 --> 00:00:20.000]  聆聽神理的話語
[00:00:20.000 --> 00:00:23.000]  也被神理的話語提醒和幫助
[00:00:23.000 --> 00:00:25.000]  我們這樣禱告、教託
[00:00:25.000 --> 00:00:30.000]  奈何主耶穌基督之名祈求阿們
[00:00:30.000 --> 00:00:32.000]  好
[00:00:32.000 --> 00:00:35.000]  現在我講一段對白
[00:00:35.000 --> 00:00:40.000]  看看大家猜不猜到是賣什麼
[00:00:40.000 --> 00:00:42.000]  準備了
[00:00:42.000 --> 00:00:44.000]  做什麼這麼煩啊
[00:00:44.000 --> 00:00:46.000]  白頭髮?你又煩?
[00:00:46.000 --> 00:00:48.000]  查了什麼?
[00:00:48.000 --> 00:00:50.000]  黃金金的
[00:00:50.000 --> 00:00:52.000]  學我吧
[00:00:52.000 --> 00:00:54.000]  逐漸變黑也行
[00:00:54.000 --> 00:00:56.000]  得了
[00:00:56.000 --> 00:00:58.000]  大家有沒有看過這個廣告?
[00:00:58.000 --> 00:01:01.000]  好像每個人都有看過
[00:01:01.000 --> 00:01:04.000]  話說當年這個廣告商
[00:01:04.000 --> 00:01:07.000]  賣斷了播放權
[00:01:07.000 --> 00:01:12.000]  所以這個廣告可以在電視播出40年這麼久
[00:01:12.000 --> 00:01:14.000]  沒有重拍過
[00:01:14.000 --> 00:01:16.000]  大家還記不記得這個廣告
[00:01:16.000 --> 00:01:20.000]  誰是代言人?
[00:01:20.000 --> 00:01:24.000]  非常好反應
[00:01:24.000 --> 00:01:25.000]  可以這麼說
[00:01:25.000 --> 00:01:27.000]  一見到這個品牌
[00:01:27.000 --> 00:01:29.000]  就會想起曾江
[00:01:29.000 --> 00:01:31.000]  或者你見到曾江
[00:01:31.000 --> 00:01:34.000]  你也會想起這個品牌
[00:01:34.000 --> 00:01:37.000]  可以說是深入民心
[00:01:37.000 --> 00:01:40.000]  成為大家集體的回憶
[00:01:40.000 --> 00:01:42.000]  我沒有用過這個品牌
[00:01:42.000 --> 00:01:45.000]  有沒有朋友有用過?
[00:01:45.000 --> 00:01:49.000]  我家裡媽媽好像也有用過
[00:01:49.000 --> 00:01:52.000]  一個成功的代言人
[00:01:52.000 --> 00:01:57.000]  的確可以為他代言的產品帶來正面的影響
[00:01:57.000 --> 00:02:02.000]  至少可以吸引人去購買這個產品
[00:02:02.000 --> 00:02:05.000]  而且一見到這個代言人
[00:02:05.000 --> 00:02:08.000]  你就會想起這個產品
[00:02:08.000 --> 00:02:11.000]  在《聖經》裡也有一個人
[00:02:11.000 --> 00:02:14.000]  他不是什麼品牌的代言人
[00:02:14.000 --> 00:02:16.000]  他是一個祭司
[00:02:16.000 --> 00:02:17.000]  是一個先知
[00:02:17.000 --> 00:02:23.000]  可以說是名副其實的神的代言人
[00:02:23.000 --> 00:02:26.000]  而且是一個非凡的代言人
[00:02:26.000 --> 00:02:28.000]  為什麼這麼非凡呢?
[00:02:28.000 --> 00:02:33.000]  因為他不只是透過語言去宣講
[00:02:33.000 --> 00:02:37.000]  而是透過他很精湛的肢體動作
[00:02:37.000 --> 00:02:41.000]  身體語言去傳達神的訊息
[00:02:41.000 --> 00:02:44.000]  帶出一種非語言的宣告
[00:02:44.000 --> 00:02:47.000]  用生命來宣講神的道
[00:02:47.000 --> 00:02:52.000]  這個非凡的代言人就是以西傑
[00:02:52.000 --> 00:02:55.000]  讓我們一起透過他的生命
[00:02:55.000 --> 00:02:58.000]  看看有什麼值得我們學習的地方
[00:02:58.000 --> 00:02:59.000]  好不好?
[00:02:59.000 --> 00:03:00.000]  好
[00:03:00.000 --> 00:03:04.000]  今天是崇拜港島轉變中的盼望
[00:03:04.000 --> 00:03:05.000]  非常之長
[00:03:05.000 --> 00:03:09.000]  由以西傑書系列的第二講
[00:03:09.000 --> 00:03:12.000]  讓我簡單地重溫一下
[00:03:12.000 --> 00:03:16.000]  以西傑書一至三章的背景
[00:03:16.000 --> 00:03:21.000]  在約瓦金王被擄到巴比倫之後的第五年
[00:03:21.000 --> 00:03:24.000]  一個剛剛三十出頭的年輕人
[00:03:24.000 --> 00:03:27.000]  以西傑滿懷壯志
[00:03:27.000 --> 00:03:30.000]  一心想著在聖殿裡去服侍神
[00:03:30.000 --> 00:03:33.000]  誰不知就是因為被擄
[00:03:33.000 --> 00:03:37.000]  所以不能去履行祭司的職務
[00:03:37.000 --> 00:03:41.000]  所有的自由、希望、前途
[00:03:41.000 --> 00:03:43.000]  全部都毀於一旦
[00:03:43.000 --> 00:03:46.000]  就在一個絕望的境況裡
[00:03:46.000 --> 00:03:50.000]  上帝卻讓以西傑看到異象
[00:03:50.000 --> 00:03:52.000]  然後神還呼召以西傑
[00:03:52.000 --> 00:03:56.000]  承擔起先知的職份
[00:03:56.000 --> 00:03:58.000]  今天我宣講的經文
[00:03:58.000 --> 00:04:03.000]  在以西傑書四章至五章的四節
[00:04:03.000 --> 00:04:05.000]  這一段主要是說到
[00:04:05.000 --> 00:04:07.000]  神吩咐以西傑
[00:04:07.000 --> 00:04:10.000]  用三個象徵性的行動
[00:04:10.000 --> 00:04:16.000]  來預言耶路撒冷將要被圍困和毀滅
[00:04:16.000 --> 00:04:20.000]  還有祂要警告那群以色列人
[00:04:20.000 --> 00:04:23.000]  神一定會審判他們
[00:04:23.000 --> 00:04:27.000]  不要以為很快就可以回到耶路撒冷
[00:04:27.000 --> 00:04:29.000]  你不要想了
[00:04:29.000 --> 00:04:33.000]  全體的國民都很快會被擄到巴比倫
[00:04:33.000 --> 00:04:36.000]  耶路撒冷幾年之後也會淪陷
[00:04:36.000 --> 00:04:38.000]  如果我們要講這段經文
[00:04:38.000 --> 00:04:43.000]  就不可以不提三章24至27的
[00:04:43.000 --> 00:04:46.000]  一個很重要的情節
[00:04:46.000 --> 00:04:50.000]  這個情節將會影響到我們一會兒講的經文
[00:04:50.000 --> 00:04:53.000]  不如大家一起去讀吧
[00:04:53.000 --> 00:04:58.000]  「令進入我裡面使我站起來
[00:04:58.000 --> 00:05:03.000]  耶和華對我說:你進屋裡去把門關上
[00:05:03.000 --> 00:05:08.000]  你人子看那人要用繩索捆綁你
[00:05:08.000 --> 00:05:12.000]  使你不能出去到他們中間
[00:05:12.000 --> 00:05:15.000]  我必使你的舌頭貼著上膛
[00:05:15.000 --> 00:05:17.000]  以致你啞口
[00:05:17.000 --> 00:05:20.000]  不能作責備他們的人
[00:05:20.000 --> 00:05:22.000]  他們原是博奕之家
[00:05:22.000 --> 00:05:25.000]  但我對你說話的時候
[00:05:25.000 --> 00:05:27.000]  必使你開口
[00:05:27.000 --> 00:05:29.000]  你就要對他們說
[00:05:29.000 --> 00:05:31.000]  主耶和華如此說
[00:05:31.000 --> 00:05:33.000]  聽的讓他聽
[00:05:33.000 --> 00:05:35.000]  不聽的任他不聽
[00:05:35.000 --> 00:05:38.000]  因為他們是博奕之家」
[00:05:38.000 --> 00:05:41.000]  這裏提到耶和華
[00:05:41.000 --> 00:05:47.000]  令以西傑的舌頭貼著上膛
[00:05:47.000 --> 00:05:50.000]  上膛其實是上顎的意思
[00:05:50.000 --> 00:05:54.000]  大家試試把舌頭貼著上膛
[00:05:54.000 --> 00:05:55.000]  你能不能說話呢?
[00:05:55.000 --> 00:05:57.000]  說不出話來吧
[00:05:57.000 --> 00:06:01.000]  所以在四至五章裏
[00:06:01.000 --> 00:06:02.000]  我們發現
[00:06:02.000 --> 00:06:05.000]  以西傑的行動為何如此古怪
[00:06:05.000 --> 00:06:08.000]  原來是因為他說不出話來
[00:06:08.000 --> 00:06:13.000]  他全程用一些行動來替說話
[00:06:13.000 --> 00:06:16.000]  去傳達神的訊息
[00:06:16.000 --> 00:06:21.000]  今天我們盼望透過這段經文讓我們反思
[00:06:21.000 --> 00:06:24.000]  究竟神想我們在這個世代裏
[00:06:24.000 --> 00:06:26.000]  成為一個怎樣的人呢?
[00:06:26.000 --> 00:06:30.000]  怎樣去活出一個有使命的人生
[00:06:30.000 --> 00:06:34.000]  成為一個福音和真理的代言人?
[00:06:34.000 --> 00:06:39.000]  我首先邀請大家一起去讀四章四至六節
[00:06:39.000 --> 00:06:40.000]  準備
[00:06:40.000 --> 00:06:43.000]  「你要向左則我
[00:06:43.000 --> 00:06:46.000]  承擔以色列家的罪孽
[00:06:46.000 --> 00:06:49.000]  按你向左則我的日數
[00:06:49.000 --> 00:06:51.000]  擔當他們的罪孽
[00:06:51.000 --> 00:06:56.000]  我已將他們作惡的年數定了日期
[00:06:56.000 --> 00:06:59.000]  就是三百九十天
[00:06:59.000 --> 00:07:03.000]  你要如此擔當以色列家的罪孽
[00:07:03.000 --> 00:07:06.000]  這些日子結束之後
[00:07:06.000 --> 00:07:09.000]  你還要向右則我
[00:07:09.000 --> 00:07:11.000]  擔當猶大家的罪孽
[00:07:11.000 --> 00:07:14.000]  我為你定了四十天
[00:07:14.000 --> 00:07:16.000]  一天頂一年」
[00:07:16.000 --> 00:07:20.000]  首先要成為一個非凡的代言人
[00:07:20.000 --> 00:07:25.000]  必須要以生命來傳遞上帝的道
[00:07:25.000 --> 00:07:28.000]  在四章一至八節第一段
[00:07:28.000 --> 00:07:32.000]  我將它命名為「圍困之城」
[00:07:32.000 --> 00:07:34.000]  這裡我分為兩部分
[00:07:34.000 --> 00:07:37.000]  第一部分是一至三節
[00:07:37.000 --> 00:07:42.000]  神叫以西傑拿一塊泥磚來
[00:07:42.000 --> 00:07:43.000]  放在他面前
[00:07:43.000 --> 00:07:48.000]  將耶路撒冷的城劃在上面
[00:07:48.000 --> 00:07:51.000]  大家有沒有砌過模型?
[00:07:51.000 --> 00:07:53.000]  可能小時候沒有模型砌
[00:07:53.000 --> 00:07:59.000]  我砌過一些用法寶膠製作的模型
[00:07:59.000 --> 00:08:02.000]  這個就像一個攻城的模型
[00:08:02.000 --> 00:08:05.000]  製作了壁壘、圍牆、高台
[00:08:05.000 --> 00:08:08.000]  還要四面圍著鐵鎚
[00:08:08.000 --> 00:08:11.000]  打算攻打這個城
[00:08:11.000 --> 00:08:15.000]  然後以西傑還要拿著一個鐵盤
[00:08:15.000 --> 00:08:18.000]  大家想到這個鐵盤是甚麼來的嗎?
[00:08:18.000 --> 00:08:21.000]  是聖殿裏面的一個器皿
[00:08:21.000 --> 00:08:25.000]  用來獻授祭、做餅的時候用的
[00:08:25.000 --> 00:08:28.000]  他的姿勢就是這樣
[00:08:28.000 --> 00:08:31.000]  拿著鐵盤對著模型
[00:08:31.000 --> 00:08:34.000]  好像想打他一樣
[00:08:34.000 --> 00:08:37.000]  原來耶路撒冷城的模型
[00:08:37.000 --> 00:08:41.000]  預言到耶路撒冷會被圍困
[00:08:41.000 --> 00:08:44.000]  上帝不會幫他們
[00:08:44.000 --> 00:08:47.000]  他們又不能夠衝出重圍
[00:08:47.000 --> 00:08:51.000]  因為攻打這個城不是其他人
[00:08:51.000 --> 00:08:54.000]  而是上帝祂自己
[00:08:54.000 --> 00:08:58.000]  表達了上帝對耶路撒冷城的審判
[00:08:58.000 --> 00:09:03.000]  雖然這個動作對以西傑來說沒有甚麼難度
[00:09:03.000 --> 00:09:05.000]  動作不是很複雜
[00:09:05.000 --> 00:09:09.000]  但內心的確有很多掙扎
[00:09:09.000 --> 00:09:12.000]  因為以西傑要很清楚地
[00:09:12.000 --> 00:09:16.000]  傳遞出一個神會審判的訊息
[00:09:16.000 --> 00:09:19.000]  講明神一定會追究到底
[00:09:19.000 --> 00:09:22.000]  公義一定會彰顯
[00:09:22.000 --> 00:09:26.000]  他生命的呈現就是一個訊息
[00:09:26.000 --> 00:09:29.000]  就是一個神審判的訊息
[00:09:29.000 --> 00:09:32.000]  第二部分是在四至八節
[00:09:32.000 --> 00:09:37.000]  以西傑要打側地躺下
[00:09:37.000 --> 00:09:38.000]  做甚麼呢?
[00:09:38.000 --> 00:09:40.000]  想問問大家
[00:09:40.000 --> 00:09:42.000]  你們睡覺的時候
[00:09:42.000 --> 00:09:46.000]  誰是打側睡的?
[00:09:46.000 --> 00:09:49.000]  你說早上起床都不知道
[00:09:49.000 --> 00:09:54.000]  睡覺之前是誰打平睡的?
[00:09:54.000 --> 00:09:56.000]  都有啊
[00:09:56.000 --> 00:09:58.000]  好像一半一半
[00:09:58.000 --> 00:10:03.000]  你猜猜誰是最佳的誰之?
[00:10:03.000 --> 00:10:05.000]  好像知道
[00:10:05.000 --> 00:10:08.000]  美國最新的調查報告顯示
[00:10:08.000 --> 00:10:12.000]  原來打側睡是很好的
