
[00:00:00.000 --> 00:00:07.000]  當女兒生病後,我們曾經求神,希望只是腸胃炎,
[00:00:07.000 --> 00:00:11.000]  希望只是這些簡單的事。
[00:00:11.000 --> 00:00:14.000]  吃了藥,就可以康復。
[00:00:14.000 --> 00:00:19.000]  但發覺吃了藥,吃來吃去,仍然是拉肚子,
[00:00:19.000 --> 00:00:24.000]  她沒有吐,只是拉肚子,我們覺得有點不妥。
[00:00:24.000 --> 00:00:27.000]  又發燒,更加不妥。
[00:00:27.000 --> 00:00:33.000]  又有舌頭痛,又有腰痛,我們希望這是否在骨神經,
[00:00:33.000 --> 00:00:35.000]  要看醫生。
[00:00:35.000 --> 00:00:40.000]  結果又是好像好了一點,
[00:00:40.000 --> 00:00:45.000]  但仍然是拉肚子,我們覺得有點問題,需要照。
[00:00:45.000 --> 00:00:51.000]  所以家庭醫生都鼓勵她照一照,來看看。
[00:00:51.000 --> 00:00:56.000]  一照之下,發覺肝臟有兩顆東西。
[00:00:56.000 --> 00:01:00.000]  另一方面,繼續不斷發燒,醫生就很清楚說,
[00:01:00.000 --> 00:01:03.000]  如果再發燒的時候,要入院。
[00:01:03.000 --> 00:01:13.000]  去到醫院,第二天我們就知道,原來染上的是一種叫做Clebsiella Pneumonia,
[00:01:13.000 --> 00:01:19.000]  這種菌,我後來多些詳細看一看,
[00:01:19.000 --> 00:01:25.000]  原來發覺對於身體上有某一方面弱點的人,
[00:01:25.000 --> 00:01:29.000]  他就最喜歡攻擊那些弱點。
[00:01:29.000 --> 00:01:33.000]  你的血糖稍微高一點,他就攻擊你的血糖,
[00:01:33.000 --> 00:01:36.000]  令你一聲飆升。
[00:01:36.000 --> 00:01:39.000]  你的肝有些問題,就攻擊你的肝。
[00:01:39.000 --> 00:01:42.000]  你的肺有些問題,就攻擊你的肺。
[00:01:42.000 --> 00:01:46.000]  你的腦可能有些問題,或者你的心臟有些問題,
[00:01:46.000 --> 00:01:48.000]  他就攻擊你那些地方。
[00:01:48.000 --> 00:01:52.000]  是因為這樣的緣故,當遲了發現,
[00:01:52.000 --> 00:01:56.000]  沒有及早作最壞的打算,
[00:01:56.000 --> 00:02:02.000]  把Pneumonia裡面的菌殺死的時候,
[00:02:02.000 --> 00:02:06.000]  一上到腦,一去到心臟,
[00:02:06.000 --> 00:02:13.000]  死亡率非常高,高可以去到八成。
[00:02:13.000 --> 00:02:17.000]  我聽完的時候,心裡面真的震驚,
[00:02:17.000 --> 00:02:21.000]  但我們很感恩,神力預備合適的時候,
[00:02:21.000 --> 00:02:24.000]  兩天之內轉三間醫院,
[00:02:24.000 --> 00:02:26.000]  最後去到那個醫院的時候,
[00:02:26.000 --> 00:02:32.000]  專家的團隊找到那隻菌對症下藥,
[00:02:32.000 --> 00:02:34.000]  開頭用兩隻Antibiotic,
[00:02:34.000 --> 00:02:38.000]  接著第二天用三隻Antibiotic,
[00:02:38.000 --> 00:02:40.000]  先壓住它。
[00:02:40.000 --> 00:02:43.000]  我也感恩,上個星期開始,
[00:02:43.000 --> 00:02:46.000]  我的女兒已經不再需要在醫院,
[00:02:46.000 --> 00:02:51.000]  另一方面,前天看了醫生的時候,
[00:02:51.000 --> 00:02:55.000]  醫生也告訴我們,
[00:02:55.000 --> 00:02:59.000]  她不再需要吃那些Antibiotic,
[00:02:59.000 --> 00:03:03.000]  因為這樣的緣故,對她的胃口應該會好一些。
[00:03:03.000 --> 00:03:05.000]  多謝大家的禱告。
[00:03:05.000 --> 00:03:11.000]  我不知道大家有多少人有試過,
[00:03:11.000 --> 00:03:14.000]  禱告不蒙英文,
[00:03:14.000 --> 00:03:16.000]  試過的舉手,
[00:03:16.000 --> 00:03:19.000]  我相信全部都試過,
[00:03:19.000 --> 00:03:21.000]  都不用說了。
[00:03:21.000 --> 00:03:24.000]  我們這次看看美國的大選,
[00:03:24.000 --> 00:03:26.000]  很多人的禱告,
[00:03:26.000 --> 00:03:28.000]  都希望不要再找特朗普,
[00:03:28.000 --> 00:03:30.000]  結果出乎意料,
[00:03:30.000 --> 00:03:32.000]  你可以這樣說,
[00:03:32.000 --> 00:03:35.000]  他贏得非常清脆,
[00:03:35.000 --> 00:03:36.000]  你想不到的,
[00:03:36.000 --> 00:03:39.000]  那些搖擺州,
[00:03:39.000 --> 00:03:41.000]  全部都差不多,
[00:03:41.000 --> 00:03:43.000]  全部都給他,
[00:03:43.000 --> 00:03:45.000]  他贏得天紅,
[00:03:45.000 --> 00:03:49.000]  第二,他贏不只是選舉人票,
[00:03:49.000 --> 00:03:53.000]  是連總人數都贏了,
[00:03:53.000 --> 00:03:59.000]  而且他是有史以來第二個comeback,
[00:03:59.000 --> 00:04:02.000]  任總統的時候,
[00:04:02.000 --> 00:04:04.000]  第二年再選,
[00:04:04.000 --> 00:04:05.000]  結果不行,
[00:04:05.000 --> 00:04:07.000]  再選,
[00:04:07.000 --> 00:04:12.000]  他是第二個成功comeback的總統。
[00:04:12.000 --> 00:04:14.000]  我們看到在這次裡面,
[00:04:14.000 --> 00:04:18.000]  我都有機會接觸我們在那邊的頂尖姐妹,
[00:04:18.000 --> 00:04:20.000]  他們跟我們說,
[00:04:20.000 --> 00:04:23.000]  面對著現在這個自由派,
[00:04:23.000 --> 00:04:27.000]  在美國越來越膨脹的時候,
[00:04:27.000 --> 00:04:30.000]  特朗普能夠贏,
[00:04:30.000 --> 00:04:33.000]  其實真的是神蹟,
[00:04:33.000 --> 00:04:35.000]  因為一般的人,
[00:04:35.000 --> 00:04:37.000]  特別是年輕的一代,
[00:04:37.000 --> 00:04:40.000]  越來越追求的是什麼?
[00:04:40.000 --> 00:04:42.000]  是自由,
[00:04:42.000 --> 00:04:45.000]  而就是追求這種自由,
[00:04:45.000 --> 00:04:48.000]  他們希望這個政府本身將來,
[00:04:48.000 --> 00:04:51.000]  能夠給他們更多性的自由,
[00:04:51.000 --> 00:04:52.000]  LGBT,
[00:04:52.000 --> 00:04:53.000]  全面開放,
[00:04:53.000 --> 00:04:54.000]  墮胎,
[00:04:54.000 --> 00:04:55.000]  全面開放,
[00:04:55.000 --> 00:04:56.000]  吸毒,
[00:04:56.000 --> 00:04:57.000]  開放,
[00:04:57.000 --> 00:04:58.000]  非刑事不得已,
[00:04:58.000 --> 00:05:00.000]  還要合法,
[00:05:00.000 --> 00:05:01.000]  另一方面,
[00:05:01.000 --> 00:05:02.000]  窮的人,
[00:05:02.000 --> 00:05:03.000]  你去拿東西,
[00:05:03.000 --> 00:05:04.000]  你沒錢給,
[00:05:04.000 --> 00:05:06.000]  走吧,
[00:05:06.000 --> 00:05:07.000]  只要一千元以內,
[00:05:07.000 --> 00:05:10.000]  美金一千元以內,
[00:05:10.000 --> 00:05:13.000]  不用給錢,
[00:05:13.000 --> 00:05:14.000]  其實,
[00:05:14.000 --> 00:05:17.000]  全部這些的措施,
[00:05:17.000 --> 00:05:21.000]  都是另一個候選人,
[00:05:21.000 --> 00:05:23.000]  那個時候,
[00:05:23.000 --> 00:05:25.000]  他自己親手,
[00:05:25.000 --> 00:05:27.000]  有機會發生的,
[00:05:27.000 --> 00:05:29.000]  一些事情,
[00:05:29.000 --> 00:05:30.000]  所以因為這樣的緣故,
[00:05:30.000 --> 00:05:31.000]  這次,
[00:05:31.000 --> 00:05:34.000]  我問那邊信主的人,
[00:05:34.000 --> 00:05:35.000]  信徒,
[00:05:35.000 --> 00:05:36.000]  一個,
[00:05:36.000 --> 00:05:37.000]  二個,
[00:05:37.000 --> 00:05:39.000]  特別是福音派的信徒,
[00:05:39.000 --> 00:05:40.000]  他們心裏面,
