
[00:00:00.000 --> 00:00:02.000]  好,等待節目平安
[00:00:02.000 --> 00:00:04.920]  一開始的時候都知道
[00:00:04.920 --> 00:00:07.920]  這個星期是猜拳主日
[00:00:07.920 --> 00:00:12.400]  不知道你聽到猜拳主日的時候
[00:00:12.400 --> 00:00:16.400]  或者你聽猜拳的反應是怎樣的
[00:00:16.400 --> 00:00:18.400]  一聽到你會怎樣?
[00:00:18.400 --> 00:00:20.800]  我以前曾經聽過
[00:00:20.800 --> 00:00:22.800]  我成長的模會裡面
[00:00:22.800 --> 00:00:26.200]  都有猜拳主日的
[00:00:26.200 --> 00:00:32.600]  在不同的時間都會有關於猜拳和宣教的報告
[00:00:32.600 --> 00:00:35.200]  我記得有一個姐妹跟我說
[00:00:35.200 --> 00:00:37.600]  一看到猜拳部長出來
[00:00:37.600 --> 00:00:39.600]  就是洗手間時間
[00:00:39.600 --> 00:00:42.600]  不用聽了,可以去洗手間
[00:00:42.600 --> 00:00:45.600]  不知道大家會不會覺得
[00:00:45.600 --> 00:00:47.600]  宣教和猜拳是很遙遠的事
[00:00:47.600 --> 00:00:49.600]  覺得不關自己的事
[00:00:49.600 --> 00:00:51.600]  不如現在先去洗手間吧
[00:00:51.600 --> 00:00:54.600]  希望在今天的裡面
[00:00:54.600 --> 00:00:57.600]  無論是今天的訊息
[00:00:57.600 --> 00:01:01.600]  或者透過這個星期猜拳不同的晚會
[00:01:01.600 --> 00:01:06.600]  希望大家在當中能夠明白神的心意
[00:01:06.600 --> 00:01:10.600]  我開始說今天的題目
[00:01:10.600 --> 00:01:12.600]  在宣教中成長
[00:01:12.600 --> 00:01:14.600]  其實都是我的經歷
[00:01:14.600 --> 00:01:18.600]  我今天沒有穿襯衫打太
[00:01:18.600 --> 00:01:22.600]  我特意穿了一件這樣的衣服
[00:01:22.600 --> 00:01:24.600]  這件衣服是什麼呢?
[00:01:24.600 --> 00:01:29.600]  這件衣服就是我一次參加教會的
[00:01:29.600 --> 00:01:32.600]  懇雅短宣之後
[00:01:32.600 --> 00:01:34.600]  這個是大合照
[00:01:34.600 --> 00:01:36.600]  你見到前面灰色的
[00:01:36.600 --> 00:01:38.600]  沒有樣子看的,不好意思
[00:01:38.600 --> 00:01:40.600]  這些是懶型
[00:01:40.600 --> 00:01:44.600]  灰色前面那排就是當地的宣教士
[00:01:44.600 --> 00:01:47.600]  後面那排就是我們黑色的影子
[00:01:47.600 --> 00:01:51.600]  就是我們參加短宣的弟兄姊妹
[00:01:51.600 --> 00:01:54.600]  之後就做了一件T恤
[00:01:54.600 --> 00:02:00.600]  我自己在短宣的過程中
[00:02:00.600 --> 00:02:03.600]  其實自己有很多深刻的體會
[00:02:03.600 --> 00:02:07.600]  以及擴闊了我自己很多的眼光
[00:02:07.600 --> 00:02:09.600]  所以都很希望透過今天的訊息
[00:02:09.600 --> 00:02:11.600]  來跟大家分享
[00:02:11.600 --> 00:02:15.600]  其實在宣教中或者猜拳中
[00:02:15.600 --> 00:02:18.600]  其實都是讓我們在神的國度中
[00:02:18.600 --> 00:02:21.600]  更加明白神的心意
[00:02:21.600 --> 00:02:26.600]  今天這段經文是在《馬太福音》四章九節
[00:02:26.600 --> 00:02:31.600]  很熟悉,我用了新漢語譯本來分享
[00:02:31.600 --> 00:02:35.600]  我們一起讀這一節的經文
[00:02:35.600 --> 00:02:37.600]  耶穌對他們說
[00:02:37.600 --> 00:02:45.600]  在這裡有沒有印象
[00:02:45.600 --> 00:02:49.600]  其實耶穌在哪個地方說這段經文
[00:02:49.600 --> 00:02:50.600]  去呼召的?
[00:02:50.600 --> 00:02:51.600]  哪個地方?
[00:02:51.600 --> 00:02:53.600]  大概地區吧
[00:02:53.600 --> 00:02:55.600]  加利利吧
[00:02:55.600 --> 00:02:57.600]  在加利利那裡
[00:02:57.600 --> 00:03:00.600]  耶穌經歷了試探之後
[00:03:00.600 --> 00:03:02.600]  開展他的事工
[00:03:02.600 --> 00:03:04.600]  然後在加利利去呼召門徒
[00:03:04.600 --> 00:03:07.600]  第一個呼召的就是彼得
[00:03:07.600 --> 00:03:13.600]  在這個地方去呼召彼得和其他門徒
[00:03:13.600 --> 00:03:19.600]  其實加利利也是一個很重要的地方
[00:03:19.600 --> 00:03:23.600]  頒佈了這個大使命
[00:03:23.600 --> 00:03:28.600]  所以其實也是在這個地方去呼召門徒
[00:03:28.600 --> 00:03:30.600]  也在最後的時候
[00:03:30.600 --> 00:03:35.600]  向一群門徒說這個大使命
[00:03:35.600 --> 00:03:37.600]  去猜險他們出去
[00:03:37.600 --> 00:03:40.600]  其實加利利這個地方
[00:03:40.600 --> 00:03:44.600]  也是一個很重要的門徒的起點
[00:03:44.600 --> 00:03:46.600]  當然不是結束
[00:03:46.600 --> 00:03:49.600]  但也是讓他們繼續走更遠的路
[00:03:49.600 --> 00:03:53.600]  大家都很熟悉這個大使命
[00:03:53.600 --> 00:03:55.600]  在《馬太方案》28章19節
[00:03:55.600 --> 00:03:58.600]  也是一個去呼召門徒
[00:03:58.600 --> 00:04:02.600]  要試萬民坐哪個門徒
[00:04:02.600 --> 00:04:04.600]  坐耶穌基督的門徒
[00:04:04.600 --> 00:04:06.600]  在這裡裡其實
[00:04:06.600 --> 00:04:10.600]  由最初加利利這個地方呼召門徒
[00:04:10.600 --> 00:04:14.600]  到最後去到大使命的過程裡
[00:04:14.600 --> 00:04:19.600]  其實耶穌帶著門徒很多的經歷
[00:04:19.600 --> 00:04:21.600]  我這裡其實沒有寫出來
[00:04:21.600 --> 00:04:24.600]  大概拿了一些部分出來
[00:04:24.600 --> 00:04:27.600]  其實我很想大家可以看到
[00:04:27.600 --> 00:04:30.600]  開始就是我們今天這一節的經文
[00:04:30.600 --> 00:04:31.600]  呼召門徒
[00:04:31.600 --> 00:04:36.600]  最底下紅色也是大使命的經文
[00:04:36.600 --> 00:04:40.600]  其實在過程裡帶著一群門徒
[00:04:40.600 --> 00:04:44.600]  去認識神的國度
[00:04:44.600 --> 00:04:49.600]  認識耶穌基督是怎樣的神
[00:04:49.600 --> 00:04:52.600]  這裡主要是彼得的經歷
[00:04:52.600 --> 00:04:55.600]  我其實highlight了一點
[00:04:55.600 --> 00:04:57.600]  其中一部分就是
[00:04:57.600 --> 00:05:00.600]  其實黃色那裡我特別想去說
[00:05:00.600 --> 00:05:02.600]  其實很開初的時候
[00:05:02.600 --> 00:05:06.600]  耶穌已經去差遣一群門徒
[00:05:06.600 --> 00:05:10.600]  出去醫病趕鬼
[00:05:10.600 --> 00:05:12.600]  即是傳科音
[00:05:12.600 --> 00:05:15.600]  其實你猜由一群門徒
[00:05:15.600 --> 00:05:17.600]  去回應這個呼召
[00:05:17.600 --> 00:05:22.600]  到他們去試試出去傳科音
[00:05:22.600 --> 00:05:25.600]  你猜他們有多明白呢
[00:05:25.600 --> 00:05:27.600]  不完全明白
[00:05:27.600 --> 00:05:28.600]  其實一直下去
[00:05:28.600 --> 00:05:31.600]  整個歷程由上到下
[00:05:31.600 --> 00:05:33.600]  你會發覺門徒
[00:05:33.600 --> 00:05:37.600]  其實一直慢慢增加他們的認知
[00:05:37.600 --> 00:05:44.600]  但他們不是完全明白才要出去
[00:05:44.600 --> 00:05:46.600]  其實出去的時候
[00:05:46.600 --> 00:05:49.600]  其實都是他們去認識的過程
[00:05:49.600 --> 00:05:53.600]  所以其實讓我很感受到一樣事情
[00:05:53.600 --> 00:05:55.600]  其實我們說差遣講宣教
[00:05:55.600 --> 00:05:57.600]  或者我們說傳科音的時候
[00:05:57.600 --> 00:06:03.600]  不是在我們一個完全掌握了
[00:06:03.600 --> 00:06:04.600]  然後我就出去
[00:06:04.600 --> 00:06:07.600]  不是,其實在這個過程裡
[00:06:07.600 --> 00:06:10.600]  都是我們去認識的過程
[00:06:10.600 --> 00:06:14.600]  就算是對於這個信息的內容
[00:06:14.600 --> 00:06:16.600]  或者是對神覺的認識
[00:06:16.600 --> 00:06:20.600]  其實這裡也包含對自己的認識
[00:06:20.600 --> 00:06:23.600]  這裡我又下面highlight了
[00:06:23.600 --> 00:06:30.600]  這個就是彼得三次不認主
[00:06:30.600 --> 00:06:32.600]  但其實之前耶穌已經說了
[00:06:32.600 --> 00:06:33.600]  你會不認我
[00:06:33.600 --> 00:06:37.600]  但彼得說不會的
[00:06:37.600 --> 00:06:38.600]  我一定不會
[00:06:38.600 --> 00:06:40.600]  然後就失敗了
[00:06:40.600 --> 00:06:42.600]  我覺得這個也是一個很真實
[00:06:42.600 --> 00:06:46.600]  其實無論是認識神的角度
[00:06:46.600 --> 00:06:49.600]  更加其實也是去認識自己
[00:06:49.600 --> 00:06:51.600]  今天這一節的經文裡
[00:06:51.600 --> 00:06:56.600]  我想都是分開三個部分來理解
[00:06:56.600 --> 00:06:59.600]  第一個部分其實都是講來根從我
[00:06:59.600 --> 00:07:03.600]  來根從我其實就是去認識上帝
[00:07:03.600 --> 00:07:07.600]  我們其實整個信仰的歷程
[00:07:07.600 --> 00:07:10.600]  其實都是不斷去認識我們的上帝
[00:07:10.600 --> 00:07:14.600]  認識上帝如果你的認識
[00:07:14.600 --> 00:07:15.600]  如果是片面的
[00:07:15.600 --> 00:07:18.600]  你的行動都可能會有些片面
[00:07:18.600 --> 00:07:19.600]  例如假設
[00:07:19.600 --> 00:07:21.600]  如果你認識的上帝
[00:07:21.600 --> 00:07:23.600]  他是一個嚴苛的上帝
[00:07:23.600 --> 00:07:25.600]  你會怎樣
[00:07:25.600 --> 00:07:28.600]  我當然要小心謹慎
[00:07:28.600 --> 00:07:32.600]  一定要守規矩
[00:07:32.600 --> 00:07:34.600]  如果我認識的上帝
[00:07:34.600 --> 00:07:35.600]  很慈愛的
[00:07:35.600 --> 00:07:39.600]  他什麼都會原諒我
[00:07:39.600 --> 00:07:41.600]  又會怎樣
[00:07:41.600 --> 00:07:42.600]  還不行
[00:07:42.600 --> 00:07:44.600]  失敗了再算吧
[00:07:44.600 --> 00:07:46.600]  可能是這樣的
[00:07:46.600 --> 00:07:50.600]  其實我們都是一個去認識上帝的歷程裡
[00:07:50.600 --> 00:07:52.600]  明白神的心意
[00:07:52.600 --> 00:07:55.600]  在宣教裡其實也是一樣
[00:07:55.600 --> 00:07:56.600]  我自己去經歷
[00:07:56.600 --> 00:07:57.600]  或者在這裡裡
[00:07:57.600 --> 00:08:00.600]  都是一個來根從我
[00:08:00.600 --> 00:08:02.600]  就是去認識上帝
[00:08:02.600 --> 00:08:03.600]  我要使你們
[00:08:03.600 --> 00:08:08.600]  其實這裡都是在說神去改變我們
[00:08:08.600 --> 00:08:10.600]  其實這個改變我們的裡面
[00:08:10.600 --> 00:08:14.600]  其實都是一個我們去認識自己的時候
[00:08:14.600 --> 00:08:17.600]  究竟我們自己是怎樣的人呢
[00:08:17.600 --> 00:08:20.600]  我們是一個怎樣的門徒呢
[00:08:20.600 --> 00:08:23.600]  到最後就是成為得人的漁夫
[00:08:23.600 --> 00:08:28.600]  去認識使命
[00:08:28.600 --> 00:08:30.600]  在這裡一開始去說
[00:08:30.600 --> 00:08:31.600]  來根從我
[00:08:31.600 --> 00:08:33.600]  就是在宣教裡認識上帝
[00:08:33.600 --> 00:08:36.600]  根從其實在原文裡
[00:08:36.600 --> 00:08:40.600]  都有一個物理上
[00:08:40.600 --> 00:08:42.600]  就是你真的站在我後面
[00:08:42.600 --> 00:08:44.600]  跟著我走的那種
[00:08:44.600 --> 00:08:46.600]  在這裡裡其實都是說一樣的事情
[00:08:46.600 --> 00:08:52.600]  就是你跟著去看他怎樣去做
[00:08:52.600 --> 00:08:54.600]  但又問一個問題
[00:08:54.600 --> 00:08:57.600]  為什麼要在宣教裡認識上帝呢
[00:08:57.600 --> 00:09:00.600]  或者為什麼要在這個旅程裡
[00:09:00.600 --> 00:09:02.600]  其實有什麼不同呢
[00:09:02.600 --> 00:09:05.600]  我看看這個圖
[00:09:05.600 --> 00:09:07.600]  這個圖表達什麼呢
[00:09:07.600 --> 00:09:09.600]  就這樣看
[00:09:09.600 --> 00:09:11.600]  這個說的是童溫尋
[00:09:11.600 --> 00:09:12.600]  你有聽過嗎
[00:09:12.600 --> 00:09:13.600]  童溫尋
[00:09:13.600 --> 00:09:15.600]  童溫尋就是說
[00:09:15.600 --> 00:09:20.600]  大家是一個相同的語言
[00:09:20.600 --> 00:09:23.600]  當然不是就這樣說廣東話的語言
[00:09:23.600 --> 00:09:26.600]  而是大家立場很相同
[00:09:26.600 --> 00:09:28.600]  其實這幅圖就是說
[00:09:28.600 --> 00:09:30.600]  我們現在在社交媒體裡面
[00:09:30.600 --> 00:09:35.600]  其實他們背後有很多演算法
[00:09:35.600 --> 00:09:38.600]  演算法就是將你有興趣的東西
[00:09:38.600 --> 00:09:41.600]  推給你看
[00:09:41.600 --> 00:09:45.600]  所以現在其實通常你看得到的東西
[00:09:45.600 --> 00:09:47.600]  有時候你會問
[00:09:47.600 --> 00:09:48.600]  為什麼這麼多東西
[00:09:48.600 --> 00:09:49.600]  其實要檢討一下自己
[00:09:49.600 --> 00:09:51.600]  為什麼自己點了這麼多東西
[00:09:51.600 --> 00:09:53.600]  他就會推這麼多東西給你
[00:09:53.600 --> 00:09:55.600]  所以這些東西是無法賴的
[00:09:55.600 --> 00:09:57.600]  他已經記住你點了什麼
[00:09:57.600 --> 00:10:00.600]  但我們也習慣了
[00:10:00.600 --> 00:10:02.600]  在一個童溫尋裡面
[00:10:02.600 --> 00:10:07.600]  我們很少再去聽其他東西
[00:10:07.600 --> 00:10:10.600]  這裡其實也是在表達
[00:10:10.600 --> 00:10:13.600]  我們中國人也有一個說話
[00:10:13.600 --> 00:10:14.600]  叫什麼
[00:10:14.600 --> 00:10:15.600]  物以類聚
[00:10:15.600 --> 00:10:19.600]  人以群分
[00:10:19.600 --> 00:10:25.600]  其實就是人很喜歡跟同類型的人一起相處
[00:10:25.600 --> 00:10:29.600]  但其實神是不是這樣呢
[00:10:29.600 --> 00:10:31.600]  我自己在經歷的時候
[00:10:31.600 --> 00:10:35.600]  特別是在宣教跨文化裡面
[00:10:35.600 --> 00:10:42.600]  其實我發覺上帝神的國度是很廣闊的
[00:10:42.600 --> 00:10:46.600]  這個我去肯亞這個地方
[00:10:46.600 --> 00:10:48.600]  我自己有很多深刻的經歷
[00:10:48.600 --> 00:10:51.600]  也跟大家分享一些片段
[00:10:51.600 --> 00:10:57.600]  大幅圖那個就是警察會的宿舍
[00:10:57.600 --> 00:10:59.600]  這個警察會的宿舍
[00:10:59.600 --> 00:11:03.600]  是給一班宣教士休息的時候
[00:11:03.600 --> 00:11:06.600]  就會在東非附近的國家
[00:11:06.600 --> 00:11:08.600]  就會飛來這個地方
[00:11:08.600 --> 00:11:14.600]  就會在這裡休息
[00:11:14.600 --> 00:11:18.600]  我們也是住在這個宿舍裡面
[00:11:18.600 --> 00:11:22.600]  帶我們去的宣教士很好
[00:11:22.600 --> 00:11:27.600]  第一件事就是你們吃飯不准坐在一起
[00:11:27.600 --> 00:11:29.600]  為什麼
[00:11:29.600 --> 00:11:32.600]  就是打破我們的童溫尋
[00:11:32.600 --> 00:11:34.600]  自然地
[00:11:34.600 --> 00:11:37.600]  自己一組人就一組人坐
[00:11:37.600 --> 00:11:40.600]  但第一件事就是每一餐都沒有試過坐在一起
[00:11:40.600 --> 00:11:42.600]  總之坐的地方都分開了
[00:11:42.600 --> 00:11:44.600]  去不同的地方坐
[00:11:44.600 --> 00:11:46.600]  在不同的地方坐的時候
[00:11:46.600 --> 00:11:52.600]  其實就是讓我們去聽一下其他宣教士的分享
[00:11:52.600 --> 00:11:55.600]  其實他在哪個國家來的呢
[00:11:55.600 --> 00:11:57.600]  他在這裡做什麼呢
[00:11:57.600 --> 00:11:59.600]  在這個地方裡面
[00:11:59.600 --> 00:12:05.600]  其實讓我真的擴闊了我的眼光
[00:12:05.600 --> 00:12:07.600]  為什麼這麼說呢
[00:12:07.600 --> 00:12:09.600]  過去我去教會
[00:12:09.600 --> 00:12:11.600]  我很穩定地去
[00:12:11.600 --> 00:12:13.600]  我去小組
[00:12:13.600 --> 00:12:14.600]  我去崇拜
[00:12:14.600 --> 00:12:15.600]  去祈禱會之類
[00:12:15.600 --> 00:12:17.600]  就算我去聽不同的資訊
[00:12:17.600 --> 00:12:21.600]  都是我在文字上去理解
[00:12:21.600 --> 00:12:23.600]  然後慢慢地
[00:12:23.600 --> 00:12:27.600]  其實這個教會就是我的世界
[00:12:27.600 --> 00:12:29.600]  我的世界就是這麼大
[00:12:29.600 --> 00:12:32.600]  淑玲的世界就是這麼大
[00:12:32.600 --> 00:12:36.600]  當你慢慢久而久之的時候
[00:12:36.600 --> 00:12:39.600]  其實你就會越來越窄
[00:12:39.600 --> 00:12:42.600]  在這個過程裡面
[00:12:42.600 --> 00:12:46.600]  我自己當然不會太過發現這件事
[00:12:46.600 --> 00:12:50.600]  但其實當我參加了這一次的短宣
[00:12:50.600 --> 00:12:51.600]  去了外地
[00:12:51.600 --> 00:12:55.600]  特別是去了這個宿舍
[00:12:55.600 --> 00:12:58.600]  去接觸不同的宣教士的時候
[00:12:58.600 --> 00:13:02.600]  其實我自己也是很大的經歷
[00:13:02.600 --> 00:13:06.600]  原來神在不同的地方
[00:13:06.600 --> 00:13:09.600]  呼召著不同的人
[00:13:09.600 --> 00:13:11.600]  可能其實祂說祂在哪裡來呢
[00:13:11.600 --> 00:13:14.600]  我都不知道在哪裡來的
[00:13:14.600 --> 00:13:16.600]  但就是在這個地方去服侍
[00:13:16.600 --> 00:13:17.600]  其實對我來說
[00:13:17.600 --> 00:13:20.600]  可能是由某個山卡拉
[00:13:20.600 --> 00:13:22.600]  來到這個山卡拉
[00:13:22.600 --> 00:13:28.600]  我覺得原來神在整個世界裡面
[00:13:28.600 --> 00:13:30.600]  興起著不同的人
[00:13:30.600 --> 00:13:31.600]  在不同的地方
[00:13:31.600 --> 00:13:34.600]  你猜不到在這個地方來服侍
[00:13:34.600 --> 00:13:36.600]  我自己印象很深刻
[00:13:36.600 --> 00:13:39.600]  其中一個跟台食飯去聊天的時候
[00:13:39.600 --> 00:13:42.600]  他在做的是一些
[00:13:42.600 --> 00:13:44.600]  Audio
[00:13:44.600 --> 00:13:48.600]  就是他錄音給當地的人
[00:13:48.600 --> 00:13:51.600]  他首先要學當地的語言
[00:13:51.600 --> 00:13:55.600]  但他不是把聖經轉化成他們的文字
[00:13:55.600 --> 00:13:56.600]  因為他們不懂得字
[00:13:56.600 --> 00:14:00.600]  但只不過是他學了那個語言
[00:14:00.600 --> 00:14:05.600]  去錄音給他們聽
[00:14:05.600 --> 00:14:10.600]  接著這幅圖
[00:14:10.600 --> 00:14:12.600]  小幅圖的那個
[00:14:12.600 --> 00:14:17.600]  就是我們在這個肯亞的首都
[00:14:17.600 --> 00:14:22.600]  去一個比較落後曠野的地方
[00:14:22.600 --> 00:14:26.600]  我第一次感受到什麼叫曠野
[00:14:26.600 --> 00:14:29.600]  就是沙塵滾滾
[00:14:29.600 --> 00:14:31.600]  然後間中有一束草
[00:14:31.600 --> 00:14:33.600]  那就沒有了
[00:14:33.600 --> 00:14:36.600]  那飛呢
[00:14:36.600 --> 00:14:39.600]  坐一架很小的小型飛機
[00:14:39.600 --> 00:14:41.600]  在那架小型飛機那裡
[00:14:41.600 --> 00:14:45.600]  你坐下就調一下風口
[00:14:45.600 --> 00:14:48.600]  吹吹吹 其實沒有冷氣
[00:14:48.600 --> 00:14:50.600]  只有風
[00:14:50.600 --> 00:14:53.600]  接著在風口那裡看一看
[00:14:53.600 --> 00:14:55.600]  咦 為什麼有光
[00:14:55.600 --> 00:14:56.600]  接著看一看
[00:14:56.600 --> 00:14:58.600]  咦 光好像是從外面來的
[00:14:58.600 --> 00:15:00.600]  接著就 嘩 咦
[00:15:00.600 --> 00:15:01.600]  在飛機裡面
[00:15:01.600 --> 00:15:03.600]  在風口那裡
[00:15:03.600 --> 00:15:05.600]  可以看到外面
[00:15:05.600 --> 00:15:07.600]  這樣行不行
[00:15:07.600 --> 00:15:12.600]  接著就跟宣教士說
[00:15:12.600 --> 00:15:14.600]  咦 我們看到這裡有個洞
[00:15:14.600 --> 00:15:16.600]  有個洞 好像
[00:15:16.600 --> 00:15:19.600]  接著宣教士就很淡定的說
[00:15:19.600 --> 00:15:20.600]  咦 沒事的
[00:15:20.600 --> 00:15:22.600]  我們飛了很多次了
[00:15:22.600 --> 00:15:23.600]  然後他說
[00:15:23.600 --> 00:15:24.600]  即或不然
[00:15:24.600 --> 00:15:30.600]  我們都是見主面而已
[00:15:30.600 --> 00:15:32.600]  我當時就覺得
[00:15:32.600 --> 00:15:34.600]  嘩 原來是這樣的
[00:15:34.600 --> 00:15:37.600]  就是
[00:15:37.600 --> 00:15:40.600]  我第一刻的感受就是
[00:15:40.600 --> 00:15:42.600]  嘩 這樣是不是真的會死
[00:15:42.600 --> 00:15:44.600]  第二就是覺得
[00:15:44.600 --> 00:15:46.600]  宣教士的生命
[00:15:46.600 --> 00:15:49.600]  或者是他們去看
[00:15:49.600 --> 00:15:51.600]  在服侍裡面的時候
[00:15:51.600 --> 00:15:52.600]  他們的擺相
[00:15:52.600 --> 00:15:53.600]  我想這個也是一個
[00:15:53.600 --> 00:15:56.600]  我自己不單只是一個
[00:15:56.600 --> 00:15:59.600]  去擴闊不同人
[00:15:59.600 --> 00:16:00.600]  在不同的地方
[00:16:00.600 --> 00:16:02.600]  來到這個地方去服侍
[00:16:02.600 --> 00:16:06.600]  更加是看到
[00:16:06.600 --> 00:16:08.600]  看到宣教士他們自己的生命
[00:16:08.600 --> 00:16:12.600]  是怎樣去擺上
[00:16:12.600 --> 00:16:16.600]  我想在這裡我們會看到一件事
[00:16:16.600 --> 00:16:18.600]  其實上帝很廣闊
[00:16:18.600 --> 00:16:20.600]  有時候我們低頭
[00:16:20.600 --> 00:16:22.600]  一直在我們自己的地方裡面
[00:16:22.600 --> 00:16:24.600]  其實我們沒有留意到
[00:16:24.600 --> 00:16:27.600]  其實神的國度很闊
[00:16:27.600 --> 00:16:29.600]  還有很多事情
[00:16:29.600 --> 00:16:30.600]  或者很多東西
[00:16:30.600 --> 00:16:32.600]  我們可以去參與
[00:16:32.600 --> 00:16:36.600]  可以在裡面去更加明白神的心意
[00:16:36.600 --> 00:16:37.600]  有時候久而久之
[00:16:37.600 --> 00:16:39.600]  我們站在這個地方裡面
[00:16:39.600 --> 00:16:40.600]  其實我們忘記了
[00:16:40.600 --> 00:16:42.600]  其實我們的上帝
[00:16:42.600 --> 00:16:46.600]  本身自己也是一個宣教的上帝
[00:16:46.600 --> 00:16:49.600]  有一本書是《宣教中的上帝》
[00:16:49.600 --> 00:16:52.600]  這個作者是聖經神學的一個學者
[00:16:52.600 --> 00:16:54.600]  Christopher Wright
[00:16:54.600 --> 00:16:56.600]  他用了一個宣教的主題
[00:16:56.600 --> 00:16:58.600]  來貫穿整個聖經
[00:16:58.600 --> 00:17:01.600]  來理解我們所信的上帝
[00:17:01.600 --> 00:17:04.600]  在這裡我自己
[00:17:04.600 --> 00:17:06.600]  很深刻去看這本書的時候
[00:17:06.600 --> 00:17:08.600]  我覺得我沒有想過
[00:17:08.600 --> 00:17:10.600]  用這個主題去認識我們上帝
[00:17:10.600 --> 00:17:11.600]  然後再去想的時候
[00:17:11.600 --> 00:17:16.600]  又是道成肉身來到我們當中
[00:17:16.600 --> 00:17:19.600]  其實都是一個跨文化
[00:17:19.600 --> 00:17:22.600]  用我們的用語去理解
[00:17:22.600 --> 00:17:25.600]  其實都是跨越了一個文化
[00:17:25.600 --> 00:17:27.600]  在《約翰福音》17章18節這裡
[00:17:27.600 --> 00:17:29.600]  你怎樣猜我到世上
[00:17:29.600 --> 00:17:31.600]  我也照樣猜他們到世上
[00:17:31.600 --> 00:17:33.600]  耶穌基督他被猜
[00:17:33.600 --> 00:17:34.600]  就是天父來猜獻他
[00:17:34.600 --> 00:17:36.600]  道成肉身來到世界上
[00:17:36.600 --> 00:17:41.600]  其實很開始就已經呼召了一班門徒
[00:17:41.600 --> 00:17:44.600]  來跟從他
[00:17:44.600 --> 00:17:47.600]  一同去明白神的國度
[00:17:47.600 --> 00:17:48.600]  明白這個福音
[00:17:48.600 --> 00:17:53.600]  也明白耶穌基督的使命
[00:17:53.600 --> 00:17:55.600]  帶到這裡
[00:17:55.600 --> 00:17:57.600]  也是傳承給我們
[00:17:57.600 --> 00:17:59.600]  來傳揚開去
[00:17:59.600 --> 00:18:05.600]  這個也是我們在過程中去明白
[00:18:05.600 --> 00:18:08.600]  其實上帝自己本身
[00:18:08.600 --> 00:18:09.600]  他都是跨文化
[00:18:09.600 --> 00:18:11.600]  又或者這樣去說
[00:18:11.600 --> 00:18:13.600]  其實我們的上帝
[00:18:13.600 --> 00:18:17.600]  都是一個跨越同溫層的上帝
[00:18:17.600 --> 00:18:20.600]  不只是在自己的地方裡面
[00:18:20.600 --> 00:18:22.600]  所以為什麼我們怎樣
[00:18:22.600 --> 00:18:25.600]  或者為什麼要在宣教中去認識上帝
[00:18:25.600 --> 00:18:27.600]  其實就是我們認識我們這個上帝
[00:18:27.600 --> 00:18:30.600]  是一個突破同溫層的上帝
[00:18:30.600 --> 00:18:36.600]  當你覺得神只是做某些事情
[00:18:36.600 --> 00:18:37.600]  你要記得
[00:18:37.600 --> 00:18:38.600]  不是的
[00:18:38.600 --> 00:18:41.600]  其實神很廣闊地
[00:18:41.600 --> 00:18:42.600]  在世界的地方
[00:18:42.600 --> 00:18:43.600]  用不同的方法
[00:18:43.600 --> 00:18:45.600]  使用不同的人
[00:18:45.600 --> 00:18:49.600]  來擴展神的國度
[00:18:49.600 --> 00:18:52.600]  這個也是我自己在過程中
[00:18:52.600 --> 00:18:56.600]  很大的得著或者認識
