
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹午安
[00:00:04.000 --> 00:00:09.000]  其實每一個星期我都很期待星期六的理論
[00:00:09.000 --> 00:00:12.000]  因為我們可能身處在不同的空間
[00:00:12.000 --> 00:00:16.000]  但這一刻就是我們一起同心去敬拜神
[00:00:16.000 --> 00:00:18.000]  去聽佢話語的時間
[00:00:18.000 --> 00:00:20.000]  所以我都真的很開心
[00:00:20.000 --> 00:00:23.000]  今天有機會能夠在這裡和大家分享訊息
[00:00:23.000 --> 00:00:28.000]  這個月青少報講道的主題就是敬拜
[00:00:28.000 --> 00:00:31.000]  而我今天要講的題目就是
[00:00:31.000 --> 00:00:34.000]  「神期待敬拜者的生命」
[00:00:34.000 --> 00:00:37.000]  在這裡我想和大家去看看
[00:00:37.000 --> 00:00:42.000]  究竟我們要以一個怎樣的心態去敬拜神呢
[00:00:42.000 --> 00:00:45.000]  我想和大家分享一個我和我侄子的對話
[00:00:45.000 --> 00:00:47.000]  在兩個星期前我侄子跟我說
[00:00:47.000 --> 00:00:52.000]  他說他接下來的學校要他們上上課
[00:00:52.000 --> 00:00:58.000]  我以為他每一天可能有一兩個小時在上不同的科目
[00:00:58.000 --> 00:01:01.000]  但他跟我說「姑姐,不是的,我從早上9點
[00:01:01.000 --> 00:01:06.000]  我就要穿著校服坐在Zoom前面上課
[00:01:06.000 --> 00:01:09.000]  我就覺得很奇怪,我就再問清楚內容
[00:01:09.000 --> 00:01:12.000]  原來他每一天早上9點
[00:01:12.000 --> 00:01:18.000]  他要穿好整齊的校服坐在電腦前面上課
[00:01:18.000 --> 00:01:20.000]  上課就好像平時上學一樣
[00:01:20.000 --> 00:01:22.000]  上兩節就有一個recess
[00:01:22.000 --> 00:01:24.000]  recess完繼續上課
[00:01:24.000 --> 00:01:27.000]  下午午飯時間他可以跟家人吃完午飯
[00:01:27.000 --> 00:01:33.000]  但準時又要回去繼續穿著校服坐在電腦前面繼續Zoom
[00:01:33.000 --> 00:01:35.000]  直到下午2點多才下課
[00:01:35.000 --> 00:01:39.000]  對於他學校有這個安排的時候
[00:01:39.000 --> 00:01:42.000]  我心裏面都真的暗暗地覺得
[00:01:42.000 --> 00:01:44.000]  很欣賞這間學校
[00:01:44.000 --> 00:01:48.000]  我想我欣賞他的是那種細心和認真
[00:01:48.000 --> 00:01:50.000]  相信學校對他們有這個要求
[00:01:50.000 --> 00:01:54.000]  是因為他想他們有一個很規律的生活
[00:01:54.000 --> 00:02:00.000]  同時亦都很想他們認真去面對他們這個上課的過程
[00:02:00.000 --> 00:02:02.000]  不想因為在家裡
[00:02:02.000 --> 00:02:05.000]  所以令到他們變得散漫,懶惰就過
[00:02:05.000 --> 00:02:12.000]  其實從我兒子學校對學生上課這件事
[00:02:12.000 --> 00:02:15.000]  對他的要求裏面其實都令我去反映
[00:02:15.000 --> 00:02:18.000]  其實我們回來教會崇拜
[00:02:18.000 --> 00:02:21.000]  其實我們又帶著一個什麼心態
[00:02:21.000 --> 00:02:23.000]  我們又帶著一個什麼動機
[00:02:23.000 --> 00:02:25.000]  我今天選擇了
[00:02:25.000 --> 00:02:29.000]  今天講到的題目就是神期望敬拜者的生命
[00:02:29.000 --> 00:02:34.000]  我選擇了阿摩斯書的5章21至24節
[00:02:34.000 --> 00:02:37.000]  去和大家看看以色列人所獻的祭
[00:02:37.000 --> 00:02:41.000]  和神所要求的有什麼分別
[00:02:41.000 --> 00:02:47.000]  我們不如一起先讀出阿摩斯書5章21至24節的經文
[00:02:47.000 --> 00:02:49.000]  我們一起起
[00:02:49.000 --> 00:03:14.000]  (念書)
[00:03:14.000 --> 00:03:17.000]  我們有一齊祈禱的時間
[00:03:17.000 --> 00:03:22.000]  因為天父,雖然我們在不同的空間去敬拜你
[00:03:22.000 --> 00:03:28.000]  但是我們今天的科技令到我們可以在同一時間聚在一起
[00:03:28.000 --> 00:03:30.000]  去跟你敬拜你的時間
[00:03:30.000 --> 00:03:32.000]  去聽你話語的時間
[00:03:32.000 --> 00:03:35.000]  現在求你去預備我們每一個人的心
[00:03:35.000 --> 00:03:38.000]  叫我們去聽你的訊息
[00:03:38.000 --> 00:03:40.000]  透過訊息去認識你
[00:03:40.000 --> 00:03:42.000]  也求主使用孩子的口
[00:03:42.000 --> 00:03:44.000]  去把你的訊息清晰地說出來
[00:03:44.000 --> 00:03:47.000]  也求主讓大家的心容易明白
[00:03:47.000 --> 00:03:50.000]  你想帶給他們聽的說話
[00:03:50.000 --> 00:03:53.000]  把以下的時間去恭敬地交上給你
[00:03:53.000 --> 00:03:55.000]  奉主命求,阿門
[00:03:55.000 --> 00:04:00.000]  首先我想和大家講一講阿摩斯書這章書的背景
[00:04:00.000 --> 00:04:03.000]  阿摩斯是一個南國的尤大人
[00:04:03.000 --> 00:04:07.000]  他不是出生在祭司或者先知的家族裡面
[00:04:07.000 --> 00:04:09.000]  阿摩斯成為先知之前
[00:04:09.000 --> 00:04:13.000]  其實他是一個牧羊和種香樹的商人
[00:04:13.000 --> 00:04:15.000]  他沒有因為自己是一個商人
[00:04:15.000 --> 00:04:17.000]  而去偏幫一些有錢人
[00:04:17.000 --> 00:04:21.000]  他在主前的765年至750年這段時間
[00:04:21.000 --> 00:04:24.000]  他被神父召他去作先知
[00:04:24.000 --> 00:04:29.000]  因此他就由南國出發去到北國以色列的伯特利城
[00:04:29.000 --> 00:04:32.000]  去宣講神要審判以色列人的訊息
[00:04:32.000 --> 00:04:37.000]  對於一個南國的人去到北國去宣講一個訊息
[00:04:37.000 --> 00:04:39.000]  還有一個審判的訊息
[00:04:39.000 --> 00:04:43.000]  北國的人又怎會去聽一個南國先知說話
[00:04:43.000 --> 00:04:44.000]  但縱然如此
[00:04:44.000 --> 00:04:47.000]  阿摩斯仍然堅持要去宣講
[00:04:47.000 --> 00:04:52.000]  他甚至斥責那班北國的君王和宗教的領袖
[00:04:52.000 --> 00:04:54.000]  到底當時以色列出了什麼問題
[00:04:54.000 --> 00:04:59.000]  令到神要派一個先知去宣講一個審判的訊息
[00:04:59.000 --> 00:05:01.000]  我們就在兩個方面去了解一下
[00:05:01.000 --> 00:05:03.000]  在社會紋身上
[00:05:03.000 --> 00:05:08.000]  當時以色列他們的政治和軍事上很成功
[00:05:08.000 --> 00:05:11.000]  社會帶來了很繁榮和富裕
[00:05:11.000 --> 00:05:16.000]  但亦因此出現了有才有勢的上流的階層
[00:05:16.000 --> 00:05:20.000]  他們為了過著一些很奢華的生活
[00:05:20.000 --> 00:05:23.000]  他們就對低下階層作出欺壓
[00:05:23.000 --> 00:05:27.000]  貧富懸殊的現象因此產生了
[00:05:27.000 --> 00:05:34.000]  窮人給予商人和有權有勢的人去剝削
[00:05:34.000 --> 00:05:36.000]  並且向他們收取昂貴的地租
[00:05:36.000 --> 00:05:39.000]  使他們生活苦不堪言
[00:05:39.000 --> 00:05:42.000]  另外一邊 富裕的商人和政治官員
[00:05:42.000 --> 00:05:45.000]  他們因為掌控了以色列的經濟命脈
