
[00:00:00.000 --> 00:00:04.000]  大家看到什麼呢?
[00:00:04.000 --> 00:00:13.000]  許氏家譜,這個不是我家的家譜,不過真的是家譜,謝謝你,姐妹
[00:00:13.000 --> 00:00:17.000]  這是中國文化遺產,家譜
[00:00:17.000 --> 00:00:22.000]  你知不知道中國家譜歷史有多悠久呢?
[00:00:22.000 --> 00:00:25.000]  猜不猜得到?
[00:00:25.000 --> 00:00:29.000]  我聽到千千聲啦
[00:00:29.000 --> 00:00:36.000]  原來自夏商以來就有專門記錄家族世系的家譜
[00:00:36.000 --> 00:00:39.000]  請下一幅
[00:00:39.000 --> 00:00:45.000]  距離現在大概有四五千年
[00:00:45.000 --> 00:00:49.000]  今天我很感恩,我一家四口都在這裡
[00:00:49.000 --> 00:00:54.000]  我一家四口都有一個共通點
[00:00:54.000 --> 00:00:58.000]  我們的名字都是來自族譜
[00:00:58.000 --> 00:01:03.000]  你呢?你的名字有沒有留下你家族的痕跡?
[00:01:03.000 --> 00:01:07.000]  有多少人的名字是來自族譜的?
[00:01:07.000 --> 00:01:15.000]  都有零丁兒,那這裡起碼我家人都佔了四個了
[00:01:15.000 --> 00:01:19.000]  參天之樹必有其根
[00:01:19.000 --> 00:01:22.000]  淮山之水必有其源
[00:01:22.000 --> 00:01:27.000]  人之始祖亦有事言
[00:01:27.000 --> 00:01:30.000]  高筍入雲的樹木一定有根基
[00:01:30.000 --> 00:01:34.000]  環繞山林的水一定有源頭
[00:01:34.000 --> 00:01:37.000]  每一個人都有自己的祖先
[00:01:37.000 --> 00:01:39.000]  萬物都有根源
[00:01:39.000 --> 00:01:43.000]  我是誰?我從哪裡來?
[00:01:43.000 --> 00:01:45.000]  我的根在哪裡?
[00:01:45.000 --> 00:01:48.000]  你有沒有這樣問過自己?
[00:01:48.000 --> 00:01:52.000]  又或者你的子女有沒有這樣問過你呢?
[00:01:52.000 --> 00:01:58.000]  中國人的傳統智慧,以家譜解答人的根源問題
[00:01:58.000 --> 00:02:05.000]  不過樹的根基、水的源頭、人的始祖,從哪裡來?
[00:02:05.000 --> 00:02:10.000]  追根溯源,究竟創造大自然的生物是誰呢?
[00:02:10.000 --> 00:02:13.000]  誰創造人類的生命呢?
[00:02:13.000 --> 00:02:17.000]  今天晚上,讓我們一起思想萬物的起源
[00:02:17.000 --> 00:02:20.000]  生命的根源
[00:02:20.000 --> 00:02:23.000]  我們一起讀《創世紀》二章四到六節
[00:02:23.000 --> 00:02:26.000]  我們一起朗讀,一二三
[00:02:26.000 --> 00:02:29.000]  這就是天地創造的來歷
[00:02:29.000 --> 00:02:33.000]  在耶和華神造地和天的時候
[00:02:33.000 --> 00:02:37.000]  地上還沒有田野的草木
[00:02:37.000 --> 00:02:40.000]  田間的菜蔬還沒有長出來
[00:02:40.000 --> 00:02:45.000]  因為耶和華神還沒有降雨在地上
[00:02:45.000 --> 00:02:48.000]  也沒有人耕種土地
[00:02:48.000 --> 00:02:51.000]  但是有霧氣從地上騰
[00:02:51.000 --> 00:02:55.000]  滋潤整個土地的表面
[00:02:55.000 --> 00:03:06.000]  這就是天地創造的來歷
[00:03:06.000 --> 00:03:12.000]  來歷,原文直譯為後代、子孫、世代
[00:03:12.000 --> 00:03:14.000]  就好像這兩個譯本
[00:03:14.000 --> 00:03:18.000]  在創世紀裡,來歷這個字
[00:03:18.000 --> 00:03:21.000]  一共出現了十三次
[00:03:21.000 --> 00:03:26.000]  全部在新漢語都翻譯為世系
[00:03:26.000 --> 00:03:29.000]  透過重複世系這個約字
[00:03:29.000 --> 00:03:33.000]  將整本創世紀分成十個段落
[00:03:33.000 --> 00:03:37.000]  這是天地被造的世系
[00:03:37.000 --> 00:03:41.000]  二章四節揭開了第一個世系
[00:03:41.000 --> 00:03:44.000]  記錄天地的起源
[00:03:44.000 --> 00:03:46.000]  隨著創世紀一幕幕的記載
[00:03:46.000 --> 00:03:50.000]  第二到第十個世系陸續登場
[00:03:50.000 --> 00:03:55.000]  逐步揭開亞當、羅亞、以撒、亞各等等
[00:03:55.000 --> 00:03:58.000]  九個人物的家譜
[00:03:58.000 --> 00:04:00.000]  透過世系這個字
[00:04:00.000 --> 00:04:02.000]  從天地的起源
[00:04:02.000 --> 00:04:05.000]  講到人類的根源
[00:04:05.000 --> 00:04:09.000]  起初神創造天地
[00:04:09.000 --> 00:04:11.000]  創世紀一章一節
[00:04:11.000 --> 00:04:13.000]  一開頭
[00:04:13.000 --> 00:04:15.000]  作者以宏觀的角度
[00:04:15.000 --> 00:04:17.000]  廣闊的視野、磅礴的氣勢
[00:04:17.000 --> 00:04:22.000]  展開神創天造地一幅幅的畫卷
[00:04:22.000 --> 00:04:23.000]  一聲令下
[00:04:23.000 --> 00:04:26.000]  在一片混亂、黑暗、荒蕪裡
[00:04:26.000 --> 00:04:30.000]  上帝創造了日月星宿、天地山河
[00:04:30.000 --> 00:04:33.000]  創造了一個有秩序的世界
[00:04:33.000 --> 00:04:35.000]  在第六天
[00:04:35.000 --> 00:04:41.000]  作者蓋述神照著他的形象造人
[00:04:41.000 --> 00:04:45.000]  起初神創造天地
[00:04:45.000 --> 00:04:49.000]  希伯來人喜歡透過兩個對比或兩極
[00:04:49.000 --> 00:04:52.000]  表達整體或全部
[00:04:52.000 --> 00:04:55.000]  好像「坐」和「行」
[00:04:55.000 --> 00:04:58.000]  其實是代表全日的活動
[00:04:58.000 --> 00:04:59.000]  在這裡
[00:04:59.000 --> 00:05:03.000]  天、地是代表整個宇宙
[00:05:03.000 --> 00:05:05.000]  上帝創天造地
[00:05:05.000 --> 00:05:08.000]  是宇宙的主宰
[00:05:08.000 --> 00:05:11.000]  起初神創造天地
[00:05:11.000 --> 00:05:13.000]  在第一章
[00:05:13.000 --> 00:05:16.000]  作者不斷稱呼創天造地的
[00:05:16.000 --> 00:05:18.000]  是神
[00:05:18.000 --> 00:05:19.000]  Elohim
[00:05:19.000 --> 00:05:21.000]  Elohim這個名詞
[00:05:21.000 --> 00:05:24.000]  其實在希伯來文是一個眾數
[00:05:24.000 --> 00:05:26.000]  不過在這裡
[00:05:26.000 --> 00:05:29.000]  不是只有很多很多的神
[00:05:29.000 --> 00:05:31.000]  而是以一個眾數
[00:05:31.000 --> 00:05:33.000]  表達尊貴
[00:05:33.000 --> 00:05:35.000]  在舊約裡
[00:05:35.000 --> 00:05:41.000]  Elohim是指神和萬物一般性的關係
[00:05:41.000 --> 00:05:43.000]  這個神Elohim
[00:05:43.000 --> 00:05:47.000]  這位尊貴的宇宙主宰
[00:05:47.000 --> 00:05:50.000]  是萬物的源頭
[00:05:50.000 --> 00:05:52.000]  去到二章四節
[00:05:52.000 --> 00:05:56.000]  這就是天地創造的來歷
[00:05:56.000 --> 00:06:00.000]  在耶和華神造地和天的時候
[00:06:00.000 --> 00:06:02.000]  你看不看到
[00:06:02.000 --> 00:06:03.000]  一章一節
[00:06:03.000 --> 00:06:05.000]  二章四節
[00:06:05.000 --> 00:06:07.000]  重複了什麼
[00:06:07.000 --> 00:06:09.000]  天、地
[00:06:09.000 --> 00:06:12.000]  但去到二章四節這裡開始
[00:06:12.000 --> 00:06:15.000]  從一個之前的宏觀
[00:06:15.000 --> 00:06:18.000]  來到這裡以一個微觀的角度
[00:06:18.000 --> 00:06:21.000]  目擊神創造人的過程
[00:06:21.000 --> 00:06:25.000]  聚焦神創造人的細節
[00:06:25.000 --> 00:06:30.000]  描繪神怎樣始創生命
[00:06:30.000 --> 00:06:34.000]  在耶和華神造地和天的時候
[00:06:34.000 --> 00:06:37.000]  作者在第二章四節
[00:06:37.000 --> 00:06:41.000]  繼續稱呼創造主是神
[00:06:41.000 --> 00:06:43.000]  Elohim
[00:06:43.000 --> 00:06:46.000]  不過還稱呼祂是什麼
[00:06:46.000 --> 00:06:50.000]  耶和華
[00:06:50.000 --> 00:06:52.000]  其實可能你也知道
[00:06:52.000 --> 00:06:54.000]  是一個錯誤的音譯
[00:06:54.000 --> 00:06:56.000]  在希伯來聖經裡面
[00:06:56.000 --> 00:07:00.000]  耶和華可以說是相等於
[00:07:00.000 --> 00:07:02.000]  英文的四個字母
[00:07:02.000 --> 00:07:04.000]  YHWH
[00:07:04.000 --> 00:07:06.000]  十誡說到
[00:07:06.000 --> 00:07:10.000]  不可以妄稱耶和華是神的名字
[00:07:10.000 --> 00:07:13.000]  於是猶太人就將這四個字母
[00:07:13.000 --> 00:07:15.000]  改讀成另一個
[00:07:15.000 --> 00:07:18.000]  Adonai 我的主
[00:07:18.000 --> 00:07:23.000]  漸漸YHWH和Adonai
[00:07:23.000 --> 00:07:25.000]  這兩個字
[00:07:25.000 --> 00:07:27.000]  一個是字母一個是原音
[00:07:27.000 --> 00:07:29.000]  合在一起
[00:07:29.000 --> 00:07:31.000]  錯看
[00:07:31.000 --> 00:07:34.000]  聽讀成為耶和華
[00:07:34.000 --> 00:07:36.000]  約定俗成
[00:07:36.000 --> 00:07:40.000]  耶和華我們就這樣稱呼到今時今日
[00:07:40.000 --> 00:07:45.000]  耶和華和神的稱呼是有不同的
[00:07:45.000 --> 00:07:49.000]  耶和華是神子民對神的匿稱
[00:07:49.000 --> 00:07:51.000]  是一個親匿的稱呼
[00:07:51.000 --> 00:07:54.000]  專指到以色列民
[00:07:54.000 --> 00:07:58.000]  和以色列民納約的上主
[00:07:58.000 --> 00:08:01.000]  所以稱得上耶和華的人
[00:08:01.000 --> 00:08:03.000]  這樣去稱呼上帝的人
[00:08:03.000 --> 00:08:08.000]  是強調神和他有一個親密個人的關係
[00:08:08.000 --> 00:08:10.000]  所以你往後留意
[00:08:10.000 --> 00:08:15.000]  以色列人通常都稱呼耶和華是他們的神
[00:08:15.000 --> 00:08:19.000]  往後耶和華帶領他的子民出埃及
[00:08:19.000 --> 00:08:21.000]  在曠野餵養他們
[00:08:21.000 --> 00:08:24.000]  在西乃山和他們納約
[00:08:24.000 --> 00:08:30.000]  以愛呼喚他們遵守神愛的叮嚀
[00:08:30.000 --> 00:08:33.000]  一條一條的解命
[00:08:33.000 --> 00:08:38.000]  耶和華神這兩個合起來的稱呼
[00:08:38.000 --> 00:08:41.000]  強調創造天地的神
[00:08:41.000 --> 00:08:42.000]  Alohim
[00:08:42.000 --> 00:08:45.000]  也是關心人的耶和華
[00:08:45.000 --> 00:08:47.000]  在做人之前
[00:08:47.000 --> 00:08:51.000]  創世紀第一次匿稱耶和華
[00:08:51.000 --> 00:08:55.000]  之前一章一節到二章三節
[00:08:55.000 --> 00:08:57.000]  都是說神
[00:08:57.000 --> 00:09:01.000]  二章四節第一次出現耶和華
[00:09:01.000 --> 00:09:07.000]  彷彿暗示神對他所做的人分外有情
[00:09:07.000 --> 00:09:09.000]  去到第五節
[00:09:09.000 --> 00:09:12.000]  地上還沒有田野的草木
[00:09:12.000 --> 00:09:16.000]  田間的菜蔬還沒有長出來
[00:09:16.000 --> 00:09:18.000]  更接近原文的意思
[00:09:18.000 --> 00:09:20.000]  是另一個譯本
[00:09:20.000 --> 00:09:21.000]  新韓語
[00:09:21.000 --> 00:09:22.000]  不如你讀給我聽
[00:09:22.000 --> 00:09:23.000]  一二三
[00:09:23.000 --> 00:09:25.000]  田野
[00:09:25.000 --> 00:09:33.000]  多謝大家
[00:09:33.000 --> 00:09:35.000]  大家讀得很好
[00:09:35.000 --> 00:09:37.000]  一切又一切
[00:09:37.000 --> 00:09:39.000]  其實在原文裡
[00:09:39.000 --> 00:09:41.000]  這兩個的第一個字
[00:09:41.000 --> 00:09:43.000]  你猜不猜得到是什麼字呢
[00:09:43.000 --> 00:09:45.000]  就是一切
[00:09:45.000 --> 00:09:48.000]  放在頭上代表強調
[00:09:48.000 --> 00:09:51.000]  強調神創造天和地之初
[00:09:51.000 --> 00:09:53.000]  大地一切
[00:09:53.000 --> 00:09:55.000]  全部都是荒蕪
[00:09:55.000 --> 00:09:56.000]  為什麼
[00:09:56.000 --> 00:10:00.000]  因為耶和華神還沒有降雨在地上
[00:10:00.000 --> 00:10:02.000]  也沒有人耕種
[00:10:02.000 --> 00:10:04.000]  降雨
[00:10:04.000 --> 00:10:08.000]  原本的意思是促使降雨
[00:10:08.000 --> 00:10:11.000]  原來只有耶和華神
[00:10:11.000 --> 00:10:15.000]  才能促使雨降落在地上
[00:10:15.000 --> 00:10:17.000]  今天對你和我來說
[00:10:17.000 --> 00:10:19.000]  覺得很正常
[00:10:19.000 --> 00:10:22.000]  但是對當時的讀者
[00:10:22.000 --> 00:10:26.000]  這個消息簡直是震撼他們的心
[00:10:26.000 --> 00:10:29.000]  因為創世紀頭十一章的背景
[00:10:29.000 --> 00:10:33.000]  是一個多神觀的古近東文化
[00:10:33.000 --> 00:10:36.000]  是古近東的農業社會
[00:10:36.000 --> 00:10:40.000]  農作物的生長和人的生活息息相關
[00:10:40.000 --> 00:10:42.000]  所以古近東的人
[00:10:42.000 --> 00:10:44.000]  會敬拜風暴神
[00:10:44.000 --> 00:10:47.000]  以為雨來自雨神
[00:10:47.000 --> 00:10:50.000]  所以他們要向神獻祭
[00:10:50.000 --> 00:10:52.000]  否則會有寒災
[00:10:52.000 --> 00:10:54.000]  我們以前也見過
[00:10:54.000 --> 00:10:58.000]  但是創世紀的作者
[00:10:58.000 --> 00:11:00.000]  一錘定音
[00:11:00.000 --> 00:11:02.000]  耶和華神才是降雨的神
[00:11:02.000 --> 00:11:04.000]  不是迦南人
[00:11:04.000 --> 00:11:05.000]  無敗的巴力
[00:11:05.000 --> 00:11:08.000]  不是巴比倫人敬拜的塔姆斯
[00:11:08.000 --> 00:11:10.000]  是誰呢?
[00:11:10.000 --> 00:11:15.000]  耶和華神才是降雨的神
[00:11:15.000 --> 00:11:17.000]  但是
[00:11:17.000 --> 00:11:19.000]  以這六節
[00:11:19.000 --> 00:11:22.000]  北風一轉帶來轉機
[00:11:22.000 --> 00:11:24.000]  在這裡
[00:11:24.000 --> 00:11:27.000]  原文第一個字其實是「霧氣」
[00:11:27.000 --> 00:11:30.000]  打在開頭通常是強調
