
[00:00:00.000 --> 00:00:04.280]  謝謝勁霸隊帶領我們有唱詩的時間
[00:00:04.280 --> 00:00:08.320]  剛剛詩歌不斷提及我們很需要上帝
[00:00:08.320 --> 00:00:11.520]  不知道這一刻你現在的生命狀態
[00:00:11.520 --> 00:00:12.560]  在想些甚麼
[00:00:12.560 --> 00:00:14.760]  或者你為了甚麼回到這裡
[00:00:14.760 --> 00:00:18.840]  但很想你這一刻用幾秒鐘跟上帝說
[00:00:18.840 --> 00:00:20.440]  你在心裏說
[00:00:20.440 --> 00:00:21.720]  你說我真的很需要你
[00:00:21.720 --> 00:00:23.360]  今天我回到這裡坐下來
[00:00:23.360 --> 00:00:24.680]  這個時間我要
[00:00:24.680 --> 00:00:26.760]  這一刻我要劃分給你
[00:00:26.760 --> 00:00:29.000]  求上帝的話對我們說話
[00:00:29.000 --> 00:00:30.760]  讓我們的生命更加清楚
[00:00:30.760 --> 00:00:33.520]  上帝是我們生命裏的旨意
[00:00:33.520 --> 00:00:39.200]  今天在進入講道或者讀聖經之前
[00:00:39.200 --> 00:00:42.080]  特別一點很想播放一段影片
[00:00:42.080 --> 00:00:43.600]  先不說這麼多
[00:00:43.600 --> 00:00:46.040]  先去看一看這段影片
[00:00:46.040 --> 00:00:48.200]  麻煩AV Team幫忙播放
[00:00:48.200 --> 00:01:17.200]  (音樂)
[00:01:18.200 --> 00:01:18.840]  謝謝
[00:01:18.840 --> 00:01:21.080]  我帶他們來看計劃
[00:01:21.080 --> 00:01:23.320]  我以為計劃正在被堵住
[00:01:23.320 --> 00:01:25.240]  這不正常
[00:01:25.240 --> 00:01:33.960]  (音樂)
[00:01:33.960 --> 00:01:36.600]  我覺得這是個很棒的計劃
[00:01:36.600 --> 00:01:41.280]  能有一個能夠實際的參與
[00:01:41.280 --> 00:01:43.840]  我覺得是很強大的
[00:01:43.840 --> 00:01:51.200]  (音樂)
[00:01:51.200 --> 00:01:52.440]  在過去的幾個星期
[00:01:52.440 --> 00:01:55.040]  我開始發現被欺凌的那一方
[00:01:55.040 --> 00:01:57.040]  開始開始變得更加激烈
[00:01:57.040 --> 00:01:59.040]  (音樂)
[00:01:59.040 --> 00:02:00.720]  在被欺凌的那一方
[00:02:00.720 --> 00:02:02.640]  開始變得更加激烈
[00:02:02.640 --> 00:02:06.320]  (音樂)
[00:02:06.320 --> 00:02:09.480]  這對不同的欺凌方式的影響
[00:02:09.480 --> 00:02:10.560]  和對他們的影響大大提升
[00:02:10.560 --> 00:02:12.280]  好,可以播到這裡就可以了
[00:02:12.280 --> 00:02:13.000]  謝謝大爺
[00:02:13.000 --> 00:02:14.360]  謝謝,可以開燈
[00:02:14.360 --> 00:02:16.640]  剛剛這個短片
[00:02:16.640 --> 00:02:18.000]  我在網上看到
[00:02:18.000 --> 00:02:19.680]  是某公司的宣傳片
[00:02:19.680 --> 00:02:22.200]  不過他做了一個實驗
[00:02:22.200 --> 00:02:25.280]  他將兩盤植物放在學校
[00:02:25.280 --> 00:02:29.280]  一盤是他會記錄一些
[00:02:29.280 --> 00:02:30.800]  欺凌他的說話
[00:02:30.800 --> 00:02:32.200]  說他不好聽的說話
[00:02:32.200 --> 00:02:36.400]  在植物盒內不斷播放
[00:02:36.400 --> 00:02:40.920]  另一盤就是邀請同學錄製一些讚美的說話
[00:02:40.920 --> 00:02:44.000]  不斷地把三色蝟在盒子內播放
[00:02:44.000 --> 00:02:45.280]  剛剛也看到
[00:02:45.280 --> 00:02:49.440]  原來即使他們有同樣的水分
[00:02:49.440 --> 00:02:50.600]  有同樣的陽光
[00:02:50.600 --> 00:02:51.600]  有同樣的養分
[00:02:51.600 --> 00:02:52.920]  但三色蝟過後
[00:02:52.920 --> 00:02:54.440]  你會看到受到讚美
[00:02:54.440 --> 00:02:55.440]  不斷地讚美三色蝟
[00:02:55.440 --> 00:02:56.880]  讚美它很漂亮
[00:02:56.880 --> 00:02:58.680]  那棵植物生長得很好
[00:02:58.680 --> 00:03:00.120]  很漂亮
[00:03:00.120 --> 00:03:02.360]  但被欺凌的那棵植物
[00:03:02.360 --> 00:03:04.920]  出現了一些很枯乾
[00:03:04.920 --> 00:03:06.320]  葉子下垂
[00:03:06.320 --> 00:03:09.720]  甚至局部性發黃的情況
[00:03:09.720 --> 00:03:11.320]  當然這是一棵植物
[00:03:11.320 --> 00:03:14.160]  但剛剛這個研究背後是在說
[00:03:14.160 --> 00:03:17.080]  語言的力量
[00:03:17.080 --> 00:03:20.280]  其實今天很想跟大家分享的一個題目
[00:03:20.280 --> 00:03:21.200]  是在說
[00:03:21.200 --> 00:03:24.680]  你會看到今天的荔是很厲害的
[00:03:24.680 --> 00:03:26.680]  其實很想說的今天
[00:03:26.680 --> 00:03:27.960]  是在說蝨頭
[00:03:27.960 --> 00:03:29.840]  是我們白體之中
[00:03:29.840 --> 00:03:32.320]  我們身體內一個很重要的器官
[00:03:32.320 --> 00:03:34.640]  但它也是一個很微小的部分
[00:03:34.640 --> 00:03:37.000]  但有一個很大的影響力
[00:03:37.000 --> 00:03:37.960]  而很特別的是
[00:03:37.960 --> 00:03:40.200]  今天我們去看的聖經
[00:03:40.200 --> 00:03:42.400]  有一整章的聖經經文
[00:03:42.400 --> 00:03:44.200]  是說關於蝨頭的
[00:03:44.200 --> 00:03:47.160]  今天會跟大家一起去看看
[00:03:47.160 --> 00:03:50.040]  《雅各書》三章一到十二節
[00:03:50.040 --> 00:03:54.040]  看看我們的舌頭有多厲害
[00:03:54.040 --> 00:03:55.160]  事不宜遲
[00:03:55.160 --> 00:03:57.880]  我們先去讀一下經文
[00:03:57.880 --> 00:04:00.280]  好,預備起
[00:04:00.280 --> 00:04:04.840]  「我的弟兄們,不要許多人做教師」
[00:04:04.840 --> 00:04:08.360]  「因為你們知道,我們做教師的」
[00:04:08.360 --> 00:04:11.240]  「要接受更嚴厲的審判」
[00:04:11.240 --> 00:04:15.160]  「原來我們在許多事上都有過失」
[00:04:15.160 --> 00:04:18.520]  「若有人在言語上沒有過失」
[00:04:18.520 --> 00:04:20.520]  「他就是完全的人」
[00:04:20.520 --> 00:04:23.240]  「也能掌握自己的全身」
[00:04:23.240 --> 00:04:26.600]  「我們若把爪環放在馬嘴裡」
[00:04:26.600 --> 00:04:28.200]  「使他們信服」
[00:04:28.200 --> 00:04:31.000]  「就能控制他們的全身」
[00:04:31.000 --> 00:04:34.160]  「再看船隻,雖然甚大」
[00:04:34.160 --> 00:04:36.400]  「又被強風猛吹」
[00:04:36.400 --> 00:04:38.280]  「只要少少的陀」
[00:04:38.280 --> 00:04:41.560]  「就隨著掌陀的意思轉動」
[00:04:41.560 --> 00:04:44.720]  不好意思,是否不行
[00:04:44.720 --> 00:04:45.920]  好,是
[00:04:45.920 --> 00:04:51.680]  「同樣蝨頭是小肢體」
[00:04:51.680 --> 00:04:53.400]  「卻能說謊」
[00:04:53.400 --> 00:04:57.840]  「看,最小的火能點燃最大的樹林」
[00:04:57.840 --> 00:04:59.520]  「舌頭就是火」
[00:04:59.520 --> 00:05:01.280]  「在我們百體中」
[00:05:01.280 --> 00:05:03.920]  「舌頭是個不二的世界」
[00:05:03.920 --> 00:05:05.840]  「能玷污全身」
[00:05:05.840 --> 00:05:08.640]  「也能燒毀生命的輪子」
[00:05:08.640 --> 00:05:12.080]  「而且是被地獄的火點燃的」
[00:05:12.080 --> 00:05:13.680]  「各類的走獸」
[00:05:13.680 --> 00:05:16.160]  「飛禽、爬蟲、水族」
[00:05:16.160 --> 00:05:18.320]  「本來都可以制服」
[00:05:18.320 --> 00:05:20.880]  「也已經被人制服了」
[00:05:20.880 --> 00:05:23.880]  「唯獨舌頭沒有人能制服」
[00:05:23.880 --> 00:05:26.400]  「是永不靜止的邪惡」
[00:05:26.400 --> 00:05:29.520]  「充滿了害死人的毒氣」
[00:05:29.520 --> 00:05:32.840]  「我們用舌頭重讚我們的主」
[00:05:32.840 --> 00:05:34.400]  「我們的天父」
[00:05:34.400 --> 00:05:39.320]  「又用舌頭詛咒照著神形象被造的人」
[00:05:39.320 --> 00:05:43.360]  「重讚和詛咒從同一個口出來」
[00:05:43.360 --> 00:05:46.720]  「我的弟兄們,這是不應該的」
[00:05:46.720 --> 00:05:51.720]  「全員能從一個出口發出甜苦兩樣的水嗎?」
[00:05:51.720 --> 00:05:53.240]  「我的弟兄們」
[00:05:53.240 --> 00:05:56.160]  「無花果樹能生橄欖嗎?」
[00:05:56.160 --> 00:05:59.160]  「葡萄樹能結無花果嗎?」
