
[00:00:00.000 --> 00:00:04.320]  感謝見拜隊在崇拜的時候帶領我們用詩歌去讚美我們的神
[00:00:04.320 --> 00:00:07.640]  祂是我們的喜樂,是我們的力量,是我們的平安
[00:00:07.640 --> 00:00:10.200]  也都能夠一起宣告祂是在座為王
[00:00:10.200 --> 00:00:12.600]  我們再一次給我們的神掌聲好不好,感謝主
[00:00:12.600 --> 00:00:16.160]  所以這個時候特別是
[00:00:16.160 --> 00:00:18.480]  不單止歡迎今天實體返到來的弟兄姊妹
[00:00:18.480 --> 00:00:21.040]  可能你在家,現在是一個人
[00:00:21.040 --> 00:00:24.360]  或者無論你在香港,或者在海外的弟兄姊妹
[00:00:24.360 --> 00:00:28.920]  我們都鼓勵你,我們一起透過上帝的說話去連結我們
[00:00:29.480 --> 00:00:32.880]  我相信我們今天回來,心裏面是很開心
[00:00:32.880 --> 00:00:36.000]  但是無論是實體,網上
[00:00:36.000 --> 00:00:38.880]  我們都求神的話,常常在我們裏面
[00:00:38.880 --> 00:00:41.800]  所以由今個主日開始
[00:00:41.800 --> 00:00:45.040]  5月到8月我們中堂會有一個新的系列
[00:00:45.040 --> 00:00:46.920]  系列的名稱就是叫做
[00:00:46.920 --> 00:00:50.000]  「年於你,We Connect」
[00:00:50.000 --> 00:00:52.560]  相信一波又一波的疫情
[00:00:52.560 --> 00:00:56.440]  我不知道對於你來說最深刻的兩個字是什麼
[00:00:56.440 --> 00:01:00.000]  你常常在新聞看到,或者經歷的那兩個字是什麼
[00:01:00.000 --> 00:01:02.200]  有沒有人想過是什麼
[00:01:02.200 --> 00:01:04.160]  隔離,沒錯
[00:01:04.160 --> 00:01:06.760]  就是經常隔離,一收到政府通知
[00:01:06.760 --> 00:01:08.640]  你又要強行被隔離
[00:01:08.640 --> 00:01:11.480]  就算你長時間在家
[00:01:11.480 --> 00:01:13.600]  在家中很舒服
[00:01:13.600 --> 00:01:15.160]  但是不知道你有沒有覺得
[00:01:15.160 --> 00:01:17.960]  和家人同一屋簷下
[00:01:17.960 --> 00:01:19.840]  都有種隔離的感覺
[00:01:19.840 --> 00:01:22.880]  這麼近,那麼遠
[00:01:22.880 --> 00:01:25.000]  所以無論和弟兄姊妹
[00:01:25.000 --> 00:01:27.560]  和你的鄰舍,和你的家人
[00:01:27.560 --> 00:01:30.760]  都有一種好像長時間經歷了一種不安
[00:01:30.760 --> 00:01:32.560]  無助,無奈
[00:01:32.560 --> 00:01:34.320]  高高低低的確診數字
[00:01:34.320 --> 00:01:36.080]  好像恆生指數一樣,又上又下
[00:01:36.080 --> 00:01:38.080]  你好像坐過山車一樣
[00:01:38.080 --> 00:01:41.360]  但是在這種狀況底下
[00:01:41.360 --> 00:01:42.760]  無論是疫情
[00:01:42.760 --> 00:01:46.080]  無論你看到戰亂奪去一個又一個寶貴的生命
[00:01:46.080 --> 00:01:48.520]  或者你的親友去或留的情況
[00:01:48.520 --> 00:01:51.640]  有時這些情況都會令到我們的心麻木
[00:01:51.640 --> 00:01:53.160]  我不知道你會不會有這種感覺
[00:01:53.160 --> 00:01:55.560]  看到新聞,看得多的時候
[00:01:55.560 --> 00:01:58.680]  那種無奈,甚至有時會感到憤怒
[00:01:58.680 --> 00:02:01.400]  所以連同自己都有種被隔離的感覺
[00:02:01.400 --> 00:02:04.160]  好像都不知道有什麼感受
[00:02:04.160 --> 00:02:06.360]  而最嚴重的是什麼呢?
[00:02:06.360 --> 00:02:09.000]  就是和上帝的關係
[00:02:09.000 --> 00:02:11.000]  好像有種隔離一樣
[00:02:11.000 --> 00:02:13.440]  回不來實體,無法侍奉
[00:02:13.440 --> 00:02:16.120]  斷斷續續這兩年,網上
[00:02:16.120 --> 00:02:17.920]  或者團契
[00:02:17.920 --> 00:02:19.640]  有時實體,有時轉網
[00:02:19.640 --> 00:02:21.800]  和神的關係都好像隔離了一樣
[00:02:21.800 --> 00:02:24.760]  靈修和禱告,我聽過很多弟兄姐妹說
[00:02:24.760 --> 00:02:27.480]  我知道我心裡很想,但是沒什麼力氣
[00:02:27.480 --> 00:02:30.680]  關懷和侍奉的熱誠都好像沒有了一樣
[00:02:30.680 --> 00:02:32.960]  所以既然是這樣的時候
[00:02:32.960 --> 00:02:34.640]  我們應該怎樣面對呢?
[00:02:34.640 --> 00:02:38.560]  所以你和我也知道我們要再和神重新連繫
[00:02:38.560 --> 00:02:40.800]  我們要再被神的愛火點燃
[00:02:40.800 --> 00:02:42.320]  再被神的懷慾激勵
[00:02:42.320 --> 00:02:44.200]  再被聖靈的能力充滿
[00:02:44.200 --> 00:02:46.040]  所以由今個主日開始
[00:02:46.040 --> 00:02:49.200]  我們會連續四個月有五個向導
[00:02:49.200 --> 00:02:50.960]  第一個就是今天的
[00:02:50.960 --> 00:02:53.400]  連於神
[00:02:53.400 --> 00:02:55.560]  我們可以按出來
[00:02:55.560 --> 00:02:57.120]  首先你要連於神
[00:02:57.120 --> 00:02:58.440]  然後第二
[00:02:58.440 --> 00:02:59.480]  好像剛才所說
[00:02:59.480 --> 00:03:01.520]  你要連於自己
[00:03:01.520 --> 00:03:04.840]  你要將自己冰封的感受融化
[00:03:04.840 --> 00:03:05.680]  內心的感受
[00:03:05.680 --> 00:03:07.040]  然後第三
[00:03:07.040 --> 00:03:10.440]  我們要連於家人
[00:03:10.440 --> 00:03:12.280]  我們要和家人連結
[00:03:12.280 --> 00:03:13.160]  復和關係
[00:03:13.160 --> 00:03:14.800]  然後第四
[00:03:14.800 --> 00:03:16.960]  我們要和弟兄姐妹
[00:03:16.960 --> 00:03:19.760]  建立一個深厚的相交
[00:03:19.760 --> 00:03:20.480]  守望
[00:03:20.480 --> 00:03:22.000]  然後第五
[00:03:22.000 --> 00:03:23.400]  我們帶著使命
[00:03:23.400 --> 00:03:25.240]  關懷和憐憫
[00:03:25.240 --> 00:03:26.960]  進到我們的社區當中
[00:03:26.960 --> 00:03:28.720]  連於我們的鄰舍
[00:03:28.720 --> 00:03:30.560]  所以盼望這個連於你
[00:03:30.560 --> 00:03:31.600]  We connect的系列
[00:03:31.600 --> 00:03:33.440]  透過聖經中不同的教導
[00:03:33.440 --> 00:03:35.480]  讓我們再次怎樣呢?
[00:03:35.480 --> 00:03:37.800]  察驗主的心思
[00:03:37.800 --> 00:03:38.800]  撥出神的旨意
[00:03:38.800 --> 00:03:40.720]  就讓我們一起禱告
[00:03:40.720 --> 00:03:41.800]  神啊感謝你
[00:03:41.800 --> 00:03:43.000]  我們無論是實體的
[00:03:43.000 --> 00:03:43.640]  網上的
[00:03:43.640 --> 00:03:44.440]  在香港的
[00:03:44.440 --> 00:03:45.680]  海外的
[00:03:45.680 --> 00:03:46.880]  主你的話
[00:03:46.880 --> 00:03:47.840]  都淋到我們當中
[00:03:47.840 --> 00:03:49.160]  成為我們的激勵
[00:03:49.160 --> 00:03:50.240]  在這種隔離的時候
[00:03:50.240 --> 00:03:51.640]  讓我們求上帝的說話
[00:03:51.640 --> 00:03:53.200]  穿透我們的心
[00:03:53.200 --> 00:03:55.440]  讓我們被你光照
[00:03:55.440 --> 00:03:57.040]  讓我們現在的光景
[00:03:57.040 --> 00:03:58.280]  你都一一知道
[00:03:58.280 --> 00:03:59.520]  復興我們每一個
[00:03:59.520 --> 00:04:01.800]  讓我們不要停滯在疫情當中
[00:04:01.800 --> 00:04:02.600]  讓我們的焦點
[00:04:02.600 --> 00:04:04.800]  不是停滯在這個環境當中
[00:04:04.800 --> 00:04:06.960]  而是停留在你的話當中
[00:04:06.960 --> 00:04:07.640]  所以求你今天
[00:04:07.640 --> 00:04:10.240]  淋在我們每一個地方
[00:04:10.240 --> 00:04:11.360]  無論是恩福
[00:04:11.360 --> 00:04:12.960]  無論是在家中
[00:04:12.960 --> 00:04:14.320]  或者是工作
[00:04:14.320 --> 00:04:15.680]  在艱難
[00:04:15.680 --> 00:04:16.440]  在順境
[00:04:16.440 --> 00:04:16.960]  逆境
[00:04:16.960 --> 00:04:17.800]  患病
[00:04:17.800 --> 00:04:19.120]  你都要我們同在
[00:04:19.120 --> 00:04:19.920]  聽我們禱告
[00:04:19.920 --> 00:04:21.880]  奉主耶穌基督聖靈祈求
[00:04:21.880 --> 00:04:23.400]  阿們
[00:04:23.400 --> 00:04:24.080]  就讓我們進入
[00:04:24.080 --> 00:04:25.960]  今天講到經文的第一點
[00:04:25.960 --> 00:04:28.000]  「憐於父被修剪」
[00:04:28.000 --> 00:04:29.640]  就讓我們同心中讀這段經文
[00:04:29.640 --> 00:04:31.280]  《約翰福音》十五章
[00:04:31.280 --> 00:04:33.240]  一至三節
[00:04:33.240 --> 00:04:33.800]  預備好
[00:04:33.800 --> 00:04:35.240]  我們一起去中讀
[00:04:35.240 --> 00:04:36.760]  可以一起讀
[00:04:36.760 --> 00:04:38.320]  準備一二三
[00:04:38.320 --> 00:04:40.680]  「我是真葡萄樹」
[00:04:40.680 --> 00:04:43.200]  「我父是栽培的人」
[00:04:43.200 --> 00:04:46.080]  「凡屬我不結果子的之子」
[00:04:46.080 --> 00:04:47.920]  「他就剪去」
[00:04:47.920 --> 00:04:49.520]  「凡結果子的」
[00:04:49.520 --> 00:04:51.840]  「他就修理乾淨」
[00:04:51.840 --> 00:04:54.720]  「使之子結果子更多」
[00:04:54.720 --> 00:04:57.960]  「現在你們因我講給你們的道」
[00:04:57.960 --> 00:05:00.040]  「已經乾淨了」
[00:05:00.040 --> 00:05:00.360]  沒錯
[00:05:00.360 --> 00:05:01.360]  《約翰福音》十五章
[00:05:01.360 --> 00:05:02.680]  關於耶穌講論
[00:05:02.680 --> 00:05:03.480]  葡萄樹與之子
[00:05:03.480 --> 00:05:05.520]  無論你團計查經
[00:05:05.520 --> 00:05:07.360]  主學教導
[00:05:07.360 --> 00:05:09.160]  甚至我知道
[00:05:09.160 --> 00:05:09.760]  百貨
[00:05:09.760 --> 00:05:10.640]  栽培百貨
[00:05:10.640 --> 00:05:12.040]  你都一開始的時候
[00:05:12.040 --> 00:05:12.680]  背了這段經文
[00:05:12.680 --> 00:05:13.960]  聽過很多次
[00:05:13.960 --> 00:05:15.320]  但是這一刻
[00:05:15.320 --> 00:05:16.480]  此時此刻
[00:05:16.480 --> 00:05:19.360]  這段經文與我們有什麼關係呢?
[00:05:19.360 --> 00:05:20.480]  主耶穌的提醒
[00:05:20.480 --> 00:05:22.560]  如何成為我們的安慰呢?
[00:05:22.560 --> 00:05:23.240]  你也知道
[00:05:23.240 --> 00:05:25.120]  這裡一開始的時候說
[00:05:25.120 --> 00:05:26.480]  「我是真葡萄樹」
[00:05:26.480 --> 00:05:28.160]  這是《約翰福音》當中
[00:05:28.160 --> 00:05:30.480]  耶穌七個「我是」的最後一個
[00:05:30.480 --> 00:05:31.800]  但是這一節帶出的
[00:05:31.800 --> 00:05:33.320]  不單止是主耶穌的身份
[00:05:33.320 --> 00:05:34.720]  如果你留意一下
[00:05:34.720 --> 00:05:36.200]  一開始是說
[00:05:36.200 --> 00:05:39.440]  父神是栽種的人
[00:05:39.440 --> 00:05:41.840]  原文的意思就是圓丁
[00:05:41.840 --> 00:05:44.480]  或者是葡萄園的農夫
[00:05:44.480 --> 00:05:46.720]  如果你看回舊約的經文
[00:05:46.720 --> 00:05:48.880]  或者是其他婦女福音
[00:05:48.880 --> 00:05:51.760]  多數是說葡萄園的園主
[00:05:51.760 --> 00:05:53.200]  就是神
[00:05:53.200 --> 00:05:55.560]  但這裡說的是栽培的人
[00:05:55.560 --> 00:05:56.320]  是個農夫
[00:05:56.320 --> 00:05:57.440]  是個圓丁
[00:05:57.440 --> 00:05:59.600]  代表天父與我們的關係
[00:05:59.600 --> 00:06:00.960]  是很親密的
[00:06:00.960 --> 00:06:02.520]  待會第二節會說到
[00:06:02.520 --> 00:06:04.520]  更加是他親手修剪我們
[00:06:04.520 --> 00:06:06.320]  所以不要說主耶穌修剪我們
[00:06:06.320 --> 00:06:07.560]  是天父
[00:06:07.560 --> 00:06:08.720]  天父修剪我們
[00:06:08.720 --> 00:06:10.320]  祂知道我們的境況
[00:06:10.320 --> 00:06:11.040]  所以這裡說的是
[00:06:11.040 --> 00:06:13.200]  父與葡萄樹
[00:06:13.200 --> 00:06:15.040]  與枝子的關係
[00:06:15.040 --> 00:06:16.880]  停下來我們想想
[00:06:16.880 --> 00:06:18.080]  當時的背景
[00:06:18.080 --> 00:06:19.080]  很熟悉的經文
[00:06:19.080 --> 00:06:20.000]  但想想
[00:06:20.000 --> 00:06:21.920]  究竟是什麼境況說呢
[00:06:21.920 --> 00:06:23.400]  楊邦十五章你知道
[00:06:23.400 --> 00:06:25.600]  就是耶穌最後晚餐的時候
[00:06:25.600 --> 00:06:27.600]  門徒開始真的感受到
[00:06:27.600 --> 00:06:29.360]  耶穌不斷地說
[00:06:29.360 --> 00:06:30.360]  祂要上十字架
[00:06:30.360 --> 00:06:31.640]  他現在感受到
[00:06:31.640 --> 00:06:32.520]  差不多了
[00:06:32.520 --> 00:06:34.440]  所以楊邦十四章
[00:06:34.440 --> 00:06:36.640]  我們詩歌也要說到
[00:06:36.640 --> 00:06:38.240]  其實耶穌安慰門徒怎樣
[00:06:38.240 --> 00:06:39.120]  一開始就說
[00:06:39.120 --> 00:06:42.760]  你心裡不要憂愁
[00:06:42.760 --> 00:06:45.360]  就是這個情況
[00:06:45.360 --> 00:06:47.160]  就是這種感受
[00:06:47.160 --> 00:06:48.160]  很憂愁
[00:06:48.160 --> 00:06:50.160]  耶穌是不是真的要離開我們呢
[00:06:50.160 --> 00:06:51.640]  門徒不是很清楚
[00:06:51.640 --> 00:06:52.720]  很迷惑
[00:06:52.720 --> 00:06:54.320]  看到楊邦十四章
[00:06:54.320 --> 00:06:56.600]  剛剛我們說這段經文之前
[00:06:56.600 --> 00:06:57.320]  就是說他們
[00:06:57.320 --> 00:06:58.320]  起來要走了
[00:06:58.320 --> 00:06:59.520]  去哪呢
[00:06:59.520 --> 00:07:00.680]  喀西馬利園
[00:07:00.680 --> 00:07:01.560]  你記得嗎
[00:07:01.560 --> 00:07:03.920]  就在這個情況下
[00:07:03.920 --> 00:07:05.280]  最後晚餐之後
[00:07:05.280 --> 00:07:06.960]  走去喀西馬利園
[00:07:06.960 --> 00:07:08.600]  你想像一下門徒
[00:07:08.600 --> 00:07:10.480]  代入一下當時的感受
[00:07:10.480 --> 00:07:12.040]  究竟耶穌是不是要走
[00:07:12.040 --> 00:07:14.600]  這種憂憂愁愁的心情
[00:07:14.600 --> 00:07:16.600]  就在路途當中
[00:07:16.600 --> 00:07:18.240]  可能經過一個葡萄園
[00:07:18.240 --> 00:07:19.520]  可能有解經家說
[00:07:19.520 --> 00:07:20.240]  經過聖殿
[00:07:20.240 --> 00:07:24.200]  見到門口的兩個金葡萄的藤
[00:07:24.200 --> 00:07:24.960]  無論怎樣
[00:07:24.960 --> 00:07:27.000]  耶穌在這裡一開始就說
[00:07:27.000 --> 00:07:28.960]  我是真葡萄樹
[00:07:28.960 --> 00:07:30.760]  這是一個很重要的宣告
[00:07:30.760 --> 00:07:32.600]  你看看舊約的經文
[00:07:32.600 --> 00:07:33.840]  無論是詩篇的
[00:07:33.840 --> 00:07:35.040]  無論是耳塞書
[00:07:35.040 --> 00:07:36.520]  其實都不斷形容
[00:07:36.520 --> 00:07:38.640]  什麼人是葡萄樹呢
[00:07:38.640 --> 00:07:39.720]  以色列人
[00:07:39.720 --> 00:07:42.080]  以色列人誇他們是葡萄樹
[00:07:42.080 --> 00:07:43.200]  但是以色列人
[00:07:43.200 --> 00:07:44.280]  是做不到的
[00:07:44.280 --> 00:07:45.680]  他們沒有能夠結果子
[00:07:45.680 --> 00:07:47.880]  所以當耶穌一再次說
[00:07:47.880 --> 00:07:49.600]  祂是真葡萄樹
[00:07:49.600 --> 00:07:51.000]  這是一個宣告
[00:07:51.000 --> 00:07:52.520]  在這個憂愁的情況下
[00:07:52.520 --> 00:07:53.280]  耶穌說
[00:07:53.280 --> 00:07:55.160]  我要帶來一個
[00:07:55.160 --> 00:07:57.720]  神人之間的新的關係
[00:07:57.720 --> 00:07:59.360]  就好像萬子要裂開
[00:07:59.360 --> 00:08:00.680]  耶穌要來
[00:08:00.680 --> 00:08:03.920]  祂要在這個困難當中
[00:08:03.920 --> 00:08:05.640]  將人類和神的關係
[00:08:05.640 --> 00:08:08.000]  帶進一個新的親密的關係
[00:08:08.000 --> 00:08:09.760]  因著耶穌基督的救贖
[00:08:09.760 --> 00:08:11.480]  父神和人的關係
[00:08:11.480 --> 00:08:13.520]  可以變得很親密
[00:08:13.520 --> 00:08:15.120]  所以就是這種情況
[00:08:15.120 --> 00:08:17.520]  前景感到淒激
[00:08:17.520 --> 00:08:18.800]  我們今天也是
[00:08:18.800 --> 00:08:20.040]  不知道接下來會怎樣
[00:08:20.040 --> 00:08:21.560]  每天都是憂憂愁愁
[00:08:21.560 --> 00:08:23.160]  每天開心就看幾個字
[00:08:23.160 --> 00:08:24.840]  哇
[00:08:24.840 --> 00:08:25.880]  如果你是買股票的
[00:08:25.880 --> 00:08:27.040]  恆生指數升就說
[00:08:27.040 --> 00:08:28.240]  哇那些又過一萬
[00:08:28.240 --> 00:08:29.440]  又過二萬
[00:08:29.440 --> 00:08:30.760]  確診數字
[00:08:30.760 --> 00:08:32.120]  你就會害怕
