
[00:00:00.000 --> 00:00:02.000]  好 弟兄姊妹晚安
[00:00:02.000 --> 00:00:04.000]  (弟兄姊妹)晚安
[00:00:04.000 --> 00:00:08.000]  今晚的講題是「遵行主的道」
[00:00:08.000 --> 00:00:15.000]  經文是《馬太福音》第七章十三到二十九節
[00:00:15.000 --> 00:00:19.000]  這段經文是主耶穌在登山補訓裏面
[00:00:19.000 --> 00:00:21.000]  講論裏面的尾聲
[00:00:21.000 --> 00:00:25.000]  登山補訓在這卷方書裏面
[00:00:25.000 --> 00:00:28.000]  是主耶穌五大講論裏面
[00:00:28.000 --> 00:00:31.000]  其中第一個講論 亦是最重要的講論
[00:00:31.000 --> 00:00:36.000]  主教導他的門徒怎樣去作天國的指紋
[00:00:36.000 --> 00:00:39.000]  包括怎樣重整門徒的內在生命
[00:00:39.000 --> 00:00:44.000]  怎樣重整他們的品格 人生觀 價值觀等等
[00:00:44.000 --> 00:00:47.000]  去到《馬太福音》的結尾
[00:00:47.000 --> 00:00:49.000]  耶穌在升天之前
[00:00:49.000 --> 00:00:53.000]  大家都很熟悉 向門徒頒佈大使命案
[00:00:53.000 --> 00:00:54.000]  大家都記得
[00:00:54.000 --> 00:00:56.000]  我想和大家重溫一節
[00:00:56.000 --> 00:00:59.000]  最後一節 二十八章二十節
[00:00:59.000 --> 00:01:01.000]  如果大家看到可以一起讀出來
[00:01:01.000 --> 00:01:06.000]  「凡我所吩咐你們的 都教訓他們遵守
[00:01:06.000 --> 00:01:11.000]  我就常與你們同在 直到世界的末了」
[00:01:11.000 --> 00:01:16.000]  這裏說「凡我所吩咐你們的」是甚麼來的?
[00:01:16.000 --> 00:01:24.000]  剛才我講到五大講論
[00:01:24.000 --> 00:01:29.000]  包括了五大講論的內容
[00:01:29.000 --> 00:01:34.000]  這些主耶穌吩咐門徒去遵守
[00:01:34.000 --> 00:01:36.000]  門徒吩咐其他門徒去遵守
[00:01:36.000 --> 00:01:41.000]  即是我們今天就是要遵守這些道理
[00:01:41.000 --> 00:01:46.000]  經文十三節到二十九節
[00:01:46.000 --> 00:01:51.000]  主要向門徒提出較為嚴肅的警告
[00:01:51.000 --> 00:01:56.000]  和要求門徒作出抉擇
[00:01:56.000 --> 00:01:58.000]  如果我講登山補訓
[00:01:58.000 --> 00:02:00.000]  大家會即時想起甚麼內容?
[00:02:00.000 --> 00:02:01.000]  有沒有很快想起?
[00:02:01.000 --> 00:02:03.000]  甚麼主題? 登山補訓
[00:02:03.000 --> 00:02:05.000]  我聽到「白福」
[00:02:05.000 --> 00:02:11.000]  我印象中不少教會在新年的時候
[00:02:11.000 --> 00:02:12.000]  很喜歡講「白福」
[00:02:12.000 --> 00:02:14.000]  知不知道為甚麼?
[00:02:14.000 --> 00:02:18.000]  因為金句?
[00:02:18.000 --> 00:02:22.000]  因為中國人喜歡福氣
[00:02:22.000 --> 00:02:24.000]  我想也是有關係的
[00:02:24.000 --> 00:02:29.000]  只不過「白福」的重點不是放在福氣上
[00:02:29.000 --> 00:02:31.000]  明不明白?
[00:02:31.000 --> 00:02:34.000]  因為福氣是神給我們的禮物
[00:02:34.000 --> 00:02:35.000]  是恩典
[00:02:35.000 --> 00:02:37.000]  重點是在你得福氣之前
[00:02:37.000 --> 00:02:39.000]  要做甚麼? 要遵守甚麼?
[00:02:39.000 --> 00:02:40.000]  這才是重點
[00:02:40.000 --> 00:02:41.000]  譬如我舉個例子
[00:02:41.000 --> 00:02:43.000]  「白福」最後的「福」
[00:02:43.000 --> 00:02:45.000]  五章十節
[00:02:45.000 --> 00:02:46.000]  一起讀
[00:02:46.000 --> 00:02:49.000]  「為而受逼迫的人有福了
[00:02:49.000 --> 00:02:52.000]  因為天國是他們的」
[00:02:52.000 --> 00:02:56.000]  可能有部分弟兄姊妹有些猶豫
[00:02:56.000 --> 00:02:58.000]  我只是來取福氣
[00:02:58.000 --> 00:03:00.000]  為甚麼要受苦?
[00:03:00.000 --> 00:03:01.000]  為何要為而受逼迫?
[00:03:01.000 --> 00:03:03.000]  沒有想過
[00:03:03.000 --> 00:03:05.000]  平日生活也不容易
[00:03:05.000 --> 00:03:06.000]  經常受氣
[00:03:06.000 --> 00:03:07.000]  回家也受氣
[00:03:07.000 --> 00:03:09.000]  上班也受氣
[00:03:09.000 --> 00:03:13.000]  沒有想過要為主受苦
[00:03:14.000 --> 00:03:19.000]  可能讀完「白福」已經蓋好聖經
[00:03:19.000 --> 00:03:21.000]  所以弟姐妹
[00:03:21.000 --> 00:03:24.000]  如果我們說門徒訓練
[00:03:24.000 --> 00:03:26.000]  我們要成為天國的子民
[00:03:26.000 --> 00:03:29.000]  或者天國的精兵
[00:03:29.000 --> 00:03:32.000]  絕對不是很輕鬆的事
[00:03:32.000 --> 00:03:35.000]  你們有沒有接受過門徒訓練?
[00:03:35.000 --> 00:03:37.000]  有沒有想過?
[00:03:37.000 --> 00:03:39.000]  不是很多吧?
[00:03:39.000 --> 00:03:41.000]  正如世間上很多訓練
[00:03:41.000 --> 00:03:43.000]  都是要付很大的代價
[00:03:43.000 --> 00:03:46.000]  或者是受苦的代價
[00:03:46.000 --> 00:03:48.000]  所以當我們思想這個題目
[00:03:48.000 --> 00:03:50.000]  這個經文的時候
[00:03:50.000 --> 00:03:53.000]  盼望我們抱著一個很謙卑的心
[00:03:53.000 --> 00:03:55.000]  抱著一個開放的心靈
[00:03:55.000 --> 00:03:58.000]  去聆聽主給我們的吩咐
[00:03:58.000 --> 00:04:01.000]  我們先一起禱告
[00:04:01.000 --> 00:04:03.000]  親主耶穌
[00:04:03.000 --> 00:04:05.000]  我們很感謝祢
[00:04:05.000 --> 00:04:07.000]  感謝祢的大愛
[00:04:07.000 --> 00:04:10.000]  否則我們今天也不會
[00:04:10.000 --> 00:04:13.000]  這麼平安地坐在這裡
[00:04:13.000 --> 00:04:16.000]  但願祢的愛繼續去吸引我們
[00:04:16.000 --> 00:04:18.000]  去激勵我們的心
[00:04:18.000 --> 00:04:21.000]  主祢很著重關係
[00:04:21.000 --> 00:04:22.000]  祢很愛我們
[00:04:22.000 --> 00:04:26.000]  但願我們也以愛去回應祢自己
[00:04:26.000 --> 00:04:27.000]  但願祢今天的道
[00:04:27.000 --> 00:04:31.000]  就會引導我們怎樣去回應祢
[00:04:31.000 --> 00:04:34.000]  怎樣做一個有智慧的抉擇
[00:04:34.000 --> 00:04:35.000]  我們這樣祈禱
[00:04:35.000 --> 00:04:37.000]  是奉靠主耶穌基督的名
[00:04:37.000 --> 00:04:38.000]  阿們
[00:04:38.000 --> 00:04:42.000]  今天的經文有三個分題
[00:04:42.000 --> 00:04:45.000]  主耶穌用了三個比喻
[00:04:45.000 --> 00:04:47.000]  去說明作為門徒
[00:04:47.000 --> 00:04:49.000]  一些重要的抉擇
[00:04:49.000 --> 00:04:51.000]  第一個比喻
[00:04:51.000 --> 00:04:55.000]  是有關門徒要走一條什麼道路
[00:04:55.000 --> 00:04:57.000]  和大家也有份
[00:04:57.000 --> 00:05:00.000]  十三節、十四節
[00:05:00.000 --> 00:05:01.000]  請一起讀
[00:05:01.000 --> 00:05:16.000]  (廢話)
[00:05:16.000 --> 00:05:18.000]  有閘門
[00:05:18.000 --> 00:05:20.000]  有寬的門
[00:05:20.000 --> 00:05:22.000]  說明了嗎?
[00:05:22.000 --> 00:05:25.000]  我用圖表來看可能會清楚一點
[00:05:25.000 --> 00:05:29.000]  如果單體上就不錯
[00:05:29.000 --> 00:05:31.000]  闊的門
[00:05:31.000 --> 00:05:33.000]  大路
[00:05:33.000 --> 00:05:34.000]  吸引嗎?
[00:05:34.000 --> 00:05:35.000]  人多
[00:05:35.000 --> 00:05:37.000]  是不是走上去?
[00:05:37.000 --> 00:05:39.000]  單單在上面很容易做抉擇
[00:05:39.000 --> 00:05:40.000]  當然是走上去
[00:05:40.000 --> 00:05:42.000]  每個人都走
[00:05:42.000 --> 00:05:46.000]  我想起世界文化
[00:05:46.000 --> 00:05:48.000]  有些跟大隊文化
[00:05:48.000 --> 00:05:49.000]  同意嗎?
[00:05:49.000 --> 00:05:52.000]  心理上可能覺得比較安全
[00:05:52.000 --> 00:05:55.000]  我看過一篇文章
