
[00:00:00.000 --> 00:00:06.000]  我感恩今天有個敬拜在神面前長一點的時間
[00:00:06.000 --> 00:00:08.000]  當然這是一個崇拜
[00:00:08.000 --> 00:00:12.000]  同樣地也是一個我們一起在主面前學習謙卑的時間
[00:00:12.000 --> 00:00:18.000]  我不知道剛才敬拜上帝和你在生命裡面有什麼對話
[00:00:18.000 --> 00:00:21.000]  我坐在前面就哭死了
[00:00:21.000 --> 00:00:23.000]  因為主基愛實在太好了
[00:00:23.000 --> 00:00:25.000]  主好鼓勵我的生命
[00:00:25.000 --> 00:00:30.000]  讓我知道任何環境下
[00:00:30.000 --> 00:00:33.000]  我在主面前都是主所愛的那個
[00:00:33.000 --> 00:00:35.000]  這個也很重要
[00:00:35.000 --> 00:00:39.000]  盼望今天透過神的話可以鼓勵我們的生命
[00:00:39.000 --> 00:00:43.000]  今天講道不會太長也不會太短
[00:00:43.000 --> 00:00:45.000]  沒有講過話
[00:00:45.000 --> 00:00:49.000]  但我仍然覺得很想讓你在神的話裡面
[00:00:49.000 --> 00:00:51.000]  可以得到幫助
[00:00:51.000 --> 00:00:56.000]  這是我作為牧師對於講道這個職事的一個很重要的看法
[00:00:56.000 --> 00:00:58.000]  有些feel在前面
[00:00:58.000 --> 00:01:02.000]  我相信每個人對於聖經的理解都有不同
[00:01:02.000 --> 00:01:04.000]  但很有趣的是聖經是沒有變的
[00:01:04.000 --> 00:01:06.000]  聖經是不會變的
[00:01:06.000 --> 00:01:09.000]  真正在神啟示給我們知道是不會變的
[00:01:09.000 --> 00:01:12.000]  但我們每個人讀一段經文
[00:01:12.000 --> 00:01:14.000]  確實當你靈修聽道的時候
[00:01:14.000 --> 00:01:17.000]  甚至我講道講了十幾年
[00:01:17.000 --> 00:01:19.000]  有時候經文都講了很多次
[00:01:19.000 --> 00:01:21.000]  每一次都有不同的insight
[00:01:21.000 --> 00:01:24.000]  是因為當我講道或者當你靈修的時候
[00:01:24.000 --> 00:01:28.000]  聖靈在過程裡面讓你在自己的話裡面
[00:01:28.000 --> 00:01:31.000]  對你那一刻的生命有很多提醒
[00:01:31.000 --> 00:01:35.000]  這正正證明了神的話是活的
[00:01:35.000 --> 00:01:37.000]  雖然字面上是死的
[00:01:37.000 --> 00:01:40.000]  但聖靈在中間引導我們去明白它的真理
[00:01:40.000 --> 00:01:42.000]  聖經是真的活的
[00:01:42.000 --> 00:01:44.000]  因為那一刻你的生命
[00:01:44.000 --> 00:01:46.000]  按著那一段經文
[00:01:46.000 --> 00:01:48.000]  看過很多篇的經文
[00:01:48.000 --> 00:01:49.000]  透過環境
[00:01:49.000 --> 00:01:52.000]  聖靈就透過這個過程裡面對你再一次的說話
[00:01:52.000 --> 00:01:57.000]  希望今天這段經文同樣地成為我們在神面前的幫助
[00:01:57.000 --> 00:02:00.000]  敬拜誓美會其實有一個目的
[00:02:00.000 --> 00:02:02.000]  可能我們的敬拜詩歌比較長
[00:02:02.000 --> 00:02:04.000]  為什麼?因為我們很想透過敬拜裡面
[00:02:04.000 --> 00:02:06.000]  讓你的生命開放
[00:02:06.000 --> 00:02:07.000]  去跟神有對話
[00:02:07.000 --> 00:02:13.000]  信仰不是一種理性層面上的同神交流
[00:02:13.000 --> 00:02:17.000]  知識交流都會有豐富和可以心靈上的一些幫助
[00:02:17.000 --> 00:02:21.000]  但真正的三一上帝其實是一個三一
[00:02:21.000 --> 00:02:22.000]  三一是什麼意思?
[00:02:22.000 --> 00:02:24.000]  今天我講了一些東西
[00:02:24.000 --> 00:02:26.000]  剛才也說了又不長又不短
[00:02:26.000 --> 00:02:27.000]  所以我還是講一下
[00:02:27.000 --> 00:02:29.000]  什麼是三一呢?
[00:02:29.000 --> 00:02:31.000]  為什麼上帝是三一呢?
[00:02:31.000 --> 00:02:33.000]  三一當然從教義的角度來看
[00:02:33.000 --> 00:02:35.000]  就是一個三位一體
[00:02:35.000 --> 00:02:38.000]  但如果從一個同神的關係來看
[00:02:38.000 --> 00:02:41.000]  三一神的關係證明了一件很重要的事
[00:02:41.000 --> 00:02:45.000]  就是他們之間有一種關係性
[00:02:45.000 --> 00:02:48.000]  三一神其實不是一個教義這麼簡單
[00:02:48.000 --> 00:02:50.000]  三一神官其實是告訴我們
[00:02:50.000 --> 00:02:52.000]  我們的神是有三個位格
[00:02:52.000 --> 00:02:55.000]  但他們聖經裡面所展現給我們看的是
[00:02:55.000 --> 00:02:57.000]  他們是有彼此的交流
[00:02:57.000 --> 00:02:59.000]  耶穌亞瑟萬里圓的時候
[00:02:59.000 --> 00:03:01.000]  他跟天父祈禱是有情感的
[00:03:01.000 --> 00:03:04.000]  這種三一的關係帶來給我們同神的關係
[00:03:04.000 --> 00:03:07.000]  其實有一個很大的或者很重要的看法就是
[00:03:07.000 --> 00:03:09.000]  我們不單止認知我們的上帝
[00:03:09.000 --> 00:03:11.000]  不單止我們有理性邏輯
[00:03:11.000 --> 00:03:14.000]  明白上帝是哪一個
[00:03:14.000 --> 00:03:16.000]  更重要的就是因為
[00:03:16.000 --> 00:03:18.000]  這個三一的關係彼此之間
[00:03:18.000 --> 00:03:21.000]  我們見證到在聖經裡面看到他們有情感互動
[00:03:21.000 --> 00:03:24.000]  這種三一關係帶來給我和我上帝的關係
[00:03:24.000 --> 00:03:26.000]  是一種關係的結連
[00:03:26.000 --> 00:03:28.000]  不是理性知道的存在
[00:03:28.000 --> 00:03:30.000]  而是可以有情感的互動
[00:03:30.000 --> 00:03:32.000]  就好像耶穌亞瑟萬里圓的時候
[00:03:32.000 --> 00:03:35.000]  跟天父祈禱將他心裡面的困難掙扎說出來
[00:03:35.000 --> 00:03:36.000]  他可以流淚
[00:03:36.000 --> 00:03:38.000]  可以在上帝面前痛哭
[00:03:38.000 --> 00:03:40.000]  這個就是一個三一上帝
[00:03:40.000 --> 00:03:42.000]  他們之間關係裡面呈現了一份
[00:03:42.000 --> 00:03:45.000]  在我的理解是一種情感的連繫
[00:03:45.000 --> 00:03:47.000]  所以三一上帝對於我和你來說
[00:03:47.000 --> 00:03:51.000]  同樣地都可以跟他有一個關係結連
[00:03:51.000 --> 00:03:52.000]  剛才敬拜
[00:03:52.000 --> 00:03:54.000]  我知道中間有些人可能是很感性
[00:03:54.000 --> 00:03:57.000]  很快就可以有很多情感的流露
[00:03:57.000 --> 00:03:58.000]  中間有很多人很理性
[00:03:58.000 --> 00:03:59.000]  總是唱著唱著
[00:03:59.000 --> 00:04:01.000]  都不知道台上的那個人在哭什麼
[00:04:01.000 --> 00:04:03.000]  這麼大感受、這麼大情緒
[00:04:03.000 --> 00:04:06.000]  我仍然覺得
[00:04:06.000 --> 00:04:09.000]  兩樣都是上帝閱納的
[00:04:09.000 --> 00:04:10.000]  上帝是喜悅的
[00:04:10.000 --> 00:04:11.000]  上帝是喜歡這樣
[00:04:11.000 --> 00:04:13.000]  不過我仍然還是那一句
[00:04:13.000 --> 00:04:15.000]  神不是唯一的
[00:04:15.000 --> 00:04:17.000]  神不可以只是看著我
[00:04:17.000 --> 00:04:18.000]  其實是兩者相連的
[00:04:18.000 --> 00:04:19.000]  這是一個很重要的
[00:04:19.000 --> 00:04:23.000]  我們要明白神觀是一個很重要的概念
[00:04:23.000 --> 00:04:25.000]  今晚我不知道幾點鐘完
[00:04:25.000 --> 00:04:27.000]  再說多一個給你聽
[00:04:27.000 --> 00:04:29.000]  證明我的想法
[00:04:29.000 --> 00:04:34.000]  基本上這個上帝對我來說是一個很矛盾的上帝
[00:04:34.000 --> 00:04:37.000]  在對神觀的概念上是有些矛盾的
[00:04:37.000 --> 00:04:38.000]  舉一個例子
[00:04:38.000 --> 00:04:41.000]  我們很明白上帝是一個全能的上帝
[00:04:41.000 --> 00:04:43.000]  但他願意上十字架上
[00:04:43.000 --> 00:04:45.000]  他不用他的能力
[00:04:45.000 --> 00:04:46.000]  你聽得明白我的意思吧
[00:04:46.000 --> 00:04:48.000]  即是說他可以全能
[00:04:48.000 --> 00:04:50.000]  可以在十字架下降
[00:04:50.000 --> 00:04:52.000]  但他沒有這樣做
[00:04:52.000 --> 00:04:53.000]  即是說他擁有能力
[00:04:53.000 --> 00:04:55.000]  但同樣地可以選擇自限
[00:04:55.000 --> 00:04:58.000]  他不去展現這個能力
[00:04:58.000 --> 00:04:59.000]  可不可以這樣說
[00:04:59.000 --> 00:05:01.000]  十字架的耶穌就是無能
[00:05:01.000 --> 00:05:02.000]  不可以這樣說
[00:05:02.000 --> 00:05:03.000]  因為他是全能的上帝
[00:05:03.000 --> 00:05:04.000]  仍然是那個上帝
[00:05:04.000 --> 00:05:06.000]  聽得明白我的意思吧
[00:05:06.000 --> 00:05:07.000]  他還死了變成復活的上帝
[00:05:07.000 --> 00:05:10.000]  很有能力從死裡復活的耶穌
[00:05:10.000 --> 00:05:11.000]  這種能力展現
[00:05:11.000 --> 00:05:13.000]  是否只是他有能力
[00:05:13.000 --> 00:05:15.000]  不等於是否沒有了
[00:05:15.000 --> 00:05:18.000]  他在十字架上那份願意限制自限的想法
[00:05:18.000 --> 00:05:19.000]  也不是
[00:05:19.000 --> 00:05:21.000]  所以我想告訴你
[00:05:21.000 --> 00:05:22.000]  基本上我們的信仰
[00:05:22.000 --> 00:05:24.000]  某程度上都是在這種概念下
[00:05:24.000 --> 00:05:26.000]  才能夠完全明白
[00:05:26.000 --> 00:05:28.000]  耶穌是一個怎樣的神
[00:05:28.000 --> 00:05:30.000]  今天我不是想說三一論
[00:05:30.000 --> 00:05:34.000]  今天我想說基督徒是甚麼料子
[00:05:34.000 --> 00:05:35.000]  這個題目
[00:05:35.000 --> 00:05:37.000]  好像很粗俗
[00:05:37.000 --> 00:05:39.000]  後來他們說不是的
[00:05:39.000 --> 00:05:40.000]  現在每個人都這樣說
[00:05:40.000 --> 00:05:41.000]  甚麼料子
[00:05:41.000 --> 00:05:43.000]  現在都在外面
[00:05:43.000 --> 00:05:44.000]  我都照樣說
[00:05:44.000 --> 00:05:45.000]  甚麼料子
[00:05:45.000 --> 00:05:46.000]  但我想告訴你
[00:05:46.000 --> 00:05:49.000]  這個問題的背後是在說
[00:05:49.000 --> 00:05:50.000]  究竟我們在這個世界裡
[00:05:50.000 --> 00:05:52.000]  如何展現我們是一個屬基督的人
[00:05:52.000 --> 00:05:54.000]  我不知道你有沒有看過這本書
[00:05:54.000 --> 00:05:56.000]  這本書是約翰·斯托克寫的
[00:05:56.000 --> 00:05:57.000]  也挺有名的
[00:05:57.000 --> 00:06:00.000]  這本書裡其中說了一件事
[00:06:00.000 --> 00:06:03.000]  書名中文不是那麼快
[00:06:03.000 --> 00:06:05.000]  英文翻譯得很好
[00:06:05.000 --> 00:06:06.000]  Radical Disciples
[00:06:06.000 --> 00:06:08.000]  就是一個很激進的門徒
[00:06:08.000 --> 00:06:09.000]  為甚麼這樣說呢
