
[00:00:00.000 --> 00:00:03.160]  好,午安,弟兄姊妹
[00:00:03.160 --> 00:00:08.320]  嘩,不得了,大家
[00:00:08.320 --> 00:00:11.400]  午安,精神點,怕你旁邊一個先
[00:00:11.400 --> 00:00:14.200]  醒醒醒醒醒醒醒
[00:00:14.200 --> 00:00:16.240]  嘩,不得了,大家
[00:00:16.240 --> 00:00:18.640]  多謝警擺隊帶我們有一段
[00:00:18.640 --> 00:00:21.040]  真的可以去和上帝親近的時刻
[00:00:21.040 --> 00:00:24.400]  我想剛才那個時刻有一個感受
[00:00:24.400 --> 00:00:28.600]  就是當我們這個枝子連在葡萄樹裡面的時候
[00:00:28.600 --> 00:00:31.080]  就得力了,但我就覺得得力了
[00:00:31.080 --> 00:00:34.360]  但看上去你們這班人好像不太得力
[00:00:34.360 --> 00:00:38.360]  不過不要緊,我們在上帝的話語裡面一起去得力
[00:00:38.360 --> 00:00:39.880]  今天講到的內容叫做
[00:00:39.880 --> 00:00:42.560]  撐得住,贏的就是你
[00:00:42.560 --> 00:00:45.800]  今年清少部有一個連題
[00:00:45.800 --> 00:00:47.800]  就是叫做
[00:00:47.800 --> 00:00:54.520]  Life in Wise
[00:00:54.520 --> 00:00:56.640]  Let's Go and Try
[00:00:56.640 --> 00:00:59.920]  他說是展現上帝的角度,走遍世界各路
[00:00:59.920 --> 00:01:04.440]  我每年都會找這個題目放在Google Translate
[00:01:04.440 --> 00:01:08.640]  它就說在基督裡面活著
[00:01:08.640 --> 00:01:12.640]  然後就走出去,我忘記了,只記得前面那句
[00:01:12.640 --> 00:01:16.120]  它叫我們在基督裡面活著
[00:01:16.120 --> 00:01:19.600]  這兩個月我們講到有一個雙月題
[00:01:19.600 --> 00:01:23.600]  那個題目叫做堅持
[00:01:23.600 --> 00:01:26.600]  要堅持在基督裡面活著
[00:01:26.600 --> 00:01:29.080]  我們的生命才能夠走出去
[00:01:29.080 --> 00:01:33.080]  不過問題就是堅持容易嗎?
[00:01:33.080 --> 00:01:34.760]  我覺得很難
[00:01:34.760 --> 00:01:37.800]  網絡上有這樣的一句格言
[00:01:37.800 --> 00:01:43.480]  它這樣說,當比你優秀的人都在努力
[00:01:43.480 --> 00:01:47.360]  那你還要努力做什麼呢?
[00:01:47.360 --> 00:01:49.600]  這個話很腐朽
[00:01:49.600 --> 00:01:52.000]  不過聽起來好像很有道理
[00:01:52.000 --> 00:01:53.720]  那些比我更厲害的人都這麼努力
[00:01:53.720 --> 00:01:56.240]  那我努力好像也沒什麼用
[00:01:56.240 --> 00:01:58.240]  雖然它不是真理
[00:01:58.240 --> 00:02:05.040]  但是它有多有力去打擊我們要堅持、努力的決心
[00:02:05.040 --> 00:02:07.440]  不過這裡是教會
[00:02:07.440 --> 00:02:11.440]  我們不以世界的說話成為我們的中心
[00:02:11.440 --> 00:02:14.840]  今天很想和你一起在聖經裡面去找
[00:02:14.840 --> 00:02:17.840]  我們為什麼要堅持下去的動力
[00:02:17.840 --> 00:02:22.480]  今天我們會看的經文是在《出埃及記》17章8至13節
[00:02:22.480 --> 00:02:24.480]  我們一起來讀這段經文
[00:02:24.480 --> 00:02:26.200]  先吞口水
[00:02:26.200 --> 00:02:27.840]  準備,1,2,3
[00:02:27.840 --> 00:02:33.200]  那時亞馬力來到利菲定和以色列爭戰
[00:02:33.200 --> 00:02:35.200]  摩西對約書亞說
[00:02:35.200 --> 00:02:40.200]  你為我們選出人來,出去和亞馬力爭戰
[00:02:40.200 --> 00:02:43.000]  明天我要站在山頂上
[00:02:43.000 --> 00:02:45.200]  手裡拿著神的像
[00:02:45.200 --> 00:02:50.000]  於是約書亞照著摩西對他所說的話去做
[00:02:50.000 --> 00:02:52.000]  和亞馬力爭戰
[00:02:52.000 --> 00:02:56.000]  摩西、阿倫和胡爾都上了山頂
[00:02:56.000 --> 00:03:00.200]  摩西何時舉手,以色列就得勝
[00:03:00.200 --> 00:03:03.200]  何時垂手,亞馬力就得勝
[00:03:03.200 --> 00:03:05.600]  但摩西的雙手沉重
[00:03:05.600 --> 00:03:09.600]  他們就搬一塊石頭來放在他下面
[00:03:09.600 --> 00:03:11.600]  他就坐在上面
[00:03:11.600 --> 00:03:14.600]  阿倫和胡爾扶著他的手
[00:03:14.600 --> 00:03:17.600]  一個在那邊
[00:03:17.600 --> 00:03:20.600]  他的手就穩住直到日落
[00:03:20.600 --> 00:03:24.600]  約書亞用刀打敗了亞馬力和他的摩西
[00:03:24.600 --> 00:03:26.600]  我們一起祈禱
[00:03:26.600 --> 00:03:29.000]  主,藉你的說話去加給我們動力
[00:03:29.000 --> 00:03:31.200]  讓我們生命能夠在你裡面堅持
[00:03:31.200 --> 00:03:34.600]  幫助我們,我們這樣祷告奉主耶穌基督明治祈求
[00:03:34.600 --> 00:03:35.600]  阿們
[00:03:35.600 --> 00:03:38.000]  先說說這段經文的背景
[00:03:38.000 --> 00:03:40.000]  這段經文其實是這個故事
[00:03:40.000 --> 00:03:43.000]  這件事件其實是發生在以色列人
[00:03:43.000 --> 00:03:47.000]  離開埃及剛剛進入抗野
[00:03:47.000 --> 00:03:49.000]  不是很久的時候
[00:03:49.000 --> 00:03:50.000]  記得嗎
[00:03:50.000 --> 00:03:52.000]  以色列人離開埃及的時候
[00:03:52.000 --> 00:03:54.000]  耶和華出手
[00:03:54.000 --> 00:03:57.000]  向埃及降下了十災
[00:03:57.000 --> 00:04:00.000]  令到那個兇殘心硬的法老
[00:04:00.000 --> 00:04:03.000]  釋放了以色列人可以離開埃及
[00:04:03.000 --> 00:04:05.000]  經歷了這樣的神跡出手
[00:04:05.000 --> 00:04:10.000]  照計你想想那班以色列人的心情應該是怎樣
[00:04:10.000 --> 00:04:11.000]  這一刻
[00:04:11.000 --> 00:04:14.000]  以色列人對於這個拯救民族的神
[00:04:14.000 --> 00:04:15.000]  應該是怎樣
[00:04:15.000 --> 00:04:19.000]  應該是很感激,感謝你
[00:04:19.000 --> 00:04:22.000]  或者是信心滿滿
[00:04:22.000 --> 00:04:25.000]  或者是安然信靠,靠這個主沒有問題
[00:04:25.000 --> 00:04:28.000]  無懼前路的阻礙
[00:04:28.000 --> 00:04:29.000]  不過
[00:04:29.000 --> 00:04:30.000]  事實是怎樣
[00:04:30.000 --> 00:04:32.000]  並沒有
[00:04:32.000 --> 00:04:35.000]  由第十三章他們踏出埃及之後
[00:04:35.000 --> 00:04:37.000]  到第十七章這裡
[00:04:37.000 --> 00:04:39.000]  我們剛剛讀,我們看的
[00:04:39.000 --> 00:04:43.000]  聖經裡面原來一路記載了四件事件在中間發生
[00:04:43.000 --> 00:04:45.000]  而四件事件裡面
[00:04:45.000 --> 00:04:48.000]  以色列人的反應都是相當一致
[00:04:48.000 --> 00:04:50.000]  那四件事是什麼呢
[00:04:50.000 --> 00:04:51.000]  有過紅海
[00:04:51.000 --> 00:04:52.000]  過紅海的時候
[00:04:52.000 --> 00:04:54.000]  以色列人的反應是什麼
[00:04:54.000 --> 00:04:56.000]  喂,不要搞我們
[00:04:56.000 --> 00:04:58.000]  我說了叫你不要搞我們
[00:04:58.000 --> 00:05:00.000]  我死在這裡,我死在那裡還好一點
[00:05:00.000 --> 00:05:02.000]  這樣說話的
[00:05:02.000 --> 00:05:04.000]  然後就有,去到一個地方
[00:05:04.000 --> 00:05:05.000]  那裡水苦
[00:05:05.000 --> 00:05:07.000]  然後他們就發怨言
[00:05:07.000 --> 00:05:09.000]  白星就向摩西發怨言
[00:05:09.000 --> 00:05:12.000]  我們喝什麼,你帶我們出來幹什麼
[00:05:12.000 --> 00:05:14.000]  去到再走一會的時候
[00:05:14.000 --> 00:05:15.000]  又發覺沒東西吃
[00:05:15.000 --> 00:05:17.000]  然後他們就說
[00:05:17.000 --> 00:05:18.000]  喂,沒東西吃
[00:05:18.000 --> 00:05:19.000]  發怨言
[00:05:19.000 --> 00:05:21.000]  我們寧願死在埃及地
[00:05:21.000 --> 00:05:24.000]  那裡又有不知道什麼什麼吃
[00:05:24.000 --> 00:05:25.000]  又發怨言
[00:05:25.000 --> 00:05:27.000]  直到他們又走著走著
[00:05:27.000 --> 00:05:28.000]  又沒有水喝的時候
[00:05:28.000 --> 00:05:30.000]  這裡也說他們又發怨言
[00:05:30.000 --> 00:05:32.000]  你為什麼要帶我們出來
[00:05:32.000 --> 00:05:35.000]  令到我們全部人,連畜生都渴死
[00:05:35.000 --> 00:05:37.000]  這樣,發怨言
[00:05:37.000 --> 00:05:39.000]  雖然神跡不斷的出現
[00:05:39.000 --> 00:05:41.000]  以色列人要求什麼
[00:05:41.000 --> 00:05:43.000]  神都要供應
[00:05:43.000 --> 00:05:46.000]  但是以色列人對神不單止沒有感恩
[00:05:46.000 --> 00:05:48.000]  沒有信靠,沒有敬畏
[00:05:48.000 --> 00:05:54.000]  更加只有不滿,投訴,埋怨,埋怨和埋怨
[00:05:54.000 --> 00:05:57.000]  直到今天我們要看這一節的經文
[00:05:57.000 --> 00:05:59.000]  這一段經文的上一節
[00:05:59.000 --> 00:06:01.000]  他們仍然是這樣埋怨的
[00:06:01.000 --> 00:06:02.000]  他們問
[00:06:02.000 --> 00:06:05.000]  第七節說
[00:06:05.000 --> 00:06:09.000]  耶和華其實是埋在我們中間的
[00:06:09.000 --> 00:06:11.000]  當見到以色列人的反應
[00:06:11.000 --> 00:06:12.000]  我就會想
[00:06:12.000 --> 00:06:14.000]  以色列人其實在想什麼
[00:06:14.000 --> 00:06:16.000]  為什麼他們是這樣
[00:06:16.000 --> 00:06:19.000]  是不是沒有眼,沒有智慧
[00:06:19.000 --> 00:06:20.000]  經歷這麼多神跡
[00:06:20.000 --> 00:06:22.000]  又十災,又洪海
[00:06:22.000 --> 00:06:27.000]  說的是數萬埃及人的死亡
[00:06:27.000 --> 00:06:29.000]  變甜的水
[00:06:29.000 --> 00:06:31.000]  那些石頭無端端又出水
[00:06:31.000 --> 00:06:33.000]  無端端在地上長出來的馬蠟
[00:06:33.000 --> 00:06:36.000]  很多鵪鶉飛過來給你吃
[00:06:36.000 --> 00:06:41.000]  你喝的,你餵飽你的
[00:06:41.000 --> 00:06:44.000]  其實是幾十萬在抗疫的以色列人
[00:06:44.000 --> 00:06:45.000]  飽了
[00:06:45.000 --> 00:06:48.000]  神幫助以色列人,幫到出面
[00:06:48.000 --> 00:06:50.000]  以色列人這樣都問得出這個問題
[00:06:50.000 --> 00:06:53.000]  耶和華是在我們中間嗎
[00:06:53.000 --> 00:06:57.000]  有一個這樣的神主動來拯救我
[00:06:57.000 --> 00:06:59.000]  他們不感動嗎
[00:06:59.000 --> 00:07:02.000]  我又會問,其實他們不害怕嗎
[00:07:02.000 --> 00:07:03.000]  神這麼厲害
[00:07:03.000 --> 00:07:05.000]  萬一他不再站在我那邊
[00:07:05.000 --> 00:07:06.000]  而是要罰我
[00:07:06.000 --> 00:07:09.000]  很可怕的一件事
[00:07:09.000 --> 00:07:11.000]  我就不明白他們的想法
[00:07:11.000 --> 00:07:15.000]  不過當我們進入今天的經文時
[00:07:15.000 --> 00:07:16.000]  我們又會看到
[00:07:16.000 --> 00:07:18.000]  原來神不單明白他們
[00:07:18.000 --> 00:07:21.000]  更加要藉著摩西去教導
[00:07:21.000 --> 00:07:24.000]  糾正他們想法的錯誤
[00:07:24.000 --> 00:07:26.000]  讓我們一起進入今天的經文
[00:07:26.000 --> 00:07:28.000]  今天的經文會分兩點
[00:07:28.000 --> 00:07:31.000]  第一點是屬靈之戰在地上
