
[00:00:00.000 --> 00:00:04.140]  一生或每天都可以不停的去敬拜神
[00:00:04.140 --> 00:00:06.880]  用詩歌在心裏面不斷的頌唱的時候
[00:00:06.880 --> 00:00:09.360]  我想我們人生都少了很多的問題
[00:00:09.360 --> 00:00:10.880]  可不可以這樣說
[00:00:10.880 --> 00:00:16.720]  好,讓我們開始聽到之先我們一齊祈禱
[00:00:16.720 --> 00:00:22.780]  天主父神很感謝你
[00:00:22.780 --> 00:00:24.680]  祈福我們一齊祈禱
[00:00:24.680 --> 00:00:26.620]  祈福我們一齊祈禱
[00:00:26.620 --> 00:00:28.520]  祈福我們一齊祈禱
[00:00:28.520 --> 00:00:32.560]  很感謝祢給我們有晴天有雨天
[00:00:32.560 --> 00:00:35.240]  在祢的國度有不同的秩序
[00:00:35.240 --> 00:00:38.260]  讓我們在當中可以經歷祢
[00:00:38.260 --> 00:00:41.600]  求祢要恕我們有時沒辦法
[00:00:41.600 --> 00:00:44.500]  真的跟著祢所吩咐去行
[00:00:44.500 --> 00:00:46.980]  也不知道怎樣去依靠祢
[00:00:46.980 --> 00:00:52.600]  但感恩祢仍然藉著祢百般的慈愛和你的忍耐
[00:00:52.600 --> 00:00:55.400]  陪著我們扶著我們一路行
[00:00:55.400 --> 00:00:58.360]  求祢今日也藉著祢的說話
[00:00:58.360 --> 00:01:00.120]  去提醒我們每個人
[00:01:00.120 --> 00:01:04.400]  我們應該怎樣做一個合祢心意的子民
[00:01:04.400 --> 00:01:06.420]  感謝神來聽我們祈禱
[00:01:06.420 --> 00:01:08.480]  祈禱我們奉著耶穌得勝的命求
[00:01:08.480 --> 00:01:19.180]  也想大家一齊讀一讀這個PowerPoint裡面的
[00:01:19.180 --> 00:01:21.180]  我們一起讀好嗎,1,2,3
[00:01:21.180 --> 00:01:28.080]  「祢安慰我,祢也安慰我的媽媽,所有的事實,皆因祢而擴充。」
[00:01:28.080 --> 00:01:31.780]  OK,大家有沒有看到這個PowerPoint
[00:01:31.780 --> 00:01:37.100]  跟你們剛才所讀的有點不一樣呢?
[00:01:37.100 --> 00:01:46.580]  是的,對了,我是故意打錯字的
[00:01:46.580 --> 00:01:51.200]  「書」字和「奏」字就差了一橫
[00:01:51.200 --> 00:01:55.480]  為什麼會讀錯呢?
[00:01:55.480 --> 00:01:59.880]  原來人的大腦傾向都會用一些捷徑
[00:01:59.880 --> 00:02:02.480]  來快速的處理資訊
[00:02:02.480 --> 00:02:07.000]  除非我們很刻意的去觀察和去思想
[00:02:07.000 --> 00:02:10.480]  我們的判斷都很容易受到直覺
[00:02:10.480 --> 00:02:15.360]  個人的預設和過去的經驗認知所影響
[00:02:15.360 --> 00:02:20.800]  剛才的句子讓我們想到詩篇第一篇第二節
[00:02:20.800 --> 00:02:27.680]  所以很自然的,我們的腦就幫我們把「書」字改為「奏」字
[00:02:27.680 --> 00:02:31.880]  同樣的,我們對耶和華神的理解
[00:02:31.880 --> 00:02:35.360]  也很容易受到我們從小到大
[00:02:35.360 --> 00:02:39.440]  上帝概念的認知
[00:02:39.440 --> 00:02:45.400]  先入為主的觀念和經歷所影響
[00:02:45.400 --> 00:02:52.680]  在5月9日,Gloria牧師和我們一起看過《獵王記》上16章29節
[00:02:52.680 --> 00:02:55.440]  至17章24節
[00:02:55.440 --> 00:03:00.640]  我們說到當暗利的兒子阿哈登基做以色列王之後
[00:03:00.640 --> 00:03:06.360]  他所行的惡事是遠超過他以前所有的以色列王
[00:03:06.360 --> 00:03:09.400]  他除了西頓王的女兒耶洗別
[00:03:09.400 --> 00:03:11.320]  為了討好妻子
[00:03:11.320 --> 00:03:14.960]  他又大肆的興建巴黎廟宇
[00:03:14.960 --> 00:03:19.680]  使以色列人離棄耶和華神去侍奉巴黎
[00:03:19.680 --> 00:03:21.960]  為了幫助以色列人明白
[00:03:21.960 --> 00:03:26.320]  真正賜予滋潤大地的不是巴黎
[00:03:26.320 --> 00:03:31.560]  耶和華就派先知以利亞去告訴阿哈
[00:03:31.560 --> 00:03:34.960]  除非以利亞向耶和華祈禱
[00:03:34.960 --> 00:03:40.160]  這幾年他們是不會再有雨的
[00:03:40.160 --> 00:03:44.320]  於是以色列在之後的三年零六個月
[00:03:44.320 --> 00:03:49.000]  他們就遇到前所未有的寒災
[00:03:49.000 --> 00:03:54.360]  我們今天要看的就是《獵王記》上第18章
[00:03:54.360 --> 00:03:57.720]  如果對於第18章很熟悉的弟兄姊妹
[00:03:57.720 --> 00:04:00.280]  我相信大家都會記得這一段經文
[00:04:00.280 --> 00:04:03.880]  就是講述當神所定的日子到了
[00:04:03.880 --> 00:04:06.400]  以利亞回到以色列的時候
[00:04:06.400 --> 00:04:09.800]  他是怎樣打贏
[00:04:09.800 --> 00:04:15.640]  贏了巴黎先知的故事
[00:04:15.640 --> 00:04:18.040]  但是除了記錄他們的比試
[00:04:18.040 --> 00:04:22.120]  在第18章也記錄了好幾段以利亞
[00:04:22.120 --> 00:04:25.520]  和不同的以色列人的對話
[00:04:25.520 --> 00:04:28.480]  他們對神的認識
[00:04:28.480 --> 00:04:32.720]  各帶著不同的預設和假象
[00:04:32.720 --> 00:04:34.600]  這些預設和假象
[00:04:34.600 --> 00:04:37.560]  讓他們無法順從耶和華
[00:04:37.560 --> 00:04:40.960]  今天就讓我們一起看看這幾段的對話
[00:04:40.960 --> 00:04:43.040]  對我們的提醒
[00:04:43.040 --> 00:04:46.760]  讓我們一起先讀第18章1至2節
[00:04:46.760 --> 00:04:48.240]  1、2、3
[00:05:08.560 --> 00:05:10.560]  經文告訴我們
[00:05:10.560 --> 00:05:11.840]  不經不覺
[00:05:11.840 --> 00:05:18.680]  以利亞躲在薩勒佛寡婦的家裡已經三年多
[00:05:18.680 --> 00:05:20.600]  耶和華告訴以利亞
[00:05:20.600 --> 00:05:24.440]  是時候要回到以色列去解決他們的問題
[00:05:24.440 --> 00:05:27.280]  於是
[00:05:27.280 --> 00:05:32.520]  以利亞就從以色列以北西頓的薩勒佛
[00:05:32.520 --> 00:05:34.760]  第一點那裡
[00:05:34.760 --> 00:05:36.960]  回到去撒瑪利亞
[00:05:36.960 --> 00:05:39.360]  以色列的首都
[00:05:39.360 --> 00:05:42.720]  路程大約是100至200公里左右
[00:05:42.720 --> 00:05:45.160]  讓我們繼續讀下去
[00:06:06.960 --> 00:06:09.480]  撒瑪利亞地區
[00:06:09.480 --> 00:06:11.800]  我們要求以色列
[00:06:11.800 --> 00:06:15.480]  因為對伊朗的威脅
[00:06:15.480 --> 00:06:17.920]  或者因為撒瑪族元素
[00:06:17.920 --> 00:06:20.600]  可以誘惑馬洪子
[00:06:20.600 --> 00:06:23.360]  以登陸神的信仰
[00:06:23.360 --> 00:06:26.160]  於是以印度的利益循行
[00:06:26.160 --> 00:06:28.440]  撒瑪利亞地區
[00:06:28.440 --> 00:06:31.400]  撒瑪利亞地區就是利益的一路
[00:06:31.400 --> 00:06:33.520]  撒瑪利亞地區就是利益的一路
[00:06:33.520 --> 00:06:36.680]  撒瑪利亞地區就是利益的一路
[00:06:36.680 --> 00:06:38.840]  撒瑪利亞地區就是利益的一路
[00:06:38.840 --> 00:06:41.040]  就要服務於利益
[00:06:41.040 --> 00:06:45.320]  以色列的撒瑪利亞地區
[00:06:45.320 --> 00:06:47.120]  就是利益的一路
[00:06:47.120 --> 00:06:48.960]  撒瑪利亞地區就是利益的一路
[00:06:48.960 --> 00:06:52.000]  撒瑪利亞地區就是利益的一路
[00:06:52.000 --> 00:06:54.160]  撒瑪利亞地區就是利益的一路
[00:06:54.160 --> 00:06:54.960]  接著
[00:06:54.960 --> 00:06:55.400]  謝謝
[00:06:55.400 --> 00:06:56.960]  撒瑪利亞地區
[00:06:56.960 --> 00:06:59.160]  就是利益的一路
[00:06:59.160 --> 00:07:02.640]  撒瑪利亞地區就是利益的一路
[00:07:02.640 --> 00:07:04.520]  撒瑪利亞地區就是利益的一路
[00:07:04.520 --> 00:07:06.960]  撒瑪利亞地區就是利益的一路
[00:07:06.960 --> 00:07:08.560]  撒瑪利亞地區就是利益的一路
[00:07:08.560 --> 00:07:10.960]  撒瑪利亞地區就是利益的一路
[00:07:10.960 --> 00:07:13.680]  撒瑪利亞地區就是利益的一路
[00:07:13.680 --> 00:07:16.640]  撒瑪利亞地區就是利益的一路
[00:07:16.640 --> 00:07:20.400]  撒瑪利亞地區就是利益的一路
[00:07:20.400 --> 00:07:23.360]  撒瑪利亞地區就是利益的一路
[00:07:23.360 --> 00:07:25.040]  撒瑪利亞地區就是利益的一路
[00:07:25.040 --> 00:07:27.480]  撒瑪利亞地區就是利益的一路
[00:07:27.480 --> 00:07:30.200]  撒瑪利亞地區就是利益的一路
[00:07:30.200 --> 00:07:32.440]  撒瑪利亞地區就是利益的一路
[00:07:32.440 --> 00:07:35.040]  撒瑪利亞地區就是利益的一路
[00:07:35.040 --> 00:07:37.520]  撒瑪利亞地區就是利益的一路
[00:07:37.520 --> 00:07:40.400]  撒瑪利亞地區就是利益的一路
[00:07:40.400 --> 00:07:42.320]  撒瑪利亞地區就是利益的一路
[00:07:42.320 --> 00:07:43.880]  撒瑪利亞地區就是利益的一路
[00:07:43.880 --> 00:07:47.920]  撒瑪利亞地區就是利益的一路
[00:07:47.920 --> 00:07:51.560]  撒瑪利亞地區就是利益的一路
[00:07:51.560 --> 00:07:55.480]  撒瑪利亞地區就是利益的一路
[00:07:55.480 --> 00:07:58.520]  撒瑪利亞地區就是利益的一路
[00:07:58.520 --> 00:08:01.200]  撒瑪利亞地區就是利益的一路
[00:08:01.200 --> 00:08:03.440]  撒瑪利亞地區就是利益的一路
[00:08:03.440 --> 00:08:05.720]  撒瑪利亞地區就是利益的一路
[00:08:05.720 --> 00:08:07.960]  撒瑪利亞地區就是利益的一路
[00:08:07.960 --> 00:08:09.840]  撒瑪利亞地區就是利益的一路
[00:08:09.840 --> 00:08:11.720]  撒瑪利亞地區就是利益的一路
[00:08:11.720 --> 00:08:13.680]  撒瑪利亞地區就是利益的一路
[00:08:13.680 --> 00:08:15.760]  撒瑪利亞地區就是利益的一路
[00:08:15.760 --> 00:08:17.720]  撒瑪利亞地區就是利益的一路
[00:08:17.720 --> 00:08:19.520]  撒瑪利亞地區就是利益的一路
[00:08:19.520 --> 00:08:21.480]  撒瑪利亞地區就是利益的一路
[00:08:21.480 --> 00:08:23.480]  撒瑪利亞地區就是利益的一路
