
[00:00:00.000 --> 00:00:02.000]  我不知道大家有沒有發覺
[00:00:02.000 --> 00:00:03.720]  有多少人可以告訴我
[00:00:03.720 --> 00:00:05.240]  祝福是甚麼
[00:00:05.240 --> 00:00:07.240]  甚麼是祝福 甚麼是福氣
[00:00:07.240 --> 00:00:10.240]  你會覺得好像很簡單的問題
[00:00:10.240 --> 00:00:12.240]  其實一點也不簡單
[00:00:12.240 --> 00:00:13.240]  為甚麼
[00:00:13.240 --> 00:00:14.240]  如果你要找十個人
[00:00:14.240 --> 00:00:16.240]  你問他祝福是甚麼
[00:00:16.240 --> 00:00:18.240]  你可能有九個不同答案
[00:00:18.240 --> 00:00:20.240]  知道我說甚麼嗎
[00:00:20.240 --> 00:00:21.240]  我隨街撿過一個婆婆
[00:00:21.240 --> 00:00:22.240]  問她甚麼是福
[00:00:22.240 --> 00:00:26.240]  她說我看見你的樣子很有福
[00:00:26.240 --> 00:00:28.240]  這樣也可以是福
[00:00:28.240 --> 00:00:29.240]  對不對
[00:00:29.240 --> 00:00:31.240]  所以我們說
[00:00:31.240 --> 00:00:34.240]  一般人來說甚麼才算是有福
[00:00:34.240 --> 00:00:36.240]  有錢就有福
[00:00:36.240 --> 00:00:38.240]  有錢是否有福
[00:00:38.240 --> 00:00:40.240]  種六合彩是否很有福
[00:00:40.240 --> 00:00:42.240]  不覺得
[00:00:42.240 --> 00:00:45.240]  你再去追查香港的歷史
[00:00:45.240 --> 00:00:48.240]  種六合彩的結局我不知道
[00:00:48.240 --> 00:00:49.240]  不過你查一下就知道
[00:00:49.240 --> 00:00:51.240]  第二個有福的觀念
[00:00:51.240 --> 00:00:54.240]  兒孫滿堂就有福
[00:00:54.240 --> 00:00:57.240]  你會說生三個斷擔挑
[00:00:57.240 --> 00:00:58.240]  不可以
[00:00:58.240 --> 00:01:00.240]  今天已經沒有人覺得
[00:01:00.240 --> 00:01:02.240]  多生幾個是有福
[00:01:02.240 --> 00:01:04.240]  即是我們的觀念
[00:01:04.240 --> 00:01:07.240]  跟之前完全不同
[00:01:07.240 --> 00:01:09.240]  第三個選項是甚麼
[00:01:09.240 --> 00:01:10.240]  甚麼是有福
[00:01:10.240 --> 00:01:13.240]  跟人的關係好
[00:01:13.240 --> 00:01:15.240]  這個對嗎
[00:01:15.240 --> 00:01:16.240]  這個對
[00:01:16.240 --> 00:01:18.240]  王太太你真有福氣
[00:01:18.240 --> 00:01:20.240]  我看見你媳婦不知有多好
[00:01:20.240 --> 00:01:22.240]  對你多好
[00:01:22.240 --> 00:01:23.240]  這個是甚麼福氣
[00:01:23.240 --> 00:01:25.240]  這個真是很福氣
[00:01:25.240 --> 00:01:29.240]  原來關係好或子女對她好
[00:01:29.240 --> 00:01:31.240]  這個也是福氣
[00:01:31.240 --> 00:01:35.240]  似乎福氣對於不同人來說
[00:01:35.240 --> 00:01:37.240]  是不同意義
[00:01:37.240 --> 00:01:39.240]  我不知道你同不同意
[00:01:39.240 --> 00:01:41.240]  聖經裏面的福氣是甚麼
[00:01:41.240 --> 00:01:43.240]  有否想過
[00:01:43.240 --> 00:01:45.240]  屬靈的福氣
[00:01:45.240 --> 00:01:46.240]  那不用那麼屬靈
[00:01:46.240 --> 00:01:48.240]  不是聖經所有福氣都是屬靈
[00:01:48.240 --> 00:01:50.240]  如果神賜福給你
[00:01:50.240 --> 00:01:53.240]  找到錢是否福氣
[00:01:53.240 --> 00:01:55.240]  找到錢也是福氣
[00:01:55.240 --> 00:01:57.240]  所以其實
[00:01:57.240 --> 00:01:59.240]  我介紹的總結就是
[00:01:59.240 --> 00:02:03.240]  其實我們所知意認為的福氣
[00:02:03.240 --> 00:02:05.240]  是基於我們的價值觀
[00:02:05.240 --> 00:02:08.240]  你覺得那件事好
[00:02:08.240 --> 00:02:10.240]  你覺得得到那件事
[00:02:10.240 --> 00:02:11.240]  那就有福
[00:02:11.240 --> 00:02:13.240]  其實是我們的價值觀
[00:02:13.240 --> 00:02:15.240]  但我們的價值觀是從哪裡來的
[00:02:15.240 --> 00:02:17.240]  其實我們的價值觀是從我們自己那裏來的
[00:02:17.240 --> 00:02:19.240]  但真正的福氣是甚麼
[00:02:19.240 --> 00:02:21.240]  是要跟著聖經裏面怎樣說
[00:02:21.240 --> 00:02:23.240]  這個才是真正的福氣
[00:02:23.240 --> 00:02:26.240]  今天想跟大家分三點來看
[00:02:26.240 --> 00:02:28.240]  第一點就是
[00:02:28.240 --> 00:02:31.240]  原來希伯來文有兩個福的字
[00:02:31.240 --> 00:02:33.240]  很多字有很多個
[00:02:33.240 --> 00:02:34.240]  福的字就是兩個
[00:02:34.240 --> 00:02:36.240]  而兩個福的字
[00:02:36.240 --> 00:02:39.240]  是有兩個完全不一樣的觀點
[00:02:39.240 --> 00:02:41.240]  所以我未講福之前
[00:02:41.240 --> 00:02:44.240]  我需要解釋福的觀念是怎樣
[00:02:44.240 --> 00:02:45.240]  第二就是怎樣
[00:02:45.240 --> 00:02:49.240]  就用詩篇第一篇來做起步點
[00:02:49.240 --> 00:02:52.240]  詩篇第一篇是講有福的人
[00:02:52.240 --> 00:02:55.240]  所以我今天跟大家分享的題目就是有福的人
[00:02:55.240 --> 00:02:56.240]  那是怎樣呢
[00:02:56.240 --> 00:03:00.240]  我的讀法就是將詩篇第一篇第一節
[00:03:00.240 --> 00:03:04.240]  跟三十二篇頭兩節來讀
[00:03:04.240 --> 00:03:07.240]  然後就將詩篇第二篇
[00:03:07.240 --> 00:03:08.240]  所以第一篇是甚麼
[00:03:08.240 --> 00:03:10.240]  得聖罪的福
[00:03:10.240 --> 00:03:11.240]  不從惡人的計謀
[00:03:11.240 --> 00:03:12.240]  記得嗎
[00:03:12.240 --> 00:03:16.240]  原來福的起步點是跟罪有關
[00:03:16.240 --> 00:03:20.240]  如果我們還有罪前身的話
[00:03:20.240 --> 00:03:21.240]  那裡有福呢
[00:03:21.240 --> 00:03:24.240]  你全身債怎麼可能有福呢
[00:03:24.240 --> 00:03:27.240]  所以第一點就是處理了罪的問題
[00:03:27.240 --> 00:03:29.240]  然後第二點是怎樣呢
[00:03:29.240 --> 00:03:32.240]  第二點就是熱愛戒命的福
[00:03:32.240 --> 00:03:34.240]  晝夜思想
[00:03:34.240 --> 00:03:35.240]  記得嗎
[00:03:35.240 --> 00:03:37.240]  這人便為有福
[00:03:37.240 --> 00:03:42.240]  但這節經文是要跟詩篇一百一十二篇來讀
[00:03:42.240 --> 00:03:45.240]  所以就用這樣的進度跟大家來看
[00:03:45.240 --> 00:03:46.240]  福這個字
[00:03:46.240 --> 00:03:48.240]  第一個要介紹福這個字
[00:03:48.240 --> 00:03:51.240]  就是詩篇裡第一篇第一個字
[00:03:51.240 --> 00:03:53.240]  Ezra
[00:03:53.240 --> 00:03:54.240]  Ezra是甚麼
[00:03:54.240 --> 00:03:55.240]  有福了
[00:03:55.240 --> 00:03:57.240]  這個福是甚麼
[00:03:57.240 --> 00:03:59.240]  我們可以說是福樂快樂
[00:03:59.240 --> 00:04:02.240]  但這個字在希伯來文裡很獨特
[00:04:02.240 --> 00:04:05.240]  從來沒有希伯來文字是這樣的
[00:04:05.240 --> 00:04:06.240]  為甚麼呢
[00:04:06.240 --> 00:04:07.240]  它是福數的
[00:04:07.240 --> 00:04:08.240]  它永遠是Purl的
[00:04:08.240 --> 00:04:09.240]  這是第一
[00:04:09.240 --> 00:04:10.240]  第二就是怎樣呢
[00:04:10.240 --> 00:04:12.240]  它的Noun是永遠都不存在的
[00:04:12.240 --> 00:04:14.240]  它永遠是Construct出現的
[00:04:14.240 --> 00:04:15.240]  Purl Construct
[00:04:15.240 --> 00:04:18.240]  即是它不會獨立出現一個字
[00:04:18.240 --> 00:04:21.240]  所以第二點就是
[00:04:21.240 --> 00:04:25.240]  福這個字是一個Exclamation
[00:04:25.240 --> 00:04:27.240]  嘩 很有福呀
[00:04:27.240 --> 00:04:29.240]  其實是這樣的意思
[00:04:29.240 --> 00:04:31.240]  所以詩篇第一篇就是
[00:04:31.240 --> 00:04:33.240]  嘩 很有福呀
[00:04:33.240 --> 00:04:39.240]  而在這個感嘆裡帶著一個宣告的意思
[00:04:39.240 --> 00:04:41.240]  這個宣告的意思很有意義
[00:04:41.240 --> 00:04:44.240]  不是我自己說自己有福
[00:04:44.240 --> 00:04:45.240]  是怎樣呢
[00:04:45.240 --> 00:04:47.240]  別人觀察到你
[00:04:47.240 --> 00:04:49.240]  嘩 陳太你真的很有福
[00:04:49.240 --> 00:04:51.240]  這個就是福了
[00:04:51.240 --> 00:04:54.240]  這個福有第二個意義
[00:04:54.240 --> 00:04:56.240]  就是處境性
[00:04:56.240 --> 00:04:58.240]  即是在一個環境裡
[00:04:58.240 --> 00:04:59.240]  突然有人察覺你
[00:04:59.240 --> 00:05:01.240]  原來你在這個環境裡
[00:05:01.240 --> 00:05:03.240]  你是很有福的
[00:05:03.240 --> 00:05:04.240]  然後是怎樣呢
[00:05:04.240 --> 00:05:05.240]  剛才我說了
