
[00:00:00.000 --> 00:00:10.000]  近期有沒有人看過這套007《生死有時No Time To Die》的電影呢?
[00:00:10.000 --> 00:00:12.000]  有沒有人看過?
[00:00:12.000 --> 00:00:15.000]  竟然是沒有人看過
[00:00:15.000 --> 00:00:19.000]  男主角叫什麼名字呢?
[00:00:19.000 --> 00:00:23.000]  Daniel Craig
[00:00:23.000 --> 00:00:38.000]  大家知不知道這個男主角Daniel Craig是第幾任的James Bond呢?
[00:00:38.000 --> 00:00:50.000]  有沒有人答?是第六任的
[00:00:50.000 --> 00:00:54.000]  這套電影是他第五套007的電影
[00:00:54.000 --> 00:00:57.000]  如果沒有意外也是他最後一套
[00:00:57.000 --> 00:01:05.000]  坊間和電影業界對於這個主角演繹的007系列都有很高的評價
[00:01:05.000 --> 00:01:13.000]  大家知不知道他2005年接手第一次做這套007的時候
[00:01:13.000 --> 00:01:17.000]  有些人很不滿意他去做這個角色而選擇了他
[00:01:17.000 --> 00:01:21.000]  大家知不知道為什麼?
[00:01:21.000 --> 00:01:24.000]  大家一點也不八卦
[00:01:24.000 --> 00:01:30.000]  第一個原因是有些觀眾覺得他不夠高
[00:01:30.000 --> 00:01:35.000]  因為1米78在外國人來說真的不是太高
[00:01:35.000 --> 00:01:40.000]  有些人覺得他太過粗獷不配合這個角色
[00:01:40.000 --> 00:01:44.000]  Daniel Craig拍第一部007的時候
[00:01:44.000 --> 00:01:48.000]  有些人在互聯網上表達不滿
[00:01:48.000 --> 00:01:52.000]  甚至有人說要杯葛這套電影
[00:01:52.000 --> 00:02:01.000]  所以觀眾對007這個角色有個期望
[00:02:01.000 --> 00:02:05.000]  這個角色除了能打之外還要高大
[00:02:05.000 --> 00:02:12.000]  還要有一份英俊風度翩翩的氣質和味道
[00:02:12.000 --> 00:02:14.000]  Expectation
[00:02:14.000 --> 00:02:23.000]  今天我們是全福音主題的全福音與我的系列
[00:02:23.000 --> 00:02:27.000]  我們會透過馬太福音5:13-16
[00:02:27.000 --> 00:02:33.000]  看看神對我們做祂指紋的角色有什麼期望
[00:02:33.000 --> 00:02:37.000]  期待我們有什麼特質和味道
[00:02:37.000 --> 00:02:42.000]  我們先一起讀馬太福音5:13
[00:02:42.000 --> 00:02:45.000]  你們是世上的鹽 鹽若失了味
[00:02:45.000 --> 00:02:48.000]  怎能叫它再咸呢 以後無用
[00:02:48.000 --> 00:02:52.000]  不過雕在外面 被人踐踏了
[00:02:52.000 --> 00:02:56.000]  這節經文中主耶穌用了鹽作比喻
[00:02:56.000 --> 00:03:02.000]  大家所知鹽的作用是什麼呢
[00:03:02.000 --> 00:03:04.000]  第一 調味
[00:03:04.000 --> 00:03:07.000]  為什麼有人看到
[00:03:07.000 --> 00:03:10.000]  哥羅西書四章六節也有這樣說
[00:03:10.000 --> 00:03:14.000]  你們的言語要常常帶著和氣
[00:03:14.000 --> 00:03:17.000]  好像用鹽調和
[00:03:17.000 --> 00:03:20.000]  就可知道該怎樣回答各人
[00:03:20.000 --> 00:03:25.000]  有調味 有殺菌 有防腐
[00:03:25.000 --> 00:03:27.000]  又可以做肥料
[00:03:27.000 --> 00:03:32.000]  還可以提供身體的必需成分
[00:03:32.000 --> 00:03:37.000]  古猶太地和中東地區也有食鹽的文化
[00:03:37.000 --> 00:03:42.000]  食物和鹽石放在一起
[00:03:42.000 --> 00:03:44.000]  有防腐的作用
[00:03:44.000 --> 00:03:46.000]  有趣的文化是
[00:03:46.000 --> 00:03:49.000]  他們會拿著鹽石
[00:03:49.000 --> 00:03:55.000]  一邊吃東西 一邊舔鹽石
[00:03:55.000 --> 00:03:57.000]  有調味的作用
[00:03:57.000 --> 00:04:02.000]  鹽有它自己的特質和功用
[00:04:02.000 --> 00:04:05.000]  你們是世上的鹽
[00:04:05.000 --> 00:04:07.000]  這句經文裡面
[00:04:07.000 --> 00:04:09.000]  你們指的是哪個呢
[00:04:09.000 --> 00:04:11.000]  整個馬太福音的五至七章
[00:04:11.000 --> 00:04:14.000]  是很出名的登山寶訓
[00:04:14.000 --> 00:04:17.000]  而今天這段經文是登山寶訓一開始
[00:04:17.000 --> 00:04:21.000]  講完八福之後的經文
[00:04:21.000 --> 00:04:26.000]  登山寶訓也被稱為天國子民的獻章
[00:04:26.000 --> 00:04:30.000]  所以你們指的是天國子民主的門徒
[00:04:30.000 --> 00:04:34.000]  即是你和我都有份
[00:04:34.000 --> 00:04:38.000]  主說天國子民是世上的鹽
[00:04:38.000 --> 00:04:39.000]  是什麼意思呢
[00:04:39.000 --> 00:04:43.000]  經文特別提到鹽有自己的味道
[00:04:43.000 --> 00:04:46.000]  鹽如果失去了應有的咸味
[00:04:46.000 --> 00:04:49.000]  就沒有辦法發揮它的功用
[00:04:49.000 --> 00:04:53.000]  而主耶穌要求門徒保持咸味
[00:04:53.000 --> 00:04:57.000]  就是要門徒保持應有的特質
[00:04:57.000 --> 00:04:59.000]  應有的味道
[00:04:59.000 --> 00:05:02.000]  如果門徒失去了天國子民的味道
[00:05:02.000 --> 00:05:07.000]  失去了元初神想我們發揮的作用
[00:05:07.000 --> 00:05:09.000]  經文也特別提到世上
[00:05:09.000 --> 00:05:11.000]  世上指的是哪裡呢
[00:05:11.000 --> 00:05:12.000]  當然不僅僅是教會
[00:05:12.000 --> 00:05:13.000]  不僅僅是團契
[00:05:13.000 --> 00:05:16.000]  更加是教會以外的世界
[00:05:16.000 --> 00:05:19.000]  登山寶訓的key sentence
[00:05:19.000 --> 00:05:23.000]  你們不可效法他們
[00:05:23.000 --> 00:05:26.000]  這句話真的很跨越時代
[00:05:26.000 --> 00:05:29.000]  當年以色列人出埃及
[00:05:29.000 --> 00:05:31.000]  要進入迦南之前
[00:05:31.000 --> 00:05:33.000]  神告誡他們
[00:05:33.000 --> 00:05:36.000]  那類人的行為你們不可效法
[00:05:36.000 --> 00:05:41.000]  當時神要以色列人去抗衡迦南的外邦文化
[00:05:41.000 --> 00:05:43.000]  更加不可以效法他們
[00:05:43.000 --> 00:05:44.000]  讓他們同化
[00:05:44.000 --> 00:05:46.000]  來到耶穌的時代
[00:05:46.000 --> 00:05:48.000]  登山寶訓裡面
[00:05:48.000 --> 00:05:50.000]  主要門徒
[00:05:50.000 --> 00:05:54.000]  以主教導的天國標準去對抗屬世
[00:05:54.000 --> 00:05:58.000]  或者是虛有外表的文化
[00:05:58.000 --> 00:06:02.000]  今天我們也面對著類似的處境
[00:06:02.000 --> 00:06:04.000]  我們自身在一個
[00:06:04.000 --> 00:06:08.000]  同神的心意和價值相違背的世界
[00:06:08.000 --> 00:06:10.000]  如何去抗衡
[00:06:10.000 --> 00:06:11.000]  不效法
[00:06:11.000 --> 00:06:13.000]  又和世界共處呢
[00:06:15.000 --> 00:06:17.000]  世界是腐化的
[00:06:17.000 --> 00:06:20.000]  我們要好像鹽一樣為世界去調味
[00:06:20.000 --> 00:06:22.000]  提供必要的養分
[00:06:22.000 --> 00:06:24.000]  和發揮防腐的作用
[00:06:24.000 --> 00:06:27.000]  在講到那麼偉大之前
[00:06:27.000 --> 00:06:30.000]  我們首先要保持自己不腐化
[00:06:30.000 --> 00:06:31.000]  不敗壞
[00:06:31.000 --> 00:06:32.000]  不被同化
[00:06:32.000 --> 00:06:35.000]  才能夠在世界里發揮這個作用
[00:06:35.000 --> 00:06:38.000]  講就很容易
[00:06:38.000 --> 00:06:40.000]  但是做起來就一點都不容易
[00:06:40.000 --> 00:06:42.000]  是嗎 大兄姊妹
[00:06:42.000 --> 00:06:43.000]  正如保羅所講
[00:06:43.000 --> 00:06:45.000]  立志為善 由得我
[00:06:45.000 --> 00:06:47.000]  只是行出來 由不得我
[00:06:47.000 --> 00:06:50.000]  世界實在是太多菌
[00:06:50.000 --> 00:06:52.000]  包括很容易察覺的
[00:06:52.000 --> 00:06:56.000]  也包括一些似是而非的糖衣陷阱
[00:06:56.000 --> 00:06:59.000]  而我們自己的力量也是很有限
[00:06:59.000 --> 00:07:02.000]  更加糟糕的就是
[00:07:02.000 --> 00:07:05.000]  我們有可能不知不覺都被世界同化了
[00:07:05.000 --> 00:07:09.000]  世界流行酒精面
[00:07:09.000 --> 00:07:11.000]  我們會不會搞搞呢
[00:07:11.000 --> 00:07:14.000]  都學會了扮公射波呢
[00:07:14.000 --> 00:07:17.000]  世界要賺快錢
[00:07:17.000 --> 00:07:21.000]  你會不會都想盡辦法去賺快錢呢
[00:07:21.000 --> 00:07:24.000]  投資又變成投機
[00:07:24.000 --> 00:07:27.000]  賬面虛掛的時候很緊張
[00:07:27.000 --> 00:07:30.000]  紙虛掛的時候很肉痛
[00:07:30.000 --> 00:07:33.000]  Total loss就更加大受打擊
[00:07:33.000 --> 00:07:35.000]  心情大受影響
[00:07:35.000 --> 00:07:37.000]  很受克制 沒有了平安
[00:07:38.000 --> 00:07:41.000]  我很明白賺快錢的吸引
[00:07:41.000 --> 00:07:43.000]  因為我都經歷過
[00:07:43.000 --> 00:07:46.000]  我記得當年買股票
[00:07:46.000 --> 00:07:49.000]  買紙黃金 買沃倫
[00:07:49.000 --> 00:07:54.000]  試過忍不住看著real time feed
[00:07:54.000 --> 00:07:55.000]  即時報價
[00:07:55.000 --> 00:07:58.000]  一直看 緊張到胃痛
[00:07:58.000 --> 00:08:00.000]  也試過很怕買完之後
[00:08:00.000 --> 00:08:02.000]  即日就賣了它
[00:08:02.000 --> 00:08:05.000]  但第二天升了很多又很不開心
[00:08:06.000 --> 00:08:09.000]  而沃倫變成末日輪
[00:08:09.000 --> 00:08:10.000]  沒有人接
[00:08:10.000 --> 00:08:11.000]  Total loss
[00:08:11.000 --> 00:08:14.000]  也試過抽IPO
[00:08:14.000 --> 00:08:16.000]  抽到整手都是新股
[00:08:16.000 --> 00:08:18.000]  但管理不了
[00:08:18.000 --> 00:08:21.000]  心情很不平安
[00:08:21.000 --> 00:08:25.000]  這個是不是神要我們過的生活
[00:08:25.000 --> 00:08:29.000]  和天國子民的生命的流露呢
[00:08:29.000 --> 00:08:33.000]  世界也崇尚性開放
[00:08:33.000 --> 00:08:35.000]  我們是不是也會被引誘
[00:08:35.000 --> 00:08:37.000]  掉進那個泥沼里呢
