
[00:00:00.000 --> 00:00:05.000]  多謝競拜隊帶我們一起競拜
[00:00:05.000 --> 00:00:09.000]  無論音樂、選擇歌曲、帶我們去思想
[00:00:09.000 --> 00:00:10.000]  都是很好
[00:00:10.000 --> 00:00:11.000]  為什麼呢?
[00:00:11.000 --> 00:00:14.000]  因為聽聞這裡是隊長隊
[00:00:14.000 --> 00:00:16.000]  全部都是高手
[00:00:16.000 --> 00:00:18.000]  不過今天上來的時候
[00:00:18.000 --> 00:00:20.000]  剛才我在台下競拜的時候
[00:00:20.000 --> 00:00:23.000]  有一個位置特別感動
[00:00:23.000 --> 00:00:25.000]  感動的是什麼呢?
[00:00:25.000 --> 00:00:28.000]  感動的是我聽到施哲的聲音
[00:00:28.000 --> 00:00:30.000]  很想介紹給你們認識
[00:00:30.000 --> 00:00:31.000]  其實你介不介意?
[00:00:31.000 --> 00:00:33.000]  給他一點掌聲好不好?
[00:00:33.000 --> 00:00:35.000]  你看到他
[00:00:35.000 --> 00:00:36.000]  他叫施哲
[00:00:36.000 --> 00:00:37.000]  今年中二
[00:00:37.000 --> 00:00:38.000]  請坐
[00:00:38.000 --> 00:00:40.000]  他今天也是在競拜隊裡
[00:00:40.000 --> 00:00:42.000]  隊長隊他在競拜隊裡
[00:00:42.000 --> 00:00:43.000]  是什麼呢?
[00:00:43.000 --> 00:00:45.000]  我覺得很特別
[00:00:45.000 --> 00:00:47.000]  這班全部都比較年長
[00:00:47.000 --> 00:00:49.000]  長者、Johnny那些
[00:00:49.000 --> 00:00:51.000]  他是一個年輕一點的
[00:00:51.000 --> 00:00:52.000]  一群女生
[00:00:52.000 --> 00:00:53.000]  你高又高音
[00:00:53.000 --> 00:00:54.000]  他又願意這樣唱
[00:00:54.000 --> 00:00:55.000]  當我聽到他的聲音
[00:00:55.000 --> 00:00:57.000]  他這樣努力唱的時候
[00:00:57.000 --> 00:00:58.000]  我特別感動
[00:00:58.000 --> 00:01:00.000]  因為他願意站起來
[00:01:00.000 --> 00:01:01.000]  帶我們一起去競拜
[00:01:01.000 --> 00:01:03.000]  所以謝謝你
[00:01:03.000 --> 00:01:05.000]  欣賞你願意
[00:01:05.000 --> 00:01:08.000]  有勇氣一起帶我們去競拜
[00:01:08.000 --> 00:01:11.000]  今天講到的時間
[00:01:11.000 --> 00:01:13.000]  今天我的講題叫
[00:01:13.000 --> 00:01:15.000]  「以生命去見證神」
[00:01:15.000 --> 00:01:17.000]  講見證
[00:01:17.000 --> 00:01:19.000]  講起講見證這件事
[00:01:19.000 --> 00:01:24.000]  我猜我其實經常都會講見證
[00:01:24.000 --> 00:01:26.000]  由於大家知道我背景
[00:01:26.000 --> 00:01:28.000]  我是一個過去是同性戀的人
[00:01:28.000 --> 00:01:31.000]  現在是基督徒、傳道人
[00:01:31.000 --> 00:01:33.000]  因為在基督教裡面
[00:01:33.000 --> 00:01:36.000]  其實好像很少這樣的人去講見證
[00:01:36.000 --> 00:01:38.000]  我過去分享見證的經驗
[00:01:38.000 --> 00:01:41.000]  其實我粗略估計
[00:01:41.000 --> 00:01:43.000]  沒有一百都有幾十場
[00:01:43.000 --> 00:01:44.000]  大大小小的
[00:01:44.000 --> 00:01:46.000]  跟不同的人去分享我的故事
[00:01:46.000 --> 00:01:48.000]  所以一講我自己的故事
[00:01:48.000 --> 00:01:49.000]  我就很熟悉了
[00:01:49.000 --> 00:01:51.000]  就講講講講
[00:01:51.000 --> 00:01:55.000]  講到有些位置是分享見證
[00:01:55.000 --> 00:01:57.000]  經常有人邀請我分享見證
[00:01:57.000 --> 00:01:58.000]  講到有個位置
[00:01:58.000 --> 00:02:01.000]  我試過去吃飯
[00:02:01.000 --> 00:02:02.000]  坐在餐廳的時候
[00:02:02.000 --> 00:02:04.000]  有個人走過來跟我說
[00:02:04.000 --> 00:02:07.000]  喂 我兩年前聽過你講見證
[00:02:07.000 --> 00:02:09.000]  我心想 何必來的
[00:02:09.000 --> 00:02:10.000]  我不認識他
[00:02:10.000 --> 00:02:11.000]  就是這樣
[00:02:11.000 --> 00:02:12.000]  也有試過
[00:02:12.000 --> 00:02:14.000]  我去某一間教會
[00:02:14.000 --> 00:02:15.000]  傳道人說
[00:02:15.000 --> 00:02:18.000]  喂 我在神學院聽過你講見證
[00:02:18.000 --> 00:02:20.000]  我說 是嗎?
[00:02:20.000 --> 00:02:23.000]  意思就是我分享很多
[00:02:23.000 --> 00:02:25.000]  講講見證
[00:02:25.000 --> 00:02:27.000]  不過我昨天
[00:02:27.000 --> 00:02:28.000]  星期四
[00:02:28.000 --> 00:02:30.000]  星期四有一個這樣的經驗
[00:02:30.000 --> 00:02:31.000]  就是我去一間學校
[00:02:31.000 --> 00:02:33.000]  中學裡面去分享
[00:02:33.000 --> 00:02:35.000]  去分享我自己見證
[00:02:35.000 --> 00:02:37.000]  我都去講一些同性戀
[00:02:37.000 --> 00:02:40.000]  以及基督教的一個talk
[00:02:40.000 --> 00:02:41.000]  在分享裡面
[00:02:41.000 --> 00:02:42.000]  他們
[00:02:42.000 --> 00:02:44.000]  當我講見證的時候
[00:02:44.000 --> 00:02:45.000]  有一個很特別的狀況
[00:02:45.000 --> 00:02:47.000]  他們全都睡覺
[00:02:47.000 --> 00:02:49.000]  因為他們八點鐘第一課
[00:02:49.000 --> 00:02:51.000]  至到九點三
[00:02:51.000 --> 00:02:54.000]  我講了半小時的理論之後
[00:02:54.000 --> 00:02:56.000]  基本上他們到我講故事的時候
[00:02:56.000 --> 00:02:58.000]  他們已經睡著了
[00:02:58.000 --> 00:02:59.000]  我有一個體會
[00:02:59.000 --> 00:03:01.000]  見證是什麼呢?
[00:03:01.000 --> 00:03:04.000]  其實我說我講很多見證
[00:03:04.000 --> 00:03:05.000]  但我感覺是
[00:03:05.000 --> 00:03:08.000]  當我們說見證不是講我的故事
[00:03:08.000 --> 00:03:09.000]  是講神
[00:03:09.000 --> 00:03:13.000]  見證是用來讓人去見到神
[00:03:13.000 --> 00:03:14.000]  所以我有時想
[00:03:14.000 --> 00:03:17.000]  是不是要有一個這樣的故事
[00:03:17.000 --> 00:03:19.000]  要講自己才叫見證呢?
[00:03:19.000 --> 00:03:22.000]  鄧姐妹你們有沒有去為神
[00:03:22.000 --> 00:03:24.000]  去講你的見證呢?
[00:03:24.000 --> 00:03:26.000]  你很想去探討這件事
[00:03:26.000 --> 00:03:27.000]  去看這件事
[00:03:27.000 --> 00:03:29.000]  怎樣是用生命去見證神呢?
[00:03:29.000 --> 00:03:31.000]  對我來說見證的是
[00:03:31.000 --> 00:03:33.000]  讓人看到這件事
[00:03:33.000 --> 00:03:34.000]  聽到這件事的時候
[00:03:34.000 --> 00:03:35.000]  他能夠去見到神
[00:03:35.000 --> 00:03:36.000]  這樣才是見證
[00:03:36.000 --> 00:03:38.000]  所以有時我懷疑
[00:03:38.000 --> 00:03:40.000]  我經常都說我去講見證的時候
[00:03:40.000 --> 00:03:42.000]  其實我並不是在講見證
[00:03:42.000 --> 00:03:43.000]  我在講我自己的故事
[00:03:43.000 --> 00:03:44.000]  但當有一刻
[00:03:44.000 --> 00:03:46.000]  當人在我身上見到神的時候
[00:03:46.000 --> 00:03:48.000]  我才叫見證
[00:03:48.000 --> 00:03:50.000]  所以很想和你們一起看
[00:03:50.000 --> 00:03:53.000]  怎樣可以用生命去見證實物
[00:03:53.000 --> 00:03:56.000]  今天的經文會在
[00:03:56.000 --> 00:04:00.000]  《使徒行傳》第九章第十至十九節
[00:04:00.000 --> 00:04:02.000]  先講一下這個經文的背景
[00:04:02.000 --> 00:04:05.000]  先進入經文的內容
[00:04:05.000 --> 00:04:08.000]  因為這個經文是在保羅海大馬式
[00:04:08.000 --> 00:04:10.000]  我們經常都說大馬式的路上
[00:04:10.000 --> 00:04:13.000]  遇見耶穌的故事的後半部分
[00:04:13.000 --> 00:04:14.000]  今天要看的是後半部分
[00:04:14.000 --> 00:04:17.000]  所以很想帶你去重溫
[00:04:17.000 --> 00:04:18.000]  讓你再看看
[00:04:18.000 --> 00:04:19.000]  前半部分是講什麼呢
[00:04:19.000 --> 00:04:20.000]  讓我們有印象
[00:04:20.000 --> 00:04:22.000]  記得可以進入今天的故事
[00:04:22.000 --> 00:04:23.000]  今天的經文
[00:04:23.000 --> 00:04:27.000]  今天要看的經文是這部分的上半
[00:04:27.000 --> 00:04:28.000]  後半部分是什麼呢
[00:04:28.000 --> 00:04:30.000]  先去介紹保羅
[00:04:30.000 --> 00:04:32.000]  保羅在大馬式路上遇見主
[00:04:32.000 --> 00:04:33.000]  先介紹保羅
[00:04:33.000 --> 00:04:34.000]  保羅是什麼人呢
[00:04:34.000 --> 00:04:37.000]  保羅在這段經文裡面會叫素羅
[00:04:37.000 --> 00:04:39.000]  因為他經過他信耶穌之後
[00:04:39.000 --> 00:04:41.000]  由素羅改名為保羅
[00:04:41.000 --> 00:04:43.000]  保羅是什麼呢
[00:04:43.000 --> 00:04:45.000]  保羅從前是一個很忠誠
[00:04:45.000 --> 00:04:48.000]  很熱心的猶太教徒
[00:04:48.000 --> 00:04:50.000]  猶太教徒是什麼呢
[00:04:50.000 --> 00:04:51.000]  這個熱心是什麼呢
[00:04:51.000 --> 00:04:52.000]  他當時的他
[00:04:52.000 --> 00:04:55.000]  是一個很積極的迫害
[00:04:55.000 --> 00:04:57.000]  甚至去殺害基督徒
[00:04:57.000 --> 00:04:59.000]  他認為這個耶穌是假的
[00:04:59.000 --> 00:05:01.000]  所以他覺得你們傳假的信仰
[00:05:01.000 --> 00:05:02.000]  我就要殺了你
[00:05:02.000 --> 00:05:04.000]  當時他們會是這樣
[00:05:04.000 --> 00:05:05.000]  保羅是什麼呢
[00:05:05.000 --> 00:05:08.000]  因為在大馬式的事情裡面
[00:05:08.000 --> 00:05:10.000]  他遇見復活了之後的耶穌
[00:05:10.000 --> 00:05:13.000]  之後他會成為基督徒
[00:05:13.000 --> 00:05:14.000]  保羅還有一樣東西
[00:05:14.000 --> 00:05:16.000]  就是他的使命就是
[00:05:16.000 --> 00:05:18.000]  將福音要傳給外邦人
[00:05:18.000 --> 00:05:19.000]  當他信耶穌之後
[00:05:19.000 --> 00:05:22.000]  他要神派給他一個使命
[00:05:22.000 --> 00:05:24.000]  是將福音傳給外邦人
[00:05:24.000 --> 00:05:25.000]  就是非以色列人
[00:05:25.000 --> 00:05:27.000]  非以色列人就是我們
[00:05:27.000 --> 00:05:31.000]  保羅將基督教從以色列人的信仰
[00:05:31.000 --> 00:05:33.000]  擴展到外邦人
[00:05:33.000 --> 00:05:34.000]  就是所有人的信仰
[00:05:34.000 --> 00:05:37.000]  實際上保羅在基督教的歷史裡面
[00:05:37.000 --> 00:05:40.000]  是一個很重要很重要的人物
[00:05:40.000 --> 00:05:43.000]  今天你跟我能夠信主
[00:05:43.000 --> 00:05:45.000]  除了因為耶穌之外
[00:05:45.000 --> 00:05:47.000]  也是因為保羅所做的
[00:05:47.000 --> 00:05:51.000]  保羅在大馬式路上遇見主的故事
[00:05:51.000 --> 00:05:53.000]  相信你們應該也看過了
[00:05:53.000 --> 00:05:54.000]  如果你沒看過
[00:05:54.000 --> 00:05:56.000]  我真的鼓勵你多看聖經
[00:05:56.000 --> 00:05:58.000]  還有去主教學
[00:05:58.000 --> 00:05:59.000]  真的多看
[00:05:59.000 --> 00:06:01.000]  我會看的
[00:06:01.000 --> 00:06:02.000]  當看的時候
[00:06:02.000 --> 00:06:03.000]  我就會說
[00:06:03.000 --> 00:06:04.000]  下一個,麻煩你
[00:06:04.000 --> 00:06:07.000]  保羅為什麼要上大馬士革呢
[00:06:07.000 --> 00:06:09.000]  當時他為什麼要去大馬式呢
[00:06:09.000 --> 00:06:11.000]  為什麼他在路上會遇見主呢
[00:06:11.000 --> 00:06:13.000]  為什麼保羅去大馬士革
[00:06:13.000 --> 00:06:17.000]  是因為當時原來在耶穌復活升天之後
[00:06:17.000 --> 00:06:19.000]  有很多的法利塞人
[00:06:19.000 --> 00:06:21.000]  就好像保羅其中一個
[00:06:21.000 --> 00:06:24.000]  他在耶路撒冷裡面去迫害、殺害基督徒
[00:06:24.000 --> 00:06:26.000]  基督徒唯有就走
[00:06:26.000 --> 00:06:29.000]  他最主要的城市裡面去迫害他們
