
[00:00:00.000 --> 00:00:03.800]  謝敬拜對帶我們去一個很深刻的敬拜
[00:00:03.800 --> 00:00:06.600]  回到神的殿裏面
[00:00:06.600 --> 00:00:09.200]  最後我們去到宇宙景象
[00:00:09.200 --> 00:00:11.800]  看到神的創造是何等偉大
[00:00:11.800 --> 00:00:14.400]  上帝就是這麼愛我們
[00:00:14.400 --> 00:00:16.400]  祂不是單單創造我們這麼簡單
[00:00:16.400 --> 00:00:20.200]  祂還是很愛我們以至為我們去死的各位上帝
[00:00:20.200 --> 00:00:23.200]  願意我們在剛剛的敬拜中
[00:00:23.200 --> 00:00:25.600]  都可以跟神有些結緣的時間
[00:00:25.600 --> 00:00:30.200]  好 今天的講道叫做擁抱真正安息
[00:00:30.200 --> 00:00:32.200]  讓我先試一下這個行不行
[00:00:32.200 --> 00:00:37.600]  是要等一會 但不要緊
[00:00:37.600 --> 00:00:42.200]  先講一下今天的主題
[00:00:42.200 --> 00:00:44.000]  是安息回到上一頁
[00:00:44.000 --> 00:00:47.200]  不知道講起安息這兩個字
[00:00:47.200 --> 00:00:49.200]  大家想起什麼呢
[00:00:49.200 --> 00:00:52.000]  大家有沒有人在放暑假
[00:00:52.000 --> 00:00:54.000]  我猜很多人都會放暑假
[00:00:54.000 --> 00:00:57.200]  會不會安息對你們來說就是放暑假呢
[00:00:57.200 --> 00:00:58.600]  或者是散步
[00:00:58.600 --> 00:01:01.800]  在忙碌的學業當中可以喘息一下
[00:01:01.800 --> 00:01:04.000]  可能都要回去補課 可能要做其他事
[00:01:04.000 --> 00:01:08.400]  但至少不用被無盡的期限或考試去迫
[00:01:08.400 --> 00:01:11.800]  安息 你們不知道會不會想起四個大字
[00:01:11.800 --> 00:01:13.800]  主懷安息
[00:01:13.800 --> 00:01:15.200]  對於很多人來說
[00:01:15.200 --> 00:01:17.200]  死亡 Rest in peace
[00:01:17.200 --> 00:01:19.200]  就是走完人生的道路
[00:01:19.200 --> 00:01:21.800]  獲得終極的安歇
[00:01:21.800 --> 00:01:25.600]  可能你會想起古老的猶太文化
[00:01:25.600 --> 00:01:27.600]  他們每逢星期六的黃昏
[00:01:27.600 --> 00:01:28.400]  即是快要來
[00:01:28.400 --> 00:01:30.400]  他們就要嚴守安息日
[00:01:30.400 --> 00:01:32.400]  大家知道他們很嚴的
[00:01:32.400 --> 00:01:34.400]  很多事不可以做
[00:01:34.400 --> 00:01:36.400]  搬屋不可以做 買東西不可以做
[00:01:36.400 --> 00:01:39.000]  煮食 化妝 打機都不可以做
[00:01:39.000 --> 00:01:41.000]  為什麼 因為要生火
[00:01:41.000 --> 00:01:43.600]  打機用電是生火的
[00:01:43.600 --> 00:01:46.600]  甚至開遮都不可以
[00:01:46.600 --> 00:01:48.600]  八學奉求都不准開遮
[00:01:48.600 --> 00:01:49.600]  很嚴格
[00:01:49.600 --> 00:01:51.600]  這就是他們的安息
[00:01:51.600 --> 00:01:56.000]  安息日對於我們基督徒來說
[00:01:56.000 --> 00:01:58.000]  有什麼意義呢
[00:01:58.000 --> 00:02:02.000]  我們被教導每個星期六或星期日
[00:02:02.000 --> 00:02:04.800]  要守主日 回教會
[00:02:04.800 --> 00:02:09.200]  因為我們要紀念耶穌在星期日復活得勝
[00:02:09.200 --> 00:02:12.800]  因此歷代教會選了在這一天的聚集
[00:02:12.800 --> 00:02:14.800]  除了聚集之外
[00:02:14.800 --> 00:02:18.000]  我們還要敬拜 述說神的偉大奇妙
[00:02:18.000 --> 00:02:21.400]  這樣是否代表我們可以輕看
[00:02:21.400 --> 00:02:25.400]  甚至放棄舊約關於安息日的教導呢
[00:02:25.400 --> 00:02:27.400]  或者調轉問
[00:02:27.400 --> 00:02:30.400]  昔日神向他子民所訂立的十誡
[00:02:30.400 --> 00:02:32.400]  寫下對安息的要求
[00:02:32.400 --> 00:02:34.400]  對我們這班恩信稱義
[00:02:34.400 --> 00:02:36.800]  已經恩信稱義的人來說
[00:02:36.800 --> 00:02:38.800]  還與此有關嗎
[00:02:38.800 --> 00:02:40.800]  而另一方面
[00:02:40.800 --> 00:02:44.200]  我們都知道安息是有停下來
[00:02:44.200 --> 00:02:46.200]  或好好休息的部分
[00:02:46.200 --> 00:02:48.200]  但我們星期六日
[00:02:48.200 --> 00:02:51.200]  往往都被很多東西
[00:02:51.200 --> 00:02:55.200]  可能是回主一學 侍奉
[00:02:55.200 --> 00:02:57.200]  興趣班 約朋友 拍拖
[00:02:57.200 --> 00:02:59.200]  同車吃飯 去旅行
[00:02:59.200 --> 00:03:01.200]  不同的活動 塞滿了
[00:03:01.200 --> 00:03:03.200]  彷彿我們的週末的目的
[00:03:03.200 --> 00:03:05.200]  只不過是要來處理
[00:03:05.200 --> 00:03:08.200]  週末處理不到的事情
[00:03:08.200 --> 00:03:11.200]  其實隨時比星期一至五更忙
[00:03:11.200 --> 00:03:15.200]  究竟神所設立的安息
[00:03:15.200 --> 00:03:18.200]  你已經為我們肉體 靈魂帶來喚言一生
[00:03:18.200 --> 00:03:23.200]  為何這個效果卻是這麼近 這麼遠
[00:03:23.200 --> 00:03:27.200]  願意今天我們會透過兩段經文
[00:03:27.200 --> 00:03:29.200]  兩段經文很相似的經文
[00:03:29.200 --> 00:03:31.200]  去看安息日的由來
[00:03:31.200 --> 00:03:35.200]  並且嘗試發掘當中更深情的意義
[00:03:35.200 --> 00:03:38.200]  好讓我們這班青少群體有一份新的洞見
[00:03:38.200 --> 00:03:41.200]  而更重要的是認識這位設立安息日的上帝
[00:03:41.200 --> 00:03:44.200]  有什麼心意 我們一起祈禱
[00:03:45.200 --> 00:03:47.200]  主阿彌陀佛在你面前謙卑
[00:03:47.200 --> 00:03:51.200]  我們願意在講道當中
[00:03:51.200 --> 00:03:53.200]  我們開我們的耳朵
[00:03:53.200 --> 00:03:56.200]  去聽從 聽你的說話
[00:03:56.200 --> 00:03:58.200]  求你讓我們不只是聽這麼簡單
[00:03:58.200 --> 00:04:00.200]  而打開我們的心
[00:04:00.200 --> 00:04:02.200]  以致不論是說的 或是聽的
[00:04:02.200 --> 00:04:05.200]  這一刻都可以和聖靈一起
[00:04:05.200 --> 00:04:07.200]  去領受由你而來的訊息
[00:04:07.200 --> 00:04:09.200]  我們感謝你聽我們的禱告
[00:04:09.200 --> 00:04:11.200]  奉主耶穌基督的名氣 阿們
[00:04:12.200 --> 00:04:14.200]  說起安息
[00:04:14.200 --> 00:04:18.200]  就不得不說出埃及記
[00:04:18.200 --> 00:04:20.200]  很久很久以前
[00:04:20.200 --> 00:04:22.200]  我也有些背景幫大家
[00:04:22.200 --> 00:04:24.200]  refresh一下memory
[00:04:24.200 --> 00:04:26.200]  以色列人在埃及圍爐
[00:04:26.200 --> 00:04:28.200]  因為人口眾多 他們
[00:04:28.200 --> 00:04:30.200]  以色列人被壓迫
[00:04:30.200 --> 00:04:32.200]  大家可能記得 可能你們回移主的時候
[00:04:32.200 --> 00:04:34.200]  或者聽聖經故事聽過
[00:04:34.200 --> 00:04:36.200]  法老向以色列人 什麼
[00:04:36.200 --> 00:04:39.200]  出數 要他們做尊
[00:04:39.200 --> 00:04:41.200]  甚至在沒有原材料的情況下
[00:04:41.200 --> 00:04:43.200]  繼續做尊
[00:04:43.200 --> 00:04:45.200]  但是神 耶和華神
[00:04:45.200 --> 00:04:47.200]  看到以色列人這樣的苦況
[00:04:47.200 --> 00:04:49.200]  決意要拯救他們
[00:04:49.200 --> 00:04:51.200]  參見摩西 向法老要人
[00:04:51.200 --> 00:04:53.200]  令到以色列人可以回到
[00:04:53.200 --> 00:04:55.200]  迦南英他們 敬拜耶和華
[00:04:55.200 --> 00:04:57.200]  記得吧
[00:04:57.200 --> 00:04:59.200]  以色列人 守如如節
[00:04:59.200 --> 00:05:01.200]  離開埃及 過紅海
[00:05:01.200 --> 00:05:03.200]  入曠野 去到
[00:05:03.200 --> 00:05:05.200]  西乃山底下安寧
[00:05:05.200 --> 00:05:07.200]  神就向他們
[00:05:07.200 --> 00:05:09.200]  訂立聖約
[00:05:09.200 --> 00:05:11.200]  我們熟悉的十誡
[00:05:11.200 --> 00:05:13.200]  今天的講道經文是圍繞著
[00:05:13.200 --> 00:05:15.200]  十誡裡的第四誡
[00:05:15.200 --> 00:05:17.200]  讓我們先讀讀
[00:05:17.200 --> 00:05:19.200]  經文
[00:05:19.200 --> 00:05:21.200]  1 2 3
[00:05:21.200 --> 00:05:23.200]  當紀念安息日
[00:05:23.200 --> 00:05:25.200]  為聖日
[00:05:25.200 --> 00:05:27.200]  六日要勞碌 做你一切的工
[00:05:27.200 --> 00:05:29.200]  但第七日
[00:05:29.200 --> 00:05:31.200]  是向耶和華 你的神
[00:05:31.200 --> 00:05:33.200]  當守的安息日
[00:05:33.200 --> 00:05:35.200]  這一日 你和你的兒女
[00:05:35.200 --> 00:05:37.200]  勞瀑 婢女 生畜
[00:05:37.200 --> 00:05:39.200]  以及你成女 寄居的客女
[00:05:39.200 --> 00:05:41.200]  都不可做任何的工
[00:05:41.200 --> 00:05:43.200]  因為六日之內
[00:05:43.200 --> 00:05:45.200]  耶和華做天地
[00:05:45.200 --> 00:05:47.200]  海和其中的萬物
[00:05:47.200 --> 00:05:49.200]  第七日就安息了
[00:05:49.200 --> 00:05:51.200]  所以耶和華賜福與
[00:05:51.200 --> 00:05:53.200]  安息日 定為聖日
[00:05:53.200 --> 00:05:55.200]  不知道看不看得到經文
[00:05:55.200 --> 00:05:57.200]  但都很好
[00:05:57.200 --> 00:05:59.200]  都讀得出來
[00:05:59.200 --> 00:06:01.200]  我們都繼續下去
[00:06:01.200 --> 00:06:03.200]  可能我們對我們這班
[00:06:03.200 --> 00:06:05.200]  回教會很久的等子母來說
[00:06:05.200 --> 00:06:07.200]  很熟悉
[00:06:07.200 --> 00:06:09.200]  簡單來說就是六日的工作
[00:06:09.200 --> 00:06:11.200]  很多人都在做
[00:06:11.200 --> 00:06:13.200]  不相信的人都在做
[00:06:13.200 --> 00:06:15.200]  但聖經所想說的是
[00:06:15.200 --> 00:06:17.200]  安息的意義遠遠超過
[00:06:17.200 --> 00:06:19.200]  就這樣放假
[00:06:19.200 --> 00:06:21.200]  而對於這班
[00:06:21.200 --> 00:06:23.200]  剛剛離開埃及的
[00:06:23.200 --> 00:06:25.200]  以色列人來說
[00:06:25.200 --> 00:06:27.200]  這條誡命其實很奇怪
[00:06:27.200 --> 00:06:29.200]  很奇怪 為什麼
[00:06:29.200 --> 00:06:31.200]  因為這一種
[00:06:31.200 --> 00:06:33.200]  七日一次
[00:06:33.200 --> 00:06:35.200]  24小時的休息
[00:06:35.200 --> 00:06:37.200]  在古近東文化裡
[00:06:37.200 --> 00:06:39.200]  是沒有對應的例證
[00:06:39.200 --> 00:06:41.200]  是什麼意思呢
[00:06:41.200 --> 00:06:43.200]  當時的文化下
[00:06:43.200 --> 00:06:45.200]  是沒有古文明或古文化
[00:06:45.200 --> 00:06:47.200]  有這種規律
[00:06:47.200 --> 00:06:49.200]  有節奏的休止
[00:06:49.200 --> 00:06:51.200]  例如巴比倫
[00:06:51.200 --> 00:06:53.200]  他們都會拜神
[00:06:53.200 --> 00:06:55.200]  他們滿月的時候 君王都要拜神
[00:06:55.200 --> 00:06:57.200]  要做禮儀
[00:06:57.200 --> 00:06:59.200]  但那天都要上班
[00:06:59.200 --> 00:07:01.200]  沒有紅日
[00:07:01.200 --> 00:07:03.200]  全世界都要上班
[00:07:03.200 --> 00:07:05.200]  他們是不會休息的
[00:07:05.200 --> 00:07:07.200]  整個國家都停不下來
[00:07:07.200 --> 00:07:09.200]  連王都停不下來
[00:07:09.200 --> 00:07:11.200]  不能停工
[00:07:11.200 --> 00:07:13.200]  這反映了什麼呢
[00:07:13.200 --> 00:07:15.200]  其實是反映了
[00:07:15.200 --> 00:07:17.200]  人內心那種無自經的需求
[00:07:17.200 --> 00:07:19.200]  很渴想被滿足
[00:07:19.200 --> 00:07:21.200]  不知道大家有沒有吃過
[00:07:21.200 --> 00:07:23.200]  任食火鍋
[00:07:23.200 --> 00:07:25.200]  吃放題 早前
[00:07:25.200 --> 00:07:27.200]  都做了很久
[00:07:27.200 --> 00:07:29.200]  和一班朋友坐下來吃
[00:07:29.200 --> 00:07:31.200]  坐下來
[00:07:31.200 --> 00:07:33.200]  等湯滾起
[00:07:33.200 --> 00:07:35.200]  然後我們有幾個人
[00:07:35.200 --> 00:07:37.200]  進入了認真模式
[00:07:37.200 --> 00:07:39.200]  展現一個無間的合作
[00:07:39.200 --> 00:07:41.200]  A負責用手機叫牛肉
[00:07:41.200 --> 00:07:43.200]  B負責放肉
[00:07:43.200 --> 00:07:45.200]  C把肉夾上來
[00:07:45.200 --> 00:07:47.200]  放在碗裡
[00:07:47.200 --> 00:07:49.200]  而我這個B就負責點汁
[00:07:49.200 --> 00:07:51.200]  很繁複的工序
[00:07:51.200 --> 00:07:55.200]  但我們的拍檔實在太有效率了
[00:07:55.200 --> 00:07:57.200]  他們吃完一碟
[00:07:57.200 --> 00:07:59.200]  就立刻點一碟再放下去
[00:07:59.200 --> 00:08:01.200]  我動作慢一點
[00:08:01.200 --> 00:08:03.200]  追不到節奏
[00:08:03.200 --> 00:08:05.200]  老實說 吃頭幾個回合
[00:08:05.200 --> 00:08:07.200]  還吃到牛肉的鮮味
[00:08:07.200 --> 00:08:09.200]  但之後慢慢吃下去
[00:08:09.200 --> 00:08:11.200]  就好像為食而食
[00:08:11.200 --> 00:08:13.200]  好像想塞飽自己的感覺
[00:08:13.200 --> 00:08:15.200]  一場出得爆的火鍋
[00:08:15.200 --> 00:08:17.200]  我們可能會計算到盡
[00:08:17.200 --> 00:08:19.200]  怎樣吃才可以用了
[00:08:19.200 --> 00:08:21.200]  兩個小時內吃回票價
[00:08:21.200 --> 00:08:23.200]  一分一秒都不捨得放手
[00:08:23.200 --> 00:08:25.200]  是取到盡
[00:08:25.200 --> 00:08:27.200]  這頓飯我們才叫有價值
[00:08:27.200 --> 00:08:29.200]  如果人生
[00:08:29.200 --> 00:08:31.200]  是一個吃到飽的放題
[00:08:31.200 --> 00:08:33.200]  我們有什麼東西
[00:08:33.200 --> 00:08:35.200]  是我們築實
[00:08:35.200 --> 00:08:37.200]  我們覺得要取到盡
[00:08:37.200 --> 00:08:39.200]  才覺得人生有意義呢
[00:08:39.200 --> 00:08:45.200]  以色列人過去在埃及
[00:08:45.200 --> 00:08:47.200]  做奴隸 日復日 年復年工作
[00:08:47.200 --> 00:08:49.200]  當然不是為了自己慾望
[00:08:49.200 --> 00:08:51.200]  那麼辛苦
[00:08:51.200 --> 00:08:53.200]  但他是為了滿足法老
[00:08:53.200 --> 00:08:55.200]  他無盡的需求
[00:08:55.200 --> 00:08:57.200]  以色列人離開埃及
[00:08:57.200 --> 00:08:59.200]  離開的意義
[00:08:59.200 --> 00:09:01.200]  不是單單離開這個地方
[00:09:01.200 --> 00:09:03.200]  也不是離開這個制度
[00:09:03.200 --> 00:09:05.200]  而是離開這個
[00:09:05.200 --> 00:09:07.200]  魔術人的法老
[00:09:07.200 --> 00:09:09.200]  這個不折不扣的工作狂
[00:09:09.200 --> 00:09:13.200]  有個作者叫Walter Bergman
[00:09:13.200 --> 00:09:15.200]  他在《安息有時》這本書
[00:09:15.200 --> 00:09:17.200]  形容法老是一個
[00:09:17.200 --> 00:09:19.200]  焦慮至極的神明和帝王
[00:09:19.200 --> 00:09:21.200]  你知道埃及有很多神
[00:09:21.200 --> 00:09:23.200]  尼羅河有神
[00:09:23.200 --> 00:09:25.200]  太陽有神
[00:09:25.200 --> 00:09:27.200]  其實法老自己也自認是神
[00:09:27.200 --> 00:09:29.200]  他是什麼神明呢
[00:09:29.200 --> 00:09:31.200]  他是一個焦慮至極的神明
[00:09:31.200 --> 00:09:33.200]  他輔導以色列人
[00:09:33.200 --> 00:09:35.200]  或者輔導一些少數民族
[00:09:35.200 --> 00:09:37.200]  為了要建立更多的糧倉
[00:09:37.200 --> 00:09:39.200]  去應付他自己
[00:09:39.200 --> 00:09:41.200]  法老說自己未來的憂慮
[00:09:41.200 --> 00:09:43.200]  所以他時時刻刻
[00:09:43.200 --> 00:09:45.200]  去起床或吃飯
