
[00:00:00.000 --> 00:00:03.000]  好,謝謝敬拜隊
[00:00:03.000 --> 00:00:07.000]  弟妹,剛才敬拜有一個體會
[00:00:07.000 --> 00:00:11.000]  每一次回來敬拜的時候
[00:00:11.000 --> 00:00:16.000]  在敬拜的過程中,上帝有沒有讓你認識祂更多
[00:00:16.000 --> 00:00:21.000]  我覺得這兩天主席帶的敬拜很好
[00:00:21.000 --> 00:00:26.000]  當我們在過程中,心理上面對很多不同挑戰的時候
[00:00:26.000 --> 00:00:30.000]  回來後,原來透過詩歌我們可以認識祂是一個怎樣的主
[00:00:30.000 --> 00:00:33.000]  所以鼓勵大家,當我們唱那些歌的時候
[00:00:33.000 --> 00:00:36.000]  同一時間也讓我們認識多一點
[00:00:36.000 --> 00:00:39.000]  其實我們從退返老大,這個主是一個怎樣的主呢?
[00:00:39.000 --> 00:00:41.000]  那些歌詞又和你有什麼關係呢?
[00:00:41.000 --> 00:00:44.000]  鼓勵大家每一次回來敬拜的時候
[00:00:44.000 --> 00:00:46.000]  當我們唱的時候,也可以去想一想
[00:00:46.000 --> 00:00:50.000]  今天跟大家分享一個主題
[00:00:50.000 --> 00:00:53.000]  叫做你有沒有敏感肌?
[00:00:53.000 --> 00:00:58.000]  可能當你想到敏感肌的時候,想到皮膚敏感
[00:00:58.000 --> 00:01:02.000]  最近我們被Clear傳到食肆的肌肉感染了
[00:01:02.000 --> 00:01:06.000]  所以我發發奇想,預備這次的經文的時候
[00:01:06.000 --> 00:01:07.000]  也想到這個題目
[00:01:07.000 --> 00:01:12.000]  不過今天不是和大家介紹用什麼藥膏去塗你的皮膚敏感
[00:01:12.000 --> 00:01:15.000]  而是今天的肌其實是說機會的肌
[00:01:15.000 --> 00:01:17.000]  不過在進入經文之前
[00:01:17.000 --> 00:01:22.000]  很想和大家分享一個最近的一個自己生活的點滴
[00:01:22.000 --> 00:01:24.000]  大家知道我有一個女兒
[00:01:24.000 --> 00:01:27.000]  現在大概兩歲半多一點
[00:01:27.000 --> 00:01:30.000]  上年年尾的時候
[00:01:30.000 --> 00:01:32.000]  要開始幫她想一下
[00:01:32.000 --> 00:01:35.000]  究竟接下來新的一年讀什麼幼稚園
[00:01:35.000 --> 00:01:42.000]  我老婆就加入了一些家長的WhatsApp群組
[00:01:42.000 --> 00:01:44.000]  當到達的時候
[00:01:44.000 --> 00:01:47.000]  突然間WhatsApp群組有很多很多不同的資訊
[00:01:47.000 --> 00:01:48.000]  那些資訊是什麼呢?
[00:01:48.000 --> 00:01:51.000]  那些家長在討論
[00:01:51.000 --> 00:01:53.000]  要報什麼學校
[00:01:53.000 --> 00:01:56.000]  報什麼學校就要有什麼面試
[00:01:56.000 --> 00:01:58.000]  要怎樣準備面試
[00:01:58.000 --> 00:02:00.000]  要穿什麼衣服
[00:02:00.000 --> 00:02:02.000]  之後有很多子女的家長就問
[00:02:02.000 --> 00:02:04.000]  我有多少個子女呢?
[00:02:04.000 --> 00:02:06.000]  過往以前是怎樣準備的?
[00:02:06.000 --> 00:02:08.000]  有什麼經驗的?
[00:02:08.000 --> 00:02:10.000]  好像有很多很多的資訊
[00:02:10.000 --> 00:02:13.000]  繁雜告訴她應該要怎樣做
[00:02:13.000 --> 00:02:15.000]  那時候有些人甚至分享說
[00:02:15.000 --> 00:02:19.000]  我為了我的子女報了六七間面試
[00:02:19.000 --> 00:02:21.000]  我看到的時候
[00:02:21.000 --> 00:02:24.000]  我和我老婆說
[00:02:24.000 --> 00:02:26.000]  很多人報了六七間面試
[00:02:26.000 --> 00:02:29.000]  我只是為我的女兒報了兩間
[00:02:29.000 --> 00:02:31.000]  這樣行不行?
[00:02:31.000 --> 00:02:35.000]  那一刻我問女兒將來的路要怎樣走
[00:02:35.000 --> 00:02:37.000]  我們也有很多掙扎
[00:02:37.000 --> 00:02:38.000]  也會問的是
[00:02:38.000 --> 00:02:40.000]  很多人分享很多經驗的時候
[00:02:40.000 --> 00:02:41.000]  有一下也會問
[00:02:41.000 --> 00:02:44.000]  其實是不是也應該要再做一些事情呢?
[00:02:44.000 --> 00:02:46.000]  弟兄姊妹
[00:02:46.000 --> 00:02:50.000]  當我們面對生活中有很多不同的困難和問題的時候
[00:02:50.000 --> 00:02:52.000]  很想問一下大家
[00:02:52.000 --> 00:02:53.000]  你第一個反應
[00:02:53.000 --> 00:02:54.000]  你會怎樣去
[00:02:54.000 --> 00:02:56.000]  你會做些什麼?
[00:02:56.000 --> 00:02:58.000]  可能我會回答的是
[00:02:58.000 --> 00:03:00.000]  找方法
[00:03:00.000 --> 00:03:03.000]  之前可能你遇過相類似的問題的時候
[00:03:03.000 --> 00:03:05.000]  我們就跟之前的方法去做
[00:03:05.000 --> 00:03:06.000]  不懂
[00:03:06.000 --> 00:03:07.000]  可能現在有電話的
[00:03:07.000 --> 00:03:09.000]  我們問Google大神
[00:03:09.000 --> 00:03:11.000]  再不懂我們問人
[00:03:11.000 --> 00:03:13.000]  當我們遇到問題的時候
[00:03:13.000 --> 00:03:15.000]  很多時候我們都會想快點去回應
[00:03:15.000 --> 00:03:18.000]  甚至用人的經驗和方法去回應
[00:03:18.000 --> 00:03:21.000]  不過很想問一下大家
[00:03:21.000 --> 00:03:22.000]  剛才我問大家的問題的時候
[00:03:22.000 --> 00:03:26.000]  有多少人第一次會想到的是
[00:03:26.000 --> 00:03:28.000]  你去問神呢?
[00:03:28.000 --> 00:03:30.000]  又或者當你遇到那些問題的時候
[00:03:30.000 --> 00:03:31.000]  非常好
[00:03:31.000 --> 00:03:33.000]  當你遇到那些問題的時候
[00:03:33.000 --> 00:03:34.000]  可能你都會問一下的是
[00:03:34.000 --> 00:03:37.000]  神在過程中給你有什麼提醒
[00:03:37.000 --> 00:03:39.000]  或者想我怎樣做呢?
[00:03:39.000 --> 00:03:40.000]  弟兄姊妹
[00:03:40.000 --> 00:03:43.000]  你是否一個去敏感性帶給你提醒的人?
[00:03:43.000 --> 00:03:45.000]  又或者神的提醒
[00:03:45.000 --> 00:03:47.000]  怎樣參與你的生活呢?
[00:03:47.000 --> 00:03:49.000]  今年青少年會的主題是
[00:03:49.000 --> 00:03:52.000]  Transform Our Lives, Growing for Christ
[00:03:52.000 --> 00:03:55.000]  其實我們很想藉著很多聖經人物的主題
[00:03:55.000 --> 00:03:56.000]  聖經人物的生命
[00:03:56.000 --> 00:03:58.000]  藉著他們所面對的事情
[00:03:58.000 --> 00:04:01.000]  去看看我們有什麼可以學習他們的特質
[00:04:01.000 --> 00:04:04.000]  以致我們都可以成長去為神做見證
[00:04:04.000 --> 00:04:06.000]  過去上年我和大家
[00:04:06.000 --> 00:04:07.000]  如果大家有記得的話
[00:04:07.000 --> 00:04:08.000]  我和大家分享了
[00:04:08.000 --> 00:04:10.000]  但以來怎樣在他的年代裡
[00:04:10.000 --> 00:04:12.000]  很有吉士的堅持信仰
[00:04:12.000 --> 00:04:14.000]  今天走到新一年
[00:04:14.000 --> 00:04:16.000]  很想進入新約和大家分享保羅
[00:04:16.000 --> 00:04:18.000]  今天我們看很少的經文
[00:04:18.000 --> 00:04:21.000]  是《使徒行傳》的十六章六至十字
[00:04:21.000 --> 00:04:23.000]  看看保羅在宣教的路途上
[00:04:23.000 --> 00:04:26.000]  怎樣去敏銳神的提醒
[00:04:26.000 --> 00:04:28.000]  《使徒行傳》先說一點背景
[00:04:28.000 --> 00:04:30.000]  《使徒行傳》是路加醫生所寫的
[00:04:30.000 --> 00:04:32.000]  亦都可以說是路加福音的下集
[00:04:32.000 --> 00:04:34.000]  在《使徒行傳》裡
[00:04:34.000 --> 00:04:36.000]  我們會看到的是記載著耶穌升天之後
[00:04:36.000 --> 00:04:38.000]  即是聖靈接續著耶穌
[00:04:38.000 --> 00:04:41.000]  繼續在地上福音的工作
[00:04:41.000 --> 00:04:44.000]  當我們看《使徒行傳》第一章第八字
[00:04:44.000 --> 00:04:45.000]  經文是這樣說
[00:04:45.000 --> 00:04:47.000]  但聖靈降臨在你們身上
[00:04:47.000 --> 00:04:49.000]  你們就必得著能力
[00:04:49.000 --> 00:04:51.000]  並要在耶路撒冷、猶太傳地
[00:04:51.000 --> 00:04:53.000]  和撒瑪利亞直到地極
[00:04:53.000 --> 00:04:54.000]  作為我的見證
[00:04:54.000 --> 00:04:56.000]  所以在《使徒行傳》裡
[00:04:56.000 --> 00:04:57.000]  我們會看到的是
[00:04:57.000 --> 00:04:59.000]  很多時候講到福音被廣傳
[00:04:59.000 --> 00:05:03.000]  其實很多時候都有聖靈的參與和引導在裡面
[00:05:03.000 --> 00:05:05.000]  所以聖靈的指引
