
[00:00:00.000 --> 00:00:07.720]  哇,讀得很好,讀得很齊,大聲一點更好,我們一起祈禱
[00:00:07.720 --> 00:00:09.740]  一起祈禱
[00:00:09.740 --> 00:00:13.060]  一起祈禱,一起祈禱
[00:00:13.060 --> 00:00:17.600]  慈悲人天父感謝祢,感謝祢讓我們今天回到教會裏面
[00:00:17.600 --> 00:00:24.080]  去聽祢的說話,很感恩我們能夠在教會裏面一起去敬拜祢
[00:00:24.080 --> 00:00:28.320]  透過崇拜,透過講道,由主祢給到聖靈去帶領我們
[00:00:28.320 --> 00:00:31.080]  由生命得到改變,由生命得到造就
[00:00:31.080 --> 00:00:35.480]  讓我們能夠在經文裏面去反思我們自己的生命
[00:00:35.480 --> 00:00:39.000]  由聖靈去引導,感謝祢奉主名求,阿們
[00:00:39.000 --> 00:00:45.720]  第五章一開頭就用「這些事以後」來開始
[00:00:45.720 --> 00:00:48.280]  「這些事以後」是在說什麼呢?
[00:00:48.280 --> 00:00:52.360]  其實是在說一至四章耶穌所行的神蹟
[00:00:52.360 --> 00:01:01.560]  特別是第四章裏面,耶穌之前在第四章,在加利利的加拿一號一個官的兒子的事蹟
[00:01:01.560 --> 00:01:06.520]  然後經文帶到猶太人的一個節日
[00:01:06.520 --> 00:01:09.240]  很多色經家都會這樣去認為
[00:01:09.240 --> 00:01:15.800]  這個節日所說的節日就是五旬節這個日子
[00:01:15.800 --> 00:01:20.040]  這個地方是什麼地方呢?不是大是一個什麼地方呢?
[00:01:20.040 --> 00:01:23.320]  其實它是耶路撒冷裏面的一個地方
[00:01:23.320 --> 00:01:27.800]  它是在聖殿旁邊靠近陽門的一個池子
[00:01:27.800 --> 00:01:29.800]  希伯來話叫做「不是大」
[00:01:29.800 --> 00:01:31.800]  「不是大」的意思是什麼呢?
[00:01:31.800 --> 00:01:36.360]  「不是大」的意思不是大,即是小,不是這個意思
[00:01:36.360 --> 00:01:40.680]  是在說「憐憫之家」的一個解釋
[00:01:40.680 --> 00:01:47.240]  這個「憐憫之家」的周圍住滿了很多不同的病人
[00:01:47.240 --> 00:01:55.560]  經文裏面亦都會這樣說到有盲的、有瘸腿的、有癱瘓的
[00:01:55.560 --> 00:02:03.560]  他們躺在這個池的周邊,他們很想得到生命、得到改變、得到醫治、得到康復
[00:02:03.560 --> 00:02:07.880]  在當時的社會,這班人是什麼人呢?
[00:02:07.880 --> 00:02:11.400]  這班失明、這班瘸腿、這班癱瘓的人
[00:02:11.400 --> 00:02:18.120]  在當時的社會是會視為沒價值、沒用的,為什麼呢?
[00:02:18.120 --> 00:02:20.120]  因為他們沒有工作能力
[00:02:20.120 --> 00:02:25.000]  他們要靠別人接濟,他們沒辦法正常地工作
[00:02:25.000 --> 00:02:27.000]  他們要靠別人施捨去生活
[00:02:27.000 --> 00:02:31.080]  甚至乎有些病,他們會視為不潔
[00:02:31.080 --> 00:02:34.920]  甚至乎是視為犯罪帶來的後果
[00:02:34.920 --> 00:02:41.720]  這個背景帶到耶穌見到一個病人裏面
[00:02:41.720 --> 00:02:47.560]  耶穌走到處郎的旁邊,這個不是大池的旁邊
[00:02:47.560 --> 00:02:50.760]  他見到一個已經病了38年的人
[00:02:50.760 --> 00:02:55.480]  他躺在那裏,耶穌就問他,問他什麼?
[00:02:55.480 --> 00:02:58.600]  你要痊癒嗎?
[00:02:58.600 --> 00:03:02.440]  什麼意思呢?就是說你要得到醫治嗎?
[00:03:02.440 --> 00:03:04.440]  你要康復嗎?
[00:03:04.440 --> 00:03:12.520]  當時的癱瘓當然不知道這個問他的人是耶穌是什麼身份
[00:03:12.520 --> 00:03:18.360]  他就這樣回答,是的先生,因為水凍的時候沒有人去幫我
[00:03:18.360 --> 00:03:21.160]  沒有人將我放在池裏面
[00:03:21.160 --> 00:03:25.720]  每一次當我正想到池裏面得到醫治康復的時候
[00:03:25.720 --> 00:03:28.600]  已經有人去搶先了
[00:03:28.600 --> 00:03:35.400]  他這句說話的確沒有正面,如果耶穌問你想不想康復
[00:03:35.400 --> 00:03:38.760]  第一句就說我很想,可不可以幫我
[00:03:38.760 --> 00:03:45.240]  但這個癱瘓其實沒有正面回答到耶穌的一個問題
[00:03:45.240 --> 00:03:47.560]  為什麼呢?
[00:03:47.560 --> 00:03:52.600]  因為他知道他的方法不是從耶穌而來
[00:03:52.600 --> 00:03:59.480]  是有人將他放在池裏面得到康復,得到醫治
[00:03:59.480 --> 00:04:06.040]  這句說話的確背後帶來一個更加……
[00:04:06.040 --> 00:04:12.120]  弟兄先不要這樣說,我聽到有點騷擾,不好意思
[00:04:12.120 --> 00:04:15.000]  這句說話有什麼意思呢?
[00:04:15.000 --> 00:04:23.080]  就是說,我也很想康復,但每一次想康復到池裏面
[00:04:23.080 --> 00:04:29.240]  但都會有人給我快下去,快下去池裏面
[00:04:29.240 --> 00:04:37.400]  那個癱瘓其實不知道有一個方法的確不是靠耶穌而來
[00:04:37.400 --> 00:04:40.120]  是什麼方法?弟兄姊妹
[00:04:40.120 --> 00:04:50.040]  他要成功,他要成功比任何人都快去到池裏面
[00:04:50.040 --> 00:04:52.600]  而得到康復,得到改變
[00:04:52.600 --> 00:04:58.360]  他認為他心裏面的成功能夠改變他的生命
[00:04:58.360 --> 00:05:02.520]  能夠改變他,能夠康復這個事實
[00:05:02.520 --> 00:05:09.400]  弟兄姊妹,成功的確很吸引
[00:05:09.400 --> 00:05:16.760]  成功可能亦是我們心裏面為我們帶來改變的一個動力
[00:05:16.760 --> 00:05:24.440]  聽到這個觀點,這件事是不是你的心聲呢?弟兄姊妹
[00:05:24.440 --> 00:05:30.040]  成功可能是我們心裏面所追求的
[00:05:30.040 --> 00:05:34.840]  試想想,你心裏面有沒有曾經想過,或者可能你的推動力
[00:05:34.840 --> 00:05:43.160]  如果成功考到DSE五星星,那我就開心了
[00:05:43.160 --> 00:05:50.040]  如果成功讓我考到某一個科目,我就開心了
[00:05:50.040 --> 00:05:58.200]  如果成功能夠考到哪一間大學,那我就成功了
[00:05:58.200 --> 00:06:08.840]  可能我們追求成功的確可以克服我們內心的不滿足
[00:06:08.840 --> 00:06:14.040]  令我們更加開心,更加幸福
[00:06:14.040 --> 00:06:20.840]  這個世界的確令我們認為成功就是解決問題的方法
[00:06:20.840 --> 00:06:28.280]  解決我們心裏面所追求的一個方式
[00:06:28.280 --> 00:06:37.000]  慢慢地,成功這件事也變成我們心裏面的渴望,成為我們生命的價值
[00:06:37.000 --> 00:06:41.800]  成功就好了,成功我就最厲害了
[00:06:41.800 --> 00:06:50.520]  甚至這個成功,這個優越,這個優勝,慢慢地成為我們唯一的目標
[00:06:50.520 --> 00:06:56.600]  甚至取代了上帝,成為我們生命的偶像
[00:06:56.600 --> 00:07:00.920]  這個是不是你呢?
[00:07:00.920 --> 00:07:10.760]  這個是不是從小到大,被我們這個環境所灌輸的一個目標呢?
[00:07:10.760 --> 00:07:15.960]  我早前看了一個訪問,一個作家的訪問
[00:07:15.960 --> 00:07:20.600]  這個作家出了一本書,是講述他原生的家庭
[00:07:20.600 --> 00:07:25.800]  那個作者是一個女士,其實她是一個姐妹
[00:07:25.800 --> 00:07:31.160]  她有一個哥哥,有父母,一家四口,很幸福
[00:07:31.160 --> 00:07:38.520]  父親是一個中產的家庭,經濟能力也比較好
[00:07:38.520 --> 00:07:43.560]  在別人眼中的確是一個幸福美滿的家庭
[00:07:43.560 --> 00:07:48.920]  子女從小到大得到悉心的栽培,成績非常優異
[00:07:48.920 --> 00:07:52.200]  標題是這麼說的,6A狀元
[00:07:52.200 --> 00:07:57.320]  6A狀元不是說考DSE的,是說有些歷史的
[00:07:57.320 --> 00:08:05.400]  其實是說二三十年前,她哥哥和她的確在公開試中成績非常彪炳
[00:08:05.400 --> 00:08:07.400]  堪稱會考狀元
[00:08:07.400 --> 00:08:13.240]  這些優越的條件的確令到她的家庭很驕傲
[00:08:13.240 --> 00:08:18.920]  為她的子女得到這個成功去驕傲
[00:08:18.920 --> 00:08:30.040]  不過這個家庭很不幸地,哥哥因為考完會考,考了A級
[00:08:30.040 --> 00:08:35.640]  他進到大學裏面,因為學業的壓力,家庭的壓力
[00:08:35.640 --> 00:08:39.480]  他患上了精神分裂,患上了精神病
[00:08:39.480 --> 00:08:44.920]  本應應該前途無可限量的大兒子
[00:08:44.920 --> 00:08:50.680]  在父親眼中,他由一個成功,別人眼中看為成功
[00:08:50.680 --> 00:08:57.160]  變為一個無法自力,照顧自己的精神病人
[00:08:57.160 --> 00:09:07.000]  那種自己認為別人眼中的成功,在他的家裏慢慢消失
[00:09:07.000 --> 00:09:11.560]  父親和母親無法接受
[00:09:11.560 --> 00:09:16.600]  再加上很多不同的原因,本應一個幸福的家庭
[00:09:16.600 --> 00:09:27.560]  因為父母選擇逃避,哥哥這個狀況令到整個家庭在這二三十年裏面非常之困難
[00:09:27.560 --> 00:09:35.880]  非常之不能夠正常地去運作一個家庭裏面的生活
[00:09:35.880 --> 00:09:43.240]  其實父親仍然很驕傲,為子女去驕傲
[00:09:43.240 --> 00:09:46.280]  以前以往考到這麼好的成績
[00:09:46.280 --> 00:09:54.120]  更加驕傲作者,各位姊妹在他們的專業裏面很出色的表現
[00:09:54.120 --> 00:10:05.560]  但是父親卻要求女兒,即是作者,很強烈地要求一件事
[00:10:05.560 --> 00:10:14.840]  就是無論在文章裏面,在報道裏面,對家庭和哥哥患上精神病這件事
[00:10:14.840 --> 00:10:18.680]  千萬隻字都不可以提
[00:10:18.680 --> 00:10:28.680]  因為父親在這二三十年,他想追求的成功,在子女帶來的成功裏面
[00:10:28.680 --> 00:10:35.880]  他沒有辦法接受到由成功變為他眼裏面的失敗
[00:10:35.880 --> 00:10:42.280]  這件事成為了他的家庭一件很重要的事
[00:10:42.280 --> 00:10:48.280]  所以他出了一本書,去陳述在他家庭裏面所發生的事
[00:10:48.280 --> 00:10:56.440]  弟兄姊妹,這件事其實對我去寫這篇文章裏面很大的提醒
[00:10:56.440 --> 00:11:01.720]  其實我們生命裏面的確有很多不同的改變
[00:11:01.720 --> 00:11:12.600]  我們都很想因為靠著我們自己的能力去追求著的成功去改變我們的生命,改變我們的生活
[00:11:12.600 --> 00:11:16.680]  我們帶錯了不同的期望
[00:11:16.680 --> 00:11:19.480]  就好像經文裏面的坦子一樣
[00:11:19.480 --> 00:11:26.360]  他帶著錯的期望去追求他的好轉,他的改變
[00:11:26.360 --> 00:11:33.240]  我們很想靠著這個世界,靠著自己的方法去面對我們生命裏面很多不同的課題
[00:11:33.240 --> 00:11:36.760]  面對我們生命裏面很多不同的困難
[00:11:36.760 --> 00:11:44.520]  但其實我們有沒有了解過我們自己,上帝究竟想我們怎樣呢?
[00:11:44.520 --> 00:11:51.000]  我們真正要改變的東西是甚麼呢?
[00:11:51.000 --> 00:11:56.760]  我們真正要依靠的是誰呢?
[00:11:56.760 --> 00:12:03.960]  可能我們的目光才是很需要被上帝去改變
[00:12:03.960 --> 00:12:10.840]  我們的眼光,我們的內心價值觀才是很需要上帝去改變我們
[00:12:10.840 --> 00:12:16.760]  我們回到教會,無論大人,好像你們初中的學生也好
[00:12:16.760 --> 00:12:21.480]  其實我們回到教會跟從耶穌,我們學習了很多不同的聖經
[00:12:21.480 --> 00:12:29.720]  我們去祈禱,其實都很想希望耶穌基督去幫我們去解決我們生命裏面的困難
[00:12:29.720 --> 00:12:33.960]  解決我們生命的問題,甚至幫我們去成功
[00:12:33.960 --> 00:12:40.840]  考好試,找一份好工,找一個好的伴侶,男女朋友
[00:12:40.840 --> 00:12:46.360]  這些東西都是很實在,在我們心裏面時常會出現
[00:12:46.360 --> 00:12:53.320]  不過耶穌在這段經文裏面有一個很重要的事
[00:12:53.320 --> 00:13:01.960]  去提醒我們,你已經痊癒了,不要再犯罪,免得你犯得更嚴重
[00:13:01.960 --> 00:13:08.840]  耶穌基督不只是幫我們去解決我們的問題,幫我們考好成績
[00:13:08.840 --> 00:13:15.800]  耶穌基督告訴我們,真正要改變的是我們的生命
[00:13:15.800 --> 00:13:20.760]  祂來的不是解決我們生命裏面的困難那麼簡單
[00:13:20.760 --> 00:13:27.640]  最重要的是我們要悔改,我們要回到祂的心意裏面去認識祂
[00:13:27.640 --> 00:13:34.360]  真正要改變的是我們裏面內在的生命才是重要
[00:13:34.360 --> 00:13:39.480]  接下來,經文裏面,耶穌基督就叫那個癱子
