
[00:00:00.000 --> 00:00:02.000]  我怎樣認識神
[00:00:02.000 --> 00:00:04.000]  我在四年級的時候
[00:00:04.000 --> 00:00:07.000]  有一位姓潘的女士帶我回教會
[00:00:07.000 --> 00:00:10.000]  我就開始想主一眾拜
[00:00:10.000 --> 00:00:12.000]  和回主一行
[00:00:12.000 --> 00:00:14.000]  直到一件事的發生
[00:00:14.000 --> 00:00:16.000]  我就質疑主的能力
[00:00:16.000 --> 00:00:18.000]  覺得祂不公平
[00:00:18.000 --> 00:00:21.000]  原因是當時帶我回教會
[00:00:21.000 --> 00:00:23.000]  那位姓潘的女士
[00:00:23.000 --> 00:00:25.000]  因為藥物敏感
[00:00:25.000 --> 00:00:27.000]  導致她完全失明
[00:00:27.000 --> 00:00:29.000]  過了幾年
[00:00:29.000 --> 00:00:32.000]  就遇上她丈夫的背叛和出軌
[00:00:32.000 --> 00:00:36.000]  之後她還患上癌症
[00:00:36.000 --> 00:00:38.000]  我覺得簡直就是
[00:00:38.000 --> 00:00:41.000]  韓國冷鬼電視劇的劇情
[00:00:41.000 --> 00:00:44.000]  我開始轉牛角尖
[00:00:44.000 --> 00:00:47.000]  覺得主不能夠幫我解決
[00:00:47.000 --> 00:00:49.000]  我現實生活中的問題
[00:00:49.000 --> 00:00:53.000]  開始相信科學的能力比祂強
[00:00:53.000 --> 00:00:56.000]  那我和主的關係
[00:00:56.000 --> 00:00:58.000]  就開始疏遠和決裂
[00:00:59.000 --> 00:01:02.000]  我當時當然不明白
[00:01:02.000 --> 00:01:04.000]  主也有主的難處
[00:01:04.000 --> 00:01:06.000]  就算祂有能力
[00:01:06.000 --> 00:01:09.000]  祂為什麼一定要回應我
[00:01:09.000 --> 00:01:11.000]  禱告實現我的願望
[00:01:11.000 --> 00:01:13.000]  那其他人
[00:01:13.000 --> 00:01:16.000]  為什麼又不實現祂的願望呢
[00:01:16.000 --> 00:01:19.000]  新冠肺炎期間
[00:01:19.000 --> 00:01:21.000]  我媽媽因為疫情的關係
[00:01:21.000 --> 00:01:23.000]  經常要困在家裡
[00:01:23.000 --> 00:01:25.000]  加上疫苗的副作用
[00:01:25.000 --> 00:01:30.000]  導致她生病急劇暴瘦
[00:01:30.000 --> 00:01:33.000]  要坐輪椅無法自理
[00:01:33.000 --> 00:01:35.000]  在那一刻
[00:01:35.000 --> 00:01:38.000]  我真的感覺到我會失去她
[00:01:38.000 --> 00:01:41.000]  我什麼都做不到
[00:01:41.000 --> 00:01:43.000]  只有傷心和無力感
[00:01:43.000 --> 00:01:46.000]  我的太太Cherry就問我
[00:01:46.000 --> 00:01:48.000]  你有沒有嘗試祈禱
[00:01:48.000 --> 00:01:50.000]  祈求神的幫助
[00:01:50.000 --> 00:01:51.000]  那一刻
[00:01:51.000 --> 00:01:54.000]  我覺得原來我還有事可以做
[00:01:54.000 --> 00:01:57.000]  我內心當然是掙扎
[00:01:57.000 --> 00:02:01.000]  因為我根本就不相信祂
[00:02:01.000 --> 00:02:03.000]  但是又要祈禱
[00:02:03.000 --> 00:02:05.000]  希望有祂的幫助
[00:02:05.000 --> 00:02:08.000]  我那種矛盾超級巨大
[00:02:08.000 --> 00:02:12.000]  我真的再嘗試開始祈禱
[00:02:12.000 --> 00:02:16.000]  現在我媽媽已經能夠自理肥胖
[00:02:16.000 --> 00:02:19.000]  雖然行動不是太方便
[00:02:19.000 --> 00:02:22.000]  但是已經可以用拐杖來走路
[00:02:22.000 --> 00:02:25.000]  已經是一個非常好的結果
[00:02:25.000 --> 00:02:27.000]  認識我太太
[00:02:27.000 --> 00:02:30.000]  認識是透過朋友介紹
[00:02:30.000 --> 00:02:32.000]  朋友給了我一張照片
[00:02:32.000 --> 00:02:34.000]  我第一個感覺
[00:02:34.000 --> 00:02:36.000]  她是一個闊太
[00:02:36.000 --> 00:02:39.000]  還要是一個基督徒
[00:02:39.000 --> 00:02:44.000]  我當時已經有很抗拒的感覺
[00:02:44.000 --> 00:02:47.000]  但是都出去見面和認識
[00:02:47.000 --> 00:02:50.000]  和她認識三年時間的裡面
[00:02:50.000 --> 00:02:53.000]  她都沒有刻意叫我回教會
[00:02:53.000 --> 00:02:56.000]  太太知道我有抗拒的心
[00:02:56.000 --> 00:02:59.000]  只是用時間去感動我
[00:02:59.000 --> 00:03:02.000]  我第一次回恩福的印象
[00:03:02.000 --> 00:03:05.000]  果然是闊太回的教會
[00:03:05.000 --> 00:03:08.000]  真的很宏偉很大座
[00:03:08.000 --> 00:03:13.000]  之後我和Cherry要走入人生下一個階段
[00:03:13.000 --> 00:03:17.000]  太太很想我們去學習之後的相處
[00:03:17.000 --> 00:03:22.000]  於是我就上婚前輔導課
[00:03:22.000 --> 00:03:25.000]  很推薦大家去學習這個課程
[00:03:25.000 --> 00:03:30.000]  就是這樣認識了Trace和John牧師
[00:03:30.000 --> 00:03:31.000]  很感恩
[00:03:31.000 --> 00:03:34.000]  因為在婚前輔導課的時候
[00:03:34.000 --> 00:03:36.000]  Trace幫我解開心結
[00:03:36.000 --> 00:03:39.000]  當中他有提到
[00:03:39.000 --> 00:03:42.000]  潘太有沒有因為她自己的遭遇
[00:03:42.000 --> 00:03:44.000]  而不再相信主耶穌
[00:03:44.000 --> 00:03:47.000]  我那一刻好像突然之間醒了
[00:03:47.000 --> 00:03:49.000]  答案是沒有的
[00:03:49.000 --> 00:03:52.000]  她仍然很相信主耶穌
[00:03:52.000 --> 00:03:55.000]  之後又和我說
[00:03:55.000 --> 00:03:58.000]  我不再相信主耶穌以後
[00:03:58.000 --> 00:04:02.000]  最後祂都給一個基督徒在我身邊
[00:04:02.000 --> 00:04:04.000]  即是祂都不放棄你
[00:04:04.000 --> 00:04:06.000]  對你其實都很好
[00:04:06.000 --> 00:04:08.000]  令到我開始反思
[00:04:08.000 --> 00:04:11.000]  之後John牧師又提到
[00:04:11.000 --> 00:04:16.000]  婚姻裡面除了我和太太之外
[00:04:16.000 --> 00:04:18.000]  還要有神的存在
[00:04:18.000 --> 00:04:21.000]  你們才可以維持得長久
[00:04:21.000 --> 00:04:24.000]  這段話令到我有第二個反思
[00:04:24.000 --> 00:04:26.000]  如果沒有神作的橋樑
[00:04:26.000 --> 00:04:30.000]  我們的相處一定沒有現在那麼容易
[00:04:30.000 --> 00:04:34.000]  直到現在我回到恩福這個家裡面
[00:04:34.000 --> 00:04:38.000]  仍然覺得主真的可以幫我解決
[00:04:38.000 --> 00:04:41.000]  我本來認為不可以解決的問題
[00:04:41.000 --> 00:04:43.000]  在水禮之前
[00:04:43.000 --> 00:04:46.000]  Trace就問我
[00:04:46.000 --> 00:04:52.000]  你對自己的未來有沒有什麼計劃和期望
[00:04:52.000 --> 00:04:54.000]  我答Trace
[00:04:54.000 --> 00:04:56.000]  我現在的計劃就是沒有計劃
[00:04:56.000 --> 00:04:59.000]  因為我相信我一切的計劃
[00:04:59.000 --> 00:05:02.000]  都沒有主幫我預備的那麼好
[00:05:02.000 --> 00:05:03.000]  感謝主
[00:05:03.000 --> 00:05:04.000]  I love you
[00:05:04.000 --> 00:05:14.000]  (掌聲)
[00:05:14.000 --> 00:05:25.000]  各位觀眾早安
[00:05:25.000 --> 00:05:26.000]  我不是闊太
