
[00:00:00.000 --> 00:00:02.560]  (麥克風聲)
[00:00:02.560 --> 00:00:06.080]  好,謝謝勁買女帶領我們有唱詩的時間
[00:00:06.080 --> 00:00:07.760]  剛剛最後那首歌說到
[00:00:07.760 --> 00:00:10.080]  當我們親近主的時候
[00:00:10.080 --> 00:00:11.600]  祂也會親近我們
[00:00:11.600 --> 00:00:13.960]  我想我們每一個星期回來崇拜
[00:00:13.960 --> 00:00:17.680]  其實也好像一個互相走向大家的過程
[00:00:17.680 --> 00:00:18.760]  我不知道你這一刻
[00:00:18.760 --> 00:00:20.960]  預備好去親近主了沒有
[00:00:20.960 --> 00:00:24.200]  或者你願不願意走近一點去上帝那裡
[00:00:24.200 --> 00:00:26.840]  上帝真的有很多東西很想告訴我們
[00:00:26.840 --> 00:00:28.000]  祂多麼愛我們
[00:00:28.000 --> 00:00:29.840]  多麼想去幫助我們
[00:00:29.840 --> 00:00:33.400]  祂也會預備我們的心靈進入今天的崇拜
[00:00:33.400 --> 00:00:39.040]  好,話說在進入講道之前
[00:00:39.040 --> 00:00:43.640]  頂姐妹,我想問你們有沒有以下這種經歷或感覺
[00:00:43.640 --> 00:00:44.720]  什麼感覺呢?
[00:00:44.720 --> 00:00:47.040]  當你吃完火鍋
[00:00:47.040 --> 00:00:48.640]  還有背景音樂
[00:00:48.640 --> 00:00:51.280]  吃完火鍋,吃完辣食物
[00:00:51.280 --> 00:00:53.040]  或者做運動的你
[00:00:53.040 --> 00:00:54.600]  現在很多人都喜歡做健身
[00:00:54.600 --> 00:00:57.680]  我知道,現在初中我都聽過已經去健身了
[00:00:57.680 --> 00:01:01.240]  當你做完運動,爆完一身汗的時候
[00:01:01.240 --> 00:01:03.560]  有沒有試過口乾到爆?
[00:01:03.560 --> 00:01:06.560]  當你口乾到爆的時候,你會想起什麼呢?
[00:01:06.560 --> 00:01:08.160]  我不知道你腦海會不會想起
[00:01:08.160 --> 00:01:12.320]  嘩,很想立刻喝一杯可口可樂
[00:01:12.320 --> 00:01:14.360]  我不知道你喝Coke Zero還是原味
[00:01:14.360 --> 00:01:16.640]  這兩派就不討論了
[00:01:16.640 --> 00:01:19.080]  那一刻開罐的聲音
[00:01:19.080 --> 00:01:20.280]  啪,不是啪的
[00:01:20.280 --> 00:01:23.120]  就是那一刻開罐的聲音
[00:01:23.120 --> 00:01:25.800]  還有那些噗嚕噗嚕的碳酸
[00:01:25.800 --> 00:01:27.800]  好像衝擊著你的味蕾
[00:01:27.800 --> 00:01:29.680]  你還沒喝的時候,你就想像到那種
[00:01:29.680 --> 00:01:33.440]  嘩,很棒,好像膠響樂那麼爽
[00:01:33.440 --> 00:01:36.360]  好像你可能在這個時候想去七十一
[00:01:36.360 --> 00:01:38.160]  或者你在餐廳說
[00:01:38.160 --> 00:01:41.440]  麻煩要一罐可口可樂
[00:01:41.440 --> 00:01:44.160]  不過當你喝完一罐可口可樂
[00:01:44.160 --> 00:01:45.280]  你不夠的
[00:01:45.280 --> 00:01:47.880]  因為你繼續喝,不夠十分鐘
[00:01:47.880 --> 00:01:49.640]  你會覺得繼續都是口乾
[00:01:49.640 --> 00:01:50.880]  繼續覺得口渴
[00:01:50.880 --> 00:01:54.120]  可能你會點第二罐可口可樂
[00:01:54.120 --> 00:01:57.560]  不過最後你會發現一個怎樣的情況呢?
[00:01:57.560 --> 00:01:59.080]  可能最後你會發現
[00:01:59.080 --> 00:02:02.280]  唯有乖乖地喝一杯普通的水
[00:02:02.280 --> 00:02:04.480]  才能解渴
[00:02:04.480 --> 00:02:07.560]  這個日常的生活小經驗
[00:02:07.560 --> 00:02:08.640]  在說什麼呢?
[00:02:08.640 --> 00:02:11.360]  今天很想讓大家
[00:02:11.360 --> 00:02:14.720]  透過經文去講解一個屬靈的真相
[00:02:14.720 --> 00:02:15.600]  是什麼呢?
[00:02:15.600 --> 00:02:17.040]  我們有些人
[00:02:17.040 --> 00:02:19.720]  有時真的會喝錯很多不同的水
[00:02:19.720 --> 00:02:22.520]  以為那些水可以止渴
[00:02:22.520 --> 00:02:25.040]  不過怎知越喝越渴
[00:02:25.040 --> 00:02:28.320]  今天我們很想透過約翰福音
[00:02:28.320 --> 00:02:29.840]  哎呀,等等
[00:02:29.840 --> 00:02:31.840]  先去上一頁
[00:02:31.840 --> 00:02:33.360]  起
[00:02:33.360 --> 00:02:35.200]  今天很想透過
[00:02:35.200 --> 00:02:37.320]  一起去看一段大家都很熟悉的經文
[00:02:37.320 --> 00:02:40.360]  約翰福音四章四到道三十節
[00:02:40.360 --> 00:02:43.720]  我的講題就是「你靠什麼水?」
[00:02:43.720 --> 00:02:47.080]  耶穌是在說一個耶穌和井旁婦人
[00:02:47.080 --> 00:02:49.360]  一個撒瑪利亞婦人的對話
[00:02:49.360 --> 00:02:51.960]  就是在說靠兩種不同的水
[00:02:51.960 --> 00:02:55.520]  靠著井水和靠著活水的分別
[00:02:55.520 --> 00:02:57.560]  我們接下來先去讀
[00:02:57.560 --> 00:02:59.160]  頭一部分的經文
[00:02:59.160 --> 00:03:01.760]  是在四章四到道二十節
[00:03:01.760 --> 00:03:04.080]  我們一起讀以下的經文
[00:03:04.080 --> 00:03:05.680]  預備起
[00:03:05.680 --> 00:03:08.680]  「他必須經過撒瑪利亞」
[00:03:08.680 --> 00:03:11.760]  (聽不清)
[00:03:11.760 --> 00:03:13.400]  「名叫罪加」
[00:03:13.400 --> 00:03:14.680]  「靠近瓦國」
[00:03:14.680 --> 00:03:17.640]  「給他兒子藥室的那塊地」
[00:03:17.640 --> 00:03:20.040]  「瓦國井就在那裡」
[00:03:20.040 --> 00:03:22.200]  「耶穌因旅途疲乏」
[00:03:22.200 --> 00:03:23.800]  「坐在井旁」
[00:03:23.800 --> 00:03:25.800]  「那時若是正午」
[00:03:25.800 --> 00:03:29.360]  「有一個撒瑪利亞婦人來打水」
[00:03:29.360 --> 00:03:30.880]  「耶穌對她說」
[00:03:30.880 --> 00:03:32.640]  「請給我水喝」
[00:03:32.640 --> 00:03:36.520]  「因為那時門徒遵承買食物去了」
[00:03:36.520 --> 00:03:39.080]  「撒瑪利亞婦人對她說」
[00:03:39.080 --> 00:03:40.640]  「你是猶太人」
[00:03:40.640 --> 00:03:44.880]  「怎麼向我一個撒瑪利亞女人要水喝呢?」
[00:03:44.880 --> 00:03:49.320]  「因為猶太人和撒瑪利亞人沒有來往」
[00:03:49.320 --> 00:03:51.120]  「耶穌回答她說」
[00:03:51.120 --> 00:03:53.400]  「你若知道神的恩賜」
[00:03:53.400 --> 00:03:54.680]  「和對你說」
[00:03:54.680 --> 00:03:57.120]  「請給我水喝的是誰」
[00:03:57.120 --> 00:03:59.320]  「你早就會求他」
[00:03:59.320 --> 00:04:03.120]  「他也早就會活水」
[00:04:03.120 --> 00:04:04.440]  「對耶穌說」
[00:04:04.440 --> 00:04:07.320]  「先生 你沒有打水的器具」
[00:04:07.320 --> 00:04:08.520]  「井有心」
[00:04:08.520 --> 00:04:10.720]  「那裡去取活水呢?」
[00:04:10.720 --> 00:04:14.520]  「我們的祖宗瓦國把這井留給我們」
[00:04:14.520 --> 00:04:16.360]  「他自己和兒女」
[00:04:16.360 --> 00:04:19.640]  「以及生畜都喝這井裡的水」
[00:04:19.640 --> 00:04:22.240]  「難道你比他還大嗎?」
[00:04:22.240 --> 00:04:26.360]  「凡喝這水的」
[00:04:26.360 --> 00:04:27.840]  「還要再喝」
[00:04:27.840 --> 00:04:29.880]  「誰喝我所賜的水」
[00:04:29.880 --> 00:04:31.600]  「就永遠不喝」
[00:04:31.600 --> 00:04:32.920]  「我所賜的水」
[00:04:32.920 --> 00:04:35.640]  「要在他裏面成為泉源」
[00:04:35.640 --> 00:04:37.800]  「直湧到永生」
[00:04:37.800 --> 00:04:39.280]  「婦人對他說」
[00:04:39.280 --> 00:04:42.160]  「先生 請把這水賜給我」
[00:04:42.160 --> 00:04:43.560]  「使我不喝」
[00:04:43.560 --> 00:04:48.040]  「也不用到這裡來打水」
[00:04:48.040 --> 00:04:51.840]  「你去 叫你的丈夫再到這裡來」
[00:04:51.840 --> 00:04:53.040]  「婦人回答」
[00:04:53.040 --> 00:04:54.320]  「對耶穌說」
[00:04:54.320 --> 00:04:56.920]  「我沒有丈夫」
[00:04:56.920 --> 00:04:59.640]  「你說沒有丈夫是對的」
[00:04:59.640 --> 00:05:02.160]  「你已經有過五個丈夫」
[00:05:02.160 --> 00:05:03.480]  「你現在有的」
[00:05:03.480 --> 00:05:05.440]  「並不是你的丈夫」
[00:05:05.440 --> 00:05:09.200]  「你這話是真的」
[00:05:09.200 --> 00:05:12.200]  「先生 我看你是一位先知」
[00:05:12.200 --> 00:05:15.680]  「我們的祖宗在這山上敬拜神」
[00:05:15.680 --> 00:05:18.640]  「你們倒說應當敬拜的地方」
[00:05:18.640 --> 00:05:20.400]  「是在耶路撒冷」
[00:05:20.400 --> 00:05:23.000]  我們先一起有個禱告
[00:05:23.000 --> 00:05:25.720]  最感謝祢賜下祢的聖經給我們
[00:05:25.720 --> 00:05:27.560]  以致我們能夠透過祢的話
[00:05:27.560 --> 00:05:28.440]  去更加明白
[00:05:28.440 --> 00:05:31.280]  上帝要怎樣去滿足我們的生命
[00:05:31.280 --> 00:05:33.600]  不是靠別的事 而是靠著祢
[00:05:33.600 --> 00:05:35.240]  主耶穌幫助我們求聖靈
[00:05:35.240 --> 00:05:38.120]  讓我們有敏銳的心去聽
[00:05:38.120 --> 00:05:39.880]  上帝要對我們說的話
[00:05:39.880 --> 00:05:41.600]  聽祂的禱告 以聖禱告
[00:05:41.600 --> 00:05:43.880]  奉著耶穌基督成名求
[00:05:43.880 --> 00:05:44.880]  Amen
[00:05:44.880 --> 00:05:48.840]  我們先進入經文的第一部分
