
[00:00:00.000 --> 00:00:03.000]  各位大英姐妹們早安
[00:00:03.000 --> 00:00:09.000]  很高興今天我們可以一起在現場或者在家裏面
[00:00:09.000 --> 00:00:12.000]  用網上一起去敬拜神
[00:00:12.000 --> 00:00:14.000]  在開始我們今天崇拜之先
[00:00:14.000 --> 00:00:15.000]  我們一起來祈禱
[00:00:15.000 --> 00:00:17.000]  將我們以下的時間交給神
[00:00:17.000 --> 00:00:20.000]  在這次來到你面前的時候我們仰望你
[00:00:20.000 --> 00:00:23.000]  我們為了你給我們有恩典
[00:00:23.000 --> 00:00:27.000]  讓我們可以在現場實體的敬拜你
[00:00:27.000 --> 00:00:30.000]  又或者因為其他緣故回不來
[00:00:30.000 --> 00:00:35.000]  但仍然可以在家裏通過網絡來敬拜你
[00:00:35.000 --> 00:00:37.000]  求你與我們同在
[00:00:37.000 --> 00:00:40.000]  無論在現場還是在家裏
[00:00:40.000 --> 00:00:42.000]  讓我們都同感一靈
[00:00:42.000 --> 00:00:45.000]  能夠明白你自己的話
[00:00:45.000 --> 00:00:48.000]  又讓我們能夠去回應你自己的話
[00:00:48.000 --> 00:00:50.000]  行出你所要我們行的
[00:00:50.000 --> 00:00:51.000]  聽我們祈禱
[00:00:51.000 --> 00:00:53.000]  是奉耶穌基督得勝名求
[00:00:53.000 --> 00:00:54.000]  阿們
[00:00:54.000 --> 00:00:58.000]  今天想和大家敬拜的講道
[00:00:58.000 --> 00:01:02.000]  就是福音第五章21到48節
[00:01:02.000 --> 00:01:04.000]  我給的題目就是
[00:01:04.000 --> 00:01:08.000]  「活出信仰,非規條,是生命」
[00:01:08.000 --> 00:01:10.000]  我們在開始之先
[00:01:10.000 --> 00:01:14.000]  我們先來中讀一段很長的經文
[00:01:14.000 --> 00:01:15.000]  我們一起中讀
[00:01:15.000 --> 00:01:17.000]  一起來預備起
[00:01:17.000 --> 00:01:21.000]  你們都有句話說
[00:01:21.000 --> 00:01:22.000]  不可殺人
[00:01:22.000 --> 00:01:25.000]  凡殺人的必須受審判
[00:01:25.000 --> 00:01:27.000]  但是我告訴你們
[00:01:27.000 --> 00:01:31.000]  凡向弟兄動怒的必須受審判
[00:01:31.000 --> 00:01:34.000]  凡罵弟兄是廢物的
[00:01:34.000 --> 00:01:36.000]  必須受議會的審判
[00:01:36.000 --> 00:01:39.000]  凡罵弟兄是白痴的
[00:01:39.000 --> 00:01:42.000]  必須遭受地獄的火
[00:01:42.000 --> 00:01:46.000]  所以你在祭壇上獻祭物的時候
[00:01:46.000 --> 00:01:50.000]  若想起有弟兄對你懷恨
[00:01:50.000 --> 00:01:53.000]  就要把祭物留在壇前
[00:01:53.000 --> 00:01:56.000]  先去跟弟兄和好
[00:01:56.000 --> 00:01:58.000]  然後再用禮物
