
[00:00:00.000 --> 00:00:02.000]  大英姐妹,早安!
[00:00:02.000 --> 00:00:03.800]  首先在此代表教會
[00:00:03.800 --> 00:00:08.400]  恭祝大家在馬年過渡
[00:00:08.400 --> 00:00:10.600]  像馬般精神
[00:00:10.600 --> 00:00:14.680]  然後能夠主恩滿滿
[00:00:14.680 --> 00:00:16.200]  不過記住
[00:00:16.200 --> 00:00:18.600]  千萬不要做到馬不停蹄
[00:00:18.600 --> 00:00:20.600]  有時候也要馬上休息
[00:00:20.600 --> 00:00:24.000]  我們才能得力侍奉主
[00:00:24.000 --> 00:00:29.800]  我們很感謝剛才的以勒團契和師班敬拜隊
[00:00:29.800 --> 00:00:31.000]  帶領我們敬拜
[00:00:31.000 --> 00:00:32.600]  其實也要多謝你
[00:00:32.600 --> 00:00:34.800]  因為我坐在這裡聽的時候
[00:00:34.800 --> 00:00:38.200]  如果只有台上的敬拜隊唱
[00:00:38.200 --> 00:00:39.800]  是很沒味道的
[00:00:39.800 --> 00:00:41.600]  但有你們加入的時候
[00:00:41.600 --> 00:00:44.600]  敬拜的氣氛就非常好了
[00:00:44.600 --> 00:00:47.200]  所以我們都願意將一切的榮耀
[00:00:47.200 --> 00:00:49.800]  給我們的神,給每一位
[00:00:49.800 --> 00:00:56.200]  今天是馬年的年初六
[00:00:56.200 --> 00:01:00.000]  是我們馬年的第一次崇拜
[00:01:00.000 --> 00:01:05.200]  不知道大家在過一個新年的時候
[00:01:05.200 --> 00:01:10.000]  有多少人會為自己在新的一年納志?
[00:01:10.000 --> 00:01:12.600]  有的請舉手
[00:01:12.600 --> 00:01:14.800]  原來很少
[00:01:14.800 --> 00:01:18.000]  大家不是很想納志
[00:01:18.000 --> 00:01:20.600]  有些人會
[00:01:20.600 --> 00:01:21.800]  特別是我自己也會
[00:01:21.800 --> 00:01:24.200]  每當新的一年的時候
[00:01:24.200 --> 00:01:26.800]  我會為自己納志
[00:01:26.800 --> 00:01:29.200]  希望在新的一年裡
[00:01:29.200 --> 00:01:33.000]  我能夠很有方向地生活
[00:01:33.000 --> 00:01:35.800]  而不是渾渾噩噩
[00:01:35.800 --> 00:01:40.000]  有時候當我們在每天的生活裡
[00:01:40.000 --> 00:01:42.600]  這樣來運轉的時候
[00:01:42.600 --> 00:01:45.000]  我們很容易沒有方向
[00:01:45.000 --> 00:01:47.000]  會慢慢都不知道自己在做什麼
[00:01:47.000 --> 00:01:50.000]  每天就好像很習慣性地
[00:01:50.000 --> 00:01:51.800]  起床洗面刷牙
[00:01:51.800 --> 00:01:53.200]  吃早餐上班
[00:01:53.200 --> 00:01:56.200]  晚上回家看電視
[00:01:56.200 --> 00:01:57.600]  就是這樣
[00:01:57.600 --> 00:02:04.400]  但當你為自己定一個新年目標的時候
[00:02:04.400 --> 00:02:08.600]  在新一年裡可能會有方向可以走
[00:02:08.600 --> 00:02:11.200]  好像你說我想身體健康一點
[00:02:11.200 --> 00:02:15.800]  我每天可能都要用三十分鐘去做一個運動
[00:02:15.800 --> 00:02:17.200]  或者我不做運動也好
[00:02:17.200 --> 00:02:18.400]  我出去散步
[00:02:18.400 --> 00:02:20.000]  走走、動動
[00:02:20.000 --> 00:02:23.400]  都是可以強身健體
[00:02:23.400 --> 00:02:26.400]  其實很多時候我們納志的時候
[00:02:26.400 --> 00:02:29.400]  我們都會因應自己的情況
[00:02:29.400 --> 00:02:31.800]  假如我是一個學生
[00:02:31.800 --> 00:02:36.200]  我的納志就是希望今年學業進步
[00:02:36.200 --> 00:02:38.600]  如果今年要考DSE的話
[00:02:38.600 --> 00:02:40.400]  我的納志就是希望怎樣?
[00:02:40.400 --> 00:02:42.000]  ESC考到好成績
[00:02:42.000 --> 00:02:44.400]  進入我心儀的大學
[00:02:44.400 --> 00:02:46.800]  和心儀的學系
[00:02:46.800 --> 00:02:48.800]  如果我是打工的
[00:02:48.800 --> 00:02:50.600]  我可能會納志就是
[00:02:50.600 --> 00:02:54.000]  今年希望能夠工作順利
[00:02:54.000 --> 00:02:57.000]  升職加薪
[00:02:57.000 --> 00:02:59.200]  拍拖的又怎樣?
[00:02:59.200 --> 00:03:01.000]  成家立室
[00:03:01.000 --> 00:03:04.000]  然後可以組織自己的家庭
[00:03:04.000 --> 00:03:05.800]  事業差不多了
[00:03:05.800 --> 00:03:10.200]  又準備踏入退休之年的人又怎樣?
[00:03:10.200 --> 00:03:11.400]  你可能就說
[00:03:11.400 --> 00:03:16.200]  求神讓我在今年裡好好善用我的時間
[00:03:16.200 --> 00:03:20.600]  可能去一次、兩次、三次的旅行
[00:03:20.600 --> 00:03:23.600]  又或者我好好做運動
[00:03:23.600 --> 00:03:28.200]  令自己的身體健健康康
[00:03:28.200 --> 00:03:33.200]  很多時候我們在新的一年都會納志
[00:03:33.200 --> 00:03:36.000]  我們為自己也好
[00:03:36.000 --> 00:03:38.000]  為家庭也好
[00:03:38.000 --> 00:03:39.600]  但有沒有發覺
[00:03:39.600 --> 00:03:44.000]  我們很多時候很少為神納志
[00:03:44.000 --> 00:03:46.600]  很少在新的一年裡
[00:03:46.600 --> 00:03:48.400]  我去為神納志
[00:03:48.400 --> 00:03:52.800]  我想想怎樣能夠為神的家
[00:03:52.800 --> 00:03:56.800]  或者為神做一些事
[00:03:56.800 --> 00:04:00.800]  今天我就很想在新的一年裡
[00:04:00.800 --> 00:04:03.400]  和大家一起思想這個題目
[00:04:03.400 --> 00:04:05.800]  新年心納志
[00:04:05.800 --> 00:04:07.000]  希望我們
[00:04:07.000 --> 00:04:09.200]  如果你從來沒有想過
[00:04:09.200 --> 00:04:12.600]  在一年裡為神納過什麼志的時候
[00:04:12.600 --> 00:04:14.200]  今年試一下
[00:04:14.200 --> 00:04:15.200]  同樣
[00:04:15.200 --> 00:04:17.400]  當你聽完這篇信息的時候
[00:04:17.400 --> 00:04:20.000]  你會從這個人的身上看到
[00:04:20.000 --> 00:04:23.000]  原來當你納志的時候
[00:04:23.000 --> 00:04:25.000]  你為神做事的時候
[00:04:25.000 --> 00:04:27.000]  神會祝福你
[00:04:27.000 --> 00:04:29.400]  將恩典臨在你
[00:04:29.400 --> 00:04:32.200]  今天我要和大家一起去宣講經文
[00:04:32.200 --> 00:04:38.000]  是來自詩篇132篇
[00:04:38.000 --> 00:04:44.000]  詩篇第120篇到134篇
[00:04:44.000 --> 00:04:48.000]  這15篇我們稱之為上行之詩
[00:04:48.000 --> 00:04:52.000]  上行之詩裡面有15首詩歌
[00:04:52.000 --> 00:04:55.600]  但你看到很多都不是很長
[00:04:55.600 --> 00:04:59.000]  最多就是我們今天講的那篇
[00:04:59.000 --> 00:05:00.600]  132篇
[00:05:00.600 --> 00:05:02.000]  總共有18節
[00:05:02.000 --> 00:05:03.800]  有些是3節
[00:05:03.800 --> 00:05:05.400]  有些是中中停停的
[00:05:05.400 --> 00:05:07.200]  6節、7節
[00:05:07.200 --> 00:05:09.000]  今天我們要思想的
[00:05:09.000 --> 00:05:16.000]  132篇是一篇較為長的上行之詩
[00:05:16.000 --> 00:05:17.200]  所以有人說
[00:05:17.200 --> 00:05:22.200]  這首是一首較為突出的上行之詩
[00:05:22.200 --> 00:05:24.600]  其實我讀的時候
[00:05:24.600 --> 00:05:28.400]  我想一下為何詩篇的作者
[00:05:28.400 --> 00:05:34.000]  會將這首詩放在上行之詩裡面呢?
[00:05:34.000 --> 00:05:37.400]  其實最重要是因為
[00:05:37.400 --> 00:05:40.600]  作者看到的是那個心
[00:05:40.600 --> 00:05:45.600]  猶太人每一年都會上耶路撒冷
[00:05:45.600 --> 00:05:47.600]  去敬拜神
[00:05:47.600 --> 00:05:49.000]  去感恩
[00:05:49.000 --> 00:05:52.600]  可能大家去過就知道
[00:05:52.600 --> 00:05:55.600]  耶路撒冷不是在平地上
[00:05:55.600 --> 00:05:57.200]  而是在山上
[00:05:57.200 --> 00:06:01.000]  所以每個去敬拜神的人
[00:06:01.000 --> 00:06:02.600]  他可能從很遠的地方
[00:06:02.600 --> 00:06:04.000]  可能從加利利
[00:06:04.000 --> 00:06:07.000]  可能從約旦河東來到
[00:06:07.000 --> 00:06:10.400]  他就要走上去耶路撒冷
[00:06:10.400 --> 00:06:12.200]  當我們走的時候
[00:06:12.200 --> 00:06:16.600]  他們就會一邊走一邊去背誦、唱詩
[00:06:16.600 --> 00:06:19.400]  其實詩篇是可以唱的
[00:06:19.400 --> 00:06:21.200]  但今天我們唱不到
[00:06:21.200 --> 00:06:23.200]  因為我們沒有撐起譜
[00:06:23.200 --> 00:06:25.600]  但我們看到它以前是可以唱的
[00:06:25.600 --> 00:06:27.000]  甚至有人說
[00:06:27.000 --> 00:06:30.600]  這15首詩是甚麼呢?
[00:06:30.600 --> 00:06:32.800]  就是以色列人登上聖殿
[00:06:32.800 --> 00:06:36.200]  那15個台階裡面去歌頌
[00:06:36.200 --> 00:06:38.200]  他每上一級的時候
[00:06:38.200 --> 00:06:39.800]  他就唱一首詩
[00:06:39.800 --> 00:06:41.400]  一路唱到15首
[00:06:41.400 --> 00:06:46.400]  就可以上到聖殿的基址上
[00:06:46.400 --> 00:06:49.600]  而今天我們所讀的這篇CP132篇
[00:06:49.600 --> 00:06:53.600]  其實它的組織很明確
[00:06:53.600 --> 00:06:58.600]  因為它是由兩個誓言組成
[00:06:58.600 --> 00:07:04.400]  第一個誓言是大衛的誓言
[00:07:04.400 --> 00:07:05.400]  一會兒我會解釋
[00:07:05.400 --> 00:07:07.800]  我覺得不是大衛的誓言
[00:07:07.800 --> 00:07:09.400]  第二個誓言就是
[00:07:09.400 --> 00:07:13.200]  神對大衛的誓言的回應
[00:07:13.200 --> 00:07:15.000]  神有立誓
[00:07:15.000 --> 00:07:16.800]  所以我們讀的時候
[00:07:16.800 --> 00:07:19.600]  我們發覺它的組織很容易
[00:07:19.600 --> 00:07:24.800]  在1到10節就是私人的禱告
[00:07:24.800 --> 00:07:30.400]  而11到18節就是上帝的回應
[00:07:30.400 --> 00:07:34.000]  在這個禱告裡面有分兩個部分
[00:07:34.000 --> 00:07:36.200]  就是求神去紀念
[00:07:36.200 --> 00:07:39.200]  然後就是求神起來
[00:07:39.200 --> 00:07:41.600]  而上帝的回應就是
[00:07:41.600 --> 00:07:43.400]  神起了誓
[00:07:43.400 --> 00:07:51.000]  然後神會揀選他們
[00:07:51.000 --> 00:07:53.800]  我們開始之前
[00:07:53.800 --> 00:08:00.400]  我們先讀CP132篇1到10節
[00:08:00.400 --> 00:08:03.600]  我們先請姐妹讀1到4節
[00:08:03.600 --> 00:08:06.200]  然後弟兄讀5到7節
[00:08:06.200 --> 00:08:08.400]  我們再一起讀8到10節
[00:08:08.400 --> 00:08:10.600]  請姐妹先讀
[00:08:10.600 --> 00:08:13.800]  耶和華,紀念大衛
[00:08:13.800 --> 00:08:17.000]  紀念他所受的一切苦難
[00:08:17.000 --> 00:08:19.600]  他怎樣向耶和華起誓
[00:08:19.600 --> 00:08:22.600]  向亞國的大能者許願
[00:08:22.600 --> 00:08:25.000]  我必不進我的帳幕
[00:08:25.000 --> 00:08:27.400]  也不上我的床鋪
[00:08:27.400 --> 00:08:30.200]  我不用我的眼睛睡覺
[00:08:30.200 --> 00:08:32.800]  也不用我的眼皮打盹
[00:08:32.800 --> 00:08:38.400]  弟兄,直等到我為耶和華尋得所在
[00:08:38.400 --> 00:08:42.000]  為亞國的大能者尋得居所
[00:08:42.000 --> 00:08:45.200]  我們聽說若貴在以法他
[00:08:45.200 --> 00:08:49.000]  我們在雅以的田野尋見他
[00:08:49.000 --> 00:08:51.600]  我們要進他的居所
[00:08:51.600 --> 00:08:54.600]  在他腳凳前下拜一切
[00:08:54.600 --> 00:08:57.400]  耶和華,求你興起
[00:08:57.400 --> 00:09:02.000]  興起貴同入安潔之所
[00:09:02.000 --> 00:09:05.200]  願你的事氣常公義
[00:09:05.200 --> 00:09:07.600]  願你的聖文寬富
[00:09:07.600 --> 00:09:11.200]  求你因你僕人大衛的緣故
[00:09:11.200 --> 00:09:14.400]  不要嫌棄理想高者
[00:09:17.200 --> 00:09:19.200]  如果你看,今天我給的這個
[00:09:19.200 --> 00:09:21.600]  就和我看《秩序標語》的不一樣
[00:09:21.600 --> 00:09:23.400]  因為我覺得要對稱一下
[00:09:23.400 --> 00:09:25.000]  我給的題目就是
[00:09:25.000 --> 00:09:27.000]  「詩人的立志」
[00:09:27.000 --> 00:09:30.400]  為什麼我覺得會是「詩人」呢?
[00:09:30.400 --> 00:09:32.000]  而不是「大衛」呢?
[00:09:32.000 --> 00:09:34.200]  你看看第一、第二節就會看到
[00:09:34.200 --> 00:09:36.600]  他說:耶和華,求你紀念大衛
[00:09:36.600 --> 00:09:39.400]  紀念他所受的一切苦難
[00:09:39.400 --> 00:09:41.800]  他怎樣向耶和華起誓
[00:09:41.800 --> 00:09:45.800]  向亞國的大能者許願
[00:09:45.800 --> 00:09:47.600]  我們說話的時候
[00:09:47.600 --> 00:09:49.000]  當我們說自己的時候
[00:09:49.000 --> 00:09:51.800]  我們讀自己的名字
[00:09:51.800 --> 00:09:53.800]  求你紀念我
[00:09:53.800 --> 00:09:55.600]  我不會跟你們說
[00:09:55.600 --> 00:09:57.200]  你聽史錦天說
[00:09:57.200 --> 00:09:59.000]  他這樣說的
[00:09:59.000 --> 00:10:00.200]  不會的
[00:10:00.200 --> 00:10:03.200]  我會說請你們聽著我說
[00:10:03.200 --> 00:10:04.800]  所以你一看的時候會發覺
[00:10:04.800 --> 00:10:09.000]  其實這首詩雖然是大衛的詩
[00:10:09.000 --> 00:10:11.000]  是大衛的
[00:10:11.000 --> 00:10:14.200]  但是其實是另外一個詩人所寫的
[00:10:14.200 --> 00:10:15.000]  因為他說什麼?
[00:10:15.000 --> 00:10:17.800]  「求你紀念大衛
[00:10:17.800 --> 00:10:21.000]  紀念他所受的一切苦難」
[00:10:21.000 --> 00:10:24.400]  而且他用第三身來說
[00:10:24.400 --> 00:10:26.400]  他不是我
[00:10:26.400 --> 00:10:27.600]  紀念我所受的苦難
[00:10:27.600 --> 00:10:29.000]  我是紀念他
[00:10:29.000 --> 00:10:35.800]  是不是作者來說大衛跟他有距離呢?
[00:10:35.800 --> 00:10:36.400]  是不是?
[00:10:36.400 --> 00:10:37.600]  不是他自己
[00:10:37.600 --> 00:10:40.000]  所以當我們去研讀的時候
[00:10:40.000 --> 00:10:41.000]  我就覺得
[00:10:41.000 --> 00:10:44.000]  雖然他寫大衛
[00:10:44.000 --> 00:10:47.200]  但是其實不是大衛所寫的
[00:10:47.200 --> 00:10:50.200]  為什麼有些人會覺得這首是大衛的詩呢?
[00:10:50.200 --> 00:10:51.400]  因為最有趣的就是
[00:10:51.400 --> 00:10:55.000]  如果你打開聖經來讀的時候
[00:10:55.000 --> 00:10:59.600]  在十五首的《上行之詩》裡面
[00:10:59.600 --> 00:11:01.600]  大衛總共有四首
[00:11:01.600 --> 00:11:04.600]  第122、124
[00:11:04.600 --> 00:11:10.200]  然後是131和133
[00:11:10.400 --> 00:11:14.200]  中間132不是大衛所寫的
[00:11:14.200 --> 00:11:16.000]  但是有很多人會覺得
