
[00:00:00.000 --> 00:00:07.000]  其實我自小都很羨慕一些從小回到大的弟兄姊妹。
[00:00:07.000 --> 00:00:10.000]  好像上星期,你記不記得青少主日,不是很開心的,
[00:00:10.000 --> 00:00:13.000]  有班年輕人帶大家去敬拜。
[00:00:13.000 --> 00:00:16.000]  因為我發現我讀神學,或者我在教會侍奉的時候,
[00:00:16.000 --> 00:00:20.000]  總是那些從小回到大的弟兄姊妹,
[00:00:20.000 --> 00:00:24.000]  聖經又很熟悉,成績又特別好,
[00:00:24.000 --> 00:00:27.000]  樣子特別帥,還有漂亮一點。
[00:00:27.000 --> 00:00:33.000]  但是,是不是真的每一個從小回到大教會的弟兄姊妹,
[00:00:33.000 --> 00:00:37.000]  他回應神呼召他的時候,是不是理所當然那麼容易呢?
[00:00:37.000 --> 00:00:40.000]  今天我們請到一位實習的神學生,
[00:00:40.000 --> 00:00:43.000]  在五堂你都會見過他,就是李二林姊妹,
[00:00:43.000 --> 00:00:47.000]  和他分享一下他的夢照見證,我們給他掌聲鼓勵一下。
[00:00:54.000 --> 00:00:57.000]  各位弟兄姊妹,午安。
[00:00:57.000 --> 00:01:01.000]  我是來自建都神學院,道學碩士一年級的學生,
[00:01:01.000 --> 00:01:04.000]  我叫李二林,大家可以叫我二林。
[00:01:04.000 --> 00:01:09.000]  很開心今天可以在這裡和大家分享我的夢照見證。
[00:01:09.000 --> 00:01:14.000]  要說我的夢照見證,首先要說一下我怎樣信主。
[00:01:14.000 --> 00:01:17.000]  大家聽到我叫二林這個名字,
[00:01:17.000 --> 00:01:22.000]  可能大家都會留意到,我應該是來自一個基督教的家庭。
[00:01:22.000 --> 00:01:25.000]  沒錯,我是來自一個信義代,
[00:01:25.000 --> 00:01:30.000]  我在媽媽的肚子裡已經在上教會了。
[00:01:30.000 --> 00:01:38.000]  在很小的時候,對我來說上教會其實只是一個習慣,
[00:01:38.000 --> 00:01:43.000]  是家人的信仰,是爸爸媽媽的期望,
[00:01:43.000 --> 00:01:49.000]  所以從小我就很習慣每個星期日都會跟父母上教會。
[00:01:49.000 --> 00:01:56.000]  但是一直以來我在教會裡都不是很清楚自己在做什麼,
[00:01:56.000 --> 00:01:59.000]  只是出現在這裡,有軀殼在這裡。
[00:01:59.000 --> 00:02:05.000]  但是身邊有些跟我一起成長的弟兄姊妹,
[00:02:05.000 --> 00:02:07.000]  跟我差不多年紀的,
[00:02:07.000 --> 00:02:11.000]  雖然我們上教會的時候會一起玩,一起吃飯,
[00:02:11.000 --> 00:02:15.000]  甚至我們幾個家庭會一起去旅行,
[00:02:15.000 --> 00:02:19.000]  但是我從來都不會在他們面前分享我自己的事,
[00:02:19.000 --> 00:02:24.000]  甚至坐在一起,大家都是各自看手機,玩ipad,做自己的事。
[00:02:24.000 --> 00:02:29.000]  所以其實長大後,慢慢漸漸長大,直到初中的時候,
[00:02:29.000 --> 00:02:34.000]  我就開始去思考,究竟我上教會是為了什麼呢?
[00:02:34.000 --> 00:02:38.000]  上教會為什麼我要在這裡呢?
[00:02:38.000 --> 00:02:44.000]  同時間,當時在初中的生活,我都多姿多彩,
[00:02:44.000 --> 00:02:48.000]  所以上教會就已經變成不是我的首選,
[00:02:48.000 --> 00:02:53.000]  有課外活動,我就一定會去課外活動,有空才會上教會。
[00:02:53.000 --> 00:02:59.000]  直到我中三那年,有位很年輕的神學生來我的舞會,
[00:02:59.000 --> 00:03:04.000]  他知道我們有幾個,大概五個的年輕人的時候,
[00:03:04.000 --> 00:03:09.000]  他很主動地關心我們,約我們吃飯,跟我們聊天。
[00:03:09.000 --> 00:03:13.000]  一開始我也覺得,氣他一下就算了,
[00:03:13.000 --> 00:03:17.000]  但慢慢發現,原來他也真的很想關心我,
[00:03:17.000 --> 00:03:21.000]  而背後是因為有神的愛在當中。
[00:03:21.000 --> 00:03:24.000]  慢慢我就開始在當中開放自己,
[00:03:24.000 --> 00:03:28.000]  並且在教會裡,他也成立了一個門訓的小組,
[00:03:28.000 --> 00:03:32.000]  讓我們去參與,在當中我慢慢認識到,
[00:03:32.000 --> 00:03:35.000]  原來神和我是有很大的關係的。
[00:03:35.000 --> 00:03:39.000]  在我一起成長的弟兄姊妹裡,
[00:03:39.000 --> 00:03:43.000]  我在那個小組裡,我慢慢可以分享自己,
[00:03:43.000 --> 00:03:45.000]  我發現原來在教會裡,
[00:03:45.000 --> 00:03:48.000]  我是可以說出自己的開心與不開心,
[00:03:48.000 --> 00:03:51.000]  我可以分享自己的情緒,
[00:03:51.000 --> 00:03:54.000]  其實大家都是很接納,也很明白,
[00:03:54.000 --> 00:03:57.000]  他們都很想了解我,很想認識我。
[00:03:57.000 --> 00:04:03.000]  在那個時候開始,我就開始覺得喜歡教會了,
[00:04:03.000 --> 00:04:05.000]  我喜歡投入教會的生活,
[00:04:05.000 --> 00:04:10.000]  並且我就在那裡開始慢慢去參與不同的侍奉,
[00:04:10.000 --> 00:04:14.000]  直到我中學畢業升大專的時候,
[00:04:14.000 --> 00:04:20.000]  我開始去問神,其實我的人生是為了什麼而去活的呢?
[00:04:20.000 --> 00:04:24.000]  我將來的工作是要怎樣去做,
[00:04:24.000 --> 00:04:27.000]  怎樣才可以是神所喜悅的呢?
[00:04:27.000 --> 00:04:31.000]  當時我就參與不同的大學的營會,
[00:04:31.000 --> 00:04:33.000]  在其中一次的營會裡,
[00:04:33.000 --> 00:04:37.000]  我很深刻地看到一個畫面和一段經文令我印象深刻,
[00:04:37.000 --> 00:04:41.000]  是出自《江林多口書》四章七節,
[00:04:41.000 --> 00:04:43.000]  經文是這樣說的,
[00:04:43.000 --> 00:04:48.000]  「我們有這寶貝放在雅氣裡,要顯明這莫大的能力,
[00:04:48.000 --> 00:04:52.000]  能力是出於神,不是出於我們。」
[00:04:52.000 --> 00:04:54.000]  當時經文很深刻,
[00:04:54.000 --> 00:04:56.000]  加上講完的訊息,
[00:04:56.000 --> 00:05:00.000]  讓我知道我的一生是為了去榮耀神,
[00:05:00.000 --> 00:05:05.000]  在敬拜訊息的呼召裡,
[00:05:05.000 --> 00:05:08.000]  講完在台上呼召,
[00:05:08.000 --> 00:05:12.000]  有沒有人願意站出來全職服侍神?
[00:05:12.000 --> 00:05:17.000]  當時我就很爽快地跟神說,
[00:05:17.000 --> 00:05:20.000]  「好吧,那我就全職服侍你吧。」
[00:05:20.000 --> 00:05:22.000]  我是一點掙扎都沒有的。
[00:05:22.000 --> 00:05:25.000]  回應了全職侍奉的呼召之後,
[00:05:25.000 --> 00:05:27.000]  又走什麼方向呢?
[00:05:27.000 --> 00:05:30.000]  究竟在教會裡做幹事,
