
[00:00:00.000 --> 00:00:02.760]  再一次提一提
[00:00:02.760 --> 00:00:03.960]  大家記住
[00:00:03.960 --> 00:00:05.240]  崇拜完了之後去哪裡?
[00:00:05.240 --> 00:00:07.800]  對了
[00:00:07.800 --> 00:00:08.480]  去停車場
[00:00:08.480 --> 00:00:11.360]  今天是不一樣的禮物
[00:00:11.360 --> 00:00:13.120]  我們一起去支持
[00:00:13.120 --> 00:00:14.560]  去打氣
[00:00:14.560 --> 00:00:16.400]  有錢又要出錢
[00:00:16.400 --> 00:00:17.800]  有力出力
[00:00:17.800 --> 00:00:23.040]  今天我們繼續介紹來到這裡
[00:00:23.040 --> 00:00:25.080]  來到孫廣臣的說話
[00:00:25.080 --> 00:00:28.960]  首先我也去講一講
[00:00:29.160 --> 00:00:30.200]  一月份開始
[00:00:30.200 --> 00:00:33.240]  我就正式回來恩福舞堂這裡
[00:00:33.240 --> 00:00:34.440]  來到去侍奉
[00:00:34.440 --> 00:00:37.320]  我回來的時候
[00:00:37.320 --> 00:00:40.040]  其實也是有一個適應的
[00:00:40.040 --> 00:00:42.360]  因為自從我是
[00:00:42.360 --> 00:00:46.440]  其實我是2001年就在恩福開始實習
[00:00:46.440 --> 00:00:49.840]  然後2000年開始就在恩福來到去侍奉
[00:00:49.840 --> 00:00:51.520]  但是重新回來舞會
[00:00:51.520 --> 00:00:55.400]  對我來說也是需要一點時間適應
[00:00:55.400 --> 00:00:58.960]  我想起我的女兒有一首詩
[00:00:59.000 --> 00:01:01.800]  不知道大家有沒有讀過這首唐詩
[00:01:01.800 --> 00:01:02.760]  不是詩篇的詩
[00:01:02.760 --> 00:01:05.800]  唐詩叫做回鄉偶書
[00:01:05.800 --> 00:01:07.400]  有沒有人聽過回鄉偶書?
[00:01:07.400 --> 00:01:08.400]  有的
[00:01:08.400 --> 00:01:10.920]  是不是小學的時候聽的?
[00:01:10.920 --> 00:01:12.720]  那裡是這麼說的
[00:01:12.720 --> 00:01:15.040]  他說少少離家老大回
[00:01:15.040 --> 00:01:16.440]  鄉音無改
[00:01:16.440 --> 00:01:17.480]  奮無催
[00:01:17.480 --> 00:01:19.800]  那個催字只是讀個催音
[00:01:19.800 --> 00:01:21.760]  兒童相見不相識
[00:01:21.760 --> 00:01:23.640]  少問客從何處來
[00:01:23.640 --> 00:01:24.640]  回來的時候有些人問我
[00:01:24.640 --> 00:01:26.080]  好像新朋友一樣
[00:01:26.080 --> 00:01:28.120]  但是有些人是比較久回恩福的
[00:01:28.120 --> 00:01:30.120]  他認得我多一點
[00:01:30.120 --> 00:01:33.840]  回來恩福其實也是帶著一個使命
[00:01:33.840 --> 00:01:37.840]  就是過去東九直堂的經驗、經歷
[00:01:37.840 --> 00:01:41.120]  都是協助鄭牧師
[00:01:41.120 --> 00:01:43.520]  來支持和發展子堂
[00:01:43.520 --> 00:01:48.280]  記得最初鄭牧師找我回來的時候
[00:01:48.280 --> 00:01:51.960]  就說你可不可以去牙哥團契幫忙
[00:01:51.960 --> 00:01:55.400]  因為建立牧師和二Man就搓去了直堂
[00:01:55.400 --> 00:01:57.440]  所以牙哥也很需要牧者
[00:01:57.720 --> 00:01:59.800]  我當時也沒怎麼考慮
[00:01:59.800 --> 00:02:00.960]  我就說沒問題
[00:02:00.960 --> 00:02:05.160]  因為牧養團契也是我回來母堂的職責
[00:02:05.160 --> 00:02:07.800]  加上其實我和Louis牧師
[00:02:07.800 --> 00:02:09.600]  也曾經有合作的經驗
[00:02:09.600 --> 00:02:11.080]  所以大家也相熟的
[00:02:11.080 --> 00:02:12.200]  所以也很感恩
[00:02:12.200 --> 00:02:13.080]  所以我也沒怎麼考慮
[00:02:13.080 --> 00:02:13.880]  就答應了
[00:02:13.880 --> 00:02:15.560]  時間過得很快
[00:02:15.560 --> 00:02:18.080]  現在我已經回到牙哥團契
[00:02:18.080 --> 00:02:19.840]  已經在牙哥團契一個月
[00:02:19.840 --> 00:02:22.120]  剛剛一個月多一點的時間
[00:02:22.120 --> 00:02:23.560]  上個星期
[00:02:23.560 --> 00:02:26.360]  因為現在近了
[00:02:26.360 --> 00:02:27.680]  之前就在東九而已
[00:02:27.680 --> 00:02:30.480]  就真的趕到才會來北區堂崇拜
[00:02:30.480 --> 00:02:31.320]  現在近了
[00:02:31.320 --> 00:02:34.280]  所以我不是一定有崗位侍奉才上來
[00:02:34.280 --> 00:02:35.320]  我上次也說
[00:02:35.320 --> 00:02:36.960]  和建立和二Man牧師說
[00:02:36.960 --> 00:02:38.720]  我也想上來打氣
[00:02:38.720 --> 00:02:40.560]  和弟兄姐妹
[00:02:40.560 --> 00:02:45.080]  或者是侍奉的人員
[00:02:45.080 --> 00:02:49.680]  但我上次來到北區堂崇拜的時候
[00:02:49.680 --> 00:02:51.680]  我感覺很不同
[00:02:51.680 --> 00:02:54.080]  就是因為我看到原來一群
[00:02:54.080 --> 00:02:55.840]  牙哥的弟兄姐妹組長
[00:02:55.840 --> 00:02:58.960]  我在星期五團契的時候認識他們
[00:02:58.960 --> 00:03:01.440]  原來他們在星期天也是一起崇拜
[00:03:01.440 --> 00:03:02.400]  一起侍奉
[00:03:02.400 --> 00:03:07.280]  我發覺我不是再是一個外來的港元
[00:03:07.280 --> 00:03:09.400]  在北區堂崇拜來港渡而已
[00:03:09.400 --> 00:03:12.040]  或者我是一個副區務
[00:03:12.040 --> 00:03:13.040]  有這樣的身份
[00:03:13.040 --> 00:03:15.120]  所以我才來這裡關心一下
[00:03:15.120 --> 00:03:18.560]  原來我好像已經成為了大家的一份子
[00:03:18.560 --> 00:03:20.560]  因為我已經是牙哥團的牧者了
[00:03:20.560 --> 00:03:23.080]  也是牙哥團差弟兄姐妹出去的
[00:03:23.080 --> 00:03:26.080]  所以有一份親切感在當中
[00:03:26.080 --> 00:03:27.920]  弟兄姐妹
[00:03:27.920 --> 00:03:31.040]  今天你參與北區堂崇拜的時候
[00:03:31.040 --> 00:03:34.480]  你明白神對你的心意嗎?
[00:03:34.480 --> 00:03:41.280]  可能你未必立刻會去北區堂來侍奉
[00:03:41.280 --> 00:03:45.120]  你也在崇拜裡面參與來支持
[00:03:45.120 --> 00:03:47.240]  但你有沒有再想一想
[00:03:47.240 --> 00:03:49.280]  再細心來聽一聽
[00:03:49.280 --> 00:03:52.160]  究竟神對你的心意是什麼呢?
[00:03:52.160 --> 00:03:53.800]  你可以怎麼去支持
[00:03:53.800 --> 00:03:58.000]  怎麼繼續為北區堂神恩福
[00:03:58.000 --> 00:04:00.000]  給予牙哥團契的使命
[00:04:00.000 --> 00:04:04.480]  也可以透過不同的方式來支持呢?
[00:04:04.480 --> 00:04:09.600]  今天所說的經文就是呼召撒姆爾
[00:04:09.600 --> 00:04:10.920]  這段經文
[00:04:10.920 --> 00:04:14.480]  我相信如果你從小兒童主學開始的時候
[00:04:14.480 --> 00:04:16.640]  就已經聽過這段經文了
[00:04:16.640 --> 00:04:18.640]  是一個主要學的故事
[00:04:18.640 --> 00:04:20.120]  不過今天我想說的
[00:04:20.120 --> 00:04:23.800]  不單是一個小朋友怎麼去認識神的故事
[00:04:23.800 --> 00:04:25.120]  也不是說一個個人
[00:04:25.120 --> 00:04:27.520]  他怎麼去回應神呼召的故事
[00:04:27.520 --> 00:04:28.520]  這麼簡單
[00:04:28.520 --> 00:04:31.440]  我會從神呼召撒姆爾的時代背景
[00:04:31.440 --> 00:04:34.360]  來解讀神為什麼要呼召撒姆爾
[00:04:34.360 --> 00:04:36.960]  為什麼要在那個時間來呼召撒姆爾呢?
[00:04:36.960 --> 00:04:38.920]  而撒姆爾這位小朋友
[00:04:38.920 --> 00:04:41.120]  或者年輕人
[00:04:41.120 --> 00:04:43.600]  又怎麼來回應神的呼召
[00:04:43.600 --> 00:04:48.400]  使得神能夠使用他去改變整個的時代呢?
[00:04:48.840 --> 00:04:52.440]  用一個時代的脈絡來說撒姆爾呼召
[00:04:52.440 --> 00:04:57.680]  今天的經文就是撒姆爾記上三章的一節
[00:04:57.680 --> 00:05:00.160]  到四章的一節上
[00:05:00.160 --> 00:05:05.880]  我也是畫了三段的經文來跟大家分享的
[00:05:05.880 --> 00:05:09.320]  第一段經文就是三章一至九節
[00:05:09.320 --> 00:05:13.120]  在程序表那裡我是修改了一點
[00:05:13.120 --> 00:05:14.840]  所以是三章一至九節
[00:05:14.840 --> 00:05:16.960]  那裡是說到一個背景
[00:05:17.560 --> 00:05:20.360]  當時神呼召撒姆爾的時候
[00:05:20.360 --> 00:05:21.880]  那個時代的背景
[00:05:21.880 --> 00:05:24.080]  這個背景其實是很重要的
[00:05:24.080 --> 00:05:27.080]  也對應我們今天在這個世代裡面
[00:05:27.080 --> 00:05:28.440]  有什麼相似的地方呢?
[00:05:28.440 --> 00:05:30.560]  神又在今天跟我們說什麼呢?
[00:05:30.560 --> 00:05:32.040]  這是第一點
[00:05:32.040 --> 00:05:36.160]  第二點就會由第十節到第十八節
[00:05:36.160 --> 00:05:41.760]  就是究竟撒姆爾是怎麼來應出神的聲音的呢?
[00:05:41.760 --> 00:05:45.000]  大家都知道撒姆爾最初是認錯了的
[00:05:45.000 --> 00:05:48.560]  最後怎麼會又能夠認出呢?
[00:05:48.560 --> 00:05:49.840]  他憑什麼呢?
[00:05:49.840 --> 00:05:52.400]  還有對他又有什麼重要性呢?
[00:05:52.400 --> 00:05:54.760]  這是十節到十八節所說的
[00:05:54.760 --> 00:05:57.160]  而最後就是三章的十九節
[00:05:57.160 --> 00:05:59.320]  到四章一節上那裡
[00:05:59.320 --> 00:06:04.600]  就是說到當撒姆爾用信心來回應神的時候
[00:06:04.600 --> 00:06:06.480]  神又怎麼跟他一起
[00:06:06.480 --> 00:06:09.960]  來改變了整個的世代呢?
[00:06:09.960 --> 00:06:13.400]  這個也是最後的段落
[00:06:13.600 --> 00:06:16.760]  而撒姆爾的回應對我們又有什麼關係呢?
[00:06:16.760 --> 00:06:17.840]  這個才是最重要的
[00:06:17.840 --> 00:06:19.680]  撒姆爾是不是撒姆爾呢?
[00:06:19.680 --> 00:06:20.720]  撒姆爾跟我們有什麼關係呢?
[00:06:20.720 --> 00:06:25.200]  這個也是最後我們一起思考的
[00:06:25.200 --> 00:06:29.320]  在進入經文之先
[00:06:29.320 --> 00:06:31.400]  我也要講一講一些背景的
[00:06:31.400 --> 00:06:32.800]  或者一些上文
[00:06:32.800 --> 00:06:34.760]  上文是講到什麼呢?
[00:06:34.760 --> 00:06:38.280]  就是當時的祭司以利的兩個兒子
[00:06:38.280 --> 00:06:39.600]  他們雖然都是祭司
[00:06:39.600 --> 00:06:41.400]  但是他們不尊重神
[00:06:41.400 --> 00:06:47.920]  不僅是他們吃了祭壇上的祭物
[00:06:47.920 --> 00:06:52.240]  也跟會幕前事後的婦人去行淫
[00:06:52.240 --> 00:06:54.120]  當他爸爸發現了
[00:06:54.120 --> 00:06:56.080]  這兩個兒子這麼大膽
[00:06:56.080 --> 00:06:57.480]  大膽包天的時候
[00:06:57.480 --> 00:06:59.560]  他也直接來勸諫他
[00:06:59.560 --> 00:07:00.800]  但是這兩個兒子怎麼樣呢?
[00:07:00.800 --> 00:07:01.920]  完全不管
[00:07:01.920 --> 00:07:04.080]  連爸爸的勸告也不管
[00:07:04.080 --> 00:07:07.360]  因此耶和華也派使者告訴以利
[00:07:07.360 --> 00:07:09.160]  他的家
[00:07:09.160 --> 00:07:12.440]  將會面臨的結局會是怎麼樣
[00:07:12.440 --> 00:07:13.440]  然後
