
[00:00:00.000 --> 00:00:04.400]  多謝敬拜隊帶我們一起去敬拜
[00:00:04.400 --> 00:00:10.400]  不知道你怎樣理解剛才詩歌裏面說的那片曠野呢
[00:00:10.400 --> 00:00:14.400]  我想我都很享受在那片曠野裏面
[00:00:14.400 --> 00:00:16.400]  曠野裏面是甚麼意思呢
[00:00:16.400 --> 00:00:20.000]  我想我們不是活在曠野裏面
[00:00:20.000 --> 00:00:23.000]  我們活在很多很煩擾的事情裏面
[00:00:23.000 --> 00:00:26.000]  剛才聽到UT考試那些
[00:00:26.000 --> 00:00:28.000]  很多事情要做
[00:00:28.000 --> 00:00:32.000]  那片曠野裏面是沒有甚麼
[00:00:32.000 --> 00:00:37.000]  可以去到神的面前和神相處
[00:00:37.000 --> 00:00:41.000]  我想我剛才在敬拜裏面都很享受
[00:00:41.000 --> 00:00:43.000]  不用想那麼多煩擾的事情
[00:00:43.000 --> 00:00:46.000]  去到神的面前被祂的愛充滿
[00:00:46.000 --> 00:00:48.000]  是一個很好的時間
[00:00:48.000 --> 00:00:51.000]  我想這段時間不只是去到曠野的時間
[00:00:51.000 --> 00:00:53.000]  不只是唱歌的時間
[00:00:53.000 --> 00:00:55.000]  其實我們去聆聽上帝的道
[00:00:55.000 --> 00:00:57.000]  我們進入神的說話裏面
[00:00:57.000 --> 00:01:00.000]  這段時間我們可以將我們生活裏面的煩惱
[00:01:00.000 --> 00:01:03.000]  放在神裏面
[00:01:03.000 --> 00:01:07.000]  去幫我們有力去抵抗那些辛苦的事情
[00:01:07.000 --> 00:01:09.000]  進入講道的時候
[00:01:09.000 --> 00:01:12.000]  講題叫「風浪下的信靠」
[00:01:12.000 --> 00:01:15.000]  都好像我們經常活在風浪裏面
[00:01:15.000 --> 00:01:17.000]  怎樣可以有信心呢
[00:01:17.000 --> 00:01:20.000]  我的故事裏面最主要都是活在彼得
[00:01:20.000 --> 00:01:21.000]  如果你有印象
[00:01:21.000 --> 00:01:24.000]  上一次我的講道都是帶大家去看
[00:01:24.000 --> 00:01:26.000]  彼得被呼召的故事
[00:01:26.000 --> 00:01:29.000]  他在船裏面捉了一些魚
[00:01:29.000 --> 00:01:32.000]  然後他跪在耶穌的面前
[00:01:32.000 --> 00:01:34.000]  然後說我要跟從你
[00:01:34.000 --> 00:01:36.000]  我們上次看到的時候
[00:01:36.000 --> 00:01:38.000]  知道彼得是一個什麼樣的人
[00:01:38.000 --> 00:01:40.000]  他是一個很衝動的人
[00:01:40.000 --> 00:01:42.000]  很魯莽的人
[00:01:42.000 --> 00:01:44.000]  有什麼事他就馬上衝出來
[00:01:44.000 --> 00:01:47.000]  好像很傻傻的
[00:01:47.000 --> 00:01:50.000]  好像很嘩嘩的衝出來
[00:01:50.000 --> 00:01:52.000]  但其實上次我們看到的是
[00:01:52.000 --> 00:01:54.000]  同時他對耶穌的說話
[00:01:54.000 --> 00:01:56.000]  其實他回應的訊息
[00:01:56.000 --> 00:02:00.000]  每一次都是最快、最認真、最激情的
[00:02:00.000 --> 00:02:02.000]  今天我們會看另一個故事
[00:02:02.000 --> 00:02:04.000]  在《馬太福音》第十四章
[00:02:04.000 --> 00:02:06.000]  大家應該很熟悉的
[00:02:06.000 --> 00:02:07.000]  聽過很多次
[00:02:07.000 --> 00:02:09.000]  就是耶穌在水上走的故事
[00:02:09.000 --> 00:02:12.000]  我們很想從彼得的反應裏面
[00:02:12.000 --> 00:02:15.000]  去學兩個信徒的特質
[00:02:15.000 --> 00:02:17.000]  讓我們進入今天的經文
[00:02:17.000 --> 00:02:19.000]  《馬太福音》十四章
[00:02:19.000 --> 00:02:21.000]  二十二至三十二節
[00:02:21.000 --> 00:02:23.000]  十字的經文請你跟我一起讀
[00:02:23.000 --> 00:02:24.000]  二十二至三
[00:02:24.000 --> 00:02:27.000]  耶穌隨即催門徒上船
[00:02:27.000 --> 00:02:29.000]  先到達那邊去
[00:02:29.000 --> 00:02:31.000]  等他叫眾人散開
[00:02:31.000 --> 00:02:33.000]  散了眾人以後
[00:02:33.000 --> 00:02:36.000]  他就獨自上山去禱告
[00:02:36.000 --> 00:02:37.000]  到了晚上
[00:02:37.000 --> 00:02:40.000]  只有他一個人在那裏
[00:02:40.000 --> 00:02:42.000]  那時船在海中
[00:02:42.000 --> 00:02:43.000]  因風不順
[00:02:43.000 --> 00:02:45.000]  被浪搖晃
[00:02:45.000 --> 00:02:47.000]  夜裏四更天
[00:02:47.000 --> 00:02:49.000]  耶穌在海面上走
[00:02:49.000 --> 00:02:51.000]  往門徒那裏去
[00:02:51.000 --> 00:02:53.000]  徒看見他在海面上走
[00:02:53.000 --> 00:02:54.000]  就驚慌了
[00:02:54.000 --> 00:02:56.000]  說是個鬼怪
[00:02:56.000 --> 00:02:57.000]  便害怕
[00:02:57.000 --> 00:02:59.000]  喊叫起來
[00:02:59.000 --> 00:03:01.000]  耶穌連忙對他們說
[00:03:01.000 --> 00:03:02.000]  你們放心
[00:03:02.000 --> 00:03:03.000]  是我
[00:03:03.000 --> 00:03:04.000]  不要怕
[00:03:04.000 --> 00:03:05.000]  彼得說
[00:03:05.000 --> 00:03:06.000]  主 如果是你
[00:03:06.000 --> 00:03:10.000]  請叫我從水面上走到你那裏去
[00:03:10.000 --> 00:03:12.000]  彼得說
[00:03:12.000 --> 00:03:13.000]  主 如果是你
[00:03:13.000 --> 00:03:17.000]  請叫我從水面上走到你那裏去
[00:03:17.000 --> 00:03:18.000]  耶穌說
[00:03:18.000 --> 00:03:19.000]  你來吧
[00:03:19.000 --> 00:03:21.000]  彼得從船上下去
[00:03:21.000 --> 00:03:23.000]  在水面上走
[00:03:23.000 --> 00:03:25.000]  要到耶穌那裏去
[00:03:25.000 --> 00:03:27.000]  只因見風勢大
[00:03:27.000 --> 00:03:28.000]  就害怕
[00:03:28.000 --> 00:03:30.000]  將要沉下去
[00:03:30.000 --> 00:03:31.000]  便喊著說
[00:03:31.000 --> 00:03:33.000]  主啊 救我
[00:03:33.000 --> 00:03:35.000]  耶穌趕緊伸手拉住他
[00:03:35.000 --> 00:03:38.000]  說 你這小信的人
[00:03:38.000 --> 00:03:40.000]  為甚麼疑惑呢
[00:03:40.000 --> 00:03:41.000]  他們上了船
[00:03:41.000 --> 00:03:43.000]  風就住了
[00:03:43.000 --> 00:03:45.000]  在船上的人都拜他
[00:03:45.000 --> 00:03:48.000]  說 你真是神的兒子
[00:03:48.000 --> 00:03:50.000]  讀完後我自己很開心
[00:03:50.000 --> 00:03:51.000]  終於有一次
[00:03:51.000 --> 00:03:52.000]  一個字都沒有錯
[00:03:52.000 --> 00:03:53.000]  我自己讀完
[00:03:53.000 --> 00:03:54.000]  通常我讀這些字都是錯的
[00:03:54.000 --> 00:03:56.000]  看字有些問題
[00:03:56.000 --> 00:03:58.000]  讓我們一起祈禱吧
[00:03:58.000 --> 00:04:00.000]  主 願祢的經文進入我們的心
[00:04:00.000 --> 00:04:02.000]  願祢的道進入我們的裏面
[00:04:02.000 --> 00:04:05.000]  讓我們能夠去領受的時候
[00:04:05.000 --> 00:04:07.000]  能夠捉住祢給我們的說話
[00:04:07.000 --> 00:04:10.000]  能夠去面對我們生活裏的艱難
[00:04:10.000 --> 00:04:11.000]  幫助我們
[00:04:11.000 --> 00:04:12.000]  我們這樣禱告奉主耶穌
[00:04:12.000 --> 00:04:13.000]  祂永世祈求
[00:04:13.000 --> 00:04:14.000]  阿們
[00:04:14.000 --> 00:04:16.000]  今天我會分兩點去看這段經文
[00:04:16.000 --> 00:04:19.000]  第一點是敢於認證得答案
[00:04:19.000 --> 00:04:22.000]  經文會在22至28節
[00:04:22.000 --> 00:04:25.000]  我們先看22至23節
[00:04:25.000 --> 00:04:29.000]  22節一開始就說
[00:04:29.000 --> 00:04:31.000]  耶穌立即催他們上船
[00:04:31.000 --> 00:04:34.000]  催這個字是甚麼意思呢
[00:04:34.000 --> 00:04:36.000]  催這個字在原文來說
[00:04:36.000 --> 00:04:38.000]  是強迫他們的意思
[00:04:38.000 --> 00:04:40.000]  勉強他們的意思
[00:04:40.000 --> 00:04:43.000]  不是純粹快點吧
[00:04:43.000 --> 00:04:46.000]  是說他們不想去
[00:04:46.000 --> 00:04:49.000]  然後耶穌迫他們上船
[00:04:49.000 --> 00:04:55.000]  問題是為何這班門徒不願意上船呢
[00:04:55.000 --> 00:04:57.000]  原來這是一個晚上
[00:04:57.000 --> 00:05:00.000]  而且這是一個甚麼晚上呢
[00:05:00.000 --> 00:05:06.000]  這是一個晚上剛發生完五餅二魚的故事
[00:05:06.000 --> 00:05:08.000]  為何他們不想走呢
[00:05:08.000 --> 00:05:09.000]  你可以想像一下
[00:05:09.000 --> 00:05:12.000]  如果你在五餅二魚的現場
[00:05:12.000 --> 00:05:15.000]  這裡面前有五千人
[00:05:15.000 --> 00:05:18.000]  吃得肚子都快餓了
[00:05:18.000 --> 00:05:19.000]  吃飽了
[00:05:19.000 --> 00:05:21.000]  但在之前的一點
[00:05:21.000 --> 00:05:23.000]  原來只有五個餅
[00:05:23.000 --> 00:05:27.000]  兩條魚就餵飽了全場的五千人
[00:05:27.000 --> 00:05:29.000]  然後除了餵飽他們之外
[00:05:29.000 --> 00:05:33.000]  還有十二個男子的食物剩下
[00:05:33.000 --> 00:05:36.000]  你會想起現場在荒野裡
[00:05:36.000 --> 00:05:38.000]  現場的門徒和群眾
[00:05:38.000 --> 00:05:42.000]  都沉醉在神蹟奇幻的氣氛裡
[00:05:42.000 --> 00:05:43.000]  我會問
[00:05:43.000 --> 00:05:44.000]  你試想想
[00:05:44.000 --> 00:05:46.000]  這個時候大家都摸著肚腩
[00:05:46.000 --> 00:05:47.000]  正
[00:05:47.000 --> 00:05:48.000]  看著耶穌的時候
[00:05:48.000 --> 00:05:51.000]  人對耶穌會有甚麼幻想呢
[00:05:51.000 --> 00:05:53.000]  想不到吧
[00:05:53.000 --> 00:05:54.000]  大家都未經歷過這些神蹟
[00:05:54.000 --> 00:05:56.000]  不過我嘗試用一個比較貼近的例子
[00:05:56.000 --> 00:05:58.000]  讓你去幻想一下
[00:05:58.000 --> 00:06:00.000]  試試想像
[00:06:00.000 --> 00:06:01.000]  各位
[00:06:01.000 --> 00:06:02.000]  一大早的時候
[00:06:02.000 --> 00:06:03.000]  給大家一個想像
[00:06:03.000 --> 00:06:05.000]  想像你現在是一個足球員
[00:06:05.000 --> 00:06:07.000]  厲害的那種
[00:06:07.000 --> 00:06:10.000]  所以你入選了國家隊
[00:06:10.000 --> 00:06:11.000]  厲害
[00:06:11.000 --> 00:06:13.000]  現在這個時候
[00:06:13.000 --> 00:06:16.000]  你入選了國家隊的時候
[00:06:16.000 --> 00:06:18.000]  你打世界盃初賽
[00:06:18.000 --> 00:06:19.000]  厲害
[00:06:19.000 --> 00:06:20.000]  第一場
[00:06:20.000 --> 00:06:22.000]  你一上場的時候
[00:06:22.000 --> 00:06:24.000]  知道有個隊長
[00:06:24.000 --> 00:06:25.000]  他打前鋒的
[00:06:25.000 --> 00:06:26.000]  昨天說過
[00:06:26.000 --> 00:06:27.000]  他叫馮前鋒
[00:06:27.000 --> 00:06:29.000]  他打前鋒
[00:06:29.000 --> 00:06:30.000]  你不認識他
[00:06:30.000 --> 00:06:31.000]  不過他好像很厲害
[00:06:31.000 --> 00:06:32.000]  一碰到球
[00:06:32.000 --> 00:06:34.000]  一開場
[00:06:34.000 --> 00:06:35.000]  一踢
[00:06:35.000 --> 00:06:36.000]  入了
[00:06:36.000 --> 00:06:37.000]  一秒又不過
[00:06:37.000 --> 00:06:40.000]  馮前鋒一秒又過
[00:06:40.000 --> 00:06:41.000]  一秒又過
[00:06:41.000 --> 00:06:43.000]  誰知道一場球賽打90分鐘的時候
[00:06:43.000 --> 00:06:44.000]  你未碰到球
[00:06:44.000 --> 00:06:45.000]  走開的時候
[00:06:45.000 --> 00:06:46.000]  一秒又不過
[00:06:46.000 --> 00:06:47.000]  90分鐘
[00:06:47.000 --> 00:06:49.000]  即是5400比0
[00:06:49.000 --> 00:06:51.000]  完場的時候
[00:06:51.000 --> 00:06:53.000]  整個場的氣氛會怎樣呢
[00:06:53.000 --> 00:06:54.000]  球神
[00:06:54.000 --> 00:06:55.000]  厲害
[00:06:55.000 --> 00:06:56.000]  球王
[00:06:56.000 --> 00:06:59.000]  足球之神都在我這個國家
[00:06:59.000 --> 00:07:00.000]  正啊
[00:07:00.000 --> 00:07:01.000]  帶領我們國家隊
[00:07:01.000 --> 00:07:02.000]  衝去世界盃
[00:07:02.000 --> 00:07:03.000]  拿硬世界盃
[00:07:03.000 --> 00:07:05.000]  就算有宇宙盃
[00:07:05.000 --> 00:07:07.000]  打外星人都不怕
[00:07:07.000 --> 00:07:09.000]  國家隊有希望
[00:07:09.000 --> 00:07:11.000]  大概現場的氣氛就是這樣
[00:07:11.000 --> 00:07:12.000]  不過記住
[00:07:12.000 --> 00:07:13.000]  剛才你是誰
[00:07:13.000 --> 00:07:15.000]  你是足球員
[00:07:15.000 --> 00:07:17.000]  你都有份下場踢
[00:07:17.000 --> 00:07:18.000]  問題就是
[00:07:18.000 --> 00:07:20.000]  你見到有個這樣的隊友
[00:07:20.000 --> 00:07:24.000]  你會不會陶醉在勝利的場面裏
[00:07:24.000 --> 00:07:26.000]  當然會
[00:07:26.000 --> 00:07:27.000]  心想踢都不用踢
[00:07:27.000 --> 00:07:28.000]  碰都不用碰
[00:07:28.000 --> 00:07:30.000]  拍到好碼頭
[00:07:30.000 --> 00:07:32.000]  他一定會帶領我們
[00:07:32.000 --> 00:07:33.000]  你都差不多想到
[00:07:33.000 --> 00:07:35.000]  我捧起大力神杯
[00:07:35.000 --> 00:07:39.000]  然後圍著群眾慶祝的時候
[00:07:39.000 --> 00:07:41.000]  大概都是這樣的想法
[00:07:41.000 --> 00:07:44.000]  回到五餅二魚的現場
[00:07:44.000 --> 00:07:47.000]  現況的確是這樣的
[00:07:47.000 --> 00:07:49.000]  《有限福音》裏面記載
[00:07:49.000 --> 00:07:51.000]  五餅二魚事件的時候
[00:07:51.000 --> 00:07:54.000]  都道出了這班眾人的心聲
[00:07:54.000 --> 00:07:57.000]  原來眾人就要來強迫他做王
[00:07:57.000 --> 00:08:00.000]  原來吃飽了的群眾
[00:08:00.000 --> 00:08:03.000]  很想耶穌做他們的王
[00:08:03.000 --> 00:08:05.000]  而我就問
[00:08:05.000 --> 00:08:08.000]  為什麼門徒不想上船
[00:08:08.000 --> 00:08:09.000]  你想想
[00:08:09.000 --> 00:08:12.000]  有份去傳這些餅和魚的門徒
[00:08:12.000 --> 00:08:13.000]  也會這樣想
[00:08:13.000 --> 00:08:14.000]  跟著一個好大哥
[00:08:14.000 --> 00:08:15.000]  這次發達了
[00:08:15.000 --> 00:08:17.000]  榮耀滾滾來
[00:08:17.000 --> 00:08:18.000]  正在來
[00:08:18.000 --> 00:08:20.000]  所以這一刻
[00:08:20.000 --> 00:08:22.000]  門徒不想上船
[00:08:22.000 --> 00:08:25.000]  但是耶穌催促他們上船
[00:08:25.000 --> 00:08:28.000]  迫這班門徒離開人群的擁戴
[00:08:28.000 --> 00:08:31.000]  進入一個未知的旅程
[00:08:31.000 --> 00:08:32.000]  當然
[00:08:32.000 --> 00:08:33.000]  說未知
[00:08:33.000 --> 00:08:34.000]  但是耶穌知不知道
[00:08:34.000 --> 00:08:36.000]  風浪正在等著這班門徒呢
[00:08:36.000 --> 00:08:37.000]  知道的
[00:08:37.000 --> 00:08:39.000]  不過耶穌仍然要他們走這一程
[00:08:39.000 --> 00:08:42.000]  而且這一次耶穌沒有刻意同行
[00:08:42.000 --> 00:08:43.000]  因為經文裏說
[00:08:43.000 --> 00:08:45.000]  耶穌獨自上山去禱告
[00:08:45.000 --> 00:08:47.000]  剩下祂一個人在山上
[00:08:47.000 --> 00:08:49.000]  就是說船上只有門徒
[00:08:49.000 --> 00:08:52.000]  耶穌這一次沒有刻意去同行
[00:08:52.000 --> 00:08:55.000]  讓門徒親身去經歷這件事
[00:08:55.000 --> 00:08:57.000]  耶穌沒有去上船
[00:08:57.000 --> 00:09:00.000]  可能是因為祂本身需要獨處的空間
[00:09:00.000 --> 00:09:02.000]  但是我們同時知道
[00:09:02.000 --> 00:09:04.000]  祂刻意製造這個場景
[00:09:04.000 --> 00:09:06.000]  讓門徒上一課
[00:09:06.000 --> 00:09:09.000]  這一課是要讓門徒知道
[00:09:09.000 --> 00:09:11.000]  其實跟耶穌是甚麼
[00:09:11.000 --> 00:09:13.000]  耶穌來到地上
[00:09:13.000 --> 00:09:16.000]  不是要被推舉為地上的王
[00:09:16.000 --> 00:09:18.000]  而是要預備為人去死
[00:09:18.000 --> 00:09:20.000]  同樣跟隨耶穌的人
[00:09:20.000 --> 00:09:22.000]  在地上不是沾耶穌的光
[00:09:22.000 --> 00:09:23.000]  而去響榮耀
[00:09:23.000 --> 00:09:25.000]  不是來享福
[00:09:25.000 --> 00:09:27.000]  而是來面對挑戰和困難
[00:09:27.000 --> 00:09:29.000]  是這一趟旅程的功課
[00:09:29.000 --> 00:09:31.000]  這個挑戰是甚麼呢?
[00:09:31.000 --> 00:09:32.000]  這個困難是甚麼呢?
