
[00:00:00.000 --> 00:00:07.940]  敬拜隊帶我們一起透過詩歌回到神裡面敬拜祂
[00:00:07.940 --> 00:00:10.480]  有時候透過詩歌我們都能夠知道
[00:00:10.480 --> 00:00:13.840]  其實我們生活到茫茫碌碌的時候
[00:00:13.840 --> 00:00:17.640]  有時候會很容易忘記了上帝是一個怎樣的上帝
[00:00:17.640 --> 00:00:21.060]  就靜靜透過詩歌我們能夠回到神的裡面
[00:00:21.060 --> 00:00:25.040]  我們去知道我們相信的上帝其實是一個怎樣的神
[00:00:25.040 --> 00:00:32.080]  今天我想跟大家分享一個題目叫做神在場掌管的證明
[00:00:32.080 --> 00:00:36.160]  在進入經文之前我想先去問大家一個問題
[00:00:36.160 --> 00:00:39.520]  我不知道你認不認同以下的一句話
[00:00:39.520 --> 00:00:45.040]  基督徒是一群要展現神同在的群體
[00:00:45.040 --> 00:00:47.520]  好
[00:00:47.520 --> 00:00:54.880]  無論是講神同在或神掌管
[00:00:54.880 --> 00:00:58.320]  我想都是這幾年我們經常會講的題目
[00:00:58.320 --> 00:01:03.440]  特別這幾年經歷著不同環境的轉變
[00:01:03.440 --> 00:01:04.800]  或者很多不同的衝擊
[00:01:04.800 --> 00:01:07.920]  很多時候我們透過講道不同的範疇
[00:01:07.920 --> 00:01:10.400]  這些主題都成為我們的提醒
[00:01:10.400 --> 00:01:14.480]  不過正如我們生活上面會面對很多困難和挑戰
[00:01:14.480 --> 00:01:17.440]  有時候我們回到生活的場景裡面
[00:01:17.440 --> 00:01:19.840]  我們面對著很多不同的挑戰
[00:01:19.840 --> 00:01:21.280]  在這些困難裡面
[00:01:21.280 --> 00:01:24.480]  可能一方面我們回到敬拜的時候會唱詩歌
[00:01:24.480 --> 00:01:26.080]  剛才唱神是同在的
[00:01:26.080 --> 00:01:27.520]  在那些困難裡面同在
[00:01:27.520 --> 00:01:30.400]  但當我們回到生活的場景裡面的時候
[00:01:30.400 --> 00:01:32.080]  往往面對那些挑戰
[00:01:32.080 --> 00:01:34.240]  我們第一個時間都會問的是
[00:01:34.240 --> 00:01:36.480]  神啊你在哪裡
[00:01:36.480 --> 00:01:39.360]  神啊為什麼你不去拯救我
[00:01:39.360 --> 00:01:43.920]  為什麼這一刻我彷彿只能靠我自己
[00:01:43.920 --> 00:01:47.440]  好像往往口裡說yes
[00:01:47.440 --> 00:01:50.000]  但身體卻很誠實
[00:01:50.000 --> 00:01:54.320]  今天很想藉著我們一起看彈耳莉的經歷
[00:01:54.320 --> 00:01:57.520]  希望她的經歷都同樣成為我們的提醒
[00:01:57.520 --> 00:02:00.240]  如果大家有記得上個月講的經文
[00:02:00.240 --> 00:02:02.560]  那次應該是打風的時候講的
[00:02:02.560 --> 00:02:05.040]  講彈耳莉的處境
[00:02:05.040 --> 00:02:07.040]  彈耳莉當時在一個什麼處境
[00:02:07.040 --> 00:02:09.840]  她正正是在經歷一個國破家亡的處境
[00:02:09.840 --> 00:02:13.360]  彈耳莉成為了一個巴比倫的俘虜
[00:02:13.360 --> 00:02:15.760]  而巴比倫王尼布格尼薩王
[00:02:15.760 --> 00:02:18.160]  希望這一群被俘虜的人
[00:02:18.160 --> 00:02:20.320]  是一群有潛質的年輕人
[00:02:20.320 --> 00:02:22.720]  希望用一些同化的政策
[00:02:22.720 --> 00:02:26.960]  希望他們在當中受訓三年之後可以再為巴比倫效力
[00:02:26.960 --> 00:02:31.040]  而上一章彈耳莉面對著巴比倫文化的衝擊的時候
[00:02:31.040 --> 00:02:34.880]  她仍然有勇氣繼續堅持她的信仰
[00:02:34.880 --> 00:02:38.480]  今天很想承接上個月講的第一章
[00:02:38.480 --> 00:02:40.240]  今天我們看第二章的處境
[00:02:40.240 --> 00:02:43.440]  我們看看彈耳莉面對著生命上的挑戰的時候
[00:02:43.440 --> 00:02:47.120]  她如何繼續用她的生命去影響身邊的人
[00:02:47.120 --> 00:02:49.200]  我們先讀一讀今天的經文
[00:02:49.200 --> 00:02:50.720]  今天的經文比較長
[00:02:50.720 --> 00:02:52.720]  我們會分開讀
[00:02:52.720 --> 00:02:55.040]  我們先看一到二十三節
[00:02:55.040 --> 00:02:59.120]  我想先請弟兄一起幫我讀第一到十一節
[00:02:59.120 --> 00:03:02.240]  然後姐妹讀第十二到第二十三節
[00:03:02.240 --> 00:03:04.720]  很想先請弟兄準備起
[00:03:04.720 --> 00:03:08.080]  尼布格尼薩王在位第二年
[00:03:08.080 --> 00:03:10.960]  他做了一種女神亂
[00:03:10.960 --> 00:03:12.960]  不能睡覺
[00:03:12.960 --> 00:03:14.960]  王對每人講述事
[00:03:14.960 --> 00:03:16.960]  王的力量
[00:03:16.960 --> 00:03:18.960]  王的力量
[00:03:18.960 --> 00:03:22.480]  召來要他們將王的夢告訴王
[00:03:22.480 --> 00:03:26.720]  他們就在王對他說
[00:03:26.720 --> 00:03:28.320]  我做了一個夢
[00:03:28.320 --> 00:03:29.680]  心裡煩亂
[00:03:29.680 --> 00:03:32.000]  要知道這是什麼夢
[00:03:32.000 --> 00:03:35.760]  加拿大人用王的語對王說
[00:03:35.760 --> 00:03:37.280]  願王萬歲
[00:03:37.280 --> 00:03:39.680]  請將那夢告訴僕人
[00:03:39.680 --> 00:03:41.680]  僕人就可以講解
[00:03:41.680 --> 00:03:45.200]  王回答加拿大人說
[00:03:45.200 --> 00:03:47.200]  夢外已經忘念
[00:03:47.200 --> 00:03:51.120]  你們若不將夢王夢的講解告訴我
[00:03:51.120 --> 00:03:53.120]  就必被歷次
[00:03:53.120 --> 00:03:56.240]  你們的房屋必成為墳堆
[00:03:56.240 --> 00:03:59.760]  你若將夢王夢的講解告訴我
[00:03:59.760 --> 00:04:01.760]  就必被歷次
[00:04:01.760 --> 00:04:09.200]  你們若不將夢王夢的講解告訴我
[00:04:09.200 --> 00:04:11.840]  他們第二次對王說
[00:04:11.840 --> 00:04:14.320]  請王將夢告訴僕人
