
[00:00:00.000 --> 00:00:04.000]  今日我的講題就是《愛的真諦》
[00:00:04.000 --> 00:00:07.000]  在臨前十三章
[00:00:07.000 --> 00:00:14.000]  作為你們返回教會很久的信徒
[00:00:14.000 --> 00:00:19.000]  我相信大家聽過一首動聽和有意思的詩歌
[00:00:19.000 --> 00:00:23.000]  今日我的兒子叫我不要唱
[00:00:23.000 --> 00:00:25.000]  因為他說唱完之後
[00:00:25.000 --> 00:00:28.000]  當你閉上眼唱得很認真的時候
[00:00:28.000 --> 00:00:30.000]  大家就會離開
[00:00:30.000 --> 00:00:32.000]  但我仍然很有勇氣
[00:00:32.000 --> 00:00:36.000]  很想和大家分享這首詩歌
[00:00:36.000 --> 00:00:39.000]  就是《愛的真諦》
[00:00:39.000 --> 00:00:41.000]  它是這樣說的
[00:00:41.000 --> 00:00:46.000]  人間最偉大 原是愛
[00:00:46.000 --> 00:00:50.000]  自古到永遠 不會變改
[00:00:50.000 --> 00:00:55.000]  若愛充滿地球 俱走恨愁
[00:00:55.000 --> 00:00:59.000]  人人用愛心 無爭鬥
[00:00:59.000 --> 00:01:04.000]  能愛必須要忘之我
[00:01:04.000 --> 00:01:08.000]  為他我犧牲 分擔痛楚
[00:01:08.000 --> 00:01:13.000]  若愛驅走夕陽 增添溫暖
[00:01:13.000 --> 00:01:16.000]  婆鏡用愛復原
[00:01:16.000 --> 00:01:18.000]  然後又有愛心
[00:01:18.000 --> 00:01:19.000]  不知道怎樣
[00:01:19.000 --> 00:01:22.000]  這個歌詞展現在我們面前
[00:01:22.000 --> 00:01:25.000]  我相信每一個信徒
[00:01:25.000 --> 00:01:29.000]  都是夢寐以求的追求的理想
[00:01:29.000 --> 00:01:31.000]  雖然我沒有天籟的歌聲
[00:01:31.000 --> 00:01:35.000]  但這個歌詞仍然提醒我們
[00:01:35.000 --> 00:01:37.000]  回到教會這麼多年
[00:01:37.000 --> 00:01:41.000]  會不會是我們一種樂壇神曲的感覺呢
[00:01:41.000 --> 00:01:46.000]  是否很理想 但好像不太道地呢
[00:01:46.000 --> 00:01:51.000]  雖然我相信這未必是我們恩福堂的警方
[00:01:51.000 --> 00:01:53.000]  但如果放眼教會
[00:01:53.000 --> 00:01:55.000]  香港的教會 華人教會
[00:01:55.000 --> 00:01:59.000]  你會發現 普遍相當這些情況都會發生
[00:01:59.000 --> 00:02:01.000]  不少人心目中都會覺得
[00:02:01.000 --> 00:02:04.000]  理想的教會應該是怎樣
[00:02:04.000 --> 00:02:06.000]  高舉愛的地方
[00:02:06.000 --> 00:02:11.000]  但偏偏有很多人在當中感覺不到愛
[00:02:11.000 --> 00:02:15.000]  甚至嚴重的心靈都會受到創傷
[00:02:15.000 --> 00:02:20.000]  甚至嚴重的會陣亡
[00:02:20.000 --> 00:02:25.000]  聽完這個情況好像很唏噓
[00:02:25.000 --> 00:02:28.000]  本應傳揚愛的地方
[00:02:28.000 --> 00:02:34.000]  但在別人眼中好像是一個傷心地
[00:02:34.000 --> 00:02:36.000]  我們是否沒有愛的行為呢
[00:02:36.000 --> 00:02:38.000]  我們是否沒有愛的對象呢
[00:02:38.000 --> 00:02:43.000]  還是我們不明白愛的真正意義呢
[00:02:43.000 --> 00:02:46.000]  以致我們即使有愛的行為
[00:02:46.000 --> 00:02:48.000]  有愛的對象
[00:02:48.000 --> 00:02:52.000]  但最後是否不能夠活出愛呢
[00:02:52.000 --> 00:02:54.000]  我想透過今天 臨前十三
[00:02:54.000 --> 00:02:56.000]  跟大家分享愛的真諦
[00:02:56.000 --> 00:02:58.000]  當你聽完這堂課的時候
[00:02:58.000 --> 00:03:00.000]  你問問你自己
[00:03:00.000 --> 00:03:03.000]  你知不知道甚麼是愛呢
[00:03:03.000 --> 00:03:06.000]  第一點我想跟大家分享的就是
[00:03:06.000 --> 00:03:08.000]  愛的行為 卻沒有愛
[00:03:08.000 --> 00:03:11.000]  我們一起讀一下經文 預備起
[00:03:11.000 --> 00:03:14.000]  我若能說人間的謊言
[00:03:14.000 --> 00:03:17.000]  甚至天使的語言
[00:03:17.000 --> 00:03:18.000]  卻沒有愛
[00:03:18.000 --> 00:03:22.000]  我就成為明的羅 響的笏一般
[00:03:22.000 --> 00:03:25.000]  我若有先知講道的能力
[00:03:25.000 --> 00:03:28.000]  也明白各樣的奧秘
[00:03:28.000 --> 00:03:29.000]  各樣的知識
[00:03:29.000 --> 00:03:32.000]  而且有齊備的信心
[00:03:32.000 --> 00:03:34.000]  能使我能夠而生
[00:03:34.000 --> 00:03:35.000]  卻沒有愛
[00:03:35.000 --> 00:03:38.000]  我就算不了甚麼
[00:03:38.000 --> 00:03:41.000]  我若將所有的財產周濟窮人
[00:03:41.000 --> 00:03:45.000]  又犧牲自己的身體讓人誇讚
[00:03:45.000 --> 00:03:48.000]  卻沒有愛 仍然與我無益
[00:03:48.000 --> 00:03:52.000]  這裡說到 首先我們需要知道
[00:03:52.000 --> 00:03:55.000]  哥倫多前書的保羅
[00:03:55.000 --> 00:03:58.000]  寫給哥倫多教會的其中一封信
[00:03:58.000 --> 00:04:01.000]  雖然哥倫多教會的信徒
[00:04:01.000 --> 00:04:04.000]  在主的裏面是怎樣 大家知不知道
[00:04:04.000 --> 00:04:10.000]  凡事富足 口才和知識都怎樣
[00:04:10.000 --> 00:04:12.000]  很全備的
[00:04:12.000 --> 00:04:18.000]  在恩賜上 沒一件事不及人
[00:04:18.000 --> 00:04:21.000]  他們那群人是甚麼
[00:04:21.000 --> 00:04:24.000]  很聰明 很好
[00:04:24.000 --> 00:04:29.000]  可惜聰明就反被聰明
[00:04:29.000 --> 00:04:36.000]  他們的恩賜卻是自高自大
[00:04:36.000 --> 00:04:38.000]  目空一切 像看不到東西一樣
[00:04:38.000 --> 00:04:41.000]  於是保羅就透過恩賜的討論
[00:04:41.000 --> 00:04:45.000]  在林前十二的討論中
[00:04:45.000 --> 00:04:48.000]  把最妙的道告訴他們
[00:04:48.000 --> 00:04:55.000]  就是今天林前十三的愛
[00:04:55.000 --> 00:05:01.000]  我們知道 信徒的恩賜是天父和主耶穌
[00:05:01.000 --> 00:05:05.000]  透過聖靈賜給他們
[00:05:05.000 --> 00:05:08.000]  聖經也說 為了成全聖徒
[00:05:08.000 --> 00:05:11.000]  各盡其職 建立基督的身體
[00:05:11.000 --> 00:05:13.000]  在愛中建立自己
[00:05:13.000 --> 00:05:16.000]  但如果使用恩賜的過程中
[00:05:16.000 --> 00:05:18.000]  沒有了愛 那個恩賜
[00:05:18.000 --> 00:05:22.000]  還是不是原本的恩賜呢
[00:05:22.000 --> 00:05:24.000]  於是保羅就透過三個「我若」
[00:05:24.000 --> 00:05:28.000]  在假設的情況下 舉例說明
[00:05:28.000 --> 00:05:31.000]  第一個「我若」就說到
[00:05:31.000 --> 00:05:38.000]  方言 能夠說出方言 但沒有愛
[00:05:38.000 --> 00:05:43.000]  就像明的羅 響的拔一般
[00:05:43.000 --> 00:05:48.000]  所以我們知道 方言是哥林多教會信徒
[00:05:48.000 --> 00:05:52.000]  推崇至高的恩賜
[00:05:52.000 --> 00:05:55.000]  不過保羅就透過指出
[00:05:55.000 --> 00:06:00.000]  就算聖靈感動你說方言
[00:06:00.000 --> 00:06:03.000]  超越一切人間天使的話
[00:06:03.000 --> 00:06:07.000]  但沒有愛 卻沒有愛
[00:06:07.000 --> 00:06:11.000]  就像淪為明的羅 響的拔一般
[00:06:11.000 --> 00:06:19.000]  其實是單調沙啞 嘈 只有嘈字
[00:06:19.000 --> 00:06:21.000]  大家有沒有過年聽過
[00:06:21.000 --> 00:06:26.000]  走在街上或經過舞獅
[00:06:26.000 --> 00:06:28.000]  有聽過舞獅嗎
[00:06:28.000 --> 00:06:34.000]  如果舞獅的表演只有嘈 但沒有鼓
[00:06:34.000 --> 00:06:38.000]  你就會看不到舞獅的躍動
[00:06:38.000 --> 00:06:41.000]  就沒有了神韻和節奏
[00:06:41.000 --> 00:06:45.000]  同樣道理 沒愛的恩賜
[00:06:45.000 --> 00:06:50.000]  只會令你失去靈魂
[00:06:50.000 --> 00:06:53.000]  淪為一種工具
[00:06:53.000 --> 00:06:56.000]  當然除了說方言
[00:06:56.000 --> 00:06:58.000]  其他恩賜同樣一樣
[00:06:58.000 --> 00:07:00.000]  所以保羅第二個偶像
[00:07:00.000 --> 00:07:07.000]  引述了林前十二章提及的職訓恩賜
[00:07:07.000 --> 00:07:09.000]  並且指出信徒
[00:07:09.000 --> 00:07:13.000]  這是一切難能可貴的恩賜
[00:07:13.000 --> 00:07:16.000]  不過沒有愛就算不得什麼
[00:07:16.000 --> 00:07:21.000]  算不得什麼的原文是沒有任何價值
[00:07:21.000 --> 00:07:24.000]  粗俗一點說 沒任何價值
[00:07:24.000 --> 00:07:26.000]  什麼意思呢
[00:07:26.000 --> 00:07:28.000]  你煮過飯 扔過東西
[00:07:28.000 --> 00:07:31.000]  那些你拿出街
[00:07:31.000 --> 00:07:33.000]  那些叫什麼
[00:07:33.000 --> 00:07:35.000]  大家也知道
[00:07:35.000 --> 00:07:38.000]  沒用的東西扔出去
[00:07:38.000 --> 00:07:41.000]  可能我們對聖靈所賜的恩賜
[00:07:41.000 --> 00:07:43.000]  是一些像垃圾的東西
[00:07:43.000 --> 00:07:45.000]  很匪夷所思
[00:07:45.000 --> 00:07:48.000]  不過主耶穌在登山補訓那裡
[00:07:48.000 --> 00:07:52.000]  教導過門徒 教導過信徒
[00:07:52.000 --> 00:07:55.000]  當那天必有很多人說
[00:07:55.000 --> 00:07:58.000]  主啊主啊 我不是奉祢的名傳道
[00:07:58.000 --> 00:08:00.000]  奉祢的名趕鬼
[00:08:00.000 --> 00:08:03.000]  奉祢的名行歧視 行異能嗎
[00:08:03.000 --> 00:08:05.000]  耶穌就跟他們說
[00:08:05.000 --> 00:08:09.000]  我明明告訴他們 告訴門徒
[00:08:09.000 --> 00:08:11.000]  他們就說了
[00:08:11.000 --> 00:08:13.000]  我從來都不認識你們
[00:08:13.000 --> 00:08:16.000]  你們那些作惡的人離開我吧
[00:08:16.000 --> 00:08:19.000]  教導門徒千萬不要這樣
[00:08:19.000 --> 00:08:24.000]  叫主啊主啊 其實他們是否認識神呢
[00:08:24.000 --> 00:08:30.000]  保羅也怕那些人不明白
[00:08:30.000 --> 00:08:33.000]  再一次掛一萬鈎
[00:08:33.000 --> 00:08:36.000]  再一次提醒最後一個我約
[00:08:36.000 --> 00:08:41.000]  來指出哪怕是最有愛心的行為
[00:08:41.000 --> 00:08:43.000]  不論是收濟窮人
[00:08:43.000 --> 00:08:45.000]  又或者是撇下一切
[00:08:45.000 --> 00:08:49.000]  又或者是捨己焚燒自己
[00:08:49.000 --> 00:08:50.000]  即是犧牲
[00:08:50.000 --> 00:08:55.000]  但倘若無愛 都是與我無益
[00:08:55.000 --> 00:08:59.000]  最後第三個我約提醒信徒
[00:08:59.000 --> 00:09:02.000]  因此只是外顯
[00:09:02.000 --> 00:09:05.000]  知不知道什麼叫外顯
[00:09:05.000 --> 00:09:07.000]  即是只有一個殼
[00:09:07.000 --> 00:09:10.000]  愛心才是最重要的心態
[00:09:10.000 --> 00:09:12.000]  大家想想 有些信徒
[00:09:12.000 --> 00:09:16.000]  你認識他 你知道他滿有愛心
[00:09:16.000 --> 00:09:18.000]  但他沒有外顯的行為
[00:09:18.000 --> 00:09:19.000]  什麼叫外顯的行為
[00:09:19.000 --> 00:09:21.000]  就是那種恩慈
[00:09:21.000 --> 00:09:23.000]  即是他不是很聰明
[00:09:23.000 --> 00:09:26.000]  但你會感覺到其實他很有愛
[00:09:26.000 --> 00:09:28.000]  很深藏不露
[00:09:28.000 --> 00:09:30.000]  即是很有深度
[00:09:30.000 --> 00:09:32.000]  相反有些信徒
[00:09:32.000 --> 00:09:34.000]  你見到他很聰明
[00:09:34.000 --> 00:09:36.000]  即是很厲害 什麼都懂
[00:09:36.000 --> 00:09:38.000]  表現得很出色
[00:09:38.000 --> 00:09:40.000]  但到頭來你會感覺到
[00:09:40.000 --> 00:09:42.000]  如果他沒有愛在裏面
[00:09:42.000 --> 00:09:44.000]  只是虛有其表
[00:09:44.000 --> 00:09:48.000]  就好像一個假冒為善的人
[00:09:48.000 --> 00:09:51.000]  所以這樣看來
[00:09:51.000 --> 00:09:57.000]  恩慈可以看來不是很重要
[00:09:57.000 --> 00:10:01.000]  但反而愛是你
[00:10:01.000 --> 00:10:02.000]  應該怎樣說
[00:10:02.000 --> 00:10:04.000]  恩慈其實可以是外顯的
[00:10:04.000 --> 00:10:05.000]  你看得到的
[00:10:05.000 --> 00:10:09.000]  但愛你是肉眼看得到
[00:10:09.000 --> 00:10:13.000]  但你是知道誰是有愛心
[00:10:13.000 --> 00:10:14.000]  你問一問自己
[00:10:14.000 --> 00:10:17.000]  無論他做
[00:10:17.000 --> 00:10:19.000]  有些人做多宏大的事
[00:10:19.000 --> 00:10:22.000]  你感覺不到他有愛心
[00:10:22.000 --> 00:10:24.000]  你就覺得他假
[00:10:24.000 --> 00:10:29.000]  所以我們都盼望
[00:10:29.000 --> 00:10:32.000]  我們都不要只得個殼
[00:10:32.000 --> 00:10:34.000]  沒有恩慈的愛心
[00:10:34.000 --> 00:10:38.000]  是讓人感到有深度的
[00:10:38.000 --> 00:10:41.000]  但沒有愛心的恩慈
[00:10:41.000 --> 00:10:45.000]  就只剩下膚淺的信仰
[00:10:45.000 --> 00:10:47.000]  就好像武功心法
[00:10:47.000 --> 00:10:49.000]  大家有沒有學過武功
[00:10:49.000 --> 00:10:51.000]  其實很喜歡移民
[00:10:51.000 --> 00:10:53.000]  經常追 經常看
[00:10:53.000 --> 00:10:55.000]  原來練武功
[00:10:55.000 --> 00:10:57.000]  其實練拳不練功
[00:10:57.000 --> 00:10:59.000]  到頭來就一場空
[00:10:59.000 --> 00:11:01.000]  什麼意思呢
[00:11:01.000 --> 00:11:04.000]  其實我們練功就要練武功心法
[00:11:04.000 --> 00:11:08.000]  如果你的心法 武功心法不正確
