
[00:00:00.000 --> 00:00:05.320]  再次來到北區堂跟大家一起分享神的話
[00:00:05.320 --> 00:00:11.140]  剛剛才過了農曆新年很短的時間
[00:00:11.140 --> 00:00:13.140]  只有兩個多星期
[00:00:13.140 --> 00:00:17.120]  不知道大家在座當中有沒有一些弟兄姊妹
[00:00:17.120 --> 00:00:20.440]  還沒有到你的親友裡面去拜年
[00:00:20.440 --> 00:00:21.200]  有沒有呢?
[00:00:21.200 --> 00:00:24.720]  大家都去了嗎?
[00:00:26.720 --> 00:00:30.760]  其實在每逢農曆新年的時候
[00:00:30.760 --> 00:00:34.200]  大家都是會互相祝福
[00:00:34.200 --> 00:00:37.240]  很想在新的一年開始的時候
[00:00:37.240 --> 00:00:40.840]  都將一些福氣送給我們身邊的人
[00:00:40.840 --> 00:00:44.920]  今天同樣我也很想藉著詩篇第一篇
[00:00:44.920 --> 00:00:48.120]  將真正的福氣送給大家
[00:00:48.120 --> 00:00:50.120]  我們一起去祈禱吧
[00:00:50.120 --> 00:00:54.960]  七夕天賦我們再一次去感謝你
[00:00:55.800 --> 00:01:00.480]  感謝你讓我們弟兄姊妹在主日裡面
[00:01:00.480 --> 00:01:02.480]  能夠來到你的面前
[00:01:02.480 --> 00:01:04.000]  我們去敬拜
[00:01:04.000 --> 00:01:06.280]  我們可以一起去聽你的說話
[00:01:06.280 --> 00:01:09.240]  願意透過神里自己的話語
[00:01:09.240 --> 00:01:12.240]  真的去甦醒我們
[00:01:12.240 --> 00:01:14.600]  願意神里藉著你的話語
[00:01:14.600 --> 00:01:17.840]  將你的真正的福氣帶給我們
[00:01:17.840 --> 00:01:22.720]  讓我們知道什麼叫做真正為之有福的人
[00:01:23.200 --> 00:01:27.480]  我也願意將我們今天去聽你話語的時間
[00:01:27.480 --> 00:01:29.160]  去恭敬的交賞
[00:01:29.160 --> 00:01:31.400]  求神里自己的靈在我們當中
[00:01:31.400 --> 00:01:33.160]  與我們個人的同在
[00:01:33.160 --> 00:01:35.920]  我們這樣的同心、祈禱、交託
[00:01:35.920 --> 00:01:37.960]  奉耶穌基督的名字
[00:01:37.960 --> 00:01:38.720]  阿們
[00:01:38.720 --> 00:01:44.360]  我們很想先去讀詩篇
[00:01:44.360 --> 00:01:50.400]  讀詩篇第一篇的一到第六節
[00:01:50.400 --> 00:01:52.880]  我們一起去讀吧
[00:01:54.000 --> 00:01:56.400]  「不從惡人的計謀
[00:01:56.400 --> 00:01:58.880]  不斬罪人的道路
[00:01:58.880 --> 00:02:01.680]  不作洩漫人的作為
[00:02:01.680 --> 00:02:04.400]  為喜愛耶和華的律法
[00:02:04.400 --> 00:02:07.040]  晝夜思想他的律法
[00:02:07.040 --> 00:02:09.200]  這人便為有福
[00:02:09.200 --> 00:02:13.720]  他要像一棵樹栽在溪水旁
[00:02:13.720 --> 00:02:16.000]  按時候結果指
[00:02:16.000 --> 00:02:18.200]  葉子也不枯乾
[00:02:18.200 --> 00:02:21.680]  凡他所做的盡都順利
[00:02:21.680 --> 00:02:24.160]  惡人並不是這樣
[00:02:24.160 --> 00:02:27.680]  卻像慷飛被風吹散
[00:02:27.680 --> 00:02:30.600]  因此當審判的時候
[00:02:30.600 --> 00:02:33.080]  惡人必站立不住
[00:02:33.080 --> 00:02:37.600]  罪人在義人的會眾中也是如此
[00:02:37.600 --> 00:02:39.960]  因為耶和華的道
[00:02:39.960 --> 00:02:41.400]  義人的路
[00:02:41.400 --> 00:02:44.480]  惡人的路卻必滅亡」
[00:02:44.480 --> 00:02:46.840]  很想問問大家
[00:02:46.840 --> 00:02:50.160]  知不知道詩篇一共有多少篇?
[00:02:51.240 --> 00:02:52.240]  很厲害
[00:02:52.240 --> 00:02:54.680]  是有150篇
[00:02:54.680 --> 00:02:57.840]  你知不知道詩篇可以分為多少卷?
[00:02:57.840 --> 00:02:59.240]  五卷
[00:02:59.240 --> 00:03:00.120]  很厲害
[00:03:00.120 --> 00:03:01.120]  Justine
[00:03:01.120 --> 00:03:04.720]  其實詩篇的第一篇
[00:03:04.720 --> 00:03:09.160]  是整卷詩篇的一句引言
[00:03:09.160 --> 00:03:11.640]  它很常向人展示
[00:03:11.640 --> 00:03:15.760]  有兩種相對的道路和人生
[00:03:15.760 --> 00:03:19.880]  詩篇第一篇開始的時候
[00:03:19.880 --> 00:03:21.800]  講到有關「有福」
[00:03:21.800 --> 00:03:24.280]  「有福」你會看到
[00:03:24.280 --> 00:03:35.880]  它是放在第二節的最後一句
[00:03:35.880 --> 00:03:38.400]  但其實在原文裡
[00:03:38.400 --> 00:03:42.200]  「有福」這個字應該是放在最前面
[00:03:42.200 --> 00:03:47.240]  就好像新譯本裡的翻譯是最適切的
[00:03:47.240 --> 00:03:50.680]  「有福的人」是開始第一句
[00:03:50.680 --> 00:03:54.120]  「有福」其實可以翻譯為甚麼呢?
[00:03:54.120 --> 00:03:56.240]  翻譯為除了「有福」
[00:03:56.240 --> 00:04:00.360]  也講到「快樂」和「蒙福」的意思
[00:04:00.360 --> 00:04:03.000]  究竟在神的眼裡
[00:04:03.000 --> 00:04:05.560]  一個真正有福的人
[00:04:05.560 --> 00:04:07.240]  究竟是怎樣的呢?
[00:04:07.240 --> 00:04:09.440]  我們看第一點
[00:04:09.440 --> 00:04:13.280]  第一點是講到他要遠離罪惡
[00:04:13.280 --> 00:04:18.240]  詩人先從一個很消極的角度
[00:04:18.240 --> 00:04:21.520]  去描寫有福的人應該是怎樣的
[00:04:21.520 --> 00:04:24.880]  所以在第一節開始的時候
[00:04:24.880 --> 00:04:27.440]  他重複了有三個甚麼?
[00:04:27.440 --> 00:04:28.840]  有三個字
[00:04:28.840 --> 00:04:30.640]  就是「不」字
[00:04:30.640 --> 00:04:34.800]  就是「不從」、「不贊」和「不助」
[00:04:34.800 --> 00:04:38.600]  是逐步提升一個層次
[00:04:38.600 --> 00:04:45.840]  強調你要拒絕與惡人有一個聯繫的一個很堅定的立場
[00:04:45.840 --> 00:04:48.360]  第一個「不」字就是
[00:04:48.360 --> 00:04:50.560]  「不從惡人的計謀」
[00:04:50.560 --> 00:04:52.960]  惡人是指甚麼人呢?
[00:04:52.960 --> 00:04:57.800]  是指那些邪惡、詭詐、心術不正
[00:04:57.800 --> 00:05:00.800]  犯法和得罪神的人
[00:05:00.800 --> 00:05:02.800]  「不從惡人的計謀」
[00:05:02.800 --> 00:05:04.360]  即是在說甚麼呢?
[00:05:04.360 --> 00:05:07.800]  就是叫我們不要按著他們的建議
[00:05:07.800 --> 00:05:10.400]  跟著他們去做
[00:05:10.400 --> 00:05:12.400]  第二個「不」字就是
[00:05:12.400 --> 00:05:14.800]  「不贊罪人的道路」
[00:05:14.800 --> 00:05:16.800]  罪人是指甚麼人呢?
[00:05:16.800 --> 00:05:19.400]  就是一些作奸犯科
[00:05:19.400 --> 00:05:23.000]  違背了道德、得罪上帝的人
[00:05:23.000 --> 00:05:25.800]  而「不贊罪人的道路」
[00:05:25.800 --> 00:05:30.800]  即是不要像他們那樣行事和為人
[00:05:30.800 --> 00:05:33.200]  第三個「不」字就是
[00:05:33.200 --> 00:05:36.000]  「不要坐在奢萬人的座位」
[00:05:36.000 --> 00:05:38.000]  奢萬人是指甚麼人呢?
[00:05:38.000 --> 00:05:42.600]  就是那些很驕傲、自大、自以為是的人
[00:05:42.600 --> 00:05:46.000]  不要跟他們同流合污
[00:05:46.000 --> 00:05:48.800]  按照經文所說
[00:05:48.800 --> 00:05:52.600]  犯罪似乎有一個過程
[00:05:52.600 --> 00:05:54.600]  首先開始的時候
[00:05:54.600 --> 00:05:57.000]  會在思想方面
[00:05:57.000 --> 00:06:00.000]  繼而就是行為
[00:06:00.000 --> 00:06:04.000]  最後會跟那些人結黨
[00:06:04.000 --> 00:06:06.000]  犯罪很多時候
[00:06:06.000 --> 00:06:09.000]  都是一步一步地去做
[00:06:09.000 --> 00:06:13.000]  好像我們的始祖昔日
[00:06:13.000 --> 00:06:15.000]  蛇隱有夏娃的時候
[00:06:15.000 --> 00:06:20.000]  都是叫她去吃分辨善惡上的果子
[00:06:20.000 --> 00:06:24.000]  最初夏娃都是表達「我不想吃」
[00:06:24.000 --> 00:06:28.000]  因為神吩咐她不要吃
[00:06:28.000 --> 00:06:33.400]  也不要去摸分辨善惡樹上的果子
[00:06:33.400 --> 00:06:35.000]  免得會死
[00:06:35.000 --> 00:06:37.000]  但蛇又跟夏娃說
[00:06:37.000 --> 00:06:40.000]  「你吃了不一定會死」
[00:06:40.000 --> 00:06:43.000]  夏娃只是因為看見那棵樹
[00:06:43.000 --> 00:06:45.400]  真的很作食物
[00:06:45.400 --> 00:06:47.400]  亦是閱人的眼目
[00:06:47.400 --> 00:06:49.200]  能夠使人有智慧
[00:06:49.200 --> 00:06:53.000]  最後她都忍不住摘下來吃
[00:06:53.000 --> 00:06:55.000]  她不單是自己吃
[00:06:55.000 --> 00:06:57.400]  還要給阿當吃
[00:06:57.400 --> 00:07:03.000]  於是兩個人就進入了魔鬼的圈套裏
[00:07:03.000 --> 00:07:08.600]  其實很多時候惡人都會像蛇一樣狡猾
[00:07:08.600 --> 00:07:14.600]  他很會利用人性的弱點去誘惑人
[00:07:14.600 --> 00:07:17.600]  起初他可能會給你一些甜頭
[00:07:17.600 --> 00:07:19.600]  給你一些好處
[00:07:19.600 --> 00:07:23.600]  讓你不知不覺地跌入他們的圈套
[00:07:23.600 --> 00:07:25.600]  之後他會怎樣呢?
[00:07:25.600 --> 00:07:27.600]  他就會利用你
[00:07:27.600 --> 00:07:29.600]  或者他會捉住你的把柄
[00:07:29.600 --> 00:07:33.600]  幫他繼續去欺騙更多的人
[00:07:33.600 --> 00:07:39.600]  為何詩人在這裏要叫我們遠離這些罪惡呢?
[00:07:39.600 --> 00:07:43.600]  這些罪惡究竟是怎樣影響我們呢?
[00:07:43.600 --> 00:07:48.600]  我相信很多人都曾經做過錯事
[00:07:48.600 --> 00:07:51.600]  我相信我自己也有
[00:07:51.600 --> 00:07:54.600]  當自己做錯事的時候
[00:07:54.600 --> 00:07:57.600]  你會有甚麼感覺呢?
[00:07:57.600 --> 00:08:01.600]  心裏開始會有內疚感
[00:08:01.600 --> 00:08:03.600]  會很害怕
[00:08:03.600 --> 00:08:05.600]  會有很多不安
[00:08:05.600 --> 00:08:08.600]  甚至會有一種羞恥的心
[00:08:08.600 --> 00:08:10.600]  很想逃避
[00:08:10.600 --> 00:08:12.600]  不想見到任何的人
[00:08:12.600 --> 00:08:15.600]  其實這些都是人犯罪了
[00:08:15.600 --> 00:08:18.600]  犯罪所帶來的後果
[00:08:18.600 --> 00:08:20.600]  當人犯罪了之後
[00:08:20.600 --> 00:08:23.600]  他會被罪捆綁住我們
[00:08:23.600 --> 00:08:26.600]  令到我們很痛苦
[00:08:26.600 --> 00:08:31.600]  詩人一開始就要提醒我們
[00:08:31.600 --> 00:08:35.600]  我們千萬不要接受惡人的詭計
[00:08:35.600 --> 00:08:38.600]  不要走去罪人的道路
[00:08:38.600 --> 00:08:42.600]  不要認同那些洩漫人的心態
[00:08:42.600 --> 00:08:48.600]  但今天為何我們不能夠這麼容易離開這些罪惡呢?
[00:08:48.600 --> 00:08:54.600]  其中一個原因是我們沒有勇氣去說
[00:08:54.600 --> 00:08:58.600]  我們沒有勇氣去拒絕
[00:08:58.600 --> 00:09:03.600]  不能夠說不最大的原因是
[00:09:03.600 --> 00:09:07.600]  可能我們會很害怕被人排斥
[00:09:07.600 --> 00:09:11.600]  可能我們會因為這樣而失去一份工作
[00:09:11.600 --> 00:09:16.600]  又或者我們因為這樣而失去一個晉升的機會
[00:09:16.600 --> 00:09:20.600]  又或者我們不跟著去做的時候
[00:09:20.600 --> 00:09:26.600]  我們可能會被迫做很多豬頭骨的工作
[00:09:26.600 --> 00:09:31.600]  可能我們以後未必會有好日子過
[00:09:31.600 --> 00:09:34.600]  我曾經聽過一個見證
[00:09:34.600 --> 00:09:39.600]  有一位弟兄因為他不肯跟上司同流合污的時候
[00:09:39.600 --> 00:09:41.600]  所以每一年的新年
[00:09:41.600 --> 00:09:44.600]  凡是年初一、年初二
[00:09:44.600 --> 00:09:47.600]  通常年初一、年初二
[00:09:47.600 --> 00:09:51.600]  大家都是在開心的日子放假
[00:09:51.600 --> 00:09:55.600]  他的上司偏偏要他上班
[00:09:55.600 --> 00:10:00.600]  弟兄說不是一年、兩年
[00:10:00.600 --> 00:10:03.600]  而是有一段很長的時間
[00:10:03.600 --> 00:10:06.600]  他都不可以放初一和初二
[00:10:06.600 --> 00:10:10.600]  直至他的上司被調走之後
[00:10:10.600 --> 00:10:15.600]  有一天有一個新來的上司問所有的同事
[00:10:15.600 --> 00:10:21.600]  誰在公司從來都沒有貪污過的請舉手
[00:10:21.600 --> 00:10:25.600]  最後你覺得會有多少人會舉手呢?
[00:10:25.600 --> 00:10:29.600]  只有一個就是這位弟兄
[00:10:29.600 --> 00:10:35.600]  很感恩最後這位上司很欣賞這位弟兄
[00:10:35.600 --> 00:10:40.600]  於是委派他做了一個更高的職位
[00:10:40.600 --> 00:10:45.600]  從這位弟兄的見證讓我看到
[00:10:45.600 --> 00:10:48.600]  當他向罪說不的時候
[00:10:48.600 --> 00:10:51.600]  除了他要有勇氣之外
[00:10:51.600 --> 00:10:54.600]  他也要有一個心理的準備
[00:10:54.600 --> 00:10:56.600]  其實他是要付上代價的
[00:10:56.600 --> 00:11:00.600]  但很感恩,神是知道一切的事
[00:11:00.600 --> 00:11:04.600]  並且為這位弟兄開了一條出路
[00:11:04.600 --> 00:11:07.600]  這次的經文提醒我們對罪
[00:11:07.600 --> 00:11:10.600]  我們要和他劃清界線
[00:11:10.600 --> 00:11:13.600]  神叫我們遠離這個罪
[00:11:13.600 --> 00:11:16.600]  最主要是因為神很愛我們
[00:11:16.600 --> 00:11:20.600]  他不想我們成為罪的奴僕
[00:11:20.600 --> 00:11:23.600]  被罪去克制著我們
[00:11:23.600 --> 00:11:26.600]  既然我們已經信了耶穌的時候
[00:11:26.600 --> 00:11:28.600]  我們已經被耶穌的補血
[00:11:28.600 --> 00:11:32.600]  已經用寵教去買熟我們之後
[00:11:32.600 --> 00:11:37.600]  我們千萬不要再走回這條回頭路
[00:11:37.600 --> 00:11:41.600]  一個有福的人除了要遠離罪惡之外
[00:11:41.600 --> 00:11:45.600]  私人告訴我們我們要怎樣做?
[00:11:45.600 --> 00:11:50.600]  要喜愛神自己的律法
[00:11:50.600 --> 00:11:53.600]  究竟律法是指什麼呢?
[00:11:53.600 --> 00:11:59.600]  律法指的是指教或教導的意思
[00:11:59.600 --> 00:12:04.600]  從一個俠義來說是指五經或律法書
[00:12:04.600 --> 00:12:07.600]  但從一個廣義來說
[00:12:07.600 --> 00:12:13.600]  是一個有神的律例、典章、命令和話語等含義
[00:12:13.600 --> 00:12:19.600]  而喜愛的意思是包含喜樂的意思
[00:12:19.600 --> 00:12:24.600]  而這種喜樂、開心是發自自己的內心
[00:12:24.600 --> 00:12:27.600]  是從心裡湧出來的
[00:12:27.600 --> 00:12:32.600]  所以有福的人是以耶和華的律法為樂
[00:12:32.600 --> 00:12:34.600]  不是出於一個責任
[00:12:34.600 --> 00:12:36.600]  而是因為他愛神
[00:12:36.600 --> 00:12:38.600]  很想去認識神
[00:12:38.600 --> 00:12:42.600]  去明白神自己的旨意
[00:12:42.600 --> 00:12:46.600]  我曾經聽過國民慈牧師分享
[00:12:46.600 --> 00:12:49.600]  國內一位姐妹的見證
[00:12:49.600 --> 00:12:53.600]  她說這位姐妹大約五十歲左右
[00:12:53.600 --> 00:12:55.600]  她說她讀書不多
[00:12:55.600 --> 00:12:58.600]  她只有小學二年級的程度
[00:12:58.600 --> 00:13:00.600]  因為她不識字
[00:13:00.600 --> 00:13:03.600]  所以她讀不了聖經
[00:13:03.600 --> 00:13:07.600]  有一次她去到神的面前哭了
[00:13:07.600 --> 00:13:10.600]  她很想求神幫她
[00:13:10.600 --> 00:13:14.600]  她說她很想去讀聖經
[00:13:14.600 --> 00:13:16.600]  後來被她想起
[00:13:16.600 --> 00:13:18.600]  其實我不識字
[00:13:18.600 --> 00:13:21.600]  我可以找我的孫子去教我
[00:13:21.600 --> 00:13:23.600]  去識那些字就可以了
[00:13:23.600 --> 00:13:25.600]  於是姐妹每一天
[00:13:25.600 --> 00:13:29.600]  她就用了兩個小時去讀聖經
[00:13:29.600 --> 00:13:34.600]  雖然在過程中是不容易的
[00:13:34.600 --> 00:13:40.600]  但亦無阻她繼續每一天去讀
[00:13:40.600 --> 00:13:43.600]  因為這位姐妹很愛神自己的話
[00:13:43.600 --> 00:13:45.600]  所以她不怕困難
[00:13:45.600 --> 00:13:47.600]  不會因為自己不識字
[00:13:47.600 --> 00:13:50.600]  就放棄不去讀聖經
[00:13:50.600 --> 00:13:52.600]  很欣賞這位姐妹
[00:13:52.600 --> 00:13:56.600]  她對追求神話語的決心
[00:13:56.600 --> 00:14:00.600]  而且很堅持每一天都這樣去做
[00:14:00.600 --> 00:14:03.600]  事隔十年之後
[00:14:03.600 --> 00:14:08.600]  這位姐妹不但能夠去看得明聖經
[00:14:08.600 --> 00:14:12.600]  而且今天她在教會裏
[00:14:12.600 --> 00:14:14.600]  當沒有人去講道的時候
[00:14:14.600 --> 00:14:19.600]  她都會出來幫忙去分享神的話
[00:14:19.600 --> 00:14:22.600]  姐妹這個見證
[00:14:22.600 --> 00:14:25.600]  其實都令我去反思自己
[00:14:25.600 --> 00:14:30.600]  究竟我自己又有多愛神自己的話呢?
[00:14:30.600 --> 00:14:31.600]  老實說
[00:14:31.600 --> 00:14:34.600]  我真的沒有像這位姐妹那樣
[00:14:34.600 --> 00:14:38.600]  每一天都能夠讀到兩個小時的聖經
[00:14:38.600 --> 00:14:42.600]  其實都是一個很大的恩典和福氣
[00:14:42.600 --> 00:14:47.600]  我不知道在座大家又如何去想呢?
[00:14:47.600 --> 00:14:54.600]  今天我們平時看什麼看得最多呢?
