
[00:00:00.000 --> 00:00:02.600]  不知道大家有沒有留意到
[00:00:02.600 --> 00:00:06.000]  上星期和這個星期
[00:00:06.000 --> 00:00:07.800]  有沒有一個感覺
[00:00:07.800 --> 00:00:09.800]  從很悶熱潮濕
[00:00:09.800 --> 00:00:11.800]  轉為很乾燥
[00:00:11.800 --> 00:00:12.600]  很大風
[00:00:12.600 --> 00:00:14.600]  即是忌廉要出現了
[00:00:14.600 --> 00:00:19.600]  不知道大家是否感覺到這一份舒適和清爽
[00:00:19.600 --> 00:00:22.600]  原來在外在的情況
[00:00:22.600 --> 00:00:23.800]  一些天氣
[00:00:23.800 --> 00:00:25.800]  我們很容易感受到
[00:00:25.800 --> 00:00:26.600]  嗯
[00:00:26.600 --> 00:00:29.400]  但是在我們內心的情況
[00:00:29.400 --> 00:00:32.000]  就不容易掌握得到
[00:00:32.000 --> 00:00:34.400]  除非我們刻意留心
[00:00:34.400 --> 00:00:37.400]  或者我們預備一些空間
[00:00:37.400 --> 00:00:39.400]  去沉澱、祈禱
[00:00:39.400 --> 00:00:43.600]  讓神帶著我們自己去反省
[00:00:43.600 --> 00:00:48.000]  有時候我們不太會留意自己的內心世界
[00:00:48.000 --> 00:00:49.000]  弟兄姊妹
[00:00:49.000 --> 00:00:52.200]  你有沒有試過和人相處的時候
[00:00:52.200 --> 00:00:56.200]  遇見一些挺特別的人
[00:00:56.200 --> 00:00:57.200]  有沒有試過?
[00:00:57.200 --> 00:00:58.800]  嗯
[00:00:58.800 --> 00:01:03.800]  大家都很保守
[00:01:03.800 --> 00:01:06.200]  總會遇到的
[00:01:06.200 --> 00:01:09.400]  他們可能有時候說不夠兩句
[00:01:09.400 --> 00:01:11.400]  就會著燈、著火
[00:01:11.400 --> 00:01:12.400]  有沒有試過?
[00:01:12.400 --> 00:01:15.000]  「與我無關,只是說說而已」
[00:01:15.000 --> 00:01:16.800]  他就會著火
[00:01:16.800 --> 00:01:19.600]  這些容易著火的人
[00:01:19.600 --> 00:01:23.400]  有時候可能是你最親近的家人
[00:01:23.400 --> 00:01:25.200]  明白的
[00:01:25.200 --> 00:01:26.200]  不用點頭
[00:01:26.200 --> 00:01:27.600]  (笑)
[00:01:27.600 --> 00:01:31.800]  有時候想明明是自己最親近的家人
[00:01:31.800 --> 00:01:33.800]  應該很愛惜他
[00:01:33.800 --> 00:01:35.000]  好好保護他
[00:01:35.000 --> 00:01:36.000]  但不知道為什麼
[00:01:36.000 --> 00:01:38.000]  到了一些實際的情況
[00:01:38.000 --> 00:01:42.200]  家人最容易產生一些不滿
[00:01:42.200 --> 00:01:43.400]  或者一些怨憤
[00:01:43.400 --> 00:01:47.800]  起初可能只是心裡的結束
[00:01:47.800 --> 00:01:49.800]  觸發了一些不滿
[00:01:49.800 --> 00:01:51.800]  就囤積在裡面
[00:01:51.800 --> 00:01:54.600]  但如果沒有好好處理
[00:01:54.600 --> 00:01:56.600]  日子久了
[00:01:56.600 --> 00:01:59.400]  可能一件很小的事
[00:01:59.400 --> 00:02:02.400]  都足以令這個「睡火山」爆發
[00:02:02.400 --> 00:02:04.600]  到了一個難以收拾的地步
[00:02:04.600 --> 00:02:07.200]  甚至會出口攻擊對方
[00:02:07.200 --> 00:02:09.600]  還認為自己很有道理
[00:02:09.600 --> 00:02:11.800]  今天我們要思想的經文
[00:02:11.800 --> 00:02:16.600]  是講一個大家非常耳熟能詳的課題
[00:02:16.600 --> 00:02:22.800]  在一個帶領一百多二百萬以色列人領袖的家裡
[00:02:22.800 --> 00:02:24.800]  竟然出現了爭拗
[00:02:24.800 --> 00:02:29.000]  就是摩西姐姐米利安和哥哥亞倫
[00:02:29.000 --> 00:02:31.800]  竟然出口攻擊摩西
[00:02:31.800 --> 00:02:38.000]  讓我們一同讀出《文素記》十二章一至十六節的經文
[00:02:38.000 --> 00:02:42.200]  我邀請弟兄讀一至二節
[00:02:42.200 --> 00:02:45.600]  姐妹就多一點讀三至十節
[00:02:45.600 --> 00:02:48.200]  最後一部分十一至十六節由我讀出
[00:02:48.200 --> 00:02:51.400]  PowerPoint的左上角有顏色提示
[00:02:51.400 --> 00:02:53.400]  藍色是弟兄讀
[00:02:53.400 --> 00:02:56.000]  紫紅色是姐妹讀
[00:02:56.000 --> 00:02:57.600]  預備好了
[00:02:57.600 --> 00:02:59.600]  好,開始
[00:02:59.800 --> 00:03:03.200]  摩西最了古神女子為妻
[00:03:03.200 --> 00:03:08.800]  米利安和哥哥亞倫人家最了古神女子就弟命她
[00:03:08.800 --> 00:03:13.400]  他們說難道耶和華子與摩西說話嗎
[00:03:13.400 --> 00:03:16.000]  他人也與摩門說話嗎
[00:03:16.000 --> 00:03:18.000]  耶和華聽見了
[00:03:18.000 --> 00:03:21.400]  摩西為人亦期望
[00:03:21.400 --> 00:03:24.200]  成就其上比任何人
[00:03:24.200 --> 00:03:28.400]  不然耶和華對摩西下落為理想
[00:03:28.400 --> 00:03:35.400]  摩西人對摩西人的信任有多重
[00:03:35.400 --> 00:03:38.400]  耶和華在民主中當下
[00:03:38.400 --> 00:03:40.400]  並在會王門口
[00:03:40.400 --> 00:03:44.000]  要打倒國民的民意人作出說
[00:03:44.000 --> 00:03:47.400]  耶和華說:你若要聽我的話
[00:03:47.400 --> 00:03:50.000]  你報中間若有私自
[00:03:50.000 --> 00:03:54.000]  我會在意象中強加演繹
[00:03:54.000 --> 00:03:56.600]  在目中與客說話
[00:03:56.600 --> 00:04:00.000]  但我的國人摩西不是這樣
[00:04:00.000 --> 00:04:03.000]  他在我處於事進中地
[00:04:03.000 --> 00:04:05.400]  我與他面對面說話
[00:04:05.400 --> 00:04:07.000]  清清楚楚
[00:04:07.000 --> 00:04:08.400]  有用謎語
[00:04:08.400 --> 00:04:11.000]  他甚至看見我的現象
[00:04:11.000 --> 00:04:13.000]  並沒有對我批評
[00:04:13.000 --> 00:04:16.000]  我的國人摩西已不回拜仁
[00:04:16.000 --> 00:04:19.200]  耶和華向他們勞氣下作
[00:04:19.200 --> 00:04:20.800]  來離開了
[00:04:20.800 --> 00:04:24.000]  共同採取著好處離開了
[00:04:24.000 --> 00:04:27.000]  我們在這間像聖墳墓中
[00:04:27.000 --> 00:04:28.800]  將血灑墓墓
[00:04:28.800 --> 00:04:30.800]  阿倫主的父位利用
[00:04:30.800 --> 00:04:33.800]  我們他像要墓墓
[00:04:33.800 --> 00:04:36.800]  阿倫對摩西說:
[00:04:36.800 --> 00:04:37.800]  我主啊
[00:04:37.800 --> 00:04:40.600]  求祢不要因我們的愚昧
[00:04:40.600 --> 00:04:42.000]  因我們犯罪
[00:04:42.000 --> 00:04:45.200]  就將這罪加在我們身上
[00:04:45.200 --> 00:04:48.800]  求祢不要使他像那一出無福
[00:04:48.800 --> 00:04:52.400]  欲以侵蝕了一半的死胎
[00:04:52.400 --> 00:04:55.400]  於是摩西哀求耶和華
[00:04:55.400 --> 00:04:56.200]  神啊
[00:04:56.200 --> 00:04:58.200]  求祢醫治他
[00:04:58.200 --> 00:05:00.000]  耶和華對摩西說
[00:05:00.000 --> 00:05:04.000]  他父親若吐唾沫在他臉上
[00:05:04.000 --> 00:05:06.200]  得豈不蒙羞七天嗎?
[00:05:06.200 --> 00:05:09.400]  現在要把他隔離在營外七天
[00:05:09.400 --> 00:05:12.200]  然後才領他回來
[00:05:12.200 --> 00:05:15.400]  於是米利欽被隔離在營外七天
[00:05:15.400 --> 00:05:17.200]  百姓沒有喜情
[00:05:17.200 --> 00:05:19.800]  直等到米利欽回來
[00:05:19.800 --> 00:05:23.200]  以後百姓從哈薩諾起來
[00:05:23.200 --> 00:05:25.800]  來到巴蘭的曠野安營
[00:05:25.800 --> 00:05:27.200]  我們一起祈禱吧
[00:05:27.200 --> 00:05:29.200]  親愛的天父
[00:05:29.200 --> 00:05:32.000]  今天早上我們聚集在祢的面前
[00:05:32.000 --> 00:05:34.200]  求真理的聖靈引導我們
[00:05:34.200 --> 00:05:36.400]  賜給我們有柔軟的心
[00:05:36.400 --> 00:05:38.000]  聽到祢的話
[00:05:38.000 --> 00:05:39.600]  我們就樂意進行
[00:05:39.600 --> 00:05:42.400]  奉耶穌基督得聖的明智祈求
[00:05:42.400 --> 00:05:43.200]  對的
[00:05:43.600 --> 00:05:44.600]  弟兄姊妹
[00:05:44.600 --> 00:05:48.600]  大家知不知道第四子堂的
[00:05:48.600 --> 00:05:51.800]  講道系列是講哪一卷書卷?
[00:05:51.800 --> 00:05:54.000]  《文素記》非常之好
