
[00:00:00.000 --> 00:00:02.000]  各位主人,早安!
[00:00:02.000 --> 00:00:04.000]  主人:主人平安!
[00:00:04.000 --> 00:00:09.000]  我們和網上的各位主人打聲招呼,主人平安!
[00:00:09.000 --> 00:00:17.000]  我們很感恩,今天能夠實體回到當中,一起去敬拜,一起去聆聽上帝的話,我們先一同禱告吧!
[00:00:17.000 --> 00:00:29.000]  親愛的主耶穌,我們每一個都是蒙你的心恩,蒙你的口愛,以致我們有一個全新的生命。
[00:00:29.000 --> 00:00:35.000]  耶穌,我們求祢,今天藉著聖靈進入我們每一個人的內心,
[00:00:35.000 --> 00:00:43.000]  透過祢對撒該的相遇,讓我們思想,今天祢要對我們講的是什麼信息。
[00:00:43.000 --> 00:00:52.000]  願聖靈打開上帝你話語的奧秘,那份奇妙,讓我們裝在祢的話語,
[00:00:52.000 --> 00:01:01.000]  求主祢幫助我們能夠上上去記起祢的恩情,活出一生極美的見證。
[00:01:01.000 --> 00:01:06.000]  我們今天禱告交托,奉我主耶穌,得聖命致耳,阿們。
[00:01:06.000 --> 00:01:18.000]  我們今天進入了中堂講道的系列,V-Connect的主題。
[00:01:18.000 --> 00:01:25.000]  還記不記得上兩個禮拜,James傳道和Frank牧師和我們講了什麼?
[00:01:25.000 --> 00:01:30.000]  講了「連於神」,我們五至八月中堂的系列,
[00:01:30.000 --> 00:01:38.000]  我們會講V-Connect,從不同的向道,去講道,怎樣和不同的群體去連結。
[00:01:38.000 --> 00:01:45.000]  首先我們先要「連於神」,所以我們有兩堂的講道,是講道「連於神」。
[00:01:45.000 --> 00:01:52.000]  接著,今天和下一個主日,我們會講道「連於自己」,
[00:01:52.000 --> 00:01:58.000]  然後我們會講道不同的群體,我們怎樣再一次的連結。
[00:01:58.000 --> 00:02:04.000]  不知道大家這幾年有沒有聽過一個詞語叫「Me Time」?
[00:02:04.000 --> 00:02:09.000]  大家有沒有善用這個「Me Time」?
[00:02:09.000 --> 00:02:12.000]  或者在「Me Time」裡面你們會做些什麼呢?
[00:02:12.000 --> 00:02:15.000]  究竟什麼是「Me Time」呢?
[00:02:15.000 --> 00:02:19.000]  其實當我在網上搜尋這個詞語的意義的時候,
[00:02:19.000 --> 00:02:26.000]  是講道有一個時間是留給自己,單單和自己相處,
[00:02:26.000 --> 00:02:33.000]  在當中有很多沉澱,很多消化,是一個和自己相處的時間,
[00:02:33.000 --> 00:02:40.000]  那不是一個無可奈何,很孤單,很孤獨,那是一個獨處的時間。
[00:02:40.000 --> 00:02:45.000]  我相信作為信徒的我們,應該對這個「Me Time」不陌生,
[00:02:45.000 --> 00:02:50.000]  我們應該每天都有這個時間,因為這個時間是我們和上帝一起的時間,
[00:02:50.000 --> 00:02:55.000]  不是單單只是說我們自己和自己的時間。
[00:02:55.000 --> 00:02:57.000]  為什麼需要有「Me Time」呢?
[00:02:57.000 --> 00:03:01.000]  我在網上找一些資料,原來「Me Time」不單只是一個
[00:03:01.000 --> 00:03:07.000]  在很忙的時候找一段時間給自己,親自己,關愛自己,
[00:03:07.000 --> 00:03:11.000]  原來「Me Time」對自己的身體是有一定的幫助。
[00:03:11.000 --> 00:03:18.000]  有些研究出來,說道如果我們人常常處於一個很大的壓力,
[00:03:18.000 --> 00:03:22.000]  或者我們處身一個很多言語,很多聲音的裡面,
[00:03:22.000 --> 00:03:28.000]  其實我們的人很多的認知能力,記憶力,我們的學習能力是會降低的。
[00:03:28.000 --> 00:03:33.000]  但當我們如果每天抽一段時間出來安靜自己,
[00:03:33.000 --> 00:03:39.000]  原來是可以幫助我們提升我們的記憶力,提升我們的注意力。
[00:03:39.000 --> 00:03:40.000]  哇,很棒啊,是不是?
[00:03:40.000 --> 00:03:44.000]  特別是家長們會覺得,不如給小朋友一些「Me Time」,
[00:03:44.000 --> 00:03:46.000]  讓他們可以提升他們的學習能力。
[00:03:46.000 --> 00:03:49.000]  但這個是真實的,因為有些科學家真的研究過,
[00:03:49.000 --> 00:03:52.000]  當我們能夠處於一個安靜的狀態裡面,
[00:03:52.000 --> 00:03:57.000]  我們腦子裡面的那個海馬體,負責記憶的部分的組織,
[00:03:57.000 --> 00:04:02.000]  是會發達一點的,就是神經的觸突是會長一點的。
[00:04:02.000 --> 00:04:06.000]  那也真的會幫助我們去應付壓力,
[00:04:06.000 --> 00:04:10.000]  能夠去記得更多的東西,我們的解能力也會提高。
[00:04:10.000 --> 00:04:15.000]  所以很鼓勵大家去找一些時間給自己,
[00:04:15.000 --> 00:04:19.000]  但在這段時間裡面,不只是做自己喜歡做的事情,
[00:04:19.000 --> 00:04:21.000]  不只是想自己喜歡想的事情,
[00:04:21.000 --> 00:04:24.000]  在我們的信仰裡面,我們是需要回到神的裡面,
[00:04:24.000 --> 00:04:28.000]  回到神的話裡面,去跟上帝連結。
[00:04:28.000 --> 00:04:30.000]  所以當我預備這篇講座的時候,
[00:04:30.000 --> 00:04:33.000]  我發現當我們說要連於自己的時候,
[00:04:33.000 --> 00:04:36.000]  我們必先要連於上帝,
[00:04:36.000 --> 00:04:39.000]  否則的話,我們就會好像跟其他人一樣,
[00:04:39.000 --> 00:04:43.000]  流於自我,忘記了上帝。
[00:04:43.000 --> 00:04:46.000]  其實上帝是創造我們那位的神,
[00:04:46.000 --> 00:04:49.000]  我們必須要回到創造我們那位的上帝,
[00:04:49.000 --> 00:04:52.000]  去認清自己,去認識自己,
[00:04:52.000 --> 00:04:55.000]  我們才能夠找到真正的自己。
[00:04:55.000 --> 00:04:59.000]  就好像今天我們要看的那個聖經人物,
[00:04:59.000 --> 00:05:01.000]  我相信大家都很熟悉的,
[00:05:01.000 --> 00:05:04.000]  只要你們在「恩福翻過一針見月」的福音課程,
[00:05:04.000 --> 00:05:07.000]  一定會讀到他的故事,就是撒該的故事。
[00:05:07.000 --> 00:05:09.000]  很想透過撒該的故事,
[00:05:09.000 --> 00:05:12.000]  耶穌遇見撒該這個事蹟,
[00:05:12.000 --> 00:05:16.000]  我們去看看,究竟我們怎樣在主的恩典中,
[00:05:16.000 --> 00:05:18.000]  去尋找真愛。
[00:05:18.000 --> 00:05:20.000]  我們一起去讀一段經文,
[00:05:20.000 --> 00:05:22.000]  還有讀《老教科》19章1到10節,
[00:05:22.000 --> 00:05:27.000]  我想請梅仲先讀1至5節。
[00:05:27.000 --> 00:05:29.000]  我們一起讀,1,2,3
[00:05:29.000 --> 00:05:33.000]  「耶穌進了耶利哥,從城裡經過,
