
[00:00:00.000 --> 00:00:04.000]  柏黃,今天我不知道你坐在這裡對崇拜有什麼體會
[00:00:04.000 --> 00:00:08.000]  當然我作為牧師,我能夠在這裡講聖經或分享神的說話
[00:00:08.000 --> 00:00:10.000]  在我心裡是一個很大的學習
[00:00:10.000 --> 00:00:14.000]  但更重要的是柏黃透過這段經文或透過今天講的道
[00:00:14.000 --> 00:00:17.000]  讓你和我的生命都得到幫助是很重要的
[00:00:17.000 --> 00:00:21.000]  講這個題目,被誤解而能走下去的秘訣
[00:00:21.000 --> 00:00:28.000]  這個題目很難講的,因為剛剛這個星期是講教會每年講馬福音的主題
[00:00:28.000 --> 00:00:31.000]  而今個星期編輯了的是我負責講這段經文
[00:00:31.000 --> 00:00:36.000]  這段經文或這麼說,在表達的時候或分享的時候
[00:00:36.000 --> 00:00:39.000]  我們可以從耶穌的角度去理解一下我們如何在生活上應用
[00:00:39.000 --> 00:00:43.000]  不過在進入今天經文之前,我想帶大家去思考一下
[00:00:43.000 --> 00:00:47.000]  作為一個基督徒,我們面對人生很艱難的路
[00:00:47.000 --> 00:00:49.000]  或許有些是被誤解、被批評、被攻擊
[00:00:49.000 --> 00:00:52.000]  好像今天這段經文,耶穌就是被誤解、被攻擊
[00:00:52.000 --> 00:00:57.000]  但他仍然堅持堅定地去成就神自己的計劃
[00:00:57.000 --> 00:01:02.000]  甚或去完成神差距離地上,他要去傳講福音的這件很重要的事
[00:01:02.000 --> 00:01:06.000]  不過想先進入這段經文前,我想先帶大家去思考一下
[00:01:06.000 --> 00:01:12.000]  我不知道你如何理解人生的路,或者走信仰的路,總是會有很多挑戰
[00:01:12.000 --> 00:01:19.000]  或者有時候我們走人生信仰的路的時候,不多不少總會跌入迷惘的過程
[00:01:19.000 --> 00:01:21.000]  或許我現在也在面對這些挑戰
[00:01:21.000 --> 00:01:25.000]  不過我仍然覺得當我準備這篇講道的時候,神又透過這段經文跟我說
[00:01:25.000 --> 00:01:31.000]  當我在人生的迷惘、困難下,我如何去轉化,將這些生命的事物去轉化
[00:01:31.000 --> 00:01:39.000]  能夠讓我確定,或讓世界的人確定,生命轉化的基礎是來自聖經
[00:01:39.000 --> 00:01:43.000]  我為什麼這樣說呢?我先講一些,再進入經文
[00:01:43.000 --> 00:01:47.000]  其實這些例子很簡單,人生總會遇到一些困難
[00:01:47.000 --> 00:01:50.000]  甚或可能你在迷惘中會不開心
[00:01:50.000 --> 00:01:54.000]  你有沒有試過在不開心的時候,或者像這個題目一樣
[00:01:54.000 --> 00:01:58.000]  你被拒絕、被批評的時候,你跟別人訴苦、去訴苦也有
[00:01:58.000 --> 00:02:01.000]  誰有沒有試過,也有吧,應該是正常的
[00:02:01.000 --> 00:02:04.000]  所以我牧養這麼多年,有些弟兄姊妹在面對艱難的時候
[00:02:04.000 --> 00:02:11.000]  確實只是朋友之間的友誼和聊天,也未必能夠幫助他們處理那件事
[00:02:11.000 --> 00:02:16.000]  所以教會也積極地鼓勵弟兄姊妹去見輔導
[00:02:16.000 --> 00:02:24.000]  希望透過輔導和專業的過程,幫助他們在艱難的地方能夠走出來
[00:02:24.000 --> 00:02:27.000]  我自己在成長中也見過很多次輔導
[00:02:27.000 --> 00:02:32.000]  你聽我講道理就知道我的背景很艱難,所以我見過很多次,不知道要給我多少錢
[00:02:32.000 --> 00:02:35.000]  近十年來當牧師,我不是去見輔導
[00:02:35.000 --> 00:02:39.000]  而是去見一些mentor,就是見前輩的牧師
[00:02:39.000 --> 00:02:42.000]  跟他聊天,面對人生和侍奉上的挑戰的時候
[00:02:42.000 --> 00:02:46.000]  跟他聊的過程中,如何可以轉化我的生命
[00:02:46.000 --> 00:02:50.000]  不過我今天講這篇講道,或者當我思考人生艱難的時候
[00:02:50.000 --> 00:02:53.000]  我作為一個牧師,我更加會思考的就是
[00:02:53.000 --> 00:02:57.000]  究竟作為一個基督徒,在困難之下,生命能夠轉化
[00:02:57.000 --> 00:03:00.000]  究竟是什麼原因令他轉化到?
[00:03:00.000 --> 00:03:02.000]  是什麼叫他轉化?
[00:03:02.000 --> 00:03:06.000]  究竟這個人轉化的基礎是基於什麼?
[00:03:06.000 --> 00:03:09.000]  這個問題好像很深奧,不過我再慢慢解釋給你聽
[00:03:09.000 --> 00:03:12.000]  跟今天的經文有什麼關係呢?一會兒告訴你
[00:03:12.000 --> 00:03:15.000]  是真的,我找人聊天,不開心
[00:03:15.000 --> 00:03:18.000]  我聊完之後,我覺得他能夠安慰我
[00:03:18.000 --> 00:03:21.000]  我體會到有愛,有擁抱
[00:03:21.000 --> 00:03:25.000]  我覺得也不錯,哭一哭,有些眼淚
[00:03:25.000 --> 00:03:27.000]  好像抒發了一些東西
[00:03:27.000 --> 00:03:29.000]  然後離開那個房間,或者離開那個moment
[00:03:29.000 --> 00:03:32.000]  我覺得好像開心了一點
[00:03:32.000 --> 00:03:35.000]  生命就不再停留在困難之下
[00:03:35.000 --> 00:03:38.000]  又積極又光明地面對另一個日子
[00:03:38.000 --> 00:03:40.000]  也是一樣,譬如我見輔導
[00:03:40.000 --> 00:03:42.000]  我也鼓勵人們去見輔導
[00:03:42.000 --> 00:03:45.000]  他見完輔導回來之後,我又要跟進
[00:03:45.000 --> 00:03:47.000]  我就跟他談,見完輔導之後,你覺得怎樣?
[00:03:47.000 --> 00:03:52.000]  我覺得很好的,輔導員可以幫到他解決一些他自己解決不了的問題
[00:03:52.000 --> 00:03:54.000]  譬如去了解自己為什麼要成長
[00:03:54.000 --> 00:03:56.000]  原生在家庭帶來的一些影響
[00:03:56.000 --> 00:03:59.000]  人與事之間帶來的傷害,如何可以轉化出來
[00:03:59.000 --> 00:04:01.000]  然後同樣地,他見了一段時間
[00:04:01.000 --> 00:04:04.000]  我真的看到弟兄姊妹,他們真的走得很好
[00:04:04.000 --> 00:04:08.000]  慢慢地又被改變,然後又不會再困在那些幽谷裏面
[00:04:08.000 --> 00:04:10.000]  這樣真的挺好的
[00:04:10.000 --> 00:04:13.000]  不過我作為牧師,我今天很想試一個很重要的問題
[00:04:13.000 --> 00:04:16.000]  希望在座的人能夠明白我說什麼,應該都明白的
[00:04:16.000 --> 00:04:18.000]  不過我認真深入地思考
[00:04:18.000 --> 00:04:22.000]  究竟我們生命裏面經過了這些不同的艱難的過程
[00:04:22.000 --> 00:04:24.000]  究竟能夠轉化,transform
[00:04:24.000 --> 00:04:28.000]  這個轉化的過程,究竟那個基礎是什麼?
[00:04:28.000 --> 00:04:30.000]  究竟什麼令到我們轉化?
[00:04:30.000 --> 00:04:32.000]  我重申一次
[00:04:32.000 --> 00:04:36.000]  人的愛、關懷、聆聽
[00:04:36.000 --> 00:04:39.000]  輔導員專業的一些技術、技巧
[00:04:39.000 --> 00:04:41.000]  幫助我們去明白、認識自己
[00:04:41.000 --> 00:04:44.000]  從而離開那些困難、困局
[00:04:44.000 --> 00:04:46.000]  我重申一次,是必須的
[00:04:46.000 --> 00:04:49.000]  因為如果不是的話,這裏有很多社工應該會拿鞋子扔我
[00:04:49.000 --> 00:04:51.000]  我都有輔導員扔我
[00:04:51.000 --> 00:04:53.000]  因為其中一個我太太都會扔我
[00:04:53.000 --> 00:04:55.000]  但我真的作為一個牧師,我就思考
[00:04:55.000 --> 00:04:57.000]  究竟我弟兄姊妹,我牧養她這麼多年
[00:04:57.000 --> 00:04:59.000]  陪她經過不同的艱難
[00:04:59.000 --> 00:05:01.000]  除了我能夠關懷、給她愛心、聆聽
[00:05:01.000 --> 00:05:04.000]  給她意見、給她答案之外
[00:05:04.000 --> 00:05:06.000]  究竟她自己是否確定
[00:05:06.000 --> 00:05:09.000]  這個轉化的過程是來自神的呢?
[00:05:09.000 --> 00:05:11.000]  這個被轉化的過程,或者轉化的基礎
[00:05:11.000 --> 00:05:13.000]  是否因著聖經的呢?
[00:05:13.000 --> 00:05:15.000]  這個是我很值得去思考的,為什麼這樣說?
[00:05:15.000 --> 00:05:17.000]  因為來來回回我見了很多
[00:05:17.000 --> 00:05:20.000]  特別這十多二十年的牧養路上
[00:05:20.000 --> 00:05:22.000]  確實陪伴了很多人成長
[00:05:22.000 --> 00:05:24.000]  有些見到他跌了,重新站起來
[00:05:24.000 --> 00:05:27.000]  但同樣地,又再遇到那些困難
[00:05:27.000 --> 00:05:30.000]  但當遇到一次、兩次、三次的時候
[00:05:30.000 --> 00:05:33.000]  他總是會失望,並且離開教會
[00:05:33.000 --> 00:05:36.000]  離開群體,甚至開始還有一個過程
[00:05:36.000 --> 00:05:39.000]  就是他封閉自己,不再被人關心
[00:05:39.000 --> 00:05:41.000]  因為他知道來來回回了這麼多次之後
[00:05:41.000 --> 00:05:43.000]  都幫不到他
[00:05:43.000 --> 00:05:46.000]  今天,我就想跟大家從這個方向去思考
[00:05:46.000 --> 00:05:49.000]  究竟當人,當信耶穌的人
[00:05:49.000 --> 00:05:52.000]  在生命、在生活裡面遇到艱難
[00:05:52.000 --> 00:05:55.000]  究竟他們轉化的基礎是什麼?
[00:05:55.000 --> 00:05:57.000]  有什麼秘訣
[00:05:57.000 --> 00:06:00.000]  幫我們面對在生活上遇到挑戰的時候
[00:06:00.000 --> 00:06:05.000]  可以怎樣去堅定地持靠、緊靠上帝呢?
[00:06:05.000 --> 00:06:07.000]  當然,我重申一次
[00:06:07.000 --> 00:06:10.000]  這篇講道可能會令你覺得很不人性
[00:06:10.000 --> 00:06:13.000]  不過今天,我仍然告訴你
[00:06:13.000 --> 00:06:15.000]  如果你真的信靠神的人
[00:06:15.000 --> 00:06:17.000]  我發覺原來真的不要人性
[00:06:17.000 --> 00:06:20.000]  否則你就會繼續追隨你自己的人性
[00:06:20.000 --> 00:06:22.000]  其實很艱難,但又不是沒有人性
[00:06:22.000 --> 00:06:25.000]  我跟你旁邊的人說,你有沒有人性呢?
[00:06:25.000 --> 00:06:27.000]  問問他,好嗎?
[00:06:27.000 --> 00:06:28.000]  這個很重要
[00:06:28.000 --> 00:06:30.000]  我們試試轉入耶穌的經文
[00:06:30.000 --> 00:06:35.000]  認識一下耶穌是怎樣面對被人批評和攻擊的時候
[00:06:35.000 --> 00:06:37.000]  究竟祂持一個什麼基礎
[00:06:37.000 --> 00:06:39.000]  從經文裡面給我們一些什麼知識
