
[00:00:00.000 --> 00:00:03.680]  上年有一套很賣座的電影
[00:00:03.680 --> 00:00:05.680]  不知道大家有沒有看過呢?
[00:00:05.680 --> 00:00:07.680]  (觀眾:《毒舌大狀》)
[00:00:07.680 --> 00:00:09.680]  是,叫做什麼?
[00:00:09.680 --> 00:00:12.320]  是啊,《毒舌大狀》
[00:00:12.320 --> 00:00:18.960]  原來這套電影是香港電影史上第一套票房破億的華語片
[00:00:18.960 --> 00:00:22.160]  你從名字都知道
[00:00:22.160 --> 00:00:25.520]  電影是以法庭戲為主軸
[00:00:25.520 --> 00:00:28.480]  是講一位大律師叫林良水
[00:00:28.480 --> 00:00:30.480]  當然是由黃子華飾演
[00:00:30.480 --> 00:00:35.280]  劇情非常懸而曲折,峰迴路轉
[00:00:35.280 --> 00:00:42.720]  拉開了一場以大律師為爭取公義和權貴抗衡的官司大戰
[00:00:42.720 --> 00:00:45.680]  結局大快人心
[00:00:45.680 --> 00:00:51.040]  在冷漠的世界,這位毒舌律師
[00:00:51.040 --> 00:00:53.040]  之所以大快人心
[00:00:53.040 --> 00:00:57.920]  就是因為他傾盡全力為含冤受屈的人
[00:00:57.920 --> 00:01:01.200]  仗義執言,伸張公義
[00:01:01.200 --> 00:01:04.560]  原來聖經裏面也有類似的故事
[00:01:04.560 --> 00:01:06.560]  有一位戴著鎖鏈
[00:01:06.560 --> 00:01:09.680]  但像律師一樣的囚犯
[00:01:09.680 --> 00:01:12.160]  他在法庭受審的時候
[00:01:12.160 --> 00:01:14.560]  以戲劇性的個人經歷
[00:01:14.560 --> 00:01:16.960]  充滿正氣和熱情
[00:01:16.960 --> 00:01:19.120]  由自辯無辜
[00:01:19.120 --> 00:01:21.360]  轉變為挑戰權貴
[00:01:21.360 --> 00:01:22.880]  要去信耶穌
[00:01:22.880 --> 00:01:24.880]  非常振奮人心
[00:01:24.880 --> 00:01:30.880]  今晚讓我們一起看看這位鎖鏈大狀的陳詞
[00:01:30.880 --> 00:01:32.880]  一起祈禱吧
[00:01:32.880 --> 00:01:34.880]  親愛的天父
[00:01:34.880 --> 00:01:36.880]  我來到你的面前
[00:01:36.880 --> 00:01:38.880]  要聽你的說話
[00:01:38.880 --> 00:01:40.880]  求真理的聖靈
[00:01:40.880 --> 00:01:42.880]  帶領我們進入你的真理當中
[00:01:42.880 --> 00:01:46.880]  去禱告奉祝耶穌基督的名球
[00:01:46.880 --> 00:01:48.880]  阿門
[00:01:48.880 --> 00:01:50.880]  我簡單交代一下背景
[00:01:50.880 --> 00:01:52.880]  上文是第25章
[00:01:52.880 --> 00:01:56.880]  菲斯都接了菲歷斯的任
[00:01:56.880 --> 00:01:59.880]  成為新的猶太省的總督
[00:01:59.880 --> 00:02:03.880]  猶太省的省會在凱撒尼亞
[00:02:03.880 --> 00:02:06.880]  是一個地中海縣岸的城市
[00:02:06.880 --> 00:02:09.880]  也是當地的行政中心
[00:02:09.880 --> 00:02:16.880]  保羅曾經在這裡被前總督菲歷斯軟禁了兩年之久
[00:02:16.880 --> 00:02:21.880]  現在猶太人想藉著新官上任渾水摸魚
[00:02:21.880 --> 00:02:28.880]  希望菲斯都願意將保羅送去耶路撒冷受審
[00:02:28.880 --> 00:02:33.880]  其實是密謀在途中想殺害保羅
[00:02:33.880 --> 00:02:36.880]  雖然菲斯都知道不應該向猶太人妥協
[00:02:36.880 --> 00:02:41.880]  但再加上他也認為保羅沒有犯什麼罪
[00:02:41.880 --> 00:02:48.880]  這些案件其實只不過是猶太教內部的宗教爭議
[00:02:48.880 --> 00:02:50.880]  但他為了討好猶太人
[00:02:50.880 --> 00:02:52.880]  他依然建議保羅
[00:02:52.880 --> 00:02:55.880]  不如你去耶路撒冷受審吧
[00:02:55.880 --> 00:02:59.880]  保羅開審時再次表明他沒有犯罪
[00:02:59.880 --> 00:03:02.880]  因此他不想落在猶太人的手中
[00:03:02.880 --> 00:03:06.880]  他堅持要上訴羅馬皇帝
[00:03:06.880 --> 00:03:09.880]  為了討回清白
[00:03:09.880 --> 00:03:12.880]  保羅既然是羅馬公民的身份
[00:03:12.880 --> 00:03:14.880]  他就有公民的權利
[00:03:14.880 --> 00:03:17.880]  菲斯都對他要求上訴
[00:03:17.880 --> 00:03:18.880]  也無可奈何
[00:03:18.880 --> 00:03:20.880]  唯有答應了
[00:03:20.880 --> 00:03:22.880]  答應之後
[00:03:22.880 --> 00:03:25.880]  戒訟犯人也有文件
[00:03:25.880 --> 00:03:28.880]  文件要寫他的罪狀是什麼才可以
[00:03:28.880 --> 00:03:30.880]  問題來了
[00:03:30.880 --> 00:03:31.880]  剛才也說了
[00:03:31.880 --> 00:03:33.880]  他也知道保羅沒有犯什麼罪
[00:03:33.880 --> 00:03:35.880]  那怎麼寫他的罪狀呢?
[00:03:35.880 --> 00:03:38.880]  所以新的總督非常困惑
[00:03:38.880 --> 00:03:40.880]  剛好這個時候
[00:03:40.880 --> 00:03:44.880]  新的昏風王阿基帕王和他的妹妹
[00:03:44.880 --> 00:03:48.880]  伯尼基到訪凱撒尼亞
[00:03:48.880 --> 00:03:49.880]  很自然
[00:03:49.880 --> 00:03:52.880]  如果我是菲斯都會問問他的意見
[00:03:52.880 --> 00:03:59.880]  所以這張就是問完他的意見之後的開審
[00:03:59.880 --> 00:04:01.880]  所以這段申訴記載
[00:04:01.880 --> 00:04:03.880]  就是保羅在《仕途行傳》裡
[00:04:03.880 --> 00:04:06.880]  最後一次的申訴
[00:04:06.880 --> 00:04:08.880]  在路加的筆下
[00:04:08.880 --> 00:04:14.880]  這個彷彿也是他一生之中最後一次的自辯
[00:04:14.880 --> 00:04:17.880]  內容上其實和前兩次的自辯
[00:04:17.880 --> 00:04:20.880]  就是第22和24章
[00:04:20.880 --> 00:04:22.880]  大致上都一樣
[00:04:22.880 --> 00:04:24.880]  當然因著對象不同
[00:04:24.880 --> 00:04:26.880]  重點也有一點點的不同
[00:04:26.880 --> 00:04:31.880]  我們就開始看看第26章今天的經文
[00:04:31.880 --> 00:04:34.880]  我們弟兄姊妹輪流讀
[00:04:34.880 --> 00:04:35.880]  一人讀一版
[00:04:35.880 --> 00:04:37.880]  先請弟兄讀一版
[00:04:37.880 --> 00:04:39.880]  然後姊妹讀下一版
[00:04:39.880 --> 00:04:40.880]  預備起
[00:04:40.880 --> 00:04:42.880]  阿基帕對保羅說
[00:04:42.880 --> 00:04:45.880]  准你為自己申訴
[00:04:45.880 --> 00:04:48.880]  於是保羅伸手辯護說
[00:04:48.880 --> 00:04:50.880]  阿基帕王啊
[00:04:50.880 --> 00:04:53.880]  猶太人所控告我的一切事
[00:04:53.880 --> 00:04:56.880]  今日得以在你面前辯護
[00:04:56.880 --> 00:04:58.880]  實在萬幸
[00:04:58.880 --> 00:05:02.880]  更慶幸的是你熟悉猶太人的規矩
[00:05:02.880 --> 00:05:04.880]  和他們的爭論
[00:05:04.880 --> 00:05:07.880]  所以求你耐心聽我
[00:05:08.880 --> 00:05:10.880]  保羅先生的恩人凱旺
[00:05:10.880 --> 00:05:14.880]  從你所得到的福報給我發出
[00:05:14.880 --> 00:05:16.880]  以下作為你的賞金
[00:05:16.880 --> 00:05:18.880]  所有的恩人都請求
[00:05:18.880 --> 00:05:21.880]  他們的恩惠並且
[00:05:21.880 --> 00:05:24.880]  可見我從你所請求的福
[00:05:24.880 --> 00:05:26.880]  達到最遠的地方
[00:05:26.880 --> 00:05:29.880]  作為我的一生
[00:05:29.880 --> 00:05:31.880]  以下作為我的賞金
[00:05:31.880 --> 00:05:34.880]  希望你對賞金的幫助
[00:05:34.880 --> 00:05:37.880]  都會有最大的幫助
[00:05:37.880 --> 00:05:38.880]  大兄
[00:05:38.880 --> 00:05:41.880]  這應許我們十二個支派
[00:05:41.880 --> 00:05:44.880]  晝夜徹徹地侍奉神
[00:05:44.880 --> 00:05:46.880]  都指望得著
[00:05:46.880 --> 00:05:47.880]  王啊
[00:05:47.880 --> 00:05:49.880]  我正是因這指望
[00:05:49.880 --> 00:05:51.880]  被猶太人控告
[00:05:51.880 --> 00:05:53.880]  神使死人復活
[00:05:53.880 --> 00:05:57.880]  你們為什麼判斷為不可信呢?
[00:05:57.880 --> 00:05:59.880]  從前我自己認為
[00:05:59.880 --> 00:06:01.880]  必須竭力反對
[00:06:01.880 --> 00:06:03.880]  我立人耶穌的名
[00:06:03.880 --> 00:06:04.880]  姐妹
[00:06:04.880 --> 00:06:06.880]  我對耶穌撒冷一塵
[00:06:06.880 --> 00:06:08.880]  被虐待過
[00:06:08.880 --> 00:06:10.880]  我對那塵面的思想
[00:06:10.880 --> 00:06:11.880]  特別勇敢
[00:06:11.880 --> 00:06:13.880]  反對多性復仇
[00:06:13.880 --> 00:06:14.880]  在家中
[00:06:14.880 --> 00:06:16.880]  而且坑人被殺
[00:06:16.880 --> 00:06:18.880]  我也以此貶成
[00:06:18.880 --> 00:06:20.880]  所有的惡惡
[00:06:20.880 --> 00:06:21.880]  我都知道
[00:06:21.880 --> 00:06:24.880]  被坑人說是種罪行
[00:06:24.880 --> 00:06:26.880]  我非常厭惡反抗
[00:06:26.880 --> 00:06:28.880]  甚至追擊坑人
[00:06:28.880 --> 00:06:30.880]  我都不敢再犯了
[00:06:31.880 --> 00:06:34.880]  首先我們看到第二至第三節
[00:06:34.880 --> 00:06:36.880]  在程序表有經文
[00:06:36.880 --> 00:06:38.880]  你都要看一看你的程序表
[00:06:38.880 --> 00:06:40.880]  除了看頭影片之外
[00:06:40.880 --> 00:06:42.880]  第二至三節
[00:06:42.880 --> 00:06:45.880]  保羅一開始很有禮貌地
[00:06:45.880 --> 00:06:48.880]  對阿基帕王說
[00:06:48.880 --> 00:06:49.880]  阿基帕王啊
[00:06:49.880 --> 00:06:50.880]  猶太人所告我一切事
[00:06:50.880 --> 00:06:52.880]  今日得以在你面前辯護
[00:06:52.880 --> 00:06:54.880]  實在是萬幸
[00:06:54.880 --> 00:06:57.880]  更慶幸是你很熟悉猶太人的規矩
[00:06:57.880 --> 00:06:58.880]  和他們爭論
[00:06:58.880 --> 00:07:01.880]  所以求你耐心聽我
[00:07:01.880 --> 00:07:02.880]  很有禮貌
[00:07:02.880 --> 00:07:06.880]  然後保羅就說到他成長背景
[00:07:06.880 --> 00:07:07.880]  他怎樣做法尼賽人
[00:07:07.880 --> 00:07:09.880]  怎樣成長
[00:07:09.880 --> 00:07:11.880]  然後就強調他的信念
[00:07:11.880 --> 00:07:14.880]  其實是承接整個以色列民族
[00:07:14.880 --> 00:07:16.880]  是以色列的祖宗
[00:07:16.880 --> 00:07:18.880]  長久以來
[00:07:18.880 --> 00:07:20.880]  所盼望的英雄
[00:07:20.880 --> 00:07:22.880]  在第六至第七節
[00:07:22.880 --> 00:07:23.880]  就這麼說
[00:07:23.880 --> 00:07:25.880]  現在我站在這裡受審
[00:07:25.880 --> 00:07:27.880]  是為了對神
[00:07:27.880 --> 00:07:29.880]  我們的祖宗的應許存著盼望
[00:07:29.880 --> 00:07:32.880]  這個應許我們十二個支派
[00:07:32.880 --> 00:07:34.880]  晝夜徹徹地侍奉神
[00:07:34.880 --> 00:07:37.880]  都指望得著
[00:07:37.880 --> 00:07:38.880]  王啊
[00:07:38.880 --> 00:07:41.880]  我正是因為這個指望
[00:07:41.880 --> 00:07:43.880]  被猶太人控告
[00:07:43.880 --> 00:07:47.880]  你看到保羅提到祖宗
[00:07:47.880 --> 00:07:49.880]  十二個支派
[00:07:49.880 --> 00:07:50.880]  侍奉神
[00:07:50.880 --> 00:07:53.880]  這些字眼都說明了
[00:07:53.880 --> 00:07:55.880]  保羅他所相信
[00:07:55.880 --> 00:07:57.880]  其實不是很奇怪的信念
[00:07:57.880 --> 00:07:58.880]  是整個以色列人
[00:07:58.880 --> 00:08:00.880]  一向都相信這些東西
[00:08:00.880 --> 00:08:02.880]  十二個支派都相信這些東西
[00:08:02.880 --> 00:08:04.880]  他沒有違背
[00:08:04.880 --> 00:08:05.880]  既然如此
[00:08:05.880 --> 00:08:06.880]  那你會問
[00:08:06.880 --> 00:08:07.880]  既然沒有違背
[00:08:07.880 --> 00:08:10.880]  為什麼猶太人還要告他呢?
[00:08:10.880 --> 00:08:13.880]  就是因為保羅持守著一個
[00:08:13.880 --> 00:08:16.880]  所有猶太人都持守的盼望
[00:08:16.880 --> 00:08:18.880]  就是第八節
[00:08:18.880 --> 00:08:21.880]  臣使死人復活
[00:08:21.880 --> 00:08:25.880]  你們為什麼判為不可信呢?
[00:08:25.880 --> 00:08:26.880]  是不是很奇怪?
[00:08:26.880 --> 00:08:29.880]  明明以色列人是信復活的
[00:08:29.880 --> 00:08:31.880]  現在他們告保羅
[00:08:31.880 --> 00:08:34.880]  就是因為保羅宣揚復活信息
[00:08:34.880 --> 00:08:40.880]  其實間接去諷刺猶太人
[00:08:40.880 --> 00:08:42.880]  第二至二十三節
[00:08:42.880 --> 00:08:44.880]  保羅再重複說一次
[00:08:44.880 --> 00:08:45.880]  我所說的
[00:08:45.880 --> 00:08:48.880]  並不外乎眾先知和摩西所說
[00:08:48.880 --> 00:08:50.880]  將來必成的事
[00:08:50.880 --> 00:08:52.880]  就是基督必須受害
[00:08:52.880 --> 00:08:54.880]  並且首先從死人中復活
[00:08:54.880 --> 00:08:58.880]  把亮光傳給猶太人和外邦人
[00:08:58.880 --> 00:09:00.880]  復活的信息
[00:09:00.880 --> 00:09:04.880]  先知和摩西都是這樣說的
[00:09:04.880 --> 00:09:05.880]  我所說的
[00:09:05.880 --> 00:09:09.880]  其實不是什麼新奇的東西
[00:09:09.880 --> 00:09:10.880]  所以總括來說
[00:09:10.880 --> 00:09:13.880]  保羅傳的信息有兩點
[00:09:13.880 --> 00:09:16.880]  第一就是拿撒勒人耶穌
[00:09:16.880 --> 00:09:19.880]  就是舊約的摩西律法和先知書
[00:09:19.880 --> 00:09:24.880]  一直預言要來的那位尼塞亞君王
[00:09:24.880 --> 00:09:25.880]  這是第一
[00:09:25.880 --> 00:09:26.880]  第二
[00:09:26.880 --> 00:09:29.880]  人死後將會復活
[00:09:29.880 --> 00:09:31.880]  面對公義的神
[00:09:31.880 --> 00:09:34.880]  人要為自己的一生交賬
[00:09:34.880 --> 00:09:36.880]  然後猶太人相信
[00:09:36.880 --> 00:09:39.880]  罪人會被定罪受罰
[00:09:39.880 --> 00:09:41.880]  義人會被清盞
[00:09:41.880 --> 00:09:45.880]  而耶穌就是第一個從死裡復活的人
[00:09:45.880 --> 00:09:47.880]  因此就證明了
[00:09:47.880 --> 00:09:52.880]  摩西和先知的預言所說的是真的
[00:09:52.880 --> 00:09:56.880]  這兩個信息都沒有違背先知的預言
[00:09:56.880 --> 00:09:58.880]  所以保羅帶領人去信主
[00:09:58.880 --> 00:10:00.880]  他傳揚這兩個信息
[00:10:00.880 --> 00:10:01.880]  有什麼錯呢?
[00:10:01.880 --> 00:10:05.880]  這就是保羅自辯的內容
[00:10:05.880 --> 00:10:06.880]  事實上
[00:10:06.880 --> 00:10:09.880]  猶太人其實都真的相信
[00:10:09.880 --> 00:10:12.880]  將來死人復活的盼望
[00:10:12.880 --> 00:10:18.880]  保羅在上一次在總督菲歷斯面前受審的時候
[00:10:18.880 --> 00:10:21.880]  其實他也說過相同的話
[00:10:21.880 --> 00:10:23.880]  請弟兄讀
[00:10:23.880 --> 00:10:25.880]  「我對神傳著
[00:10:25.880 --> 00:10:28.880]  這些人自己也接受的盼望
[00:10:28.880 --> 00:10:32.880]  就是義人和不義的人都要復活」
[00:10:32.880 --> 00:10:34.880]  好 子們
[00:10:34.880 --> 00:10:43.880]  (廣播)
[00:10:43.880 --> 00:10:46.880]  所以在保羅傳道的信息
[00:10:46.880 --> 00:10:48.880]  核心中的核心
[00:10:48.880 --> 00:10:50.880]  就是死人復活
[00:10:50.880 --> 00:10:53.880]  是他多次重複的信息
[00:10:53.880 --> 00:10:59.880]  死人復活是絕大多數猶太人的盼望
[00:10:59.880 --> 00:11:01.880]  現在很少人不相信
[00:11:01.880 --> 00:11:02.880]  就是殺到那個人
[00:11:02.880 --> 00:11:04.880]  但大部分人都相信
[00:11:04.880 --> 00:11:06.880]  猶太人相信復活之後
[00:11:06.880 --> 00:11:09.880]  是會面對公義的神
[00:11:09.880 --> 00:11:11.880]  會有公義的審判
[00:11:11.880 --> 00:11:15.880]  人要為自己的一生來交賬
[00:11:15.880 --> 00:11:18.880]  罪人會被定罪
[00:11:18.880 --> 00:11:21.880]  義人會被稱讚
[00:11:21.880 --> 00:11:26.880]  這就是一種超越眼前現實的盼望
[00:11:26.880 --> 00:11:29.880]  是保羅深深相信的
[00:11:29.880 --> 00:11:33.880]  這和當時猶太人有什麼不同呢?
[00:11:33.880 --> 00:11:34.880]  唯一不同就是
[00:11:34.880 --> 00:11:36.880]  保羅信這個拿撒勒人耶穌
[00:11:36.880 --> 00:11:39.880]  就是第一個從死裡復活的人
[00:11:39.880 --> 00:11:43.880]  而猶太人不信
[00:11:43.880 --> 00:11:44.880]  如果你是猶太人
[00:11:44.880 --> 00:11:45.880]  你想想
[00:11:45.880 --> 00:11:47.880]  這個復活的盼望
