
[00:00:00.000 --> 00:00:02.000]  大家好,晚安
[00:00:02.000 --> 00:00:08.000]  今晚的訊息是教會書卷系列
[00:00:08.000 --> 00:00:13.000]  第四講,雅各書,二章十四到二十六節
[00:00:13.000 --> 00:00:18.000]  我們先看經文
[00:00:18.000 --> 00:00:38.000]  (教會書中)
[00:00:38.000 --> 00:00:43.000]  看了頭影片或程序表都可以一起讀
[00:00:43.000 --> 00:01:12.000]  (教會書中)
[00:01:12.000 --> 00:01:16.000]  (教會書中)
[00:01:16.000 --> 00:01:35.000]  (教會書中)
[00:01:35.000 --> 00:01:43.000]  (教會書中)
[00:01:43.000 --> 00:01:51.000]  (教會書中)
[00:01:51.000 --> 00:02:04.000]  (教會書中)
[00:02:04.000 --> 00:02:10.000]  (教會書中)
[00:02:10.000 --> 00:02:27.000]  (教會書中)
[00:02:27.000 --> 00:02:45.000]  (教會書中)
[00:02:45.000 --> 00:02:48.000]  讓我們低頭一起讀
[00:02:54.000 --> 00:03:23.000]  (教會書中)
[00:03:23.000 --> 00:03:30.000]  今晚的講題是漢德健的信
[00:03:30.000 --> 00:03:35.000]  早前我在網上看到一個社會實驗
[00:03:35.000 --> 00:03:38.000]  不知道有沒有人看過
[00:03:38.000 --> 00:03:42.000]  寫,不要緊,我告訴大家
[00:03:42.000 --> 00:03:45.000]  有一個六歲的小女孩
[00:03:45.000 --> 00:03:50.000]  她特意試試看她的衣著是不同的時候
[00:03:50.000 --> 00:03:54.000]  人群中人會給什麼反應
[00:03:54.000 --> 00:03:57.000]  她穿得比較光鮮
[00:03:57.000 --> 00:04:03.000]  光鮮的時候,有很多人關心她,跟她聊天
[00:04:03.000 --> 00:04:07.000]  是不是迷路了,爸爸媽媽在哪裡等等
[00:04:07.000 --> 00:04:09.000]  很照顧她
[00:04:09.000 --> 00:04:15.000]  但當她扮了另一個樣子,沒有那麼光鮮的時候
[00:04:15.000 --> 00:04:17.000]  是完全沒有人走過去
[00:04:17.000 --> 00:04:19.000]  看到這個實驗
[00:04:19.000 --> 00:04:21.000]  然後再去餐廳
[00:04:21.000 --> 00:04:26.000]  去餐廳的時候,有很多人走去跟她聊天
[00:04:26.000 --> 00:04:28.000]  甚至給錢她
[00:04:28.000 --> 00:04:30.000]  有沒有人看過這個
[00:04:30.000 --> 00:04:33.000]  但當她穿得不是那麼光鮮的時候
[00:04:33.000 --> 00:04:36.000]  很多人就推走她,那個模糊了的
[00:04:36.000 --> 00:04:39.000]  因為在這個實驗中她已經受不了
[00:04:39.000 --> 00:04:41.000]  爆哭,她走了
[00:04:41.000 --> 00:04:44.000]  因為每個人都不明白
[00:04:44.000 --> 00:04:47.000]  為什麼穿得不好看的時候,人們會拒絕她
[00:04:47.000 --> 00:04:50.000]  遭受到這麼大的冷漠對待
[00:04:50.000 --> 00:04:54.000]  她拍這條片其實有兩個目的
[00:04:54.000 --> 00:04:56.000]  第一個目的,告訴我們
[00:04:56.000 --> 00:05:00.000]  這個世界確實存在著不公平的現象
[00:05:00.000 --> 00:05:05.000]  你穿得好一點,就有人走近你多一點
[00:05:05.000 --> 00:05:08.000]  你穿得不好,就走開一點
[00:05:08.000 --> 00:05:11.000]  但另一個訊息,她想帶出的就是
[00:05:11.000 --> 00:05:15.000]  過去這幾年,有很多人口販賣
[00:05:15.000 --> 00:05:19.000]  很多小朋友被人在街上抓走了
[00:05:19.000 --> 00:05:21.000]  其他人沒有人理會
[00:05:21.000 --> 00:05:23.000]  這就是社會實驗
[00:05:23.000 --> 00:05:25.000]  抓了她也沒有人理會,沒有人關心她
[00:05:25.000 --> 00:05:27.000]  所以希望透過這些片
[00:05:27.000 --> 00:05:32.000]  喚醒我們人性裡的關心、關懷
[00:05:32.000 --> 00:05:34.000]  當然不是只靠善情
[00:05:34.000 --> 00:05:36.000]  很想我們在聖經裡
[00:05:36.000 --> 00:05:39.000]  讓神的話再一次觸碰我們的生命
[00:05:39.000 --> 00:05:42.000]  在今晚這篇訊息裡
[00:05:42.000 --> 00:05:48.000]  我有三個重點和大家一起去認識、理解
[00:05:48.000 --> 00:05:51.000]  第一個是和憐憫有關
[00:05:51.000 --> 00:05:53.000]  如果你有程序表,有三個重點
[00:05:53.000 --> 00:05:55.000]  可以拿出來看
[00:05:55.000 --> 00:05:59.000]  信了耶穌的人,加上關懷的行動
[00:05:59.000 --> 00:06:01.000]  這就是恩代
[00:06:01.000 --> 00:06:05.000]  第二個訊息的重點,就是和生死有關
[00:06:05.000 --> 00:06:08.000]  信主連日的短的你
[00:06:08.000 --> 00:06:11.000]  或者信主連日長的你
[00:06:11.000 --> 00:06:14.000]  我們都一樣需要福音
[00:06:14.000 --> 00:06:17.000]  不只是未信的人需要福音
[00:06:17.000 --> 00:06:20.000]  信主的人更加需要福音
[00:06:20.000 --> 00:06:22.000]  這是需要更新
[00:06:22.000 --> 00:06:27.000]  我覺得近來神在這方面都很大的更新
[00:06:27.000 --> 00:06:30.000]  第三個就是和永恆有關
[00:06:30.000 --> 00:06:33.000]  信心加奉獻的行動
[00:06:33.000 --> 00:06:35.000]  這就是愛主
[00:06:35.000 --> 00:06:38.000]  為什麼會有這三個分段呢?
[00:06:38.000 --> 00:06:41.000]  我先給大家看一看結構
[00:06:41.000 --> 00:06:51.000]  這段在亞國書裡是說一些觀點、一些想法
[00:06:51.000 --> 00:06:54.000]  我特意提出了
[00:06:54.000 --> 00:06:57.000]  是說這兩樣的關係
[00:06:57.000 --> 00:07:00.000]  信心和行為的關係
[00:07:00.000 --> 00:07:03.000]  亞國在這裡說了四次
[00:07:03.000 --> 00:07:07.000]  四次都是寫有信心,但是沒有行為
[00:07:07.000 --> 00:07:09.000]  大家看到嗎?
[00:07:09.000 --> 00:07:11.000]  所以我又分了這四個
[00:07:11.000 --> 00:07:14.000]  有信心,沒有行為,是沒有益處
[00:07:14.000 --> 00:07:17.000]  有信心,沒有行為,是死的
[00:07:17.000 --> 00:07:21.000]  沒有行為,有信心,是沒有用的
[00:07:21.000 --> 00:07:25.000]  沒有行為,有信心,是死的
[00:07:25.000 --> 00:07:33.000]  因此在這裡,在亞國書的這段落裡
[00:07:33.000 --> 00:07:36.000]  他給了我們四個圖畫
[00:07:36.000 --> 00:07:39.000]  第一個就是基本人的需要
[00:07:39.000 --> 00:07:41.000]  沒有衣服穿,沒有飯吃
[00:07:41.000 --> 00:07:46.000]  但是突然間看到在信徒之間
[00:07:46.000 --> 00:07:48.000]  他不去接濟他
[00:07:48.000 --> 00:07:50.000]  這是亞國看到的情況
[00:07:50.000 --> 00:07:52.000]  是一個負面的例子
[00:07:52.000 --> 00:07:56.000]  是信徒之間,與信徒之間人的關係
[00:07:56.000 --> 00:07:59.000]  到B那個,也是一個負面例子
[00:07:59.000 --> 00:08:02.000]  就是有些人會在爭論
[00:08:02.000 --> 00:08:04.000]  你有信心就行,你會說就行
[00:08:04.000 --> 00:08:08.000]  我什麼都不會說,我讀書少,我只會做
[00:08:08.000 --> 00:08:11.000]  我和你一起就行,一個信一個行為
[00:08:11.000 --> 00:08:13.000]  行不行是不行的
[00:08:13.000 --> 00:08:17.000]  他解釋到有鬼魔的信
[00:08:17.000 --> 00:08:21.000]  並且害怕得發抖
[00:08:21.000 --> 00:08:25.000]  去到B,B派,這是正面的例子
[00:08:25.000 --> 00:08:28.000]  是說亞伯拉罕,亞伯拉罕的信心
[00:08:28.000 --> 00:08:31.000]  最高峰就是獻上他的兒子,以撒
[00:08:31.000 --> 00:08:33.000]  他被稱為神的朋友
[00:08:33.000 --> 00:08:36.000]  最後A派,也是正面的例子
[00:08:36.000 --> 00:08:40.000]  是說另一個聖經人物,拉合,妓女拉合
[00:08:40.000 --> 00:08:43.000]  是說他怎樣接待兩位探子
[00:08:43.000 --> 00:08:45.000]  結構就是這樣
[00:08:45.000 --> 00:08:48.000]  A對A的是說對人的關係
[00:08:48.000 --> 00:08:52.000]  B對B是說信徒,或聖經人物角色
[00:08:52.000 --> 00:08:54.000]  與神之間的關係
[00:08:54.000 --> 00:08:57.000]  所以我在這裡會有三個重點信息
[00:08:57.000 --> 00:08:59.000]  第一個是A對A的信息
[00:08:59.000 --> 00:09:01.000]  等一下會一一和大家分享
[00:09:01.000 --> 00:09:03.000]  第二個是亞伯拉罕和妓女拉合
[00:09:03.000 --> 00:09:05.000]  兩個之間有什麼對比,有什麼分別
[00:09:05.000 --> 00:09:07.000]  最後就是說鬼魔的信
[00:09:07.000 --> 00:09:10.000]  與亞伯拉罕的信有什麼分別
[00:09:10.000 --> 00:09:16.000]  我們來看,整個段落都是信心和行為的關係
[00:09:16.000 --> 00:09:19.000]  福音有一個次序,Gospel Order
[00:09:19.000 --> 00:09:22.000]  我信耶穌,我得救
[00:09:22.000 --> 00:09:24.000]  接著我去服事
[00:09:24.000 --> 00:09:27.000]  這個大家聽得對嗎?
[00:09:27.000 --> 00:09:29.000]  這個對嗎?
[00:09:29.000 --> 00:09:32.000]  我信耶穌,我得救,我去服事
[00:09:32.000 --> 00:09:33.000]  這個對嗎?
[00:09:33.000 --> 00:09:35.000]  大家沒有反應嗎?
[00:09:35.000 --> 00:09:37.000]  對,這個對的
[00:09:37.000 --> 00:09:39.000]  這個就是保羅給我們的信息
[00:09:39.000 --> 00:09:42.000]  但是亞哥書在這裡給我們的就是
[00:09:42.000 --> 00:09:44.000]  他說的是有一點點不同
[00:09:44.000 --> 00:09:46.000]  我讀給大家聽,大家聽不聽得出有什麼分別
[00:09:46.000 --> 00:09:49.000]  我信了,我不去行善
[00:09:49.000 --> 00:09:51.000]  我會不會得救呢?
[00:09:51.000 --> 00:09:52.000]  亞哥要說這件事
[00:09:52.000 --> 00:09:55.000]  如果我將他轉為一個陳述句的時候
[00:09:55.000 --> 00:09:57.000]  就是說,我信耶穌基督
[00:09:57.000 --> 00:10:01.000]  我要行善,我便會得救
[00:10:01.000 --> 00:10:02.000]  有沒有分別?
[00:10:02.000 --> 00:10:03.000]  跟剛才那句
[00:10:03.000 --> 00:10:05.000]  有分別
[00:10:05.000 --> 00:10:08.000]  分別很大
[00:10:08.000 --> 00:10:10.000]  在馬丁路德時代
[00:10:10.000 --> 00:10:13.000]  為什麼我們現在有新教
[00:10:13.000 --> 00:10:15.000]  能夠知道什麼是恩順清儀
[00:10:15.000 --> 00:10:16.000]  因為在馬丁路德的時候
[00:10:16.000 --> 00:10:18.000]  他一直就相信這一句
[00:10:18.000 --> 00:10:20.000]  我信耶穌基督
[00:10:20.000 --> 00:10:23.000]  我要行善,我便會得救
[00:10:23.000 --> 00:10:25.000]  他一直操練了很多年
[00:10:25.000 --> 00:10:28.000]  他是一個很認真很敬虔的人
[00:10:28.000 --> 00:10:29.000]  在當時
[00:10:29.000 --> 00:10:32.000]  但是他發覺好像不斷欠神債
[00:10:32.000 --> 00:10:35.000]  不斷做都做不好
[00:10:35.000 --> 00:10:37.000]  裡面有一個洞是無法填滿
[00:10:37.000 --> 00:10:39.000]  神的要求
[00:10:39.000 --> 00:10:40.000]  很沮喪
[00:10:40.000 --> 00:10:42.000]  直到有一天看到聖經
[00:10:42.000 --> 00:10:43.000]  神光照他
[00:10:43.000 --> 00:10:46.000]  他就回到剛才那個正常的福音次序
[00:10:46.000 --> 00:10:48.000]  我信了耶穌
[00:10:48.000 --> 00:10:49.000]  我就得救了
[00:10:49.000 --> 00:10:51.000]  我就去服事
[00:10:51.000 --> 00:10:52.000]  我去工作
[00:10:52.000 --> 00:10:53.000]  完全不同了
[00:10:53.000 --> 00:10:56.000]  將他整個人生改變了
[00:10:56.000 --> 00:10:58.000]  所以到這裡
[00:10:58.000 --> 00:10:59.000]  我們去問
[00:10:59.000 --> 00:11:03.000]  當時馬丁路德還不能解明雅各書
[00:11:03.000 --> 00:11:04.000]  不過我們在神學院教
[00:11:04.000 --> 00:11:05.000]  神學院老師就說
[00:11:05.000 --> 00:11:06.000]  都要看出他
[00:11:06.000 --> 00:11:08.000]  在當時他看到一樣很重要的真理
[00:11:08.000 --> 00:11:09.000]  已經很足夠了
[00:11:09.000 --> 00:11:12.000]  其他的就留到我們後世
[00:11:12.000 --> 00:11:13.000]  就是我們了
[00:11:13.000 --> 00:11:15.000]  一起去解讀出來
[00:11:15.000 --> 00:11:16.000]  所以在這裡看的時候
[00:11:16.000 --> 00:11:19.000]  我們以為好像有出入
[00:11:19.000 --> 00:11:20.000]  其實是沒有出入的
[00:11:20.000 --> 00:11:22.000]  我想給大家聽清楚
[00:11:22.000 --> 00:11:25.000]  只是保羅說的對象
[00:11:25.000 --> 00:11:28.000]  和雅各說的對象是有不同
[00:11:28.000 --> 00:11:30.000]  保羅分享的福音對象
[00:11:30.000 --> 00:11:32.000]  就是未有永生的外邦人
[00:11:32.000 --> 00:11:34.000]  也就是未信的我們
[00:11:34.000 --> 00:11:36.000]  當我們去信耶穌的時候
[00:11:36.000 --> 00:11:38.000]  是真的不講任何條件的
[00:11:38.000 --> 00:11:40.000]  你信就能夠清儀
[00:11:40.000 --> 00:11:42.000]  在神面前白白清儀
[00:11:42.000 --> 00:11:46.000]  和神恢復正確的關係
[00:11:46.000 --> 00:11:49.000]  但是在雅各的時候提醒的是
[00:11:49.000 --> 00:11:51.000]  整本雅各書在新約聖經裡面
[00:11:51.000 --> 00:11:53.000]  在聖靈密士使徒裡面
[00:11:53.000 --> 00:11:55.000]  是第一本書的
[00:11:55.000 --> 00:11:56.000]  第一本書
[00:11:56.000 --> 00:11:59.000]  有一個特別的重要性
[00:11:59.000 --> 00:12:05.000]  就是正正在耶路撒冷會議之前發生的
[00:12:05.000 --> 00:12:07.000]  耶路撒冷會議還沒到之前
[00:12:07.000 --> 00:12:09.000]  雅各就寫了雅各書
[00:12:09.000 --> 00:12:12.000]  耶路撒冷會議那個很重要的
[00:12:12.000 --> 00:12:13.000]  現在有回來看一下
[00:12:13.000 --> 00:12:14.000]  在司徒函專十五章
[00:12:14.000 --> 00:12:17.000]  是才能夠將基督教
[00:12:17.000 --> 00:12:21.000]  好像被認為只是猶太教的分支
[00:12:21.000 --> 00:12:23.000]  能夠成為一個普世的宗教
[00:12:23.000 --> 00:12:24.000]  來到今天
[00:12:24.000 --> 00:12:26.000]  如果那個耶路撒冷會議
[00:12:26.000 --> 00:12:27.000]  過不了去不了
[00:12:27.000 --> 00:12:29.000]  今天基督教不能夠傳到中國
[00:12:29.000 --> 00:12:31.000]  不能夠傳到香港
[00:12:31.000 --> 00:12:33.000]  所以在這個過渡期之間
[00:12:33.000 --> 00:12:35.000]  雅各是很清晰的
[00:12:35.000 --> 00:12:39.000]  而早期的當耶穌基督復活升天之後
[00:12:39.000 --> 00:12:40.000]  AD33年
[00:12:40.000 --> 00:12:44.000]  去到這裡大概主後47年左右
[00:12:44.000 --> 00:12:47.000]  大部分的信徒都是清一色的猶太人
[00:12:47.000 --> 00:12:49.000]  直到有雅各
[00:12:49.000 --> 00:12:50.000]  是另一個雅各
[00:12:50.000 --> 00:12:53.000]  信徒的時候才被迫四散
[00:12:53.000 --> 00:12:56.000]  否則他們只會傳給以色列猶太人
[00:12:56.000 --> 00:12:58.000]  他們不傳給其他人
[00:12:58.000 --> 00:13:00.000]  所以在這本書裡面
[00:13:00.000 --> 00:13:04.000]  我們看到很多猶太人的信仰用語
[00:13:04.000 --> 00:13:06.000]  你看到他講十二支派
[00:13:06.000 --> 00:13:07.000]  初熟的果子
[00:13:07.000 --> 00:13:08.000]  和會堂
[00:13:08.000 --> 00:13:09.000]  上一次有講
[00:13:09.000 --> 00:13:11.000]  他不用教會這個字
[00:13:11.000 --> 00:13:14.000]  他用會堂去講給猶太人聽
[00:13:14.000 --> 00:13:18.000]  所以當雅各去講這個次序的時候
[00:13:18.000 --> 00:13:23.000]  特別是應用在當時那群信了耶穌的猶太人身上
[00:13:23.000 --> 00:13:25.000]  那群門徒身上
[00:13:25.000 --> 00:13:28.000]  不是一群未信的外邦人身上
[00:13:28.000 --> 00:13:30.000]  所以雅各是在講一個問題
[00:13:30.000 --> 00:13:34.000]  不是在講脫離地獄上天堂的問題
[00:13:34.000 --> 00:13:35.000]  我們很清晰的
[00:13:35.000 --> 00:13:37.000]  我們做中國人很實用
[00:13:37.000 --> 00:13:38.000]  信了耶穌就永生
[00:13:38.000 --> 00:13:39.000]  我就夠了
[00:13:39.000 --> 00:13:41.000]  所以福音就講給未信的人聽
[00:13:41.000 --> 00:13:42.000]  就好了
[00:13:42.000 --> 00:13:44.000]  信了就不用特別多講
[00:13:44.000 --> 00:13:45.000]  其實就不是
[00:13:45.000 --> 00:13:47.000]  信了我們更加要認識
[00:13:47.000 --> 00:13:50.000]  正如每一個月我們要領聖餐
