在開始正道前例同心來祈禱。
我們救主耶穌基督 神的獨生兒子。
求祢施恩可憐這個罪人。
願意在祢面前試搭宣廣主的恩言。
求主耶穌基督的保血。
再一次來洗進洗淨這個不配的人的罪。
願意孩之能夠成為神話語的出口。
能將主的恩言來解明。
願真理聖靈開啟我們的心竅。
帶領我們進入真理。
恭敬將以下環節交托。
仰望求主保守 因領祈禱。
賴奉耶穌 慾聖名其求 啞門。
賴奉耶穌 慾聖名其求 啞門。
賴奉耶穌 慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
慾聖名其求 啞門。
