
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,早安
[00:00:04.000 --> 00:00:07.000]  今天有機會來到當中
[00:00:07.000 --> 00:00:10.000]  代表母愛來問候
[00:00:10.000 --> 00:00:14.000]  也介紹蘇怡的先生
[00:00:14.000 --> 00:00:16.000]  他來了,站起來給大家看看
[00:00:16.000 --> 00:00:18.000]  剛才已經看了
[00:00:18.000 --> 00:00:20.000]  阿倫
[00:00:20.000 --> 00:00:22.000]  很奇妙,神的恩典很大
[00:00:22.000 --> 00:00:26.000]  今天跟大家分享一段經文
[00:00:26.000 --> 00:00:28.000]  聖經可以打開
[00:00:28.000 --> 00:00:32.000]  在你手上的是《馬太福音》
[00:00:32.000 --> 00:00:43.000]  《馬太福音》十二章
[00:00:43.000 --> 00:00:46.000]  十八到二十一節
[00:00:46.000 --> 00:00:48.000]  剛讀過
[00:00:48.000 --> 00:00:54.000]  雖然版本不同
[00:00:54.000 --> 00:00:57.000]  可能不更清楚所講
[00:00:57.000 --> 00:01:04.000]  在1990年的時候
[00:01:04.000 --> 00:01:08.000]  我在伊利沙巴醫院有機會去侍奉
[00:01:08.000 --> 00:01:12.000]  在這條遠目當中一起侍奉
[00:01:12.000 --> 00:01:17.000]  在十年的時間我跟上帥都問了一個問題
[00:01:17.000 --> 00:01:21.000]  我問神為甚麼我們人有那麼多苦難呢
[00:01:21.000 --> 00:01:23.000]  為甚麼有那麼多苦難呢
[00:01:23.000 --> 00:01:28.000]  因為每次見到都好多令人都
[00:01:28.000 --> 00:01:33.000]  好像浪蓋過來是受不住的
[00:01:33.000 --> 00:01:37.000]  我覺得心裏面常常問的
[00:01:37.000 --> 00:01:41.000]  特別是遇過三兄弟連續患老癌
[00:01:41.000 --> 00:01:43.000]  一個一個離世
[00:01:43.000 --> 00:01:47.000]  我就心裏不期然問主人究竟發生甚麼事
[00:01:47.000 --> 00:01:50.000]  我那時如果心水清
[00:01:50.000 --> 00:01:53.000]  1990年的時候我都很年輕
[00:01:53.000 --> 00:01:55.000]  三十歲左右
[00:01:55.000 --> 00:01:57.000]  我問究竟人生為甚麼呢
[00:01:57.000 --> 00:01:59.000]  為甚麼有那麼多苦難呢
[00:01:59.000 --> 00:02:03.000]  在這裏經文講到
[00:02:03.000 --> 00:02:05.000]  阿斯利康的蘆葦
[00:02:05.000 --> 00:02:07.000]  我直接講
[00:02:07.000 --> 00:02:10.000]  蘆葦在地利斯蘭的時候
[00:02:10.000 --> 00:02:13.000]  是一些看不上眼的
[00:02:13.000 --> 00:02:17.000]  但它可以造成一些可以用來吹的笛子
[00:02:17.000 --> 00:02:23.000]  當中可以奏起一些很漂亮的樂章
[00:02:23.000 --> 00:02:29.000]  我記得有間教會有一個弟兄吹一些陶笛
[00:02:29.000 --> 00:02:32.000]  同樣是那個聲音漂亮到不得了
[00:02:32.000 --> 00:02:35.000]  我相信笛子有它的特別聲音
[00:02:35.000 --> 00:02:40.000]  同樣在摩西很小的時候
[00:02:40.000 --> 00:02:42.000]  有一個小的嬰兒
[00:02:42.000 --> 00:02:45.000]  當時不能夠養育嬰兒
[00:02:45.000 --> 00:02:47.000]  唯有扔到海裏
[00:02:47.000 --> 00:02:49.000]  但他用一個蒲草
[00:02:49.000 --> 00:02:52.000]  即是當時的蘆葦草
[00:02:52.000 --> 00:02:56.000]  造成一些籃子放在裏面
[00:02:56.000 --> 00:02:59.000]  並且當時有些油燈
[00:02:59.000 --> 00:03:06.000]  油燈用麻鹽油做一些燃點
[00:03:06.000 --> 00:03:09.000]  原來麻鹽油燃點之後
[00:03:09.000 --> 00:03:13.000]  吹熄的時候都有一陣味道
[00:03:13.000 --> 00:03:16.000]  在60年代70年代
[00:03:16.000 --> 00:03:20.000]  我們一代人就不忘記那種味道
[00:03:20.000 --> 00:03:22.000]  就是火水味
[00:03:22.000 --> 00:03:25.000]  當我們熄了火水爐
[00:03:25.000 --> 00:03:27.000]  那種味道就出來了
[00:03:27.000 --> 00:03:29.000]  但現在當然沒有了
[00:03:29.000 --> 00:03:32.000]  當時這些情況
[00:03:32.000 --> 00:03:35.000]  小小的背景說到
[00:03:35.000 --> 00:03:39.000]  原來這段經文的出處
[00:03:39.000 --> 00:03:43.000]  其實是在《爾作亞書》42章1-9節
[00:03:43.000 --> 00:03:46.000]  在《僕人之詩》
[00:03:46.000 --> 00:03:47.000]  本來還有
[00:03:47.000 --> 00:03:50.000]  總共是有不止這麼少
[00:03:50.000 --> 00:03:52.000]  有四首的
[00:03:52.000 --> 00:03:56.000]  在42篇裏面
[00:03:56.000 --> 00:03:59.000]  之後就有四首的《僕人之詩》
[00:03:59.000 --> 00:04:02.000]  今天只不過拿了第一
[00:04:02.000 --> 00:04:05.000]  《僕人之詩》的第一小小的部分
[00:04:05.000 --> 00:04:06.000]  跟大家分享
[00:04:06.000 --> 00:04:08.000]  這個情況
[00:04:08.000 --> 00:04:12.000]  第一點
[00:04:12.000 --> 00:04:14.000]  壓傷的心
[00:04:14.000 --> 00:04:22.000]  我想容易就明白
[00:04:22.000 --> 00:04:23.000]  壓傷的心
[00:04:23.000 --> 00:04:25.000]  就好像這裏說
[00:04:25.000 --> 00:04:27.000]  壓傷的爐位不截斷
[00:04:27.000 --> 00:04:30.000]  燈火不熄滅
[00:04:30.000 --> 00:04:33.000]  我在想這個過程的時候
[00:04:33.000 --> 00:04:34.000]  其實好像很簡單
[00:04:34.000 --> 00:04:36.000]  但當我想的時候
[00:04:36.000 --> 00:04:40.000]  原來可以簡單分兩大類的分開
[00:04:40.000 --> 00:04:42.000]  第一類就是一個
[00:04:42.000 --> 00:04:47.000]  我們會在內或外面來造成壓力
[00:04:47.000 --> 00:04:49.000]  這個就是由外
[00:04:49.000 --> 00:04:53.000]  一個就是由內造成的壓力
[00:04:53.000 --> 00:04:54.000]  好像很簡單
[00:04:54.000 --> 00:05:03.000]  但當說是由外的壓力來的時候
[00:05:03.000 --> 00:05:07.000]  原來壓傷的爐位不截斷
[00:05:07.000 --> 00:05:09.000]  為甚麼不截斷呢
[00:05:09.000 --> 00:05:11.000]  其實是
[00:05:11.000 --> 00:05:13.000]  原來裏面是一件
[00:05:13.000 --> 00:05:15.000]  壓傷這兩個字
[00:05:15.000 --> 00:05:16.000]  很簡單
[00:05:16.000 --> 00:05:17.000]  壓傷
[00:05:17.000 --> 00:05:19.000]  如果是外力的時候
[00:05:19.000 --> 00:05:20.000]  很自然是甚麼
[00:05:20.000 --> 00:05:24.000]  有可能大自然
[00:05:24.000 --> 00:05:25.000]  或者是一些甚麼
[00:05:25.000 --> 00:05:26.000]  人為
[00:05:26.000 --> 00:05:28.000]  或者是天生出來
