
[00:00:00.000 --> 00:00:04.000]  (自動翻譯)
[00:00:04.000 --> 00:00:05.600]  各位弟兄姊妹
[00:00:05.600 --> 00:00:07.480]  平安
[00:00:07.480 --> 00:00:11.760]  很感恩在在此大家中間一起分享神的話
[00:00:11.760 --> 00:00:14.000]  這次是一個很特別的安排
[00:00:14.000 --> 00:00:17.160]  弟兄姊妹應該都在家中
[00:00:17.160 --> 00:00:19.120]  去和大家崇拜
[00:00:19.120 --> 00:00:20.160]  但無論如何
[00:00:20.160 --> 00:00:22.240]  我相信神的靈和我們同在
[00:00:22.240 --> 00:00:25.840]  我們心歸向神的時候
[00:00:25.840 --> 00:00:30.040]  無論我們處於一個什麼位置
[00:00:30.040 --> 00:00:33.200]  我們都以神為中心
[00:00:33.200 --> 00:00:39.880]  一起以神的道為我們教會群體的指引
[00:00:39.880 --> 00:00:42.720]  教導為我們的中心
[00:00:42.720 --> 00:00:43.680]  能夠聚集
[00:00:43.680 --> 00:00:45.200]  能夠一起去敬拜神
[00:00:45.200 --> 00:00:46.840]  這也是神的恩典
[00:00:46.840 --> 00:00:48.040]  拍攝今天的訊息
[00:00:48.040 --> 00:00:50.800]  能夠成為大家的安慰和幫助
[00:00:50.800 --> 00:00:54.960]  我不知道大家在這些日子當中
[00:00:54.960 --> 00:00:59.120]  有沒有什麼聖經會為大家多讀
[00:00:59.120 --> 00:01:04.720]  或者對自己的信仰有更深的體會
[00:01:04.720 --> 00:01:05.560]  我這段時間裡
[00:01:05.560 --> 00:01:08.360]  很多時候都會有機會去讀啟示錄
[00:01:08.360 --> 00:01:09.960]  特別在工作裡
[00:01:09.960 --> 00:01:12.520]  和大學生查經的時候
[00:01:12.520 --> 00:01:15.600]  其實我們都是去查啟示錄
[00:01:15.600 --> 00:01:18.880]  問他們查完幾章之後
[00:01:18.880 --> 00:01:23.680]  去到一個學期的完結
[00:01:23.680 --> 00:01:24.560]  再開始的時候
[00:01:24.560 --> 00:01:27.320]  其實他們仍然都說很想繼續查下去
[00:01:27.320 --> 00:01:28.600]  都是一個很特別的
[00:01:28.600 --> 00:01:30.400]  對我來說的一個體會
[00:01:30.400 --> 00:01:32.040]  可能在啟示錄裡面
[00:01:32.040 --> 00:01:34.040]  特別是它的聖經背景
[00:01:34.040 --> 00:01:35.600]  聖經的訊息
[00:01:35.600 --> 00:01:37.000]  都可能在我們今天
[00:01:37.000 --> 00:01:38.480]  香港的處境當中
[00:01:38.480 --> 00:01:40.600]  會成為我們的安慰
[00:01:40.600 --> 00:01:43.080]  和大家分享的這段經文是
[00:01:43.080 --> 00:01:45.240]  在啟示錄最後的總結
[00:01:45.240 --> 00:01:49.400]  啟示錄的總結是二十一和二十二章
[00:01:49.400 --> 00:01:51.000]  而這一段一至八節
[00:01:51.000 --> 00:01:54.520]  就是總結的開頭的一段經文
[00:01:54.520 --> 00:01:55.880]  如果你再想闊一點
[00:01:55.880 --> 00:01:59.040]  其實啟示錄是聖經裡面最後一段書
[00:01:59.040 --> 00:02:04.640]  可能都是整段新舊約的傳書的總結
[00:02:04.640 --> 00:02:06.640]  上帝要告訴我們
[00:02:06.640 --> 00:02:08.080]  告訴祂的子民
[00:02:08.080 --> 00:02:09.280]  有什麼訊息
[00:02:09.280 --> 00:02:11.280]  要祂常存心裡
[00:02:11.280 --> 00:02:14.160]  要祂繼續存在教會當中
[00:02:14.160 --> 00:02:15.800]  繼續保存
[00:02:15.800 --> 00:02:17.800]  繼續相信
[00:02:17.800 --> 00:02:19.720]  和繼續去把持著
[00:02:19.720 --> 00:02:22.320]  去過我們的生活
[00:02:22.320 --> 00:02:24.800]  這也是上帝可能在啟示錄最後的時候
[00:02:24.800 --> 00:02:26.640]  為我們預備的心意
[00:02:26.640 --> 00:02:28.520]  求主幫助讓我們今天的訊息
[00:02:28.520 --> 00:02:30.400]  都是讓我們能夠
[00:02:30.400 --> 00:02:32.800]  存著開放的心去領受
[00:02:32.800 --> 00:02:34.320]  我們先再有個禱告
[00:02:34.320 --> 00:02:38.520]  然後我們開始進入上帝的話語當中
[00:02:38.520 --> 00:02:39.920]  慈悲天父多謝祢給我們今天
