
[00:00:00.000 --> 00:00:27.000]  張國柱議員
[00:00:27.000 --> 00:00:31.000]  究竟孫教士頭上是否有光環呢?
[00:00:31.000 --> 00:00:33.000]  這個我不太肯定
[00:00:33.000 --> 00:00:37.000]  不過在華人社會或華人教會群體中
[00:00:37.000 --> 00:00:43.000]  對孫教士這個名字似乎把身份抬高了一點
[00:00:43.000 --> 00:00:47.000]  所以我當時在警察局服事時
[00:00:47.000 --> 00:00:53.000]  曾經幫一個信徒孫教士準備出去工場
[00:00:53.000 --> 00:00:55.000]  在職前有些培訓
[00:00:55.000 --> 00:01:00.000]  他跟我說自從他跟教會領袖說
[00:01:00.000 --> 00:01:03.000]  我要申請警察會成為孫教士
[00:01:03.000 --> 00:01:05.000]  那一刻之後
[00:01:05.000 --> 00:01:10.000]  教會領袖突然在他的稱呼中加了一句
[00:01:10.000 --> 00:01:12.000]  「xxx孫教士」
[00:01:12.000 --> 00:01:15.000]  而且還公公敬敬地說「xxx孫教士」
[00:01:15.000 --> 00:01:18.000]  我不知道這是個別教會狀況
[00:01:18.000 --> 00:01:22.000]  還是我們普遍華人教會的狀況
[00:01:22.000 --> 00:01:25.000]  似乎對一些人願意奉獻
[00:01:25.000 --> 00:01:27.000]  做警察和孫教士工作的人
[00:01:27.000 --> 00:01:31.000]  總覺得他們是高一點的
[00:01:31.000 --> 00:01:34.000]  不過亦可能因為這樣
[00:01:34.000 --> 00:01:37.000]  把某些孫教士的身份或名銜
[00:01:37.000 --> 00:01:39.000]  抬高了一點的時候
[00:01:39.000 --> 00:01:41.000]  變成了一種不明文的規定
[00:01:41.000 --> 00:01:45.000]  我們覺得我不是孫教士
[00:01:45.000 --> 00:01:48.000]  我不用參與孫教工作
[00:01:48.000 --> 00:01:50.000]  或者變得有些卻步
[00:01:50.000 --> 00:01:51.000]  即是沒有我的份了
[00:01:51.000 --> 00:01:53.000]  我便遠離了
[00:01:53.000 --> 00:01:56.000]  好像有兩極的看法
[00:01:56.000 --> 00:01:58.000]  一種是這些人要受尊崇
[00:01:58.000 --> 00:02:00.000]  我們這些普通人
[00:02:00.000 --> 00:02:02.000]  其實百分之九十多都是這些人
[00:02:02.000 --> 00:02:04.000]  普通的信徒
[00:02:04.000 --> 00:02:07.000]  是做不到甚麼孫教工作的
[00:02:07.000 --> 00:02:10.000]  但究竟是否真的這樣呢?
[00:02:10.000 --> 00:02:13.000]  當然我們可以說
[00:02:13.000 --> 00:02:15.000]  孫教工作
[00:02:15.000 --> 00:02:19.000]  暫時來說
[00:02:19.000 --> 00:02:23.000]  都是以孫教工作或孫教士的身份去做
[00:02:23.000 --> 00:02:25.000]  換句話說
[00:02:25.000 --> 00:02:27.000]  孫教士某程度上
[00:02:27.000 --> 00:02:29.000]  都是一些有血有肉的人
[00:02:29.000 --> 00:02:31.000]  其實和我和你都一樣
[00:02:31.000 --> 00:02:34.000]  只不過孫教士為何要做孫教士呢?
[00:02:34.000 --> 00:02:36.000]  其實就是他帶著一個呼召
[00:02:36.000 --> 00:02:38.000]  去回應這個呼召
[00:02:38.000 --> 00:02:40.000]  所以成為孫教士
[00:02:40.000 --> 00:02:42.000]  其實只是多了一點點的東西
[00:02:42.000 --> 00:02:44.000]  所以今天我們從這個角度
[00:02:44.000 --> 00:02:47.000]  看看我們如何看待孫教士
[00:02:47.000 --> 00:02:50.000]  在聖經裏面
[00:02:50.000 --> 00:02:53.000]  我們知道保羅是一個孫教士
[00:02:53.000 --> 00:02:55.000]  剛才我們所讀的
[00:02:55.000 --> 00:02:58.000]  《士徒人傳》的二十六章這段經文
[00:02:58.000 --> 00:03:01.000]  其實是一個公開場合
[00:03:01.000 --> 00:03:03.000]  保羅在這個公開場合裏面
[00:03:03.000 --> 00:03:05.000]  面對很多人
[00:03:05.000 --> 00:03:07.000]  這裡提到一些名字
[00:03:07.000 --> 00:03:10.000]  有阿基帕王、菲斯都、伯尼基
[00:03:10.000 --> 00:03:13.000]  還有天夫長、城裏的顯耀等等
[00:03:13.000 --> 00:03:15.000]  總督等等
[00:03:15.000 --> 00:03:17.000]  當時在座的人
[00:03:17.000 --> 00:03:19.000]  是很多不同的人
[00:03:19.000 --> 00:03:22.000]  但都是一些官員或士兵
[00:03:22.000 --> 00:03:24.000]  那邊的人比較多
[00:03:24.000 --> 00:03:27.000]  其實保羅說見證的內容
[00:03:27.000 --> 00:03:30.000]  在《士徒人傳》出現了很多次
[00:03:30.000 --> 00:03:32.000]  這裡不是第一次
[00:03:32.000 --> 00:03:35.000]  在第九章、二十六章是第三次
[00:03:35.000 --> 00:03:37.000]  所以其實同樣的見證
[00:03:37.000 --> 00:03:40.000]  已經在《士徒人傳》出現了三次
[00:03:40.000 --> 00:03:42.000]  留意在逢生出現三次
[00:03:42.000 --> 00:03:44.000]  即是重覆、重覆、又重覆
[00:03:44.000 --> 00:03:46.000]  都是一些重要的東西
[00:03:46.000 --> 00:03:51.000]  當我們看保羅見證的內涵的時候
[00:03:51.000 --> 00:03:53.000]  我們看到保羅說什麼呢?
[00:03:53.000 --> 00:03:55.000]  「我先在大馬士革」
[00:03:55.000 --> 00:03:58.000]  「後在耶路撒冷和猶太傳遞」
[00:03:58.000 --> 00:03:59.000]  「以及外邦」
[00:03:59.000 --> 00:04:02.000]  「勸勉他們應當悔改歸向神」
[00:04:02.000 --> 00:04:05.000]  「行事與悔改的心相稱」
[00:04:05.000 --> 00:04:08.000]  保羅說他在不同的地方
[00:04:08.000 --> 00:04:12.000]  就是大馬士革
[00:04:12.000 --> 00:04:14.000]  即是他蒙召的地方
[00:04:14.000 --> 00:04:16.000]  再去到耶路撒冷、猶太傳遞
[00:04:16.000 --> 00:04:18.000]  去到外邦不同的地區裏面
[00:04:18.000 --> 00:04:20.000]  作見證
[00:04:20.000 --> 00:04:21.000]  向他們傳福音
[00:04:21.000 --> 00:04:23.000]  希望聽到的人
[00:04:23.000 --> 00:04:25.000]  願意悔改歸向神
[00:04:25.000 --> 00:04:28.000]  其實當他這樣做的時候
[00:04:28.000 --> 00:04:29.000]  由大馬士革出發
[00:04:29.000 --> 00:04:32.000]  去到外邦這樣的行程的時候
[00:04:32.000 --> 00:04:34.000]  其實他是在回應
[00:04:34.000 --> 00:04:35.000]  在大馬士革
[00:04:35.000 --> 00:04:37.000]  主耶穌所給他的呼召
[00:04:38.000 --> 00:04:40.000]  當我們對照
[00:04:40.000 --> 00:04:43.000]  《史壇傳九章》十五至十六節
[00:04:43.000 --> 00:04:46.000]  當時保羅在大馬士革
[00:04:46.000 --> 00:04:47.000]  路上蒙召
[00:04:47.000 --> 00:04:48.000]  他看不到東西
[00:04:48.000 --> 00:04:51.000]  去到大馬士革城裏面
[00:04:51.000 --> 00:04:54.000]  有一個門徒叫做阿蘭尼亞
[00:04:54.000 --> 00:04:57.000]  在未見保羅之前
[00:04:57.000 --> 00:04:59.000]  主對阿蘭尼亞說
[00:04:59.000 --> 00:05:00.000]  「你只管去」
[00:05:00.000 --> 00:05:02.000]  「他」是指保羅
[00:05:02.000 --> 00:05:04.000]  「是我所揀選的器皿」
[00:05:04.000 --> 00:05:08.000]  「要在外邦人、君王和以色列人面前」
[00:05:08.000 --> 00:05:10.000]  「宣揚我的名」
[00:05:10.000 --> 00:05:11.000]  「我又要指示他」
[00:05:11.000 --> 00:05:15.000]  「為我的名必須受許多的苦難」
[00:05:15.000 --> 00:05:17.000]  這個是最初最初
[00:05:17.000 --> 00:05:19.000]  保羅去領受主耶穌
[00:05:19.000 --> 00:05:22.000]  藉著阿蘭尼亞所帶給他的呼召
[00:05:22.000 --> 00:05:23.000]  這個就是他的一生
