
[00:00:00.000 --> 00:00:02.000]  紅映堂的弟兄姊妹 早安
[00:00:02.000 --> 00:00:04.000]  主內平安
[00:00:04.000 --> 00:00:06.000]  感恩牧師邀請我們
[00:00:06.000 --> 00:00:08.000]  來到這裡分享
[00:00:08.000 --> 00:00:10.000]  其實不是很遠
[00:00:10.000 --> 00:00:12.000]  我發覺從銅鑼灣過來
[00:00:12.000 --> 00:00:14.000]  一個小時就來到
[00:00:14.000 --> 00:00:16.000]  我以前住紅水橋
[00:00:16.000 --> 00:00:18.000]  所以我都熟悉
[00:00:18.000 --> 00:00:20.000]  感謝主我們今天
[00:00:20.000 --> 00:00:22.000]  一同聽主的說話
[00:00:22.000 --> 00:00:24.000]  我們先一同禱告
[00:00:24.000 --> 00:00:26.000]  天上的八父
[00:00:26.000 --> 00:00:28.000]  願祢的聖靈充滿著我們
[00:00:28.000 --> 00:00:30.000]  願今天我們能夠開我們的眼睛
[00:00:30.000 --> 00:00:32.000]  願我們看得到
[00:00:32.000 --> 00:00:34.000]  上帝要我們所作的
[00:00:34.000 --> 00:00:36.000]  讓我開我們的耳朵
[00:00:36.000 --> 00:00:38.000]  聽得見在水深火熱的人
[00:00:38.000 --> 00:00:40.000]  我們如何與他們同行
[00:00:40.000 --> 00:00:42.000]  開我們的心
[00:00:42.000 --> 00:00:44.000]  讓我們聽道能夠行道
[00:00:44.000 --> 00:00:46.000]  讓我們所作的都是蒙你的喜悅
[00:00:46.000 --> 00:00:48.000]  我們將以下時間
[00:00:48.000 --> 00:00:50.000]  恭敬交託 以上不完全的禱告
[00:00:50.000 --> 00:00:52.000]  奉耶穌的名祈禱 阿們
[00:00:52.000 --> 00:00:54.000]  我知道紅映堂
[00:00:54.000 --> 00:00:56.000]  在關懷這個社區裏
[00:00:56.000 --> 00:00:58.000]  不為餘力
[00:00:58.000 --> 00:01:00.000]  所以今天我希望藉著這篇經文
[00:01:00.000 --> 00:01:02.000]  作為彼此的鼓勵提醒
[00:01:02.000 --> 00:01:04.000]  去看看
[00:01:04.000 --> 00:01:06.000]  甚麼是真正的愛倫如己
[00:01:06.000 --> 00:01:08.000]  這篇經文是在
[00:01:08.000 --> 00:01:10.000]  哥林多後書
[00:01:10.000 --> 00:01:12.000]  八章一到十五節
[00:01:12.000 --> 00:01:14.000]  先讓我介紹一下
[00:01:14.000 --> 00:01:16.000]  哥林多其實八章到第九章
[00:01:16.000 --> 00:01:18.000]  保羅一直討論
[00:01:18.000 --> 00:01:20.000]  一個重要的事項
[00:01:20.000 --> 00:01:22.000]  就是周濟耶路撒冷貧窮的聖徒
[00:01:22.000 --> 00:01:24.000]  所以很多的
[00:01:24.000 --> 00:01:26.000]  目者都會
[00:01:26.000 --> 00:01:28.000]  用這段經文討論
[00:01:28.000 --> 00:01:30.000]  主日奉獻的事
[00:01:30.000 --> 00:01:32.000]  其實保羅所討論的
[00:01:32.000 --> 00:01:34.000]  有更深的神學意義
[00:01:34.000 --> 00:01:36.000]  他就從
[00:01:36.000 --> 00:01:38.000]  一個行動的角度
[00:01:38.000 --> 00:01:40.000]  去看愛心這件事
[00:01:40.000 --> 00:01:42.000]  他說愛心
[00:01:42.000 --> 00:01:44.000]  是甘心樂意
[00:01:44.000 --> 00:01:46.000]  不被迫不勉強
[00:01:46.000 --> 00:01:48.000]  最重要保羅認為捐獻這件事
[00:01:48.000 --> 00:01:50.000]  不是單單善舉
[00:01:50.000 --> 00:01:52.000]  那麼簡單
[00:01:52.000 --> 00:01:54.000]  從神學意義來看
[00:01:54.000 --> 00:01:56.000]  其實就是在討論
[00:01:56.000 --> 00:01:58.000]  在成聖的過程中
[00:01:58.000 --> 00:02:00.000]  如何與主同工
[00:02:00.000 --> 00:02:02.000]  領受上主的應許和信實
[00:02:02.000 --> 00:02:04.000]  今天我就從這幾方面
[00:02:04.000 --> 00:02:06.000]  和大家一同分享
[00:02:06.000 --> 00:02:08.000]  我可以自己按
[00:02:08.000 --> 00:02:10.000]  那個powerpoint
[00:02:10.000 --> 00:02:12.000]  第一個分題
[00:02:12.000 --> 00:02:14.000]  叫做愛心的原則
[00:02:14.000 --> 00:02:16.000]  我們從
[00:02:16.000 --> 00:02:18.000]  馬其頓宗教會裏面
[00:02:18.000 --> 00:02:20.000]  我們發現他捐獻的時候
[00:02:20.000 --> 00:02:22.000]  有一些屬靈的愛心原則
[00:02:22.000 --> 00:02:24.000]  我們先看看這些屬靈的愛心原則
[00:02:24.000 --> 00:02:26.000]  我邀請大家
[00:02:26.000 --> 00:02:28.000]  我們一起讀
[00:02:28.000 --> 00:02:30.000]  第一到第五節
[00:02:30.000 --> 00:02:32.000]  讓牧師節省一點氣
[00:02:32.000 --> 00:02:34.000]  第一到第五節
[00:02:34.000 --> 00:02:36.000]  預備起
[00:02:36.000 --> 00:02:38.000]  弟兄們
[00:02:38.000 --> 00:02:40.000]  我們要把神給馬其頓
[00:02:40.000 --> 00:02:42.000]  的恩惠
[00:02:42.000 --> 00:02:44.000]  告訴你們
[00:02:44.000 --> 00:02:46.000]  他們在患難中
[00:02:46.000 --> 00:02:48.000]  受大考驗的時候
[00:02:48.000 --> 00:02:50.000]  仍然滿有喜樂
[00:02:50.000 --> 00:02:52.000]  在極窮貧窮中
[00:02:52.000 --> 00:02:54.000]  急
[00:02:54.000 --> 00:02:56.000]  (念經)
[00:02:56.000 --> 00:02:58.000]  (念經)
[00:02:58.000 --> 00:03:00.000]  (念經)
[00:03:00.000 --> 00:03:27.120]  (國語)
[00:03:27.120 --> 00:03:28.400]  好 先來到這裡
[00:03:28.400 --> 00:03:30.760]  在這短短的五節裡
[00:03:30.760 --> 00:03:34.160]  我們發現了愛心屬靈的原則
[00:03:34.160 --> 00:03:37.800]  第一點 就是超越限制
[00:03:37.800 --> 00:03:39.040]  剛才讀的時候
[00:03:39.040 --> 00:03:40.880]  不知道大家有沒有覺得很奇怪
[00:03:40.880 --> 00:03:45.600]  他們正在患難中受到大的考驗
[00:03:45.600 --> 00:03:49.920]  又在極度貧窮中
[00:03:49.920 --> 00:03:53.720]  就是說馬其頓教會正處於什麼狀況呢
[00:03:53.720 --> 00:03:57.200]  就是又窮 又有逼迫
[00:03:57.200 --> 00:04:03.160]  但是他們的快樂是開心的
[00:04:03.160 --> 00:04:07.000]  因為他們額外樂意的捐獻
[00:04:07.000 --> 00:04:08.800]  這件事很奇怪
[00:04:08.800 --> 00:04:12.400]  跟我們正常人所想的很不同
[00:04:12.400 --> 00:04:15.200]  首先馬其頓宗教會
[00:04:15.200 --> 00:04:16.400]  我先介紹一下
[00:04:16.400 --> 00:04:17.680]  其實他們是
[00:04:17.680 --> 00:04:19.160]  肥納比教會
[00:04:19.160 --> 00:04:20.960]  貼薩羅尼加教會
[00:04:20.960 --> 00:04:22.520]  和比利亞教會
[00:04:22.520 --> 00:04:26.040]  如果根據貼薩羅尼加前書
[00:04:26.040 --> 00:04:27.880]  和肥納比書
[00:04:27.880 --> 00:04:30.360]  你會知道這間教會
[00:04:30.360 --> 00:04:32.880]  不是富有平穩的教會
[00:04:32.880 --> 00:04:34.480]  如果用我們現在香港
[00:04:34.480 --> 00:04:35.800]  或者華人教會來看
[00:04:35.800 --> 00:04:37.680]  不是那些中產教會
[00:04:37.680 --> 00:04:39.520]  不是那些巨型教會
[00:04:39.520 --> 00:04:41.560]  甚至他們人數不多
[00:04:41.560 --> 00:04:42.320]  不但如此
[00:04:42.320 --> 00:04:45.560]  他們當時的環境正在受到迫迫
[00:04:45.560 --> 00:04:48.240]  他們是極之窮困的
[00:04:48.240 --> 00:04:51.840]  這跟我們想的邏輯有些不同
[00:04:51.840 --> 00:04:53.760]  當我們很窮困的時候
[00:04:53.760 --> 00:04:55.480]  我們內部都還沒處理好
[00:04:55.480 --> 00:04:58.600]  又窮人又不多
[00:04:58.600 --> 00:04:59.600]  又受迫迫
[00:04:59.600 --> 00:05:01.720]  通常我們第一時間想什麼
[00:05:01.720 --> 00:05:03.680]  先處理好自己
[00:05:03.680 --> 00:05:06.200]  我去很多教會
[00:05:06.200 --> 00:05:07.800]  做教育的工作
[00:05:07.800 --> 00:05:08.760]  同行的工作
[00:05:08.760 --> 00:05:12.200]  過往我和大約110間教會同行過
[00:05:12.200 --> 00:05:14.680]  在上一年我和27間教會同行
[00:05:14.680 --> 00:05:16.240]  最初和他們聊天的時候
[00:05:16.240 --> 00:05:17.320]  大部分教會都說
[00:05:17.320 --> 00:05:20.640]  牧師我們現在怎樣幫人
[00:05:20.640 --> 00:05:21.720]  怎樣和人同行
[00:05:21.720 --> 00:05:23.280]  第一移民潮
[00:05:23.280 --> 00:05:24.520]  我走了三分一
[00:05:24.520 --> 00:05:27.240]  第二現在嬰兒潮
[00:05:27.240 --> 00:05:29.240]  每一間教會都老齡化
[00:05:29.240 --> 00:05:31.040]  很難見到一間教會
[00:05:31.040 --> 00:05:32.720]  大部分都是年青人
[00:05:32.720 --> 00:05:34.640]  我們都要面對現實
[00:05:34.640 --> 00:05:37.400]  第三我們內傷
[00:05:37.400 --> 00:05:39.760]  我們經歷社會事件
[00:05:39.760 --> 00:05:40.800]  我們有內傷
[00:05:40.800 --> 00:05:42.520]  自己都還沒處理好
[00:05:42.520 --> 00:05:44.280]  不要搞那麼多
[00:05:44.280 --> 00:05:46.720]  我都聽過很多這樣的狀況
[00:05:46.720 --> 00:05:48.640]  這都是我們要面對的事實
[00:05:48.640 --> 00:05:50.360]  我沒有否定這些事實
[00:05:50.360 --> 00:05:52.080]  事實上我們是要面對的
[00:05:52.080 --> 00:05:54.640]  不過我想從馬克龍宗教會的例子
[00:05:54.640 --> 00:05:55.480]  我們看到
[00:05:55.480 --> 00:05:57.840]  縱然他們當時在患難裏面
[00:05:57.840 --> 00:05:59.520]  縱然他們很窮困
[00:05:59.520 --> 00:06:02.640]  但是他們依然超越自己的界限
[00:06:02.640 --> 00:06:05.120]  不單止盡自己的能力
[00:06:05.120 --> 00:06:06.640]  因為你看看第三節
[00:06:06.640 --> 00:06:07.480]  他說
[00:06:07.480 --> 00:06:09.800]  我可以證明他們是按著能力
[00:06:09.800 --> 00:06:12.600]  而且超過
[00:06:12.600 --> 00:06:15.080]  甚至超過自己的能力
[00:06:15.080 --> 00:06:17.120]  去和別人
[00:06:17.120 --> 00:06:19.720]  耶路撒冷的貧窮信徒同行
[00:06:19.720 --> 00:06:23.000]  我們看到他們的超越界限
[00:06:23.000 --> 00:06:27.400]  就是他們沒有計算自己的能力
[00:06:27.400 --> 00:06:29.360]  也沒有看當時的環境
[00:06:29.360 --> 00:06:30.680]  他們看什麼
[00:06:30.680 --> 00:06:31.800]  如果你繼續看下去
[00:06:31.800 --> 00:06:34.920]  你知道他們只是看著神的恩典
[00:06:34.920 --> 00:06:39.120]  他靠的是神和他們同工的恩典
[00:06:39.120 --> 00:06:41.440]  他沒有計較任何的環境
[00:06:41.440 --> 00:06:44.320]  包括他們當時的貧窮和自己的不足
[00:06:44.320 --> 00:06:46.880]  他們都樂於捐助別人
[00:06:46.880 --> 00:06:47.880]  其實很多時候
[00:06:47.880 --> 00:06:49.680]  當我們越沒有能力的時候
[00:06:49.680 --> 00:06:52.040]  我們越願意去做的時候
[00:06:52.040 --> 00:06:56.880]  往往顯出救恩的寶貴和能力
[00:06:56.880 --> 00:06:59.040]  當然這裡也直接告訴我們
[00:06:59.040 --> 00:07:02.040]  愛心的捐獻和錢有沒有關係
[00:07:02.040 --> 00:07:04.600]  這是你願不願意的問題
[00:07:04.600 --> 00:07:05.800]  他們如何超越界限
[00:07:05.800 --> 00:07:07.640]  其實他們超越了兩個界限
[00:07:07.640 --> 00:07:08.920]  第一個界限
[00:07:08.920 --> 00:07:11.760]  馬其頓宗教會是外邦教會
[00:07:11.760 --> 00:07:15.080]  耶路撒冷是十萬九千七丈遠
[00:07:15.080 --> 00:07:16.280]  不像現在我們
[00:07:16.280 --> 00:07:20.600]  如果找牧師來幫忙
[00:07:20.600 --> 00:07:22.000]  也算是很近
[00:07:22.000 --> 00:07:24.080]  就算去銅鑼灣幫忙也很近
[00:07:24.080 --> 00:07:25.480]  因為現在只坐車
[00:07:25.480 --> 00:07:27.520]  去美國幫忙也很近
[00:07:27.520 --> 00:07:30.840]  但當時沒有電郵
[00:07:30.840 --> 00:07:32.280]  沒有長途
[00:07:32.280 --> 00:07:33.440]  沒有IDD
[00:07:33.440 --> 00:07:34.960]  你幫了他
[00:07:34.960 --> 00:07:38.960]  其實你這輩子也不會看到耶路撒冷的信徒
[00:07:38.960 --> 00:07:42.240]  第一他超越了一個地域的界限
[00:07:42.240 --> 00:07:43.680]  一個陌生人
[00:07:43.680 --> 00:07:45.880]  也不打算有回報
[00:07:45.880 --> 00:07:47.480]  只是一個陌生人
[00:07:47.480 --> 00:07:50.440]  第二就是超越了自己能力的界限
[00:07:50.440 --> 00:07:52.280]  這個值得我反思
[00:07:52.280 --> 00:07:53.480]  正如我剛才說
[00:07:53.480 --> 00:07:55.000]  我去很多教會分享
[00:07:55.000 --> 00:07:56.800]  關於如何進入社區
[00:07:56.800 --> 00:07:59.000]  與有需要的人同行的時候
[00:07:59.000 --> 00:08:00.880]  大家第一個迷思就是
[00:08:00.880 --> 00:08:03.200]  我們都沒有資源
[00:08:03.200 --> 00:08:04.600]  我們又沒有人
[00:08:04.600 --> 00:08:08.160]  我們又沒有很多的錢
[00:08:08.160 --> 00:08:10.000]  我們如何投放這麼多人
[00:08:10.000 --> 00:08:11.480]  甚至不要說教會
[00:08:11.480 --> 00:08:13.400]  弟兄姊妹自己也會這樣想
[00:08:13.400 --> 00:08:15.400]  我有份工作我很忙
[00:08:15.400 --> 00:08:16.480]  我退休了
[00:08:16.480 --> 00:08:19.440]  我又要照顧孫子
[00:08:19.440 --> 00:08:20.600]  我已經做了一輩子
[00:08:20.600 --> 00:08:22.640]  你又叫我做就不要了
[00:08:22.640 --> 00:08:24.640]  我們都會想這些
[00:08:24.640 --> 00:08:26.960]  我們事實上有很多要估計
[00:08:26.960 --> 00:08:28.000]  我經常說
[00:08:28.000 --> 00:08:29.720]  如果教會要進入社區
[00:08:29.720 --> 00:08:31.960]  我不反對要做估計
[00:08:31.960 --> 00:08:33.360]  甚至要做研究
[00:08:33.360 --> 00:08:35.360]  上我的課要做研究
[00:08:35.360 --> 00:08:37.160]  不過這樣
[00:08:37.160 --> 00:08:38.600]  我們估計的時候
[00:08:38.600 --> 00:08:40.600]  你不要拿計算機出來計算
[00:08:40.600 --> 00:08:43.440]  拿計算機來計算就糟糕了
[00:08:43.440 --> 00:08:45.600]  因為你用一個商業的角度
[00:08:45.600 --> 00:08:47.040]  去營運教會
[00:08:47.040 --> 00:08:48.280]  這樣不對嗎?
[00:08:48.280 --> 00:08:49.160]  不對的
[00:08:49.160 --> 00:08:50.600]  因為計算機裡面
[00:08:50.600 --> 00:08:53.400]  加減乘除什麼制都有
[00:08:53.400 --> 00:08:55.360]  不過沒有上帝的恩典
[00:08:55.360 --> 00:08:57.320]  應許和祝福
[00:08:57.320 --> 00:08:59.000]  對嗎?弟兄姊妹
[00:08:59.000 --> 00:09:01.440]  我記得我的教會最初進入社區
[00:09:01.440 --> 00:09:04.160]  我的教會以前是一間中產教會
[00:09:04.160 --> 00:09:05.400]  在大角咀區
[00:09:05.400 --> 00:09:06.440]  很小的
[00:09:06.440 --> 00:09:07.800]  地方很大
[00:09:07.800 --> 00:09:08.840]  七千呎
[00:09:08.840 --> 00:09:10.800]  但會友只有五六十人
[00:09:10.800 --> 00:09:11.840]  連同小朋友
[00:09:11.840 --> 00:09:13.560]  但我們覺得很好
[00:09:13.560 --> 00:09:14.400]  很自貼
