
[00:00:00.000 --> 00:00:02.000]  第一天早安
[00:00:02.000 --> 00:00:04.800]  今天很感恩能夠來到大家一起去到崇拜
[00:00:04.800 --> 00:00:06.800]  我也是宣道會的
[00:00:06.800 --> 00:00:08.800]  我的母會是北宣
[00:00:08.800 --> 00:00:10.800]  我自己是住在九龍東那邊
[00:00:10.800 --> 00:00:12.800]  所以我平常是在遊堂宣道會裡面
[00:00:12.800 --> 00:00:14.800]  不過來到看到宣道會的標誌也很熟悉
[00:00:14.800 --> 00:00:16.800]  今天是遠了一點
[00:00:16.800 --> 00:00:18.800]  不過很感恩周牧師邀請
[00:00:18.800 --> 00:00:20.800]  也感受到
[00:00:20.800 --> 00:00:22.800]  大家很樂意去服侍
[00:00:22.800 --> 00:00:24.800]  臨死的地方
[00:00:24.800 --> 00:00:26.800]  見證上帝
[00:00:26.800 --> 00:00:28.800]  所以今天非常感恩能夠來到
[00:00:28.800 --> 00:00:30.800]  不如我們一起做一個祈禱
[00:00:30.800 --> 00:00:34.800]  主耶穌我們很感謝祢
[00:00:34.800 --> 00:00:36.800]  因為祢曾經渡盛肉身來到我們當中
[00:00:36.800 --> 00:00:38.800]  祢去傳講天國的道理
[00:00:38.800 --> 00:00:40.800]  祢在地上
[00:00:40.800 --> 00:00:42.800]  做了我們的工作
[00:00:42.800 --> 00:00:44.800]  因為我們的聖經再一次
[00:00:44.800 --> 00:00:46.800]  讓我們看到祢怎樣去工作
[00:00:46.800 --> 00:00:48.800]  我們就求祢今天臨在我們當中
[00:00:48.800 --> 00:00:50.800]  讓我們親眼可以見到祢
[00:00:50.800 --> 00:00:52.800]  求祢的說話
[00:00:52.800 --> 00:00:54.800]  更新我們的心靈
[00:00:54.800 --> 00:00:56.800]  讓我們更加做祢
[00:00:56.800 --> 00:00:58.800]  合用的工人
[00:00:58.800 --> 00:01:00.800]  聽我們祈禱祈禱告奉耶穌的名
[00:01:00.800 --> 00:01:02.800]  阿們
[00:01:02.800 --> 00:01:04.800]  今天的經文在路加福音第七章
[00:01:04.800 --> 00:01:06.800]  裡面
[00:01:06.800 --> 00:01:08.800]  剛才主持幫我們讀
[00:01:08.800 --> 00:01:10.800]  我們發覺這段經文裡面
[00:01:10.800 --> 00:01:12.800]  有幾個人
[00:01:12.800 --> 00:01:14.800]  一開始的時候36節和37節
[00:01:14.800 --> 00:01:16.800]  就介紹了三個人物
[00:01:16.800 --> 00:01:18.800]  第36節就說有一個
[00:01:18.800 --> 00:01:20.800]  法利塞人
[00:01:20.800 --> 00:01:22.800]  法利塞人就請耶穌
[00:01:22.800 --> 00:01:24.800]  去吃飯
[00:01:24.800 --> 00:01:26.800]  然後耶穌就去了和法利塞人
[00:01:26.800 --> 00:01:28.800]  在家裡坐直吃飯
[00:01:28.800 --> 00:01:30.800]  然後就介紹
[00:01:30.800 --> 00:01:32.800]  城裡面有一個女人
[00:01:32.800 --> 00:01:34.800]  是一個罪人
[00:01:34.800 --> 00:01:36.800]  在這段經文裡面就有耶穌
[00:01:36.800 --> 00:01:38.800]  有一個女人和法利塞人
[00:01:38.800 --> 00:01:40.800]  問的問題就是誰是主角呢
[00:01:40.800 --> 00:01:42.800]  究竟這段經文想說誰呢
[00:01:42.800 --> 00:01:44.800]  聰明的弟兄姊妹就一定
[00:01:44.800 --> 00:01:46.800]  跟我說耶穌一定是主角
[00:01:46.800 --> 00:01:48.800]  就是永遠都是耶穌的主角
[00:01:48.800 --> 00:01:50.800]  不過究竟那兩個人
[00:01:50.800 --> 00:01:52.800]  女人和法利塞人
[00:01:52.800 --> 00:01:54.800]  究竟這段經文
[00:01:54.800 --> 00:01:56.800]  想說些什麼
[00:01:56.800 --> 00:01:58.800]  注意力在誰身上呢
[00:01:58.800 --> 00:02:00.800]  我們不如就
[00:02:00.800 --> 00:02:02.800]  逐個看一看
[00:02:02.800 --> 00:02:04.800]  我們首先看一下女人
[00:02:04.800 --> 00:02:06.800]  聖經第37節開始就已經介紹
[00:02:06.800 --> 00:02:08.800]  那個女人沒有名字
[00:02:08.800 --> 00:02:10.800]  不過說她是什麼呢
[00:02:10.800 --> 00:02:12.800]  是一個罪人
[00:02:12.800 --> 00:02:14.800]  整段的聖經沒有否定她是一個罪人
[00:02:14.800 --> 00:02:16.800]  甚至是眾所周知
[00:02:16.800 --> 00:02:18.800]  她是一個罪人
[00:02:18.800 --> 00:02:20.800]  這個女人做了什麼呢
[00:02:20.800 --> 00:02:22.800]  她知道耶穌
[00:02:22.800 --> 00:02:24.800]  在法利塞人家裡坐直
[00:02:24.800 --> 00:02:26.800]  她知道
[00:02:26.800 --> 00:02:28.800]  法利塞人請耶穌
[00:02:28.800 --> 00:02:30.800]  去她家裡吃飯
[00:02:30.800 --> 00:02:32.800]  她就聽到
[00:02:32.800 --> 00:02:34.800]  她就想去找耶穌
[00:02:34.800 --> 00:02:36.800]  就拿著聖滿香膏的玉瓶
[00:02:36.800 --> 00:02:38.800]  去到那時候就站在耶穌背後
[00:02:38.800 --> 00:02:40.800]  靠著他的腳哭
[00:02:40.800 --> 00:02:42.800]  眼淚滴濕了耶穌的腳
[00:02:42.800 --> 00:02:44.800]  就用自己的頭髮抹乾
[00:02:44.800 --> 00:02:46.800]  又用嘴連連親他的腳
[00:02:46.800 --> 00:02:48.800]  把香膏抹上
[00:02:48.800 --> 00:02:50.800]  這個罪人
[00:02:50.800 --> 00:02:52.800]  女人是沒有被邀請的
[00:02:52.800 --> 00:02:54.800]  很明顯她之前
[00:02:54.800 --> 00:02:56.800]  是遇見了耶穌
[00:02:56.800 --> 00:02:58.800]  聖經沒有說什麼
[00:02:58.800 --> 00:03:00.800]  不過肯定是遇見
[00:03:00.800 --> 00:03:02.800]  她就很想去找耶穌
[00:03:02.800 --> 00:03:04.800]  做剛才所說的那些事
[00:03:04.800 --> 00:03:06.800]  就
[00:03:06.800 --> 00:03:08.800]  有一點不請自來
[00:03:08.800 --> 00:03:10.800]  去到那裡
[00:03:10.800 --> 00:03:12.800]  大家就坐下來吃飯
[00:03:12.800 --> 00:03:14.800]  想像一下
[00:03:14.800 --> 00:03:16.800]  那個女人做的事都很尷尬
[00:03:16.800 --> 00:03:18.800]  很露骨的
[00:03:18.800 --> 00:03:20.800]  拿著聖滿香膏的玉瓶
[00:03:20.800 --> 00:03:22.800]  當然大家知道
[00:03:22.800 --> 00:03:24.800]  這個香膏是很昂貴的
[00:03:24.800 --> 00:03:26.800]  之後就拿著香膏去摳耶穌的腳
[00:03:26.800 --> 00:03:28.800]  玉瓶的香膏
[00:03:28.800 --> 00:03:30.800]  可以說是幾個月的工資
[00:03:30.800 --> 00:03:32.800]  是很貴的東西
[00:03:32.800 --> 00:03:34.800]  來到耶穌背後
[00:03:34.800 --> 00:03:36.800]  就靠著他的腳哭
[00:03:36.800 --> 00:03:38.800]  眼淚滴濕了耶穌的腳
[00:03:38.800 --> 00:03:40.800]  又用自己的頭髮抹
[00:03:40.800 --> 00:03:42.800]  還要用嘴連連親他的腳
[00:03:42.800 --> 00:03:44.800]  不要說以前的世界比較保守
[00:03:44.800 --> 00:03:46.800]  今天這樣
[00:03:46.800 --> 00:03:48.800]  男女授受不親
[00:03:48.800 --> 00:03:50.800]  其實都很露骨的
[00:03:50.800 --> 00:03:52.800]  所以我相信
[00:03:52.800 --> 00:03:54.800]  那時候的氣氛都相當尷尬
[00:03:54.800 --> 00:03:56.800]  大家都知道
[00:03:56.800 --> 00:03:58.800]  為什麼這個女人做這些事呢
[00:03:58.800 --> 00:04:00.800]  後面的經文其實有解釋
[00:04:00.800 --> 00:04:02.800]  我們跳一跳
[00:04:02.800 --> 00:04:04.800]  到後來耶穌說了一個比喻
