
[00:00:00.000 --> 00:00:04.000]  請各位主人平安
[00:00:04.000 --> 00:00:08.000]  先和大家做一個簡單的祈禱
[00:00:08.000 --> 00:00:12.000]  在上主的面前
[00:00:12.000 --> 00:00:16.000]  求您將您的話語教導我們
[00:00:16.000 --> 00:00:20.000]  我們知道我們要祈禱
[00:00:20.000 --> 00:00:24.000]  但求您讓我們認識我們是什麼人
[00:00:24.000 --> 00:00:28.000]  向哪一位禱告
[00:00:28.000 --> 00:00:32.000]  向哪一位要求我們為他祈禱
[00:00:32.000 --> 00:00:36.000]  讓我們深深地認識
[00:00:36.000 --> 00:00:42.000]  使我們寶貴我們這麼重要的身份
[00:00:42.000 --> 00:00:46.000]  和禱告守望的職事
[00:00:46.000 --> 00:00:50.000]  使地上因為我們有祈禱的人
[00:00:50.000 --> 00:00:56.000]  神的國度可以成就彰顯
[00:00:56.000 --> 00:00:58.000]  而且是超過我們所求所想
[00:00:58.000 --> 00:01:02.000]  今早我們一同等候在您的面前
[00:01:02.000 --> 00:01:04.000]  奉耶穌基督的名
[00:01:04.000 --> 00:01:06.000]  阿門
[00:01:06.000 --> 00:01:10.000]  相信答案是顯而易見的
[00:01:10.000 --> 00:01:12.000]  簡單
[00:01:12.000 --> 00:01:15.000]  這段聖經已經點出了
[00:01:15.000 --> 00:01:18.000]  哪一位要求我們祈禱呢?
[00:01:18.000 --> 00:01:22.000]  戴著鎖鏈的保羅
[00:01:22.000 --> 00:01:24.000]  是這位使徒
[00:01:24.000 --> 00:01:26.000]  為著神的福音
[00:01:26.000 --> 00:01:28.000]  要來坐牢
[00:01:28.000 --> 00:01:32.000]  在當時羅馬尼祿皇帝的時候
[00:01:32.000 --> 00:01:35.000]  一而再說了幾次
[00:01:35.000 --> 00:01:38.000]  你們要為我祈禱
[00:01:38.000 --> 00:01:40.000]  為什麼要祈禱呢?
[00:01:40.000 --> 00:01:44.000]  就是要講明福音的奧秘
[00:01:44.000 --> 00:01:47.000]  保羅不是在《新經八戰》
[00:01:47.000 --> 00:01:52.000]  已經是很有經驗的使徒嗎?
[00:01:52.000 --> 00:01:55.000]  為什麼要叫門徒
[00:01:55.000 --> 00:01:58.000]  在外面有自由的
[00:01:58.000 --> 00:02:00.000]  已不鎖教會的弟兄姊妹
[00:02:00.000 --> 00:02:02.000]  要為他祈禱呢?
[00:02:02.000 --> 00:02:05.000]  什麼口才呢?
[00:02:05.000 --> 00:02:07.000]  他需要廣東話?
[00:02:07.000 --> 00:02:09.000]  英文?
[00:02:09.000 --> 00:02:12.000]  相信不是語言的問題吧
[00:02:12.000 --> 00:02:14.000]  他認識希臘文
[00:02:14.000 --> 00:02:17.000]  他是希伯來人受訓練的法利賽人
[00:02:17.000 --> 00:02:19.000]  一個拉比
[00:02:19.000 --> 00:02:21.000]  但重點是
[00:02:21.000 --> 00:02:23.000]  他要有膽量
[00:02:23.000 --> 00:02:26.000]  一個這麼有經驗
[00:02:26.000 --> 00:02:28.000]  在君王面前
[00:02:28.000 --> 00:02:31.000]  在這麼重要的場合
[00:02:31.000 --> 00:02:35.000]  加瑪列門下
[00:02:35.000 --> 00:02:37.000]  很多的訓練
[00:02:37.000 --> 00:02:39.000]  他需要口才
[00:02:39.000 --> 00:02:41.000]  需要膽量
[00:02:41.000 --> 00:02:44.000]  來講明福音的奧秘
[00:02:44.000 --> 00:02:46.000]  可想而知
[00:02:46.000 --> 00:02:50.000]  保羅不是隨口要求
[00:02:50.000 --> 00:02:53.000]  他真的很認真
[00:02:53.000 --> 00:02:55.000]  如果他要放監
[00:02:55.000 --> 00:02:59.000]  他就要講明福音的奧秘
[00:02:59.000 --> 00:03:01.000]  我們要思想一下
[00:03:01.000 --> 00:03:03.000]  今天我們要去看
[00:03:03.000 --> 00:03:05.000]  為什麼保羅要我們祈禱?
[00:03:05.000 --> 00:03:10.000]  為什麼他需要教會為他祈禱?
[00:03:10.000 --> 00:03:11.000]  弟兄姊妹
[00:03:11.000 --> 00:03:12.000]  有沒有想過
[00:03:12.000 --> 00:03:16.000]  你可以為這麼重要的人去祈禱?
[00:03:16.000 --> 00:03:21.000]  你有沒有看重你個人的祈禱?
[00:03:21.000 --> 00:03:24.000]  剛才在祈禱的時候
[00:03:24.000 --> 00:03:26.000]  有一樣東西其實很重要
[00:03:26.000 --> 00:03:30.000]  認不認識我們自己的身份?
[00:03:30.000 --> 00:03:34.000]  我用的題目是凡人
[00:03:34.000 --> 00:03:38.000]  即是我們不懂得飛天遁地
[00:03:38.000 --> 00:03:40.000]  我們祈完禱
[00:03:40.000 --> 00:03:44.000]  不會像家裡的小狗一樣說話
[00:03:44.000 --> 00:03:46.000]  我們感受到母堂有位姊妹
[00:03:46.000 --> 00:03:48.000]  她家裡有一段時間
[00:03:48.000 --> 00:03:50.000]  在她的祈禱區
[00:03:50.000 --> 00:03:54.000]  她說她的小狗會祈禱
[00:03:54.000 --> 00:03:57.000]  張開雙手
[00:03:57.000 --> 00:03:59.000]  當然不是講人話
[00:03:59.000 --> 00:04:01.000]  是講狗話
[00:04:01.000 --> 00:04:03.000]  叫兩聲
[00:04:03.000 --> 00:04:05.000]  不知道是對號入座
[00:04:05.000 --> 00:04:07.000]  還是她說會祈禱
[00:04:07.000 --> 00:04:11.000]  動作好像是一個條件反射
[00:04:11.000 --> 00:04:13.000]  但是弟兄姊妹
[00:04:13.000 --> 00:04:15.000]  我們是凡人
[00:04:15.000 --> 00:04:17.000]  不過
[00:04:17.000 --> 00:04:19.000]  已不所書
[00:04:19.000 --> 00:04:20.000]  保羅
[00:04:20.000 --> 00:04:22.000]  很想我們認識
[00:04:22.000 --> 00:04:27.000]  我們為什麼可以為保羅去祈禱
[00:04:27.000 --> 00:04:29.000]  我們有什麼身份
[00:04:29.000 --> 00:04:31.000]  可以為這位使徒
[00:04:31.000 --> 00:04:35.000]  帶著鐵鏈鎖鏈的使徒
[00:04:35.000 --> 00:04:37.000]  在內監裡面
[00:04:37.000 --> 00:04:39.000]  來到去都不知道明天
[00:04:39.000 --> 00:04:41.000]  我們可以為他祈禱
[00:04:41.000 --> 00:04:44.000]  祈禱不是他不再貪生怕死
[00:04:44.000 --> 00:04:46.000]  而是有膽量的
[00:04:46.000 --> 00:04:48.000]  放出去之後
[00:04:48.000 --> 00:04:50.000]  他能夠講明
[00:04:50.000 --> 00:04:52.000]  福音的奧秘
[00:04:52.000 --> 00:04:55.000]  將奧秘講明白給人聽
[00:04:55.000 --> 00:04:58.000]  這多麼偉大
[00:04:58.000 --> 00:05:01.000]  就是每一個外面的凡人
[00:05:01.000 --> 00:05:03.000]  可以為保羅祈禱
[00:05:03.000 --> 00:05:05.000]  所以你會看到
[00:05:05.000 --> 00:05:08.000]  重點是講明福音的奧秘
[00:05:08.000 --> 00:05:12.000]  我們繼續思考這段經文
[00:05:12.000 --> 00:05:14.000]  很重要的情況就是
[00:05:14.000 --> 00:05:16.000]  真的要講明
[00:05:16.000 --> 00:05:17.000]  怎樣去講明呢
[00:05:17.000 --> 00:05:18.000]  各位
[00:05:18.000 --> 00:05:20.000]  我們真是凡人
[00:05:20.000 --> 00:05:22.000]  我們是誰呢
[00:05:22.000 --> 00:05:23.000]  不過
[00:05:23.000 --> 00:05:25.000]  來到教堂
[00:05:25.000 --> 00:05:27.000]  來到教會
[00:05:27.000 --> 00:05:29.000]  我們要在神的眼中
[00:05:29.000 --> 00:05:32.000]  去看你和我的新身份
[00:05:32.000 --> 00:05:35.000]  不是你再是你自己
[00:05:35.000 --> 00:05:40.000]  你要在主的救恩眼中
[00:05:40.000 --> 00:05:44.000]  去看我們自己的新身份
[00:05:44.000 --> 00:05:46.000]  這是很重要的
[00:05:46.000 --> 00:05:48.000]  我們告訴我們
[00:05:48.000 --> 00:05:51.000]  由第六章的第一到第十九節
[00:05:51.000 --> 00:05:54.000]  有一段經文很重要
[00:05:54.000 --> 00:05:55.000]  告訴我們
[00:05:55.000 --> 00:05:59.000]  我們在家庭倫理裡面
[00:05:59.000 --> 00:06:00.000]  這裡提到
[00:06:00.000 --> 00:06:02.000]  當然五章不夠時間說
[00:06:02.000 --> 00:06:05.000]  六章的一到第九節
[00:06:05.000 --> 00:06:07.000]  有兩個大段落
[00:06:07.000 --> 00:06:10.000]  就是當時羅馬帝國之下
[00:06:10.000 --> 00:06:14.000]  信主耶穌的家庭生活
[00:06:14.000 --> 00:06:15.000]  是應該怎樣呢
[00:06:15.000 --> 00:06:18.000]  保羅很期望弟兄姊妹
[00:06:18.000 --> 00:06:21.000]  能夠有父母
[00:06:21.000 --> 00:06:22.000]  有兒女
[00:06:22.000 --> 00:06:25.000]  一起去聽他的教導
[00:06:25.000 --> 00:06:27.000]  讓那個家庭
[00:06:27.000 --> 00:06:29.000]  在救恩
[00:06:29.000 --> 00:06:31.000]  在神的真理下
[00:06:31.000 --> 00:06:33.000]  成長
[00:06:33.000 --> 00:06:36.000]  剛才領聖餐的時候
[00:06:36.000 --> 00:06:38.000]  泰國的姊妹
[00:06:38.000 --> 00:06:40.000]  安娜帕桑
[00:06:40.000 --> 00:06:43.000]  抱著孩子出來領聖餐
[00:06:43.000 --> 00:06:46.000]  這樣的場景是很美的
[00:06:46.000 --> 00:06:48.000]  保羅就是期望
[00:06:48.000 --> 00:06:51.000]  每一個家庭的成員
[00:06:51.000 --> 00:06:54.000]  在教會裡得到神的真理
[00:06:54.000 --> 00:06:56.000]  作兒女的應該怎樣呢
[00:06:56.000 --> 00:06:59.000]  是理所當然
[00:06:59.000 --> 00:07:02.000]  理所當然的
[00:07:02.000 --> 00:07:04.000]  聽從父母
[00:07:04.000 --> 00:07:06.000]  作父母的
[00:07:06.000 --> 00:07:10.000]  又要用主的教訓和警戒
[00:07:10.000 --> 00:07:13.000]  去養育自己的兒女
[00:07:13.000 --> 00:07:15.000]  只是這兩點
[00:07:15.000 --> 00:07:19.000]  在羅馬帝國當時已經是很顛覆性的
[00:07:19.000 --> 00:07:21.000]  已經告訴我們
[00:07:21.000 --> 00:07:26.000]  原來神的期待的家庭的倫理
[00:07:26.000 --> 00:07:30.000]  是要這麼美和和諧的
