
[00:00:00.000 --> 00:00:04.000]  願至聖聖三一保佑我們每一個人
[00:00:04.000 --> 00:00:06.000]  各位弟兄姊妹平安
[00:00:06.000 --> 00:00:08.000]  感謝神的恩典
[00:00:08.000 --> 00:00:12.000]  讓我們可以回到神的家去敬拜祂
[00:00:12.000 --> 00:00:16.000]  開始的時候我們再一次有一個禱告
[00:00:16.000 --> 00:00:22.000]  天父上帝好感謝祢
[00:00:22.000 --> 00:00:24.000]  讓我們有這樣的福氣
[00:00:24.000 --> 00:00:28.000]  我們可以去親近祢
[00:00:28.000 --> 00:00:32.000]  我們這麼卑微的人竟然可以來祢的面前去敬拜祢
[00:00:32.000 --> 00:00:35.000]  是何等的美好
[00:00:35.000 --> 00:00:39.000]  天父今日求祢對我們每一個人說話
[00:00:39.000 --> 00:00:43.000]  祢讓我們的心向祢開放
[00:00:43.000 --> 00:00:46.000]  願意聖靈在我們心裏面去工作
[00:00:46.000 --> 00:00:49.000]  讓我們聽得明白
[00:00:49.000 --> 00:00:52.000]  我們就去跟從和回應
[00:00:52.000 --> 00:00:56.000]  奉耶穌基督的名字祈禱
[00:00:56.000 --> 00:00:58.000]  阿們
[00:00:58.000 --> 00:01:04.000]  今日我會說的是無懼患難的人生
[00:01:04.000 --> 00:01:11.000]  其實這個題目並不是太多會在講壇上說的
[00:01:11.000 --> 00:01:14.000]  我印象中講壇比較多是說
[00:01:14.000 --> 00:01:16.000]  我們現在經歷很多困難
[00:01:16.000 --> 00:01:19.000]  我們的生活有很多的需要
[00:01:19.000 --> 00:01:24.000]  耶穌基督怎樣幫助我們面對我們現在生活的困難呢
[00:01:24.000 --> 00:01:27.000]  心裏面真的有很多難處
[00:01:27.000 --> 00:01:29.000]  通常講這類比較多
[00:01:29.000 --> 00:01:32.000]  我們都很渴望聽到很安慰的訊息
[00:01:32.000 --> 00:01:34.000]  有我們很需要被安慰
[00:01:34.000 --> 00:01:37.000]  這些訊息都是很寶貴的
[00:01:37.000 --> 00:01:41.000]  但今日這件事我是很想挑戰大家
[00:01:41.000 --> 00:01:46.000]  回到我們信仰很核心的層面
[00:01:46.000 --> 00:01:48.000]  今日是一個非常好的場合
[00:01:48.000 --> 00:01:50.000]  是聖餐
[00:01:50.000 --> 00:01:54.000]  聖餐主日通常是比較多弟兄姊妹回來
[00:01:54.000 --> 00:01:57.000]  紀念耶穌基督的生
[00:01:57.000 --> 00:01:58.000]  祂的死
[00:01:58.000 --> 00:02:00.000]  應該先紀念祂的死
[00:02:00.000 --> 00:02:03.000]  然後紀念祂的復活
[00:02:03.000 --> 00:02:07.000]  這個是我和你信仰的基礎
[00:02:07.000 --> 00:02:11.000]  今日我講這堂道都很想回到這個基礎那裏
[00:02:11.000 --> 00:02:18.000]  最近當我們留意世界新聞的時候
[00:02:18.000 --> 00:02:20.000]  大家覺得這個詞是甚麼
[00:02:22.000 --> 00:02:24.000]  阿蓋達
[00:02:24.000 --> 00:02:26.000]  塔利班
[00:02:26.000 --> 00:02:31.000]  無論是怎樣都是我們很震撼的消息
[00:02:31.000 --> 00:02:33.000]  在阿富汗政權的改變
[00:02:33.000 --> 00:02:37.000]  自從塔利班在阿富汗掌權之後
[00:02:37.000 --> 00:02:40.000]  國內外都有很多的不安
[00:02:40.000 --> 00:02:44.000]  國內的基督徒更加擔心自己
[00:02:44.000 --> 00:02:47.000]  陷入更大的壓迫和傷害之中
[00:02:47.000 --> 00:02:50.000]  可能隨時都有生命的危險
[00:02:50.000 --> 00:02:52.000]  這個不是開玩笑的
[00:02:52.000 --> 00:02:57.000]  所以世界各地的人都很關心阿富汗的基督徒
[00:02:57.000 --> 00:03:01.000]  不知道他們在患難當中是否能夠撐得住呢?
[00:03:01.000 --> 00:03:07.000]  我們其實也曾經在我們教會的禱告會裏
[00:03:07.000 --> 00:03:09.000]  為他們禱告
[00:03:09.000 --> 00:03:12.000]  來到這裏可能你會說
[00:03:12.000 --> 00:03:17.000]  你今日這堂道不就應該對阿富汗的基督徒說
[00:03:17.000 --> 00:03:20.000]  無懼患難的人生
[00:03:20.000 --> 00:03:22.000]  跟我們有甚麼關係呢?
[00:03:22.000 --> 00:03:25.000]  我們在香港很安全
[00:03:25.000 --> 00:03:27.000]  我們在教會生活
[00:03:27.000 --> 00:03:30.000]  但求平安快樂
[00:03:30.000 --> 00:03:32.000]  無風無浪
[00:03:32.000 --> 00:03:35.000]  閒時三午好友相約去玩
[00:03:35.000 --> 00:03:37.000]  這樣就好了
[00:03:37.000 --> 00:03:39.000]  這個是我的人生
[00:03:39.000 --> 00:03:44.000]  所以這個患難的人生好像跟我很遙遠
[00:03:44.000 --> 00:03:47.000]  但我並不是這樣認為
[00:03:47.000 --> 00:03:51.000]  提摩太后書三章十二節這樣說
[00:03:51.000 --> 00:03:59.000]  凡立志在基督耶穌裏敬虔道入的
[00:03:59.000 --> 00:04:02.000]  也都將受迫害
[00:04:02.000 --> 00:04:05.000]  這個沒有分你在哪裏生活
[00:04:05.000 --> 00:04:07.000]  你是很自由的地方
[00:04:07.000 --> 00:04:09.000]  你是很不自由的地方
[00:04:09.000 --> 00:04:11.000]  沒有分的
[00:04:11.000 --> 00:04:13.000]  當我們是很忠心跟從主
[00:04:13.000 --> 00:04:15.000]  為主而活
[00:04:15.000 --> 00:04:17.000]  努力服侍主的時候
[00:04:17.000 --> 00:04:19.000]  我們都會經歷患難
[00:04:19.000 --> 00:04:22.000]  這是很自然的事情
[00:04:22.000 --> 00:04:24.000]  所以我今日說這堂道
[00:04:24.000 --> 00:04:27.000]  是很想去預備大家的心
[00:04:27.000 --> 00:04:32.000]  亦都很想挑戰大家去敬虔道入
[00:04:32.000 --> 00:04:36.000]  願意為了服侍主而受患難
[00:04:36.000 --> 00:04:38.000]  而且在面對患難的時候
[00:04:38.000 --> 00:04:41.000]  都不要害怕
[00:04:41.000 --> 00:04:46.000]  究竟我們應該怎樣去面對患難呢?
[00:04:46.000 --> 00:04:52.000]  我們可以從保羅的身上去學這個屬靈的功課
[00:04:52.000 --> 00:04:55.000]  在保羅的侍奉生涯裏
[00:04:55.000 --> 00:04:58.000]  保羅經常是經歷患難的
[00:04:58.000 --> 00:05:03.000]  但他的生命並沒有因為這樣而被打垮
[00:05:03.000 --> 00:05:06.000]  保羅得性的秘訣在哪裏呢?
[00:05:06.000 --> 00:05:08.000]  我們來看以下兩點
[00:05:08.000 --> 00:05:15.000]  第一點:認識我們自己的本相
[00:05:15.000 --> 00:05:17.000]  大家在這裏看到甚麼呢?
[00:05:17.000 --> 00:05:21.000]  一個很特別的瓦器
[00:05:21.000 --> 00:05:23.000]  瓦器裏面會閃的
[00:05:23.000 --> 00:05:25.000]  會發光的
[00:05:25.000 --> 00:05:28.000]  在經文第七節裏這樣說
[00:05:28.000 --> 00:05:30.000]  「我們有隻寶貝放在瓦器裏
[00:05:30.000 --> 00:05:33.000]  要顯明這莫大的能力是出於神
[00:05:33.000 --> 00:05:35.000]  不是出於我們」
[00:05:35.000 --> 00:05:39.000]  保羅用一個暗語去形容自己
[00:05:39.000 --> 00:05:42.000]  他形容自己是一個瓦器
[00:05:42.000 --> 00:05:46.000]  瓦器是用泥土製造的
[00:05:46.000 --> 00:05:48.000]  價值較低的
[00:05:48.000 --> 00:05:49.000]  微不足道
[00:05:49.000 --> 00:05:51.000]  亦都比較容易碎的
[00:05:51.000 --> 00:05:53.000]  你一撞到地上
[00:05:53.000 --> 00:05:55.000]  它就會碎的
[00:05:55.000 --> 00:05:58.000]  所以你見到這幅圖
[00:05:58.000 --> 00:06:00.000]  瓦器裏面有些裂紋
[00:06:00.000 --> 00:06:02.000]  是很脆弱的
[00:06:02.000 --> 00:06:06.000]  保羅看自己的生命都是這樣
[00:06:06.000 --> 00:06:08.000]  在患難當中
[00:06:08.000 --> 00:06:12.000]  他更加看到自己的微小脆弱
[00:06:12.000 --> 00:06:14.000]  在我和你的眼中
[00:06:14.000 --> 00:06:19.000]  我們看保羅是一個很有目者心腸的傳道人
[00:06:19.000 --> 00:06:22.000]  是一個勇敢的宣教士
[00:06:22.000 --> 00:06:24.000]  去了不同的地方宣教
[00:06:24.000 --> 00:06:26.000]  帶領不同的人信耶穌
[00:06:26.000 --> 00:06:28.000]  他的業績非常標榜
[00:06:28.000 --> 00:06:31.000]  他的思辨能力很強
[00:06:31.000 --> 00:06:34.000]  是一個很偉大的神學家
[00:06:34.000 --> 00:06:38.000]  他寫的書信有13卷被列入聖經當中
[00:06:38.000 --> 00:06:41.000]  他的影響力無法估計
[00:06:41.000 --> 00:06:43.000]  一位這麼強的
[00:06:43.000 --> 00:06:48.000]  在我們眼中看為一個很偉大的侍奉者
[00:06:48.000 --> 00:06:52.000]  他竟然形容自己是一個瓦器
[00:06:52.000 --> 00:06:57.000]  我們其他人還可以說些什麼呢?
[00:06:57.000 --> 00:06:59.000]  我相信我們都會同意
[00:06:59.000 --> 00:07:01.000]  其實我們的生命一樣
[00:07:01.000 --> 00:07:05.000]  都是這麼脆弱、這麼卑微
[00:07:05.000 --> 00:07:08.000]  在患難面前、在很多考驗面前
[00:07:08.000 --> 00:07:12.000]  我們很難說自己很強、很厲害
[00:07:12.000 --> 00:07:15.000]  靠著自己的力量就可以勝過
[00:07:15.000 --> 00:07:17.000]  很難
[00:07:17.000 --> 00:07:21.000]  保羅自己也說自己只是一個瓦器
[00:07:21.000 --> 00:07:26.000]  得性的認識自己本相之後就要想想
[00:07:26.000 --> 00:07:28.000]  得性的關鍵在哪裡呢?
[00:07:28.000 --> 00:07:31.000]  就是閃閃發光的部分
[00:07:31.000 --> 00:07:33.000]  那個寶貝
[00:07:33.000 --> 00:07:35.000]  我們有隻寶貝放在瓦器裡
[00:07:35.000 --> 00:07:38.000]  為了顯明莫大的能力是出於神
[00:07:38.000 --> 00:07:39.000]  不是出於我們
[00:07:39.000 --> 00:07:41.000]  得性的關鍵是寶貝
[00:07:41.000 --> 00:07:48.000]  這個寶貝是指保羅一直傳揚的福音
[00:07:48.000 --> 00:07:50.000]  這個福音說的是
[00:07:50.000 --> 00:07:53.000]  耶穌基督為了拯救世人的生命
[00:07:53.000 --> 00:07:57.000]  而在十字架上犧牲了自己的生命
[00:07:57.000 --> 00:07:59.000]  他被埋葬
[00:07:59.000 --> 00:08:03.000]  第三天從死裡復活
[00:08:03.000 --> 00:08:08.000]  聖天為世人承受了救恩
[00:08:08.000 --> 00:08:11.000]  我心想今天如果走到台下
[00:08:11.000 --> 00:08:13.000]  問弟兄姊妹
[00:08:13.000 --> 00:08:16.000]  我相信你也很容易回答這個答案
[00:08:16.000 --> 00:08:19.000]  我們都知道福音是什麼
[00:08:19.000 --> 00:08:23.000]  如果你經常傳福音還會上口
[00:08:23.000 --> 00:08:26.000]  我想跟你說這個福音極為珍貴
[00:08:26.000 --> 00:08:28.000]  好像寶藏一樣
[00:08:28.000 --> 00:08:30.000]  就有這個寶貝在瓦器裡
[00:08:30.000 --> 00:08:32.000]  瓦器就不再一樣
[00:08:32.000 --> 00:08:35.000]  瓦器的價值不再一樣
[00:08:35.000 --> 00:08:38.000]  同樣有福音進入了保羅的生命
[00:08:38.000 --> 00:08:40.000]  保羅也不再一樣
[00:08:40.000 --> 00:08:44.000]  他就能夠從神那裡得到力量
