
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹,平安!
[00:00:06.000 --> 00:00:10.000]  在我們看神話之前,我們一起祈禱
[00:00:10.000 --> 00:00:22.000]  每一天,每一次我們來到你面前,我們真是有何等的感恩
[00:00:22.000 --> 00:00:26.000]  因為我們不是必然可以相見
[00:00:26.000 --> 00:00:32.000]  但我們能聚集在一起的時候,我們能夠來到你面前
[00:00:32.000 --> 00:00:38.000]  我們能夠聽到你自己的話語,與主在聖靈眼當中感動我們的心
[00:00:38.000 --> 00:00:42.000]  若然我們有些不蒙你喜悅的,求主挪開
[00:00:42.000 --> 00:00:46.000]  若我們能夠專心一意的,能夠朝見你
[00:00:46.000 --> 00:00:51.000]  以致我們能夠聽到你的吩咐,我們能夠按著你的心意而行
[00:00:51.000 --> 00:00:56.000]  有讓孩子心中的意念,口中的言語,蒙你如立
[00:00:56.000 --> 00:00:59.000]  奉主耶穌基督命求,阿們
[00:00:59.000 --> 00:01:10.000]  在這個世界上,誰不自私呢?
[00:01:10.000 --> 00:01:17.000]  但是人為了自己的私己,而去歪曲了真理
[00:01:17.000 --> 00:01:23.000]  其實這些事情,在馬拉基先知的時代已經存在
[00:01:23.000 --> 00:01:27.000]  神已經厭煩他們的所作所為
[00:01:27.000 --> 00:01:31.000]  他們以為神是監牧
[00:01:31.000 --> 00:01:37.000]  以為這樣胡作非為是神不容許的
[00:01:37.000 --> 00:01:44.000]  其實神是要懲罰犯各種罪的假信徒
[00:01:44.000 --> 00:01:54.000]  我們首先看看聖經經文
[00:01:54.000 --> 00:01:57.000]  開始你們剛才讀過的經文
[00:01:57.000 --> 00:01:59.000]  我們看看
[00:01:59.000 --> 00:02:05.000]  你們用言語使耶和華厭煩
[00:02:05.000 --> 00:02:08.000]  卻說我們在何事上使他厭煩呢?
[00:02:08.000 --> 00:02:15.000]  因為你們說凡行惡的,而說看為善,並且喜愛他們
[00:02:15.000 --> 00:02:19.000]  又說公平的神在哪裡呢?
[00:02:19.000 --> 00:02:26.000]  當以色列人提出這些有關公義的質詢的時候
[00:02:26.000 --> 00:02:34.000]  好像我們今天被冤枉,受到冤屈,或者被欺壓的時候
[00:02:34.000 --> 00:02:38.000]  我們也會說,公理何在?
[00:02:38.000 --> 00:02:45.000]  你會覺得這些問題,神不是公義的嗎?
[00:02:45.000 --> 00:02:47.000]  他在哪裡呢?
[00:02:47.000 --> 00:02:50.000]  或者你看到,惡人得勢
[00:02:50.000 --> 00:02:57.000]  好人好像受盡很多冤屈
[00:02:57.000 --> 00:03:01.000]  好像很遭殃
[00:03:01.000 --> 00:03:05.000]  你會發出一個聲音,公義的神在哪裡呢?
[00:03:05.000 --> 00:03:10.000]  我們看看以色列人,他們所表達的態度
[00:03:10.000 --> 00:03:15.000]  必須從他們被捕過後,受到一些艱苦的生活
[00:03:15.000 --> 00:03:18.000]  從他們的背景我們了解一下
[00:03:18.000 --> 00:03:20.000]  相信大家都很有印象
[00:03:20.000 --> 00:03:24.000]  就好像以色列人,他們出埃及
[00:03:24.000 --> 00:03:27.000]  他們在抗議上沒有水喝
[00:03:27.000 --> 00:03:31.000]  他們開始埋怨神和摩西王
[00:03:31.000 --> 00:03:36.000]  他們說寧願留在埃及,做奴隸
[00:03:36.000 --> 00:03:40.000]  我都可以坐在玉波旁邊,有餅吃
[00:03:40.000 --> 00:03:45.000]  甚至他們說,誰給我們肉吃呢?
[00:03:45.000 --> 00:03:49.000]  記得我在埃及的時候,都不用花錢去魚吃
[00:03:49.000 --> 00:03:55.000]  有黃瓜,西瓜,韭菜,蔥,蒜
[00:03:55.000 --> 00:03:59.000]  現在來到這裡,什麼都沒有
[00:03:59.000 --> 00:04:03.000]  就只有麻辣
[00:04:03.000 --> 00:04:08.000]  我留在埃及好過,死因抗議
