
[00:00:00.000 --> 00:00:02.000]  (下集時間)
[00:00:02.000 --> 00:00:05.920]  (主持人:我預祝大家)
[00:00:05.920 --> 00:00:09.360]  (主持人:像剛才荒謬谷隊兩首詩歌)
[00:00:09.360 --> 00:00:11.800]  (主持人:新春樂,樂二十年年)
[00:00:11.800 --> 00:00:12.880]  (主持人:預祝大家)
[00:00:12.880 --> 00:00:15.360]  (主持人:下星期就年初一了,新年快樂)
[00:00:15.360 --> 00:00:20.320]  (主持人:我當然像剛才口水妹那位姐妹那樣說)
[00:00:20.320 --> 00:00:21.680]  (主持人:願大家平安)
[00:00:21.680 --> 00:00:23.960]  (主持人:不過我特別想說這個祝福)
[00:00:23.960 --> 00:00:27.320]  (主持人:大家記得這是耶穌的祝福)
[00:00:27.320 --> 00:00:29.800]  (主持人:願你們平安)
[00:00:30.680 --> 00:00:34.600]  (主持人:在新年裡有很多的輝春,其中一個輝春就是出入平安)
[00:00:34.600 --> 00:00:36.640]  (主持人:不過你們知道吧)
[00:00:36.640 --> 00:00:40.200]  (主持人:聖經裡或耶穌的祝福,說願你們平安)
[00:00:40.200 --> 00:00:42.200]  (主持人:聖經所說的平安)
[00:00:42.200 --> 00:00:48.280]  (主持人:不是我們新年裡出入平安的平安那麼簡單)
[00:00:48.280 --> 00:00:51.080]  (主持人:聖經裡的平安)
[00:00:51.080 --> 00:00:55.040]  (主持人:其實包括另一個意思,我不知道大家明不明白)
[00:00:55.040 --> 00:00:56.640]  (主持人:就是和平)
[00:00:57.640 --> 00:01:03.440]  (主持人:英文PACE的字正正可以解作平安)
[00:01:03.440 --> 00:01:05.800]  (主持人:又可以解作和平)
[00:01:05.800 --> 00:01:08.840]  (主持人:我特別今天在開始的時候)
[00:01:08.840 --> 00:01:12.360]  (主持人:將這個祝福、耶穌的安慰帶給大家)
[00:01:12.360 --> 00:01:14.840]  (主持人:因為我不知道大家怎樣)
[00:01:14.840 --> 00:01:17.240]  (主持人:過去一年、幾年)
[00:01:17.240 --> 00:01:20.080]  (主持人:在疫情底下、很多社會的變化底下)
[00:01:20.080 --> 00:01:22.080]  (主持人:我不知道你們覺得平不平安)
[00:01:22.080 --> 00:01:24.960]  (主持人:我不知道你們覺得這個世界和不和平)
[00:01:26.360 --> 00:01:28.360]  (主持人:俄烏的戰爭)
[00:01:28.360 --> 00:01:30.360]  (主持人:今天我聽到一個消息)
[00:01:30.360 --> 00:01:37.360]  (主持人:俄羅斯被導彈擊落在烏克蘭的建築物裡)
[00:01:37.360 --> 00:01:39.360]  (主持人:有很多人死了)
[00:01:39.360 --> 00:01:42.360]  (主持人:我們發覺這個世界很不和平、很不平安)
[00:01:42.360 --> 00:01:46.360]  (主持人:頂智妹和平很重要)
[00:01:46.360 --> 00:01:51.360]  (主持人:也和我們今天思想的主題息息相關)
[00:01:51.360 --> 00:01:54.360]  (主持人:中國人有句說話)
[00:01:54.360 --> 00:01:57.360]  (主持人:相見好同住難)
[00:01:57.360 --> 00:02:03.360]  (主持人:我們神學院以前)
[00:02:03.360 --> 00:02:09.360]  (主持人:我在香港神學院也侍奉了十多年、二十年)
[00:02:09.360 --> 00:02:12.360]  (主持人:早期我入去的時候我們有宿舍)
[00:02:12.360 --> 00:02:16.360]  (主持人:其實在神學教育裡宿舍很重要)
[00:02:16.360 --> 00:02:19.360]  (主持人:讓一些神學生大家一起住)
[00:02:19.360 --> 00:02:22.360]  (主持人:如果平時不一起住的時候)
[00:02:22.360 --> 00:02:25.360]  (主持人:這些神學生通常都是好人)
[00:02:25.360 --> 00:02:27.360]  (主持人:大家都是好人)
[00:02:27.360 --> 00:02:29.360]  (主持人:坐在這裡)
[00:02:29.360 --> 00:02:31.360]  (主持人:挺好的)
[00:02:31.360 --> 00:02:35.360]  (主持人:但是一住在一起宿舍的東西就出現了)
[00:02:35.360 --> 00:02:40.360]  (主持人:所以在神學教育裡宿舍其實也挺重要)
[00:02:40.360 --> 00:02:43.360]  (主持人:不過因為香港寸金隻土)
[00:02:43.360 --> 00:02:45.360]  (主持人:我們終於沒有宿舍了)
[00:02:45.360 --> 00:02:48.360]  (主持人:現在我們開始有新的校舍)
[00:02:48.360 --> 00:02:51.360]  (主持人:裝修我們也有一點宿舍)
[00:02:51.360 --> 00:02:54.360]  (主持人:相見好同住難)
[00:02:54.360 --> 00:03:00.360]  (主持人:大家都知道)
[00:03:00.360 --> 00:03:02.360]  (主持人:如果你拍拖的時候)
[00:03:02.360 --> 00:03:05.360]  (主持人:你拍拖的時候的愛情是很浪漫的)
[00:03:05.360 --> 00:03:08.360]  (主持人:一日不見就如隔三秋)
[00:03:08.360 --> 00:03:10.360]  (主持人:結了婚呢)
[00:03:10.360 --> 00:03:11.360]  (主持人:我經常說)
[00:03:11.360 --> 00:03:13.360]  (主持人:拍拖中的愛情是浪漫)
[00:03:13.360 --> 00:03:15.360]  (主持人:結婚是現實)
[00:03:15.360 --> 00:03:17.360]  (主持人:在馬克上面也是一個現實)
[00:03:17.360 --> 00:03:19.360]  (主持人:你一起住)
[00:03:19.360 --> 00:03:21.360]  (主持人:特別是)
[00:03:21.360 --> 00:03:23.360]  (主持人:我回憶我結婚很久了)
[00:03:23.360 --> 00:03:26.360]  (主持人:結婚初期兩夫婦很多適應)
[00:03:26.360 --> 00:03:28.360]  (主持人:因為生活習慣不同)
[00:03:28.360 --> 00:03:29.360]  (主持人:性格不同)
[00:03:29.360 --> 00:03:31.360]  (主持人:很多事情一起住的時候)
[00:03:31.360 --> 00:03:33.360]  (主持人:又不是說拍拖的時候)
[00:03:33.360 --> 00:03:34.360]  (主持人:沒有給你真面目)
[00:03:34.360 --> 00:03:36.360]  (主持人:不過一起住的時候)
[00:03:36.360 --> 00:03:39.360]  (主持人:更多生活習慣日常的事情)
[00:03:39.360 --> 00:03:40.360]  (主持人:一些很細微的事情)
[00:03:40.360 --> 00:03:41.360]  (主持人:一些性格)
[00:03:41.360 --> 00:03:44.360]  (主持人:或者更加真面目)
[00:03:44.360 --> 00:03:46.360]  (主持人:你就看到了)
[00:03:46.360 --> 00:03:48.360]  (主持人:很多磨合)
[00:03:48.360 --> 00:03:50.360]  (主持人:那是現實)
[00:03:50.360 --> 00:03:52.360]  (主持人:家庭裡是這樣的)
[00:03:52.360 --> 00:03:54.360]  (主持人:婚姻裡、愛情關係裡)
[00:03:54.360 --> 00:03:55.360]  (主持人:剛才說那些)
[00:03:55.360 --> 00:03:57.360]  (主持人:弟兄姊妹之間一起住)
[00:03:57.360 --> 00:04:00.360]  (主持人:和睦同居是不容易的)
[00:04:00.360 --> 00:04:04.360]  (主持人:我可以說大家一定同意的)
[00:04:04.360 --> 00:04:06.360]  (主持人:你在職場裡工作)
[00:04:06.360 --> 00:04:08.360]  (主持人:我們經常說)
[00:04:08.360 --> 00:04:10.360]  (主持人:那些工作、那些事)
[00:04:10.360 --> 00:04:12.360]  (主持人:很多事是做不死人的)
[00:04:12.360 --> 00:04:14.360]  (主持人:最煩的)
[00:04:14.360 --> 00:04:16.360]  (主持人:最難搞的就是)
[00:04:16.360 --> 00:04:18.360]  (主持人:人際關係)
[00:04:18.360 --> 00:04:20.360]  (主持人:這必然是的)
[00:04:20.360 --> 00:04:22.360]  (主持人:我做了這麼多事)
[00:04:22.360 --> 00:04:24.360]  (主持人:我做事這麼多年)
[00:04:24.360 --> 00:04:25.360]  (主持人:在侍奉之前)
[00:04:25.360 --> 00:04:27.360]  (主持人:我都做過一段時間)
[00:04:27.360 --> 00:04:30.360]  (主持人:我發覺真的很困難)
[00:04:30.360 --> 00:04:32.360]  (主持人:我已經不說人性、罪性)
[00:04:32.360 --> 00:04:34.360]  (主持人:有些人在辦公室裡)
[00:04:34.360 --> 00:04:35.360]  (主持人:搞辦公室政治)
[00:04:35.360 --> 00:04:37.360]  (主持人:為了自己上位、爭權)
[00:04:37.360 --> 00:04:38.360]  (主持人:為了某些利益)
[00:04:38.360 --> 00:04:40.360]  (主持人:我不說那些了)
[00:04:40.360 --> 00:04:41.360]  (主持人:那些是人的罪性)
[00:04:41.360 --> 00:04:42.360]  (主持人:更加麻煩)
[00:04:42.360 --> 00:04:47.360]  (主持人:就算大家都是好人)
[00:04:47.360 --> 00:04:48.360]  (主持人:不是有很多私心)
[00:04:48.360 --> 00:04:49.360]  (主持人:不是關心自己的利益)
[00:04:49.360 --> 00:04:51.360]  (主持人:但其實都是一個問題)
[00:04:51.360 --> 00:04:55.360]  (主持人:每個人都是有獨特的性格)
[00:04:55.360 --> 00:04:58.360]  (主持人:一起工作、同事)
[00:04:58.360 --> 00:05:02.360]  (主持人:其實很難一起共事)
[00:05:02.360 --> 00:05:04.360]  (主持人:我們今天說的合一)
[00:05:04.360 --> 00:05:08.360]  (主持人:這是魯牧師給我的題目)
[00:05:08.360 --> 00:05:12.360]  (主持人:今天跟大家說合一)
[00:05:12.360 --> 00:05:14.360]  (主持人:職場裏面大家明白)
