
[00:00:00.000 --> 00:00:07.000]  (日語)
[00:00:07.000 --> 00:00:12.000]  不知道為什麼一提到泰國
[00:00:12.000 --> 00:00:14.000]  或者有機會講泰文
[00:00:14.000 --> 00:00:17.000]  就好像回到故鄉一樣
[00:00:17.000 --> 00:00:25.000]  在16年在泰國裏面的宣教
[00:00:25.000 --> 00:00:30.000]  因為我是一個人
[00:00:30.000 --> 00:00:36.000]  我是在曼谷北邊
[00:00:36.000 --> 00:00:40.000]  一個叫巴吞塔尼的地方服侍
[00:00:40.000 --> 00:00:46.000]  就算我們的警察會也沒有派其他的宣教士和我一起
[00:00:46.000 --> 00:00:49.000]  所以我的泰文會突飛猛進
[00:00:49.000 --> 00:00:52.000]  因為我沒有機會講廣東話
[00:00:52.000 --> 00:00:55.000]  當時很開心,短孫一來
[00:00:55.000 --> 00:01:00.000]  原來廣東話也是一個很喜歡講的語言
[00:01:00.000 --> 00:01:06.000]  短孫一來,當然他們也幫我做了很多爆炸的工作
[00:01:06.000 --> 00:01:09.000]  我這個女孩就在這裏撿回一些零碎
[00:01:09.000 --> 00:01:14.000]  在泰國裏面做了一些服侍神的工作
[00:01:14.000 --> 00:01:21.000]  聖經就是一個最大的陪伴
[00:01:21.000 --> 00:01:23.000]  在泰國裏面
[00:01:23.000 --> 00:01:26.000]  裏面有很多安慰,很多鼓勵
[00:01:26.000 --> 00:01:31.000]  很多令你繼續振作的話
[00:01:31.000 --> 00:01:35.000]  其中有一個小女子
[00:01:35.000 --> 00:01:41.000]  她到今時今日也不知道她叫什麼名字
[00:01:41.000 --> 00:01:47.000]  國內有些人就叫她小猴
[00:01:47.000 --> 00:01:52.000]  你從哪裏來的?你怎知道這個小女子?
[00:01:52.000 --> 00:01:56.000]  我查了很久也找不到她叫小猴
[00:01:56.000 --> 00:01:59.000]  中文就是小好
[00:01:59.000 --> 00:02:03.000]  原來一個女,一個子加起來就是個好
[00:02:03.000 --> 00:02:07.000]  所以說看見了,她就是小好
[00:02:07.000 --> 00:02:11.000]  當然這是一個笑話
[00:02:11.000 --> 00:02:19.000]  雖然聖經裏面沒有說她叫什麼名字
[00:02:19.000 --> 00:02:21.000]  她多了一些背景
[00:02:21.000 --> 00:02:23.000]  她多了一些背景
[00:02:23.000 --> 00:02:28.000]  其實你剛才讀的也只有一兩句是形容她
[00:02:28.000 --> 00:02:33.000]  但她做了很偉大的事情
[00:02:33.000 --> 00:02:36.000]  而且我們也可以知道
[00:02:36.000 --> 00:02:44.000]  當時這個小女子的背景是一個很混亂的時代
[00:02:44.000 --> 00:02:52.000]  我相信我們香港人過去不是很理政局
[00:02:52.000 --> 00:02:57.000]  但這個小女子她生長的以色列國裏面
[00:02:57.000 --> 00:03:02.000]  就是一個政治非常動盪的時候
[00:03:02.000 --> 00:03:04.000]  經常都會打仗
[00:03:04.000 --> 00:03:08.000]  其實大家看新聞在中東國家你也會看到
[00:03:08.000 --> 00:03:10.000]  整天都在打仗
[00:03:10.000 --> 00:03:14.000]  在當時來說同樣都是這樣
[00:03:14.000 --> 00:03:18.000]  當時我們現在說的這個以色列國
[00:03:18.000 --> 00:03:22.000]  已經不是我們啟舊約開初的時候
[00:03:22.000 --> 00:03:27.000]  以色列人一定要立王的第一位皇帝
[00:03:27.000 --> 00:03:33.000]  就是數羅、大衛、所羅門
[00:03:33.000 --> 00:03:35.000]  不是那個時代了
[00:03:35.000 --> 00:03:41.000]  不是整個十二個支派一起的那個以色列大國
[00:03:41.000 --> 00:03:44.000]  而在小女子這個時代
[00:03:44.000 --> 00:03:50.000]  是在所羅門的兒子羅波安
[00:03:50.000 --> 00:03:54.000]  他那個很強制的政權底下
[00:03:54.000 --> 00:03:58.000]  結果這個以色列的大國就分了兩個國家
[00:03:58.000 --> 00:04:02.000]  分了兩個國家一個就叫做猶大國
[00:04:02.000 --> 00:04:05.000]  一個就叫做以色列國
[00:04:05.000 --> 00:04:12.000]  而這個小女子就是在這個以色列國裏面成長
[00:04:12.000 --> 00:04:17.000]  小女子她就在這個以色列國裏面
[00:04:17.000 --> 00:04:20.000]  是一個整天都會打仗
[00:04:20.000 --> 00:04:24.000]  是一個很混亂很戰亂的時代
[00:04:24.000 --> 00:04:27.000]  以色列國附近的國家
[00:04:27.000 --> 00:04:31.000]  整天都會有很多這些的政治衝突
[00:04:31.000 --> 00:04:38.000]  而且動不動就會打仗
[00:04:38.000 --> 00:04:44.000]  而小女子成長的時候
[00:04:44.000 --> 00:04:48.000]  以色列國的國王就是若蘭王
[00:04:48.000 --> 00:04:50.000]  是在位的
