
[00:00:00.000 --> 00:00:02.000]  請姐妹主女們平安
[00:00:02.000 --> 00:00:04.000]  同心一起祈禱
[00:00:04.000 --> 00:00:12.000]  感恩天父給我們今早再一次我們能夠恆常的
[00:00:12.000 --> 00:00:15.000]  在主豐厚的恩典、平安裡面
[00:00:15.000 --> 00:00:17.000]  來去敬拜、抹餅
[00:00:17.000 --> 00:00:20.000]  來去在聖餐的聚會
[00:00:20.000 --> 00:00:22.000]  紀念主的大愛
[00:00:22.000 --> 00:00:27.000]  在今早我們真的很盼望主的真理
[00:00:27.000 --> 00:00:29.000]  開導我們的心靈
[00:00:29.000 --> 00:00:31.000]  聖靈教導我們
[00:00:31.000 --> 00:00:37.000]  正如昔日你怎樣來啟示使徒們寫下的聖經
[00:00:37.000 --> 00:00:48.000]  將當時代初期教會的歷史經過片段來記下來的時候
[00:00:48.000 --> 00:00:56.000]  我們知道總是有一些事情要我們關注、認識和去持守
[00:00:56.000 --> 00:01:01.000]  求你帶領我們來到二千年後的教會
[00:01:01.000 --> 00:01:04.000]  我們能夠這樣一脈相承
[00:01:04.000 --> 00:01:09.000]  在這一本不改變的真理的聖經的教導啟示底下
[00:01:09.000 --> 00:01:11.000]  來去學習
[00:01:11.000 --> 00:01:18.000]  主要幫助我們真的能夠認識、進入和活出神的真理
[00:01:18.000 --> 00:01:21.000]  我們今早等候在你的面前
[00:01:21.000 --> 00:01:23.000]  奉耶穌基督的名
[00:01:23.000 --> 00:01:26.000]  阿門,一個相當重要的題目
[00:01:26.000 --> 00:01:32.000]  我們的人生是否在神的國度、神的家裏
[00:01:32.000 --> 00:01:36.000]  我們是其中一員啦啦隊的成員
[00:01:36.000 --> 00:01:39.000]  啦啦隊就是,大家有看世界盃吧
[00:01:39.000 --> 00:01:42.000]  你可以想像得到
[00:01:42.000 --> 00:01:44.000]  出名的就是挪威
[00:01:44.000 --> 00:01:47.000]  他們一群人一起撐船
[00:01:47.000 --> 00:01:49.000]  引起很多人的關注
[00:01:49.000 --> 00:01:55.000]  啦啦隊就是無論如何都支持自己的愛隊
[00:01:55.000 --> 00:01:59.000]  或者一群人穿整齊的制服
[00:01:59.000 --> 00:02:01.000]  有那個士氣
[00:02:01.000 --> 00:02:04.000]  我想任何的隊伍
[00:02:04.000 --> 00:02:07.000]  無論足球、籃球、排球等等
[00:02:07.000 --> 00:02:09.000]  如果你是那個啦啦隊
[00:02:09.000 --> 00:02:13.000]  或者你是一個學校的球賽等等
[00:02:13.000 --> 00:02:15.000]  無論不一而足
[00:02:15.000 --> 00:02:18.000]  啦啦隊就是有這個特性
[00:02:18.000 --> 00:02:26.000]  我們的人生能否將別人帶進勝利裏面呢?
