
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹,早安!
[00:00:06.000 --> 00:00:11.000]  今天我們可以有實體敬拜,感不感恩?
[00:00:11.000 --> 00:00:16.000]  天父真的很疼愛我們,讓我們有機會一齊來敬拜
[00:00:16.000 --> 00:00:20.000]  今天很特別,因為又是母親節
[00:00:20.000 --> 00:00:27.000]  祝天下間的母親身體健康,主恩更多
[00:00:27.000 --> 00:00:31.000]  日子如何,力量也如何
[00:00:31.000 --> 00:00:33.000]  另外今天又是聖餐
[00:00:33.000 --> 00:00:38.000]  剛才魯牧師帶領我們有一個聖餐親近主的時刻
[00:00:38.000 --> 00:00:42.000]  我們的心裏是不是也得到很大的鼓勵?
[00:00:42.000 --> 00:00:45.000]  所以我們今天就要思想一個題目
[00:00:45.000 --> 00:00:49.000]  就是轉拜為聖的一個秘訣
[00:00:49.000 --> 00:00:54.000]  大家都知道香港人比人都很忙
[00:00:54.000 --> 00:00:58.000]  所以你有沒有聽人說香港人很忙碌
[00:00:58.000 --> 00:01:02.000]  每天都好像打仗一樣
[00:01:02.000 --> 00:01:06.000]  跑來跑去,騰上騰落
[00:01:06.000 --> 00:01:09.000]  好像沒有機會靜下來
[00:01:09.000 --> 00:01:12.000]  好像沒有機會休息
[00:01:12.000 --> 00:01:17.000]  因為工作、生活都很忙碌
[00:01:17.000 --> 00:01:23.000]  不單是這樣,我們信了耶穌做神的子女
[00:01:23.000 --> 00:01:27.000]  我們不單只是生活,有時候好像一般人說打仗
[00:01:27.000 --> 00:01:32.000]  更加我們會多一樣就是屬靈的戰爭
[00:01:32.000 --> 00:01:36.000]  大家認同嗎?原來我們屬神的兒女
[00:01:36.000 --> 00:01:41.000]  我們都會面對在屬靈上的爭戰
[00:01:41.000 --> 00:01:45.000]  當我們在地上來去侍奉上帝
[00:01:45.000 --> 00:01:48.000]  去傳福音,去關懷人的時候
[00:01:48.000 --> 00:01:52.000]  有時候我們發覺都不是一帆風順
[00:01:52.000 --> 00:01:54.000]  都不是那麼容易的,為什麼呢?
[00:01:54.000 --> 00:01:58.000]  因為我們都會遇到魔鬼、撒旦
[00:01:58.000 --> 00:02:01.000]  有時候會攻擊我們,攔阻我們
[00:02:01.000 --> 00:02:03.000]  叫我們不要那麼愛神
[00:02:03.000 --> 00:02:05.000]  叫我們不要那麼關心人
[00:02:05.000 --> 00:02:09.000]  叫我們做一些上帝不喜悅的事情
[00:02:09.000 --> 00:02:13.000]  所以這些都是屬靈的爭戰
[00:02:13.000 --> 00:02:16.000]  今早牧師和大家看看
[00:02:16.000 --> 00:02:20.000]  如何我們可以在屬靈的爭戰裏面
[00:02:20.000 --> 00:02:22.000]  能夠轉敗為勝呢?
[00:02:22.000 --> 00:02:26.000]  我們今天就看看一個很典型的例子
[00:02:26.000 --> 00:02:30.000]  就是若拿丹
[00:02:30.000 --> 00:02:32.000]  大家有沒有留意到?
[00:02:32.000 --> 00:02:34.000]  那個背景是怎樣的呢?
[00:02:34.000 --> 00:02:40.000]  那個背景就是當時以色列人和非利士人打仗
[00:02:40.000 --> 00:02:49.000]  大家知道兩隊人馬是雙形見絕的
[00:02:49.000 --> 00:02:50.000]  為什麼呢?
[00:02:50.000 --> 00:02:54.000]  原來非利士人人頭湧湧
[00:02:54.000 --> 00:02:57.000]  非常壯觀
[00:02:57.000 --> 00:03:00.000]  但是以色列人就很淪盡
[00:03:00.000 --> 00:03:04.000]  原來他們只有六百人去打仗
[00:03:04.000 --> 00:03:06.000]  淒不淒涼?
[00:03:06.000 --> 00:03:08.000]  人丁單薄
[00:03:08.000 --> 00:03:10.000]  不單止這樣
[00:03:10.000 --> 00:03:14.000]  原來他們手上的武器也很落後
[00:03:14.000 --> 00:03:18.000]  因為當時在以色列的境界
[00:03:18.000 --> 00:03:20.000]  是沒有鐵匠的
[00:03:20.000 --> 00:03:23.000]  沒有人製造鐵器的
[00:03:23.000 --> 00:03:27.000]  所以以色列人的陣地只有兩把刀
[00:03:27.000 --> 00:03:29.000]  你說是不是很淒涼?
[00:03:29.000 --> 00:03:31.000]  只有兩把刀
[00:03:31.000 --> 00:03:36.000]  面對這麼龐大的非利士人軍隊
[00:03:36.000 --> 00:03:38.000]  真是雙形見絕
[00:03:38.000 --> 00:03:42.000]  當他們落在這個困局的時候
[00:03:42.000 --> 00:03:48.000]  似乎形勢一面倒
[00:03:48.000 --> 00:03:50.000]  在一個危險的時候
[00:03:50.000 --> 00:03:57.000]  又被約拿丹索羅的兒子想到一個辦法
[00:03:57.000 --> 00:03:58.000]  想到什麼方法呢?
[00:03:58.000 --> 00:04:01.000]  與其被人圍住
[00:04:01.000 --> 00:04:02.000]  沒有出路
[00:04:02.000 --> 00:04:03.000]  不如這樣吧
[00:04:03.000 --> 00:04:08.000]  索性我們突圍而出
[00:04:08.000 --> 00:04:10.000]  如何突圍而出呢?
[00:04:10.000 --> 00:04:17.000]  於是約拿丹帶著幫他拿兵器的侍從
[00:04:17.000 --> 00:04:21.000]  兩個人突圍而出
[00:04:21.000 --> 00:04:27.000]  於是整個形勢逐漸出現變化
[00:04:27.000 --> 00:04:33.000]  我們今天來看看如何在這場戰爭中
[00:04:33.000 --> 00:04:36.000]  以色列人能夠轉敗為勝
[00:04:36.000 --> 00:04:39.000]  我們發現有秘訣
[00:04:39.000 --> 00:04:43.000]  我們來看看秘訣是什麼
[00:04:43.000 --> 00:04:45.000]  第一個秘訣
[00:04:45.000 --> 00:04:48.000]  第一個秘訣在第六節
[00:04:48.000 --> 00:04:52.000]  不如我們一起說第一個秘訣
[00:04:52.000 --> 00:04:54.000]  預備起
[00:04:54.000 --> 00:04:57.000]  具正確觀念
[00:04:57.000 --> 00:04:59.000]  第一個秘訣是什麼呢?
[00:04:59.000 --> 00:05:04.000]  是因為約拿丹有一個很正確的觀念
[00:05:04.000 --> 00:05:08.000]  這是一個很正確的屬靈觀念
[00:05:08.000 --> 00:05:09.000]  是什麼觀念呢?
[00:05:09.000 --> 00:05:12.000]  他對侍從說
[00:05:12.000 --> 00:05:17.000]  「耶和說使人得勝不在乎什麼
[00:05:17.000 --> 00:05:19.000]  人多人少」
[00:05:19.000 --> 00:05:22.000]  這個觀念重不重要呢?
[00:05:22.000 --> 00:05:23.000]  很重要
[00:05:23.000 --> 00:05:29.000]  因為約拿丹知道自己以色列人數很單薄
[00:05:29.000 --> 00:05:33.000]  如何能夠面對這麼龐大
[00:05:33.000 --> 00:05:37.000]  人多勢眾的非利士人呢?
[00:05:37.000 --> 00:05:39.000]  他現在知道
[00:05:39.000 --> 00:05:42.000]  原來上帝使人得勝不在乎什麼
[00:05:42.000 --> 00:05:45.000]  人多人少
[00:05:45.000 --> 00:05:46.000]  各位頂尖的觀眾
[00:05:46.000 --> 00:05:48.000]  這個觀念很重要
[00:05:48.000 --> 00:05:50.000]  原來打一場仗
[00:05:50.000 --> 00:05:52.000]  能夠贏能夠輸
[00:05:52.000 --> 00:05:53.000]  不在乎什麼
[00:05:53.000 --> 00:05:54.000]  人多人少
[00:05:54.000 --> 00:05:56.000]  是在乎什麼
[00:05:56.000 --> 00:05:59.000]  上帝有沒有介入當中
[00:05:59.000 --> 00:06:03.000]  上帝有沒有親自動功
[00:06:03.000 --> 00:06:06.000]  如果上帝動功親自介入的時候
[00:06:06.000 --> 00:06:10.000]  形勢就可以扭轉過來
