
[00:00:00.000 --> 00:00:03.000]  鼎姐妹平安
[00:00:03.000 --> 00:00:06.000]  可能大家讀經文時
[00:00:06.000 --> 00:00:10.000]  第一個反應是婚禮經文
[00:00:10.000 --> 00:00:15.000]  很多人在婚禮中都會讀中讀這段經文
[00:00:15.000 --> 00:00:17.000]  這亦是事實
[00:00:17.000 --> 00:00:22.000]  因為我們很多時候在婚禮中都會常中讀
[00:00:22.000 --> 00:00:28.000]  亦是對婚姻關係特別重要的經文
[00:00:28.000 --> 00:00:30.000]  但我想大家特別留意
[00:00:30.000 --> 00:00:36.000]  第32節要特別講到
[00:00:36.000 --> 00:00:41.000]  保羅說其實最重要的是
[00:00:41.000 --> 00:00:44.000]  這是一個極大的奧秘
[00:00:44.000 --> 00:00:48.000]  是指著基督和教會去講的
[00:00:48.000 --> 00:00:54.000]  所以保羅想強調的並不只是婚姻關係
[00:00:54.000 --> 00:00:57.000]  不過他順帶提出婚姻關係
[00:00:57.000 --> 00:00:59.000]  因為在這個比喻上
[00:00:59.000 --> 00:01:01.000]  更加讓人看見
[00:01:01.000 --> 00:01:06.000]  究竟我們和基督的密切關係程度是去到哪裡
[00:01:06.000 --> 00:01:09.000]  所以用這個簡單的比喻
[00:01:09.000 --> 00:01:11.000]  讓大家了解一下
[00:01:11.000 --> 00:01:15.000]  但實際上保羅是在講一個很重大的奧秘
[00:01:15.000 --> 00:01:17.000]  我們和基督的關係
[00:01:17.000 --> 00:01:19.000]  真實的關係會是怎樣呢
[00:01:19.000 --> 00:01:22.000]  所以今天我用一個經文
[00:01:22.000 --> 00:01:27.000]  我特別用這個主題
[00:01:27.000 --> 00:01:30.000]  就是基督和基督同行
[00:01:30.000 --> 00:01:35.000]  如果大家過去有機會和大家分享的時候
[00:01:35.000 --> 00:01:37.000]  我都用「與神同行」
[00:01:37.000 --> 00:01:40.000]  大概這個意念和大家分享
[00:01:40.000 --> 00:01:43.000]  今天要講「與基督同行」
[00:01:43.000 --> 00:01:45.000]  大家千萬不要誤會
[00:01:45.000 --> 00:01:52.000]  我們和基督走走、跨街、玩樂、散步
[00:01:52.000 --> 00:01:54.000]  這樣的意思
[00:01:54.000 --> 00:01:55.000]  並不是這樣
[00:01:55.000 --> 00:01:58.000]  其實「與神同行」也好
[00:01:58.000 --> 00:02:00.000]  我們說「與基督同行」
[00:02:00.000 --> 00:02:04.000]  是在講一個我們和神的生命關係
[00:02:04.000 --> 00:02:07.000]  這個關係是一個連繫的關係
[00:02:07.000 --> 00:02:08.000]  其實整個二福所書
[00:02:08.000 --> 00:02:10.000]  如果我們看到
[00:02:10.000 --> 00:02:14.000]  二福所書被稱為一卷基督論的書卷
[00:02:14.000 --> 00:02:16.000]  這本書的核心
[00:02:16.000 --> 00:02:18.000]  尤其是第一章開始
[00:02:18.000 --> 00:02:20.000]  就講到因為我們在基督裏面
[00:02:20.000 --> 00:02:23.000]  有一個完全不同的身份
[00:02:23.000 --> 00:02:27.000]  我們被揀選、被拯救、被聖靈了印記
[00:02:27.000 --> 00:02:29.000]  以致我們能夠被遷到
[00:02:29.000 --> 00:02:34.000]  在基督的愛子的國度裏面
[00:02:34.000 --> 00:02:36.000]  既然是這樣的時候
[00:02:36.000 --> 00:02:39.000]  上帝藉著基督拆毀了中間的牆
[00:02:39.000 --> 00:02:41.000]  所以第二、第三章要講到
[00:02:41.000 --> 00:02:45.000]  我們和上帝的關係是緊密的
[00:02:45.000 --> 00:02:48.000]  我們和人的關係是緊密的
[00:02:48.000 --> 00:02:51.000]  但是保羅沒有停留在一個
[00:02:51.000 --> 00:02:56.000]  我們和神之間純粹個人的關係上
[00:02:56.000 --> 00:02:59.000]  保羅帶出一個更深的關係
[00:02:59.000 --> 00:03:02.000]  就是我們整體上、整個教會
[00:03:02.000 --> 00:03:05.000]  我們怎樣和基督建立關係
[00:03:05.000 --> 00:03:08.000]  所以這句經文應該嚴格來說
[00:03:08.000 --> 00:03:11.000]  我們與基督同行就是教會
[00:03:11.000 --> 00:03:13.000]  怎樣與基督同行
[00:03:13.000 --> 00:03:16.000]  這樣的一個角度來看
[00:03:16.000 --> 00:03:18.000]  所以在第四章保羅要講到
[00:03:18.000 --> 00:03:20.000]  我們既然蒙召的時候
[00:03:20.000 --> 00:03:23.000]  我們就需要和行事為人
[00:03:23.000 --> 00:03:26.000]  就要和蒙召的因來相懲
[00:03:26.000 --> 00:03:28.000]  我們就要脫穎而生
[00:03:28.000 --> 00:03:34.000]  我們要過一個不是再一個
[00:03:34.000 --> 00:03:37.000]  我以前喜歡發脾氣的生活
[00:03:37.000 --> 00:03:40.000]  我過一個能夠管理自我
[00:03:40.000 --> 00:03:42.000]  我能夠跟從主的生活
[00:03:42.000 --> 00:03:46.000]  所以到第五章的時候
[00:03:46.000 --> 00:03:49.000]  教會和基督的關係會是怎樣呢?
[00:03:49.000 --> 00:03:53.000]  就不是一個僱工和老闆的關係
[00:03:53.000 --> 00:03:57.000]  也不是一個社團和會員的關係
[00:03:57.000 --> 00:04:00.000]  而是一個頭和身體的關係
[00:04:00.000 --> 00:04:02.000]  一個這麼緊密的關係
[00:04:02.000 --> 00:04:08.000]  意思是基督看我們和祂成為連繫
[00:04:08.000 --> 00:04:09.000]  是合一的
[00:04:09.000 --> 00:04:13.000]  是一個共同的關係
[00:04:13.000 --> 00:04:15.000]  所以小路保羅要講到
[00:04:15.000 --> 00:04:17.000]  這是一個極大的奧秘
[00:04:17.000 --> 00:04:20.000]  這段經文我想和大家思想
[00:04:20.000 --> 00:04:22.000]  用三個角度來看
[00:04:22.000 --> 00:04:24.000]  我們怎樣與基督同行
[00:04:24.000 --> 00:04:25.000]  基礎在哪裡呢?
[00:04:25.000 --> 00:04:27.000]  這裡特別講到基礎
[00:04:27.000 --> 00:04:30.000]  就是我們過去怎樣與基督
[00:04:30.000 --> 00:04:33.000]  已經有一個基本的基礎
