
[00:00:00.000 --> 00:00:04.000]  (主持人: 各位觀眾早安)
[00:00:04.000 --> 00:00:06.000]  (主持人: 大家很精神)
[00:00:06.000 --> 00:00:10.000]  我最感恩的是每一次來到大家當中的時候
[00:00:10.000 --> 00:00:14.000]  大家都是帶著很有精神的一起參與在神的面前
[00:00:14.000 --> 00:00:16.000]  為什麼呢?我經常說每天回來崇拜的時間
[00:00:16.000 --> 00:00:18.000]  最重要的是要預備好
[00:00:18.000 --> 00:00:25.000]  我經常覺得如果每一次崇拜之前都能夠早一點回來的時候
[00:00:25.000 --> 00:00:30.000]  你就能夠有更好的精神去聽上帝的話
[00:00:30.000 --> 00:00:33.000]  跟著跟聖靈一起合作
[00:00:33.000 --> 00:00:35.000]  讓聖靈在你心裡面去感動你
[00:00:35.000 --> 00:00:38.000]  然後行出神的生命
[00:00:38.000 --> 00:00:41.000]  這才是真正崇拜的裡面我們能夠達至
[00:00:41.000 --> 00:00:43.000]  所以我很開心的
[00:00:43.000 --> 00:00:45.000]  特別是在大堂的時候
[00:00:45.000 --> 00:00:48.000]  大堂講完之後我都不太聽得到
[00:00:48.000 --> 00:00:51.000]  特別是去到清善崇拜的時候
[00:00:51.000 --> 00:00:52.000]  我是很要求的
[00:00:52.000 --> 00:00:54.000]  我講第一次的時候通常沒有人回答我
[00:00:54.000 --> 00:00:56.000]  然後就不斷講早晨的時候
[00:00:56.000 --> 00:00:57.000]  讓他們回答我為止
[00:00:57.000 --> 00:00:58.000]  我之後才開始
[00:00:58.000 --> 00:01:04.000]  上次跟大家已經是兩三個月前見面了
[00:01:04.000 --> 00:01:08.000]  今天我再跟大家分享的時候
[00:01:08.000 --> 00:01:12.000]  其實我心裡面一直感覺到
[00:01:12.000 --> 00:01:13.000]  有一件很重要的事情
[00:01:13.000 --> 00:01:14.000]  就是什麼呢?
[00:01:14.000 --> 00:01:17.000]  我們經常說今天我們教會在地上的時候
[00:01:17.000 --> 00:01:20.000]  為上帝去作見證、去傳福音
[00:01:20.000 --> 00:01:22.000]  但其實我想告訴大家
[00:01:22.000 --> 00:01:24.000]  我聽的時間為上帝去傳福音
[00:01:24.000 --> 00:01:27.000]  最重要的不是技巧
[00:01:27.000 --> 00:01:30.000]  我想再強調不是技巧
[00:01:30.000 --> 00:01:33.000]  因為香港是一個太知識型的地方
[00:01:33.000 --> 00:01:34.000]  什麼都是
[00:01:34.000 --> 00:01:36.000]  我不懂就不做
[00:01:36.000 --> 00:01:38.000]  每一樣東西我不懂的時候
[00:01:38.000 --> 00:01:39.000]  我就要學
[00:01:39.000 --> 00:01:41.000]  學到夠了我才做
[00:01:41.000 --> 00:01:43.000]  同樣的就是
[00:01:43.000 --> 00:01:45.000]  你有沒有聽過很多人說
[00:01:45.000 --> 00:01:47.000]  你跟他傳福音
[00:01:47.000 --> 00:01:49.000]  之後你很想他相信
[00:01:49.000 --> 00:01:51.000]  之後很多人就跟你說
[00:01:51.000 --> 00:01:53.000]  我不可以回教會住
[00:01:53.000 --> 00:01:56.000]  我今天早上聽郭文前牧師講道的時候
[00:01:56.000 --> 00:01:57.000]  他講的一個例子很有趣
[00:01:57.000 --> 00:01:58.000]  他說有一個伯伯
[00:01:58.000 --> 00:01:59.000]  他跟他去傳福音
[00:01:59.000 --> 00:02:02.000]  之後他很想他相信
[00:02:02.000 --> 00:02:03.000]  接著伯伯就說
[00:02:03.000 --> 00:02:04.000]  遲一點吧
[00:02:04.000 --> 00:02:05.000]  為什麼呢?
[00:02:05.000 --> 00:02:08.000]  因為伯伯說我不想早上回教會
[00:02:08.000 --> 00:02:09.000]  下午就去馬會
[00:02:09.000 --> 00:02:12.000]  所以在這樣的情況下
[00:02:12.000 --> 00:02:13.000]  有很多人就覺得
[00:02:13.000 --> 00:02:14.000]  不是的,我要OK的
[00:02:14.000 --> 00:02:16.000]  我OK而已,我才可以回教會
[00:02:16.000 --> 00:02:19.000]  但那位牧師說了一件事很有意思的
[00:02:20.000 --> 00:02:21.000]  你搞錯了
[00:02:21.000 --> 00:02:23.000]  你完全不了解我們的信仰
[00:02:23.000 --> 00:02:27.000]  我們的信仰就是正因為你不好
[00:02:27.000 --> 00:02:29.000]  所以你相信了耶穌之後
[00:02:29.000 --> 00:02:33.000]  你靠著神的能力去變好
[00:02:33.000 --> 00:02:34.000]  是不是?
[00:02:34.000 --> 00:02:35.000]  所以同樣的就是
[00:02:35.000 --> 00:02:37.000]  今天我們在神面前
[00:02:37.000 --> 00:02:38.000]  我們為上帝去傳福音
[00:02:38.000 --> 00:02:41.000]  最重要的不是你有什麼技能
[00:02:41.000 --> 00:02:45.000]  哪怕你能夠很暢順地將三福
[00:02:45.000 --> 00:02:48.000]  將所有傳福音的工具
[00:02:48.000 --> 00:02:49.000]  福音橋
[00:02:49.000 --> 00:02:51.000]  你跟別人很流利地說完
[00:02:51.000 --> 00:02:56.000]  但是如果你沒有一個屬於上帝的生命
[00:02:56.000 --> 00:02:57.000]  我可以告訴你
[00:02:57.000 --> 00:02:59.000]  你是一點作用都沒有的
[00:02:59.000 --> 00:03:01.000]  為什麼呢?
[00:03:01.000 --> 00:03:03.000]  因為我當你是很厲害
[00:03:03.000 --> 00:03:06.000]  你就將那些人帶回教會裡面
[00:03:06.000 --> 00:03:07.000]  但我經常有句話
[00:03:07.000 --> 00:03:11.000]  小心,教會前面的門開多大
[00:03:11.000 --> 00:03:14.000]  當你不小心,後門就開多大
[00:03:14.000 --> 00:03:17.000]  因為那些人一回來之後
[00:03:17.000 --> 00:03:19.000]  我經常說人與人的關係很實在
[00:03:19.000 --> 00:03:21.000]  一接觸的時候就見真章
[00:03:21.000 --> 00:03:24.000]  我和你不熟的時候
[00:03:24.000 --> 00:03:25.000]  坦白說
[00:03:25.000 --> 00:03:27.000]  你每次見到鄧全道的時候
[00:03:27.000 --> 00:03:28.000]  鄧全道的事多好
[00:03:28.000 --> 00:03:30.000]  當然好,我每次都在港版國安法
[00:03:30.000 --> 00:03:32.000]  到你和我接觸多的時候
[00:03:32.000 --> 00:03:34.000]  就真的挑戰了
[00:03:34.000 --> 00:03:37.000]  鄧全道平時為人怎樣呢?
[00:03:37.000 --> 00:03:39.000]  我和你說要靈修
[00:03:39.000 --> 00:03:41.000]  鄧全道都不靈修的
[00:03:41.000 --> 00:03:43.000]  我和你說愛的時候
[00:03:43.000 --> 00:03:46.000]  鄧全道凶神惡煞的
[00:03:46.000 --> 00:03:47.000]  我和你說愛的時候
[00:03:47.000 --> 00:03:48.000]  我都沒有耐性
[00:03:48.000 --> 00:03:50.000]  就見真章
[00:03:50.000 --> 00:03:52.000]  所以最重要的就是
[00:03:52.000 --> 00:03:53.000]  今天我們的生命
[00:03:53.000 --> 00:03:55.000]  所以我今天很想回到聖經裡面
[00:03:55.000 --> 00:03:58.000]  和大家回到一個很基本的問題
[00:03:58.000 --> 00:04:00.000]  是今天很多時候
[00:04:00.000 --> 00:04:01.000]  當教會慢慢成長
[00:04:01.000 --> 00:04:02.000]  我們相信住了一段日子之後
[00:04:02.000 --> 00:04:04.000]  我們慢慢會忽略了
[00:04:04.000 --> 00:04:06.000]  就是關於罪的問題
[00:04:06.000 --> 00:04:10.000]  羅馬書是一卷非常重要的書卷
[00:04:10.000 --> 00:04:12.000]  我很鼓勵弟兄姊妹
[00:04:12.000 --> 00:04:14.000]  你無論如何都要讀懂它
[00:04:14.000 --> 00:04:15.000]  為什麼呢?
[00:04:15.000 --> 00:04:17.000]  因為羅馬書是整個聖經裡面
[00:04:17.000 --> 00:04:20.000]  講罪講得最清楚
[00:04:20.000 --> 00:04:23.000]  和講得最徹底的一卷書
[00:04:23.000 --> 00:04:25.000]  第一至十一章的時候
[00:04:25.000 --> 00:04:26.000]  其實它分享到
[00:04:26.000 --> 00:04:28.000]  罪對人生命裡面的影響
[00:04:28.000 --> 00:04:31.000]  律法和清義之間的關係
[00:04:31.000 --> 00:04:33.000]  和人依靠自己在罪裡面的時候
[00:04:33.000 --> 00:04:35.000]  根本是沒有出路
[00:04:35.000 --> 00:04:38.000]  其實保羅在裡面的時候
[00:04:38.000 --> 00:04:39.000]  我想告訴大家
[00:04:39.000 --> 00:04:40.000]  我們一直都覺得
[00:04:40.000 --> 00:04:42.000]  保羅是一個很厲害的信徒
[00:04:42.000 --> 00:04:43.000]  很厲害
[00:04:43.000 --> 00:04:44.000]  但是我想告訴大家
[00:04:44.000 --> 00:04:45.000]  他在第七章的時候
[00:04:45.000 --> 00:04:47.000]  他很實實在在地告訴大家
[00:04:47.000 --> 00:04:49.000]  他面對罪的時候
[00:04:49.000 --> 00:04:52.000]  他的掙扎和你的掙扎是一模一樣的
[00:04:52.000 --> 00:04:54.000]  大家記不記得那段經文?
[00:04:54.000 --> 00:04:57.000]  立志為善,由得我
[00:04:57.000 --> 00:04:59.000]  只是行不出來,由不得我
[00:04:59.000 --> 00:05:01.000]  接著是什麼?
[00:05:01.000 --> 00:05:02.000]  我真的很想做好
[00:05:02.000 --> 00:05:03.000]  但我裡面有一個律
[00:05:03.000 --> 00:05:06.000]  令到我沒辦法可以做好
[00:05:06.000 --> 00:05:08.000]  接著最後有一句歎息的說話
[00:05:08.000 --> 00:05:09.000]  就是什麼?
[00:05:09.000 --> 00:05:10.000]  神啊!
[00:05:10.000 --> 00:05:12.000]  我這個這麼取悉的身體
[00:05:12.000 --> 00:05:14.000]  誰能夠去救我?
[00:05:14.000 --> 00:05:17.000]  我想告訴大家
[00:05:17.000 --> 00:05:18.000]  保羅在這裡做了一個
[00:05:18.000 --> 00:05:21.000]  很重要很重要的示範
[00:05:21.000 --> 00:05:24.000]  今天你千萬不要在別人面前的時候
[00:05:24.000 --> 00:05:25.000]  你記住
[00:05:25.000 --> 00:05:26.000]  不是假裝
[00:05:26.000 --> 00:05:28.000]  假裝我是一個
[00:05:28.000 --> 00:05:29.000]  頭上有一個光圈
[00:05:29.000 --> 00:05:31.000]  我是一個怎樣的聖人
[00:05:31.000 --> 00:05:33.000]  而是我們今天面對罪
[00:05:33.000 --> 00:05:35.000]  我們都在掙扎
[00:05:35.000 --> 00:05:38.000]  我們同樣在掙扎
[00:05:38.000 --> 00:05:41.000]  但是保羅有一個說話很重要
[00:05:41.000 --> 00:05:43.000]  他不是跟你說了他的困難
[00:05:43.000 --> 00:05:46.000]  接著他說了一個很重要的結尾
[00:05:46.000 --> 00:05:47.000]  是什麼?
[00:05:47.000 --> 00:05:48.000]  感謝神
[00:05:48.000 --> 00:05:51.000]  靠著我們的主耶穌基督
[00:05:51.000 --> 00:05:53.000]  我就能夠得勝
[00:05:53.000 --> 00:05:55.000]  記住這句話
[00:05:55.000 --> 00:05:57.000]  保羅今天這麼厲害的緣故
[00:05:57.000 --> 00:06:00.000]  不是他變成一個聖人沒問題
[00:06:00.000 --> 00:06:03.000]  而是他穩住了一個很重要的方法
[00:06:03.000 --> 00:06:06.000]  原來我們靠著主耶穌基督的話
[00:06:06.000 --> 00:06:08.000]  我們就能夠得勝
[00:06:08.000 --> 00:06:09.000]  弟兄姊妹
[00:06:09.000 --> 00:06:10.000]  今天我們每一個信耶穌的人
[00:06:10.000 --> 00:06:12.000]  都一樣是這樣
[00:06:12.000 --> 00:06:14.000]  今天你能夠帶別人信耶穌
[00:06:14.000 --> 00:06:16.000]  你不是說在別人面前的時候
[00:06:16.000 --> 00:06:17.000]  多好多好
[00:06:17.000 --> 00:06:18.000]  我挺肯定的
[00:06:18.000 --> 00:06:20.000]  因為教會要成長
[00:06:20.000 --> 00:06:24.000]  坦白說有一個一定走不出的程序
[00:06:24.000 --> 00:06:27.000]  就是由你的生命
[00:06:27.000 --> 00:06:31.000]  去吸引其他人來到神的面前
[00:06:31.000 --> 00:06:33.000]  接著帶他們去認識上帝
[00:06:33.000 --> 00:06:34.000]  是不是?
[00:06:34.000 --> 00:06:35.000]  所以在教會裏面
[00:06:35.000 --> 00:06:37.000]  如果大家沒有關係的話
[00:06:37.000 --> 00:06:38.000]  根本不會傳到福音
[00:06:38.000 --> 00:06:39.000]  對嗎?
[00:06:39.000 --> 00:06:40.000]  但最重要的就是
[00:06:40.000 --> 00:06:42.000]  不是你有多好
[00:06:42.000 --> 00:06:43.000]  你要搞清楚
[00:06:43.000 --> 00:06:45.000]  所以有些人說你真好
[00:06:45.000 --> 00:06:46.000]  鄧傳道你真好
[00:06:46.000 --> 00:06:48.000]  我經常提醒自己
[00:06:48.000 --> 00:06:49.000]  我就會告訴他
[00:06:49.000 --> 00:06:51.000]  不是我好,是誰好?
[00:06:51.000 --> 00:06:52.000]  上帝好
[00:06:52.000 --> 00:06:54.000]  是耶穌好
[00:06:54.000 --> 00:06:56.000]  是他怎樣救我
[00:06:56.000 --> 00:06:59.000]  是他怎樣令我這個這麼骯髒的罪人
[00:06:59.000 --> 00:07:00.000]  我能夠得勝
[00:07:00.000 --> 00:07:01.000]  對嗎?
[00:07:01.000 --> 00:07:03.000]  所以弟兄姊妹
[00:07:03.000 --> 00:07:04.000]  今天我的主題叫做
[00:07:04.000 --> 00:07:06.000]  不要自欺欺人
[00:07:06.000 --> 00:07:11.000]  因為罪永遠都在影響著我們
[00:07:11.000 --> 00:07:14.000]  不要掉以輕心
[00:07:14.000 --> 00:07:16.000]  不要以為我信了耶穌之後
[00:07:16.000 --> 00:07:18.000]  接著我就有了保護罩
[00:07:18.000 --> 00:07:19.000]  我不會犯罪
[00:07:19.000 --> 00:07:22.000]  我相信是騙人的
[00:07:22.000 --> 00:07:24.000]  罪對人的影響
[00:07:24.000 --> 00:07:27.000]  永遠是超過了我們的想像
[00:07:27.000 --> 00:07:28.000]  就舉個例子
[00:07:28.000 --> 00:07:30.000]  我以前去侍奉的教會
[00:07:30.000 --> 00:07:33.000]  是一間教會和戶外中心有合作
[00:07:33.000 --> 00:07:35.000]  戶外中心裏面的時候
[00:07:35.000 --> 00:07:37.000]  是一些過來人去吸毒
[00:07:37.000 --> 00:07:38.000]  對嗎?
[00:07:38.000 --> 00:07:40.000]  當你和他們聊天的時候
[00:07:40.000 --> 00:07:41.000]  他就會告訴你
[00:07:41.000 --> 00:07:43.000]  其實大部分吸毒的人
[00:07:43.000 --> 00:07:45.000]  都有一個同樣的特徵
[00:07:45.000 --> 00:07:48.000]  就是他認為這粒小小的毒品
[00:07:48.000 --> 00:07:50.000]  是不可以控制我的
[00:07:50.000 --> 00:07:53.000]  因為每一個人的時候
[00:07:53.000 --> 00:07:55.000]  通常的渠道都是這樣的
[00:07:55.000 --> 00:07:57.000]  有一個朋友去吸毒
[00:07:57.000 --> 00:07:58.000]  接著時間
[00:07:58.000 --> 00:07:59.000]  說實話,我問大家
[00:07:59.000 --> 00:08:00.000]  你吸過毒嗎?
[00:08:00.000 --> 00:08:01.000]  當然不吸了
[00:08:01.000 --> 00:08:03.000]  接著那些朋友又怎樣?
[00:08:03.000 --> 00:08:05.000]  你沒有膽量?
[00:08:05.000 --> 00:08:07.000]  你這麼差勁?
[00:08:07.000 --> 00:08:09.000]  接著又怎樣?
[00:08:09.000 --> 00:08:10.000]  我要證明我有膽量
[00:08:10.000 --> 00:08:12.000]  我要證明我不差勁
[00:08:12.000 --> 00:08:13.000]  接著我要吸
[00:08:13.000 --> 00:08:14.000]  吸完之後
[00:08:14.000 --> 00:08:15.000]  這粒沒事的
[00:08:15.000 --> 00:08:17.000]  你最少吸,沒事的
[00:08:17.000 --> 00:08:18.000]  接著時間,第二次沒事
[00:08:18.000 --> 00:08:19.000]  之後一直下去
[00:08:19.000 --> 00:08:20.000]  行不行?
[00:08:20.000 --> 00:08:21.000]  控制不了
[00:08:21.000 --> 00:08:23.000]  由他去控制回來
[00:08:23.000 --> 00:08:26.000]  每一個染上毒癮
[00:08:26.000 --> 00:08:27.000]  倒癮的人
[00:08:27.000 --> 00:08:31.000]  都認為自己可以控制不了
[00:08:32.000 --> 00:08:33.000]  大家有沒有
[00:08:33.000 --> 00:08:34.000]  以前還沒回教會
[00:08:34.000 --> 00:08:36.000]  有沒有去過澳門島的經驗?
[00:08:36.000 --> 00:08:39.000]  應該有吧?
[00:08:39.000 --> 00:08:41.000]  你去澳門不玩兩手?
[00:08:41.000 --> 00:08:43.000]  你只是吃牛肉乾
[00:08:43.000 --> 00:08:44.000]  我不相信
[00:08:44.000 --> 00:08:45.000]  OK?
[00:08:45.000 --> 00:08:48.000]  但我想告訴大家
[00:08:48.000 --> 00:08:51.000]  我先戴上頭盔
[00:08:51.000 --> 00:08:52.000]  如果有一天的時候
[00:08:52.000 --> 00:08:53.000]  當大家在澳門
