
[00:00:00.000 --> 00:00:05.000]  非常感謝主在復活期裡
[00:00:05.000 --> 00:00:14.000]  和大家一起思想復活耶穌核心的訊息
[00:00:14.000 --> 00:00:21.000]  聖餐其實為我們擺開了整個救贖計劃
[00:00:21.000 --> 00:00:26.000]  並且保羅指出聖餐不只是一個紀念
[00:00:26.000 --> 00:00:32.000]  聖餐是一個宣告我們主的福音
[00:00:32.000 --> 00:00:38.000]  因為聖餐也指明了最後還有一餐
[00:00:38.000 --> 00:00:42.000]  所以每一餐我們更近一餐
[00:00:42.000 --> 00:00:44.000]  用一個歡喜快樂的心
[00:00:44.000 --> 00:00:49.000]  在在世盼望主的應許要再來
[00:00:49.000 --> 00:00:54.000]  並且我們要祂一同坐直
[00:00:54.000 --> 00:01:00.000]  所以我很怕基督教經常把復活當成是復活主日就完了
[00:01:00.000 --> 00:01:03.000]  其實祂不斷地在四十天裡
[00:01:03.000 --> 00:01:06.000]  向祂的門徒多次顯現
[00:01:06.000 --> 00:01:10.000]  日漢話也記載不完
[00:01:10.000 --> 00:01:11.000]  為的是什麼呢?
[00:01:11.000 --> 00:01:13.000]  要我們信
[00:01:13.000 --> 00:01:15.000]  信祂為我們死
[00:01:15.000 --> 00:01:16.000]  為我們復活
[00:01:16.000 --> 00:01:20.000]  並且升天坐在父的右邊
[00:01:20.000 --> 00:01:24.000]  所以復活這個訊息
[00:01:24.000 --> 00:01:25.000]  福音的訊息
[00:01:25.000 --> 00:01:28.000]  我們要天天聚在一起的時候
[00:01:28.000 --> 00:01:30.000]  不只是奉主的名
[00:01:30.000 --> 00:01:33.000]  而且是再一次放在我們面前
[00:01:33.000 --> 00:01:37.000]  教我們如何在世上活
[00:01:37.000 --> 00:01:41.000]  其實這三段經文包括詩篇
[00:01:41.000 --> 00:01:45.000]  是普世教會在復活期
[00:01:45.000 --> 00:01:49.000]  在今個主日裡讀的經課
[00:01:49.000 --> 00:01:50.000]  但是對於沒有經課
[00:01:50.000 --> 00:01:52.000]  什麼叫經課呢?不知道
[00:01:52.000 --> 00:01:54.000]  我們就會覺得
[00:01:54.000 --> 00:01:57.000]  只講一點點就行了
[00:01:57.000 --> 00:01:59.000]  如果講幾節經文
[00:01:59.000 --> 00:02:03.000]  你知不知道要講八十年才能講完整本聖經?
[00:02:03.000 --> 00:02:05.000]  就是說在基督教教會
[00:02:05.000 --> 00:02:08.000]  很多時候舊約都被忽略了
[00:02:08.000 --> 00:02:14.000]  其實舊約是佔了整個聖經的三分之二
[00:02:14.000 --> 00:02:16.000]  慢慢地我們就會遺忘了
[00:02:16.000 --> 00:02:21.000]  甚至我們和以色列的群體脫離了
[00:02:21.000 --> 00:02:27.000]  而詩篇就成為一個貫穿舊約到新約的主軸
[00:02:27.000 --> 00:02:32.000]  幫助我們再記得耶穌對他的門徒
[00:02:32.000 --> 00:02:34.000]  很迷糊的門徒
[00:02:34.000 --> 00:02:36.000]  正是離開耶路撒冷
[00:02:36.000 --> 00:02:38.000]  在二萬五師路上
[00:02:38.000 --> 00:02:40.000]  重新來跟他提起
[00:02:40.000 --> 00:02:41.000]  摩西的律法
[00:02:41.000 --> 00:02:42.000]  先知的書
[00:02:42.000 --> 00:02:45.000]  詩篇都有指著我的話
[00:02:45.000 --> 00:02:47.000]  在今天的基督教教會
[00:02:47.000 --> 00:02:50.000]  這些經文去了哪裡呢?
[00:02:50.000 --> 00:02:52.000]  我們只是著重新約
[00:02:52.000 --> 00:02:58.000]  甚至我們聖餐裡只讀某一節的經文
[00:02:58.000 --> 00:03:00.000]  我們慢慢地遺忘了
[00:03:00.000 --> 00:03:03.000]  甚至他都不公開宣讀
[00:03:03.000 --> 00:03:06.000]  我們會不會不見了主軸呢?
[00:03:06.000 --> 00:03:10.000]  所以我就和大家分享一下
[00:03:10.000 --> 00:03:12.000]  崇拜是什麼
[00:03:12.000 --> 00:03:15.000]  很多時候我們覺得我們的崇拜在於
[00:03:15.000 --> 00:03:17.000]  那個講員講得好不好
[00:03:17.000 --> 00:03:18.000]  我的崇拜就好不好
[00:03:18.000 --> 00:03:19.000]  或者那個詩班
[00:03:19.000 --> 00:03:22.000]  或者各樣東西在服侍弟兄姊妹
[00:03:22.000 --> 00:03:23.000]  他們的態度
[00:03:23.000 --> 00:03:25.000]  他們做得到位嗎?
[00:03:25.000 --> 00:03:26.000]  於是我們就覺得
[00:03:26.000 --> 00:03:29.000]  這就是一個好的崇拜
[00:03:29.000 --> 00:03:31.000]  崇拜在神的眼裡
[00:03:31.000 --> 00:03:32.000]  從來都是人
[00:03:32.000 --> 00:03:34.000]  不是事
[00:03:34.000 --> 00:03:36.000]  他向摩西
[00:03:36.000 --> 00:03:38.000]  向法老
[00:03:38.000 --> 00:03:44.000]  要這些人去侍奉我
[00:03:44.000 --> 00:03:47.000]  這個侍奉就是我們今天所說的敬拜
[00:03:47.000 --> 00:03:49.000]  敬拜主
[00:03:49.000 --> 00:03:51.000]  敬拜是一個動詞
[00:03:51.000 --> 00:03:52.000]  不是一個名詞
[00:03:52.000 --> 00:03:54.000]  所以我們不是參加一個崇拜
[00:03:54.000 --> 00:03:57.000]  我們去崇拜
[00:03:57.000 --> 00:03:59.000]  所以如果我沒有崇拜
[00:03:59.000 --> 00:04:02.000]  其實就沒有崇拜發生
[00:04:02.000 --> 00:04:04.000]  但是很多詩歌又說
[00:04:04.000 --> 00:04:05.000]  我要唱歌
[00:04:05.000 --> 00:04:07.000]  我要做什麼
[00:04:07.000 --> 00:04:09.000]  只有我又沒有用
[00:04:09.000 --> 00:04:13.000]  所以耶穌就和這個井旁婦人
[00:04:13.000 --> 00:04:14.000]  一個很普通的人
[00:04:14.000 --> 00:04:17.000]  甚至一個在社會階層裡
[00:04:17.000 --> 00:04:19.000]  就是隱蔽的人
[00:04:19.000 --> 00:04:22.000]  來探索崇拜之道
[00:04:22.000 --> 00:04:23.000]  也就是說
[00:04:23.000 --> 00:04:24.000]  告訴我們
[00:04:24.000 --> 00:04:26.000]  我們每個人
[00:04:26.000 --> 00:04:29.000]  都是祂宣講的對象
[00:04:29.000 --> 00:04:30.000]  祂要告訴我們
[00:04:30.000 --> 00:04:33.000]  什麼是崇拜
[00:04:33.000 --> 00:04:37.000]  崇拜第一要認識神是靈
[00:04:37.000 --> 00:04:40.000]  所以不是憑案見到的東西
[00:04:40.000 --> 00:04:41.000]  或者什麼物件
[00:04:41.000 --> 00:04:43.000]  或者什麼地方
[00:04:43.000 --> 00:04:45.000]  或者什麼祭物
[00:04:45.000 --> 00:04:48.000]  來進行崇拜
[00:04:48.000 --> 00:04:53.000]  所以崇拜的對象是神
[00:04:53.000 --> 00:04:55.000]  而貫穿整個聖經
[00:04:55.000 --> 00:04:57.000]  從舊約到新約
[00:04:57.000 --> 00:05:00.000]  都是說這個關係的建立
[00:05:00.000 --> 00:05:03.000]  是與神關係的建立
[00:05:03.000 --> 00:05:05.000]  那誰做主動的呢?
[00:05:05.000 --> 00:05:07.000]  崇拜是神自己
[00:05:07.000 --> 00:05:09.000]  好像在伊甸園裡面
[00:05:09.000 --> 00:05:11.000]  神是叫亞當
[00:05:11.000 --> 00:05:15.000]  亞當你在哪裡?
[00:05:15.000 --> 00:05:17.000]  祂是叫我們的名字
[00:05:17.000 --> 00:05:19.000]  摩世摩世
[00:05:19.000 --> 00:05:23.000]  薩姆爾薩姆爾
[00:05:23.000 --> 00:05:25.000]  我們是被召的
[00:05:25.000 --> 00:05:27.000]  我們來
[00:05:27.000 --> 00:05:29.000]  所以我們是回應上帝的召喚
[00:05:29.000 --> 00:05:32.000]  我們被聚在一起
[00:05:32.000 --> 00:05:35.000]  我們提我們是一個身體
[00:05:35.000 --> 00:05:37.000]  是很不同的肢體
[00:05:37.000 --> 00:05:38.000]  各有不同
[00:05:38.000 --> 00:05:43.000]  所以不同不是問題
[00:05:43.000 --> 00:05:46.000]  主是召我們那位
[00:05:46.000 --> 00:05:49.000]  就將我們放在一起
[00:05:49.000 --> 00:05:51.000]  所以我高興不是因為我認識你
[00:05:51.000 --> 00:05:54.000]  是因為我們在主裡面
[00:05:54.000 --> 00:05:57.000]  我們是一體的
[00:05:57.000 --> 00:06:00.000]  而在聖經的從頭到末
[00:06:00.000 --> 00:06:02.000]  天上的敬拜
[00:06:02.000 --> 00:06:07.000]  都是圍繞在主為中心
[00:06:07.000 --> 00:06:09.000]  如果主不說話
[00:06:09.000 --> 00:06:11.000]  我們是沒得回答的
[00:06:11.000 --> 00:06:15.000]  所以你的唱歌其實是來回應祂的
[00:06:15.000 --> 00:06:17.000]  所以我們要述說
[00:06:17.000 --> 00:06:19.000]  究竟祂要重新記憶
[00:06:19.000 --> 00:06:21.000]  祂做過什麼
[00:06:21.000 --> 00:06:22.000]  祂的作為
[00:06:22.000 --> 00:06:23.000]  祂的歧視
[00:06:23.000 --> 00:06:24.000]  要談論
[00:06:24.000 --> 00:06:28.000]  我們會由中來回應
[00:06:28.000 --> 00:06:29.000]  讚美祂
[00:06:29.000 --> 00:06:30.000]  高舉祂
[00:06:30.000 --> 00:06:31.000]  尊崇祂
[00:06:31.000 --> 00:06:33.000]  所以
[00:06:33.000 --> 00:06:36.000]  聖經其實是說一個題目
[00:06:36.000 --> 00:06:39.000]  就是萬有都屬祂
[00:06:39.000 --> 00:06:41.000]  祂是萬有之主
[00:06:41.000 --> 00:06:44.000]  我們的敬拜無論到什麼程度
[00:06:44.000 --> 00:06:46.000]  甚至付出多少
[00:06:46.000 --> 00:06:48.000]  都不配
[00:06:48.000 --> 00:06:51.000]  但是我們要盡心盡性
[00:06:51.000 --> 00:06:53.000]  盡意盡力地做
[00:06:53.000 --> 00:06:56.000]  如果我們記得崇拜是一個動詞
[00:06:56.000 --> 00:06:59.000]  於是自己就是崇拜的人
[00:06:59.000 --> 00:07:02.000]  我們要找到對象
[00:07:02.000 --> 00:07:04.000]  很清晰的
[00:07:04.000 --> 00:07:07.000]  祂叫我們成為有靈的活人
[00:07:07.000 --> 00:07:09.000]  在基督律裡面
[00:07:09.000 --> 00:07:10.000]  叫我們甦醒
[00:07:10.000 --> 00:07:12.000]  醒覺祂是神
[00:07:12.000 --> 00:07:14.000]  祂是我們的主
[00:07:14.000 --> 00:07:18.000]  我們就有對話的可能性
[00:07:18.000 --> 00:07:21.000]  而且層次就對了
[00:07:21.000 --> 00:07:23.000]  我們以為回來滿足
[00:07:23.000 --> 00:07:25.000]  牧師叫我們
[00:07:25.000 --> 00:07:27.000]  某個傳道叫我們
[00:07:27.000 --> 00:07:29.000]  或者某個教友
[00:07:29.000 --> 00:07:30.000]  我們熟悉的
[00:07:30.000 --> 00:07:32.000]  我們回來社交一下
[00:07:32.000 --> 00:07:36.000]  我就忘記了什麼叫做靈交
[00:07:36.000 --> 00:07:38.000]  靈交是找對象
[00:07:38.000 --> 00:07:40.000]  是神
[00:07:40.000 --> 00:07:42.000]  我們又知道我們熟悉祂
[00:07:42.000 --> 00:07:44.000]  又知道祂找我
[00:07:44.000 --> 00:07:47.000]  耶穌最終終生目的就是說
[00:07:47.000 --> 00:07:49.000]  神是靈
[00:07:49.000 --> 00:07:51.000]  所以
[00:07:51.000 --> 00:07:53.000]  我們在看這種對話是什麼呢?
[00:07:53.000 --> 00:07:56.000]  首先主角就是神
[00:07:56.000 --> 00:07:58.000]  然後我們才知道
[00:07:58.000 --> 00:08:00.000]  因為祂是這樣
