
[00:00:00.000 --> 00:00:02.440]  我們一起同心祈禱
[00:00:02.440 --> 00:00:05.860]  再一次我們將整個聚會
[00:00:05.860 --> 00:00:07.560]  剛才的訊息
[00:00:07.560 --> 00:00:11.320]  我們知道有宣教士
[00:00:11.320 --> 00:00:16.600]  有帶這個訊息過來我們弟兄姊妹當中的
[00:00:16.600 --> 00:00:19.800]  這樣一個人
[00:00:19.800 --> 00:00:21.520]  我們想道主
[00:00:21.520 --> 00:00:24.520]  你就是很想我們有訊息
[00:00:24.520 --> 00:00:28.120]  這個世代需要真確的
[00:00:28.120 --> 00:00:33.360]  和從主而來的那個召命訊息
[00:00:33.360 --> 00:00:35.920]  我們很盼望主幫助我們
[00:00:35.920 --> 00:00:38.400]  感動我們每一位弟兄姊妹
[00:00:38.400 --> 00:00:40.040]  以致我們能夠
[00:00:40.040 --> 00:00:42.040]  真的將我們的心靈
[00:00:42.040 --> 00:00:44.840]  來擺在主的救恩裏面
[00:00:44.840 --> 00:00:47.520]  神國度的那個擴展
[00:00:47.520 --> 00:00:49.880]  人能夠悔改信主
[00:00:49.880 --> 00:00:53.720]  這個重大的事業上面
[00:00:53.720 --> 00:00:56.920]  幫助我們能夠在主面前
[00:00:56.920 --> 00:00:59.720]  透過剛才兩位的見證
[00:00:59.720 --> 00:01:01.520]  親身的見證
[00:01:01.520 --> 00:01:03.800]  和我們在這個時間
[00:01:03.800 --> 00:01:06.040]  一個短短的訊息的回應
[00:01:06.040 --> 00:01:07.560]  求主帶領我們
[00:01:07.560 --> 00:01:09.080]  我們這樣禱告
[00:01:09.080 --> 00:01:11.360]  奉耶穌基督的名
[00:01:11.360 --> 00:01:12.240]  阿們
[00:01:12.240 --> 00:01:16.120]  很想和大家做一個這樣的回應
[00:01:16.120 --> 00:01:20.520]  這段聖經剛才William已經讀了
[00:01:20.520 --> 00:01:23.040]  很想和大家再分享一下
[00:01:23.040 --> 00:01:26.520]  這兩位年輕的弟兄
[00:01:26.520 --> 00:01:31.400]  保羅在他傳道的時候
[00:01:31.400 --> 00:01:35.120]  神讓他能夠行很大的神蹟
[00:01:35.120 --> 00:01:37.600]  在《小藤傳》第一次
[00:01:37.600 --> 00:01:39.680]  他在路斯德的時候
[00:01:39.680 --> 00:01:42.760]  他和阿巴拿巴見到一個人
[00:01:42.760 --> 00:01:45.920]  兩腳從來都沒有走過路的
[00:01:45.920 --> 00:01:48.240]  生下來是有腿的
[00:01:48.240 --> 00:01:49.600]  但是保羅突然間
[00:01:49.600 --> 00:01:51.920]  神給他有那種感動
[00:01:51.920 --> 00:01:53.640]  見到他
[00:01:53.640 --> 00:01:58.720]  有感動神要他治好這個生下來是有腿的
[00:01:58.720 --> 00:02:01.000]  在路斯德的人
[00:02:01.000 --> 00:02:04.720]  保羅就說我吩咐你站起來
[00:02:04.720 --> 00:02:06.880]  那個人就立即站起來
[00:02:06.880 --> 00:02:08.320]  來行走
