
[00:00:00.000 --> 00:00:04.000]  (主持人:弟兄姊妹平安)
[00:00:04.000 --> 00:00:08.000]  (主持人:我們一同再有一個禱告)
[00:00:08.000 --> 00:00:14.000]  (主持人:天父上帝我們感謝祢 讓我們回到神的家裡敬拜祢)
[00:00:14.000 --> 00:00:18.000]  (主持人:願意今天祢親自對我們每一個說話)
[00:00:18.000 --> 00:00:24.000]  (主持人:完成靈充滿了我們的心 讓我們的心真的向上帝祢打開)
[00:00:24.000 --> 00:00:28.000]  (主持人:我們明白上帝祢所要對我們說的)
[00:00:28.000 --> 00:00:34.000]  (主持人:祢讓我們的心感到紮心 我們就回應祢)
[00:00:34.000 --> 00:00:38.000]  (主持人:奉耶穌基督的名字祈禱 阿們)
[00:00:38.000 --> 00:00:43.000]  (主持人:今天這段經文也是我們當中不多去說的經文)
[00:00:43.000 --> 00:00:48.000]  (主持人:很多時候一說到這段經文會令人想起扶貧時宮)
[00:00:48.000 --> 00:00:55.000]  (主持人:還不是 說到餓了 赤身老體 病了等等)
[00:00:55.000 --> 00:01:01.000]  (主持人:感覺好像在說扶貧時宮 其實不是這回事)
[00:01:01.000 --> 00:01:05.000]  (主持人:今天讓我們重新來看這段經文)
[00:01:05.000 --> 00:01:10.000]  (主持人:盼望到最後我們真的明白什麼叫做)
[00:01:10.000 --> 00:01:15.000]  (主持人:做一隻望天父賜福的羊 而且是綿羊)
[00:01:15.000 --> 00:01:21.000]  (主持人:我們來看看 其實這裡是一個比喻)
[00:01:21.000 --> 00:01:26.000]  (主持人:是綿羊和山羊的比喻)
[00:01:26.000 --> 00:01:31.000]  (主持人:整個比喻的場景是什麼情況呢?)
[00:01:31.000 --> 00:01:37.000]  (主持人:原來這個場景就是有一天耶穌基督要再回來)
[00:01:37.000 --> 00:01:42.000]  (主持人:祂要回來審判世界的時候的一個場景)
[00:01:42.000 --> 00:01:47.000]  (主持人:當人子在榮耀和眾天使來臨的時候)
[00:01:47.000 --> 00:01:51.000]  (主持人:要坐在榮耀的寶座上)
[00:01:51.000 --> 00:01:56.000]  (主持人:在這短短的一節裡出現了兩次榮耀)
[00:01:56.000 --> 00:02:01.000]  (主持人:原來有一天主耶穌基督要再回來的時候)
[00:02:01.000 --> 00:02:04.000]  (主持人:是非常榮耀的)
[00:02:04.000 --> 00:02:07.000]  (主持人:最近我在教啟示錄)
[00:02:07.000 --> 00:02:11.000]  (主持人:我們會說到耶穌基督有一天要回來的時候)
[00:02:11.000 --> 00:02:13.000]  (主持人:是什麼樣的場景呢?)
[00:02:13.000 --> 00:02:16.000]  (主持人:就是非常榮耀的)
[00:02:16.000 --> 00:02:20.000]  (主持人:耶穌基督第一次來到這個世界的時候)
[00:02:20.000 --> 00:02:26.000]  (主持人:大家記得祂的形象是非常卑微的形象)
[00:02:26.000 --> 00:02:31.000]  (主持人:祂出生之後不能夠住在客棧裡)
[00:02:31.000 --> 00:02:34.000]  (主持人:要被放在馬槽裡)
[00:02:34.000 --> 00:02:37.000]  (主持人:到後來祂長大的時候)
[00:02:37.000 --> 00:02:40.000]  (主持人:當有一天祂要進入耶路撒冷的時候)
[00:02:40.000 --> 00:02:44.000]  (主持人:是祂騎著的小驢子進入耶路撒冷)
[00:02:44.000 --> 00:02:49.000]  (主持人:祂的整個形象是和平的君王)
[00:02:49.000 --> 00:02:51.000]  (主持人:是非常卑微的)
[00:02:51.000 --> 00:02:53.000]  (主持人:但是到第二次)
[00:02:53.000 --> 00:02:56.000]  (主持人:耶穌基督要再回來這個世界)
[00:02:56.000 --> 00:02:58.000]  (主持人:要審判萬民的時候)
[00:02:58.000 --> 00:03:00.000]  (主持人:祂的形象不一樣)
[00:03:00.000 --> 00:03:01.000]  (主持人:在短短這一節)
[00:03:01.000 --> 00:03:04.000]  (主持人:有兩個榮耀的字眼)
[00:03:04.000 --> 00:03:07.000]  (主持人:耶穌回來就是這麼榮耀的)
[00:03:07.000 --> 00:03:09.000]  (主持人:祂回來的時候)
[00:03:09.000 --> 00:03:11.000]  (主持人:這一次不是騎著小驢子)
[00:03:11.000 --> 00:03:14.000]  (主持人:而是和眾天使一起來)
[00:03:14.000 --> 00:03:16.000]  (主持人:在這個場景裡)
[00:03:16.000 --> 00:03:21.000]  (主持人:你也看到萬民都要面對耶穌基督的審判)
[00:03:21.000 --> 00:03:25.000]  (主持人:所以萬民要聚集在祂的面前)
[00:03:25.000 --> 00:03:30.000]  (主持人:然後耶穌要按著審判所定的)
[00:03:30.000 --> 00:03:32.000]  (主持人:將祂們分別出來)
[00:03:32.000 --> 00:03:36.000]  (主持人:將綿羊和山羊分開)
[00:03:36.000 --> 00:03:39.000]  (主持人:綿羊放在祂的右手邊)
[00:03:39.000 --> 00:03:41.000]  (主持人:山羊放在祂的左手邊)
[00:03:41.000 --> 00:03:47.000]  (主持人:通常右手邊是比較重要的位置)
[00:03:47.000 --> 00:03:52.000]  (主持人:是權柄、榮耀的右手邊)
[00:03:52.000 --> 00:03:54.000]  (主持人:在這裡)
[00:03:54.000 --> 00:03:58.000]  (主持人:左右的分別是右手指好的一方)
[00:03:58.000 --> 00:04:02.000]  (主持人:左手指不好的一方)
[00:04:02.000 --> 00:04:04.000]  (主持人:是這樣分開的)
[00:04:04.000 --> 00:04:17.000]  (主持人:審判萬民是包括了信徒和非信徒)
[00:04:17.000 --> 00:04:21.000]  (主持人:是各個民族、所有的人)
[00:04:21.000 --> 00:04:27.000]  (主持人:在審判的日子卻要分開綿羊和山羊)
[00:04:27.000 --> 00:04:35.000]  (主持人:這幅圖片很明顯是法庭的場景)
[00:04:35.000 --> 00:04:39.000]  (主持人:因為耶穌要審判萬民,好像法庭一樣)
[00:04:39.000 --> 00:04:41.000]  (主持人:分開綿羊和山羊)
[00:04:41.000 --> 00:04:47.000]  (主持人:綿羊是上面那一種)
[00:04:47.000 --> 00:04:52.000]  (主持人:看上去體型比較大,肥胖一些)
[00:04:52.000 --> 00:04:54.000]  (主持人:毛又多一些)
[00:04:54.000 --> 00:04:58.000]  (主持人:羊肉價值也很多,從皮到肉各方面)
[00:04:58.000 --> 00:05:03.000]  (主持人:山羊比較瘦削,角比較直)
[00:05:03.000 --> 00:05:06.000]  (主持人:也比較聰明,很機警)
[00:05:06.000 --> 00:05:10.000]  (主持人:可以跳來跳去,甚至上樹也很容易)
[00:05:10.000 --> 00:05:13.000]  (主持人:但我想說很特別)
[00:05:13.000 --> 00:05:17.000]  (主持人:在這裏用綿羊和山羊作為比喻)
[00:05:17.000 --> 00:05:20.000]  (主持人:以往在舊約聖經裏面)
[00:05:20.000 --> 00:05:23.000]  (主持人:總會提到有些動物被視為不潔)
[00:05:23.000 --> 00:05:25.000]  (主持人:以色列文是不可以吃的)
[00:05:25.000 --> 00:05:28.000]  (主持人:有些是潔淨的動物是可以吃的)
[00:05:28.000 --> 00:05:32.000]  (主持人:但我想說綿羊和山羊)
[00:05:32.000 --> 00:05:35.000]  (主持人:都是被視為潔淨的動物)
[00:05:35.000 --> 00:05:41.000]  (主持人:所以獻祭的時候可以獻綿羊和山羊)
[00:05:41.000 --> 00:05:46.000]  (主持人:在這兩個層面,其實是一樣的)
[00:05:46.000 --> 00:05:49.000]  (主持人:不是用這個比喻的原因)
[00:05:49.000 --> 00:05:53.000]  (主持人:因為山羊是不潔淨的)
[00:05:53.000 --> 00:05:56.000]  (主持人:綿羊是潔淨的,所以可以這樣分辨)
[00:05:56.000 --> 00:05:59.000]  (主持人:但經文是有意思的)
[00:05:59.000 --> 00:06:03.000]  (主持人:要將兩種這麼接近的動物)
[00:06:03.000 --> 00:06:06.000]  (主持人:放在一起作一個比較)
[00:06:06.000 --> 00:06:09.000]  (主持人:綿羊和山羊的共通性是甚麼呢?)
[00:06:09.000 --> 00:06:12.000]  (主持人:都是潔淨的動物)
[00:06:12.000 --> 00:06:16.000]  (主持人:還有一個很簡單的問題)
[00:06:16.000 --> 00:06:18.000]  (主持人:共通性是甚麼呢?)
[00:06:18.000 --> 00:06:23.000]  (主持人:羊,都是羊,潔淨的)
[00:06:23.000 --> 00:06:26.000]  (主持人:可以獻給上帝)
[00:06:26.000 --> 00:06:30.000]  (主持人:但又要在裡面區分)
[00:06:30.000 --> 00:06:32.000]  (主持人:為甚麼呢?)
[00:06:32.000 --> 00:06:36.000]  (主持人:是有原因的)
[00:06:36.000 --> 00:06:41.000]  (主持人:其實看上去很相似的動物)
[00:06:41.000 --> 00:06:43.000]  (主持人:性質也很相似)
[00:06:43.000 --> 00:06:47.000]  (主持人:但在上帝眼中要將它們區分)
