
[00:00:00.000 --> 00:00:04.000]  領子妹平安
[00:00:04.000 --> 00:00:07.500]  多謝曾牧師的邀請
[00:00:07.500 --> 00:00:12.000]  我今天很開心能夠來到宣道會紅恩堂
[00:00:12.000 --> 00:00:17.000]  和大家在主裡面彼此交通
[00:00:17.000 --> 00:00:20.000]  和將神的道互相渲染
[00:00:20.000 --> 00:00:23.000]  今天早了一點來
[00:00:23.000 --> 00:00:27.000]  我是很impressed(印象深刻)
[00:00:27.000 --> 00:00:30.000]  我一進入你們教會的門口
[00:00:30.000 --> 00:00:33.000]  就已經覺得非常滿有喜樂
[00:00:33.000 --> 00:00:36.000]  和很有那種溫度
[00:00:36.000 --> 00:00:39.000]  不是因為外面天氣熱
[00:00:39.000 --> 00:00:42.000]  是因為領子妹那種熱情
[00:00:42.000 --> 00:00:45.000]  剛才德蒙Joseph弟兄
[00:00:45.000 --> 00:00:48.000]  他招呼我
[00:00:48.000 --> 00:00:52.000]  也已經享受了你們的咖啡
[00:00:52.000 --> 00:00:55.000]  不是,我喝了奶茶
[00:00:55.000 --> 00:00:58.000]  喝了咖啡,我也知道應該是相當好的
[00:00:58.000 --> 00:01:01.000]  也看到有慕道的親友來了
[00:01:01.000 --> 00:01:05.000]  你們也有空間接待他們
[00:01:05.000 --> 00:01:07.000]  我更加impressed(印象深刻)
[00:01:07.000 --> 00:01:09.000]  看到你們的社區
[00:01:09.000 --> 00:01:11.000]  你們已經在做得很好
[00:01:11.000 --> 00:01:14.000]  又服侍到泰語的群體
[00:01:14.000 --> 00:01:16.000]  和有弟兄姊妹
[00:01:16.000 --> 00:01:18.000]  Sawasdee krap
[00:01:18.000 --> 00:01:21.000]  其實我和師母
[00:01:21.000 --> 00:01:24.000]  我們很喜歡去曼谷
[00:01:24.000 --> 00:01:27.000]  休息一下
[00:01:27.000 --> 00:01:30.000]  因為我們也很熟悉
[00:01:30.000 --> 00:01:32.000]  不過我們熟悉的意思是
[00:01:32.000 --> 00:01:35.000]  我們去那裏也是那幾樣東西
[00:01:35.000 --> 00:01:39.000]  吃東西、休息、按摩
[00:01:39.000 --> 00:01:42.000]  所以我們很感恩
[00:01:42.000 --> 00:01:45.000]  每一次我自己體會
[00:01:45.000 --> 00:01:47.000]  原來我們的人生
[00:01:47.000 --> 00:01:52.000]  其實上帝給我們有很多恩典
[00:01:52.000 --> 00:01:55.000]  但我們的人生也不是永遠的
[00:01:55.000 --> 00:01:58.000]  上帝給我們原來是有一個時限
[00:01:58.000 --> 00:02:02.000]  今天我和大家來看看
[00:02:02.000 --> 00:02:08.000]  剛才主席姐妹已經幫我們看了這段經文
[00:02:08.000 --> 00:02:12.000]  我嘗試和大家多看一點
[00:02:12.000 --> 00:02:14.000]  在這段經文之前
[00:02:14.000 --> 00:02:17.000]  其實在第五十節開始
[00:02:17.000 --> 00:02:20.000]  是有這個
[00:02:20.000 --> 00:02:23.000]  對不起,我應該調轉
[00:02:23.000 --> 00:02:28.000]  不如我們一起讀完這幾節
[00:02:28.000 --> 00:02:31.000]  在第五十節到第五十四節
[00:02:31.000 --> 00:02:33.000]  我們一起了讀
[00:02:33.000 --> 00:02:36.000]  弟兄們,我要告訴你們的是
[00:02:36.000 --> 00:02:40.000]  血肉之軀不能承受神的國
[00:02:40.000 --> 00:02:44.000]  必扭壞的也不能承受不扭壞的
[00:02:44.000 --> 00:02:48.000]  我如今擺一件奧秘的事告訴你們
[00:02:48.000 --> 00:02:53.000]  我們不是都要睡覺都要改變
[00:02:53.000 --> 00:02:56.000]  就在一剎那,眨眼之間
[00:02:56.000 --> 00:02:59.000]  浩同活似吹響的時候
[00:02:59.000 --> 00:03:02.000]  因浩同要吹響
[00:03:02.000 --> 00:03:05.000]  死人要復活,成為不扭壞的
[00:03:05.000 --> 00:03:08.000]  我們也要改變
[00:03:08.000 --> 00:03:12.000]  這會扭壞的必須變成不扭壞的
[00:03:12.000 --> 00:03:16.000]  這會死的總要變成不死的
[00:03:16.000 --> 00:03:20.000]  當這會扭壞的變成不扭壞的
[00:03:20.000 --> 00:03:23.000]  這會死的變成不會死的
[00:03:23.000 --> 00:03:26.000]  那時經上所記
[00:03:26.000 --> 00:03:30.000]  死亡已被勝利吞滅了的話
[00:03:30.000 --> 00:03:32.000]  就應驗了
[00:03:32.000 --> 00:03:34.000]  我們在這裡看到
[00:03:34.000 --> 00:03:39.000]  其實保羅為何這樣提醒他們呢?
[00:03:39.000 --> 00:03:44.000]  其實因為前文保羅用了相當長的篇幅
[00:03:44.000 --> 00:03:48.000]  就是講到我們基督的信仰
[00:03:48.000 --> 00:03:51.000]  一個很重要的關鍵
[00:03:51.000 --> 00:03:53.000]  就是我們會有復活的
[00:03:53.000 --> 00:03:55.000]  他說如果我們沒有復活的話
[00:03:55.000 --> 00:03:58.000]  我們是沒有指望的
