
[00:00:00.000 --> 00:00:02.000]  我們看兩節經文
[00:00:02.000 --> 00:00:04.000]  或許有些人很熟悉
[00:00:04.000 --> 00:00:06.000]  以前背過的金句也不一定
[00:00:06.000 --> 00:00:08.000]  但我們也嘗試一起看看
[00:00:08.000 --> 00:00:10.000]  一起認識一下
[00:00:10.000 --> 00:00:14.000]  我應該向著
[00:00:14.000 --> 00:00:16.000]  啊 Sorry
[00:00:16.000 --> 00:00:22.000]  嗯?
[00:00:22.000 --> 00:00:24.000]  好
[00:00:24.000 --> 00:00:26.000]  不好意思
[00:00:26.000 --> 00:00:38.000]  不好意思
[00:00:38.000 --> 00:00:40.000]  我們這次看的這本書
[00:00:40.000 --> 00:00:42.000]  叫做《猶大書》
[00:00:42.000 --> 00:00:44.000]  《猶大書》是誰寫的呢?
[00:00:44.000 --> 00:00:46.000]  是猶大,大家認不認識猶大?
[00:00:46.000 --> 00:00:48.000]  這個不是大家很熟悉
[00:00:48.000 --> 00:00:50.000]  那個出賣耶穌的猶大
[00:00:50.000 --> 00:00:52.000]  不是的,他已經去世了
[00:00:52.000 --> 00:00:54.000]  這是誰的猶大呢?
[00:00:54.000 --> 00:00:56.000]  這是耶穌基督的弟弟
[00:00:56.000 --> 00:00:58.000]  耶穌基督的弟弟不是反對耶穌傳福音嗎?
[00:00:58.000 --> 00:01:00.000]  他不是不相信嗎?
[00:01:00.000 --> 00:01:02.000]  原來耶穌基督
[00:01:02.000 --> 00:01:04.000]  死後復活
[00:01:04.000 --> 00:01:06.000]  有一段時間跟他們一起
[00:01:06.000 --> 00:01:08.000]  耶穌基督復活後,過了40天才升天
[00:01:08.000 --> 00:01:10.000]  那段時間
[00:01:10.000 --> 00:01:12.000]  他寄了弟弟,他應該有四個弟弟
[00:01:12.000 --> 00:01:14.000]  那四個弟弟和妹妹
[00:01:14.000 --> 00:01:16.000]  都認識了這個真系
[00:01:16.000 --> 00:01:18.000]  哥哥真的是救世主
[00:01:18.000 --> 00:01:20.000]  他們真的相信了主
[00:01:20.000 --> 00:01:22.000]  不過他們很特別
[00:01:22.000 --> 00:01:24.000]  他們不敢稱呼他為哥哥
[00:01:24.000 --> 00:01:26.000]  他們稱呼他為耶穌基督
[00:01:26.000 --> 00:01:28.000]  我是他僕人
[00:01:28.000 --> 00:01:30.000]  猶大這樣介紹自己
[00:01:30.000 --> 00:01:32.000]  我是耶穌基督的僕人
[00:01:32.000 --> 00:01:34.000]  他是一種謙卑
[00:01:34.000 --> 00:01:36.000]  來稱呼耶穌
[00:01:36.000 --> 00:01:38.000]  他說他是雅各的兄弟
[00:01:38.000 --> 00:01:40.000]  雅各應該是大哥哥
[00:01:40.000 --> 00:01:42.000]  就是耶穌基督之後的弟弟
[00:01:42.000 --> 00:01:44.000]  寫雅各書的雅各
[00:01:44.000 --> 00:01:46.000]  這位猶大
[00:01:46.000 --> 00:01:48.000]  也是耶穌基督的弟弟
[00:01:48.000 --> 00:01:50.000]  也就是說
[00:01:50.000 --> 00:01:52.000]  他對耶穌基督的生平很熟悉
[00:01:52.000 --> 00:01:54.000]  甚至他未出來傳道的時候
[00:01:54.000 --> 00:01:56.000]  他的生平也很熟悉
[00:01:56.000 --> 00:01:58.000]  知道他的敬虔
[00:01:58.000 --> 00:02:00.000]  知道他怎樣成長
[00:02:00.000 --> 00:02:02.000]  仰望神
[00:02:02.000 --> 00:02:04.000]  敬拜神
[00:02:04.000 --> 00:02:06.000]  這是猶大
[00:02:06.000 --> 00:02:08.000]  猶大寫信當中
[00:02:08.000 --> 00:02:10.000]  提了一群人
[00:02:10.000 --> 00:02:12.000]  提了一群
[00:02:12.000 --> 00:02:14.000]  這個世界有些人是不敬拜神
[00:02:14.000 --> 00:02:16.000]  有些人是不敬拜神
[00:02:16.000 --> 00:02:18.000]  這個世界有些人是不敬虔
[00:02:18.000 --> 00:02:20.000]  你不認識一些人
[00:02:20.000 --> 00:02:22.000]  是不敬虔的
[00:02:22.000 --> 00:02:24.000]  他們不懂得敬拜
[00:02:24.000 --> 00:02:26.000]  真正的神
[00:02:26.000 --> 00:02:28.000]  或者他們說信主
[00:02:28.000 --> 00:02:30.000]  但不懂得
[00:02:30.000 --> 00:02:32.000]  時時都和神傾談
[00:02:32.000 --> 00:02:34.000]  問問
[00:02:34.000 --> 00:02:36.000]  說信主,不過和神沒有什麼聯繫
[00:02:36.000 --> 00:02:38.000]  另外有些人
[00:02:38.000 --> 00:02:40.000]  喜歡分黨
[00:02:40.000 --> 00:02:42.000]  喝茶
[00:02:42.000 --> 00:02:44.000]  隔壁桌
[00:02:44.000 --> 00:02:46.000]  有些人喜歡
[00:02:46.000 --> 00:02:48.000]  有些人喜歡
[00:02:48.000 --> 00:02:50.000]  有些人就說
[00:02:50.000 --> 00:02:52.000]  是不是?
[00:02:52.000 --> 00:02:54.000]  有什麼事
[00:02:54.000 --> 00:02:56.000]  一會兒外面再談
[00:02:56.000 --> 00:02:58.000]  不是的,信主的時候
[00:02:58.000 --> 00:03:00.000]  你就會改變
[00:03:00.000 --> 00:03:02.000]  但有一群人
[00:03:02.000 --> 00:03:04.000]  猶大形容他們
[00:03:04.000 --> 00:03:06.000]  沒有聖靈
[00:03:06.000 --> 00:03:08.000]  心裡沒有聖靈和他們溝通
[00:03:08.000 --> 00:03:10.000]  心裡沒有想
[00:03:10.000 --> 00:03:12.000]  神是想他們怎樣
[00:03:12.000 --> 00:03:14.000]  原來有這樣的人
[00:03:14.000 --> 00:03:16.000]  是不是呢?
[00:03:16.000 --> 00:03:18.000]  猶大寫給他們呢?
[00:03:18.000 --> 00:03:20.000]  我們看看猶大寫給
[00:03:20.000 --> 00:03:22.000]  哪些人
[00:03:22.000 --> 00:03:24.000]  猶大寫給這群人
[00:03:24.000 --> 00:03:26.000]  他們是在父上帝裡
[00:03:26.000 --> 00:03:28.000]  蒙愛的
[00:03:28.000 --> 00:03:30.000]  是神所愛的
[00:03:30.000 --> 00:03:32.000]  我們唱的詩歌
[00:03:32.000 --> 00:03:34.000]  是給父神愛的
[00:03:34.000 --> 00:03:36.000]  神時時賜恩典給我們
[00:03:36.000 --> 00:03:38.000]  這群收信的人
[00:03:38.000 --> 00:03:40.000]  都是在神面前被愛的
[00:03:40.000 --> 00:03:42.000]  保守的
[00:03:42.000 --> 00:03:44.000]  保守這個字
[00:03:44.000 --> 00:03:46.000]  照顧著,看著他們
[00:03:46.000 --> 00:03:48.000]  耶穌基督原來保守這群人
[00:03:48.000 --> 00:03:50.000]  天父有愛他們
[00:03:50.000 --> 00:03:52.000]  這群人還有一個特色
[00:03:52.000 --> 00:03:54.000]  他們熟悉聖經
[00:03:54.000 --> 00:03:56.000]  當時還沒有新約聖經
[00:03:56.000 --> 00:03:58.000]  新約的書信
[00:03:58.000 --> 00:04:00.000]  還在開始寫
[00:04:00.000 --> 00:04:02.000]  我們現在有的新約聖經
[00:04:02.000 --> 00:04:04.000]  他們還沒有
[00:04:04.000 --> 00:04:06.000]  所以他們讀舊約的聖經
[00:04:06.000 --> 00:04:08.000]  但他們對舊約聖經很熟悉
[00:04:08.000 --> 00:04:10.000]  為什麼這樣說呢
[00:04:10.000 --> 00:04:12.000]  因為猶大寫這封信的時候
[00:04:12.000 --> 00:04:14.000]  又說以洛
[00:04:14.000 --> 00:04:16.000]  又說摩西
[00:04:16.000 --> 00:04:18.000]  又說索多瑪,又說俄摩拉
[00:04:18.000 --> 00:04:20.000]  好像他們每個人都知道這些事
[00:04:20.000 --> 00:04:22.000]  這群人是熟悉聖經的
[00:04:22.000 --> 00:04:24.000]  還有一些當代的文獻
[00:04:24.000 --> 00:04:26.000]  裡面有些說的事
[00:04:26.000 --> 00:04:28.000]  就說天使去抓摩西的遺體
[00:04:28.000 --> 00:04:30.000]  這些我們不熟悉的
[00:04:30.000 --> 00:04:32.000]  但他們是懂的
[00:04:32.000 --> 00:04:34.000]  這些是什麼呢?
[00:04:34.000 --> 00:04:36.000]  是一些當代的文獻
[00:04:36.000 --> 00:04:38.000]  當代還有一些
[00:04:38.000 --> 00:04:40.000]  我們稱之為
[00:04:40.000 --> 00:04:42.000]  龐經、次經
[00:04:42.000 --> 00:04:44.000]  現在要找,網上都找到
[00:04:44.000 --> 00:04:46.000]  不一定要買,網上都找到
