
[00:00:00.000 --> 00:00:03.000]  洪恩嘉的弟兄姊妹平安
[00:00:03.000 --> 00:00:08.000]  在疫情之下我們相信一段時間
[00:00:08.000 --> 00:00:13.000]  在這樣的情況下做了崇拜
[00:00:13.000 --> 00:00:21.000]  有一次英國某一間報紙舉辦了一個獎金豐富的處境問答遊戲
[00:00:21.000 --> 00:00:26.000]  題目是我們一起參與一下也可以
[00:00:26.000 --> 00:00:28.000]  一個處境問答遊戲
[00:00:28.000 --> 00:00:34.000]  題目是有三個科學家承擔著一個熱氣球環遊世界
[00:00:34.000 --> 00:00:40.000]  但處境是熱氣球正在漏氣
[00:00:40.000 --> 00:00:43.000]  他們決定終止這個行程
[00:00:43.000 --> 00:00:46.000]  而且快快脆脆地掉到地面
[00:00:46.000 --> 00:00:49.000]  不過可惜負膀太重
[00:00:49.000 --> 00:00:56.000]  如果負膀不負重的話熱氣球會直接掉到地面
[00:00:56.000 --> 00:01:01.000]  所以一定要把所有物品都扔掉
[00:01:01.000 --> 00:01:04.000]  因為要減重
[00:01:04.000 --> 00:01:07.000]  但扔掉所有物品也好
[00:01:07.000 --> 00:01:09.000]  仍然是太重
[00:01:09.000 --> 00:01:13.000]  他們需要在三個人之中選出一個
[00:01:13.000 --> 00:01:18.000]  然後殘忍地把他扔出熱氣球
[00:01:18.000 --> 00:01:21.000]  犧牲一個救回兩個
[00:01:21.000 --> 00:01:24.000]  以減輕熱氣球的重量
[00:01:24.000 --> 00:01:31.000]  為了讓大家對三個科學家有認識
[00:01:31.000 --> 00:01:34.000]  所以公佈了這三個科學家的背景
[00:01:34.000 --> 00:01:36.000]  第一個是環保專家
[00:01:36.000 --> 00:01:43.000]  這個環保專家的研究可以令人類免受環境污染而面臨死亡
[00:01:43.000 --> 00:01:47.000]  大家知道現在這個世界環境污染很嚴重
[00:01:47.000 --> 00:01:49.000]  第二個是核能專家
[00:01:49.000 --> 00:01:53.000]  他有能力阻止全球性的核戰爭
[00:01:53.000 --> 00:01:57.000]  使地球不會遭受滅亡的厄運
[00:01:57.000 --> 00:02:03.000]  我們知道現在核子戰爭的機會仍然存在
[00:02:03.000 --> 00:02:09.000]  甚至核電廠如果洩漏了輻射或爆炸
[00:02:09.000 --> 00:02:13.000]  造成的災難也會很全面
[00:02:13.000 --> 00:02:16.000]  第三個是糧食專家
[00:02:16.000 --> 00:02:19.000]  這個糧食專家有一個能力
[00:02:19.000 --> 00:02:21.000]  他可以在不毛之地
[00:02:21.000 --> 00:02:23.000]  即是在沙漠地帶
[00:02:23.000 --> 00:02:26.000]  種植多種糧食
[00:02:26.000 --> 00:02:31.000]  使人類不會遭受飢餓的厄運
[00:02:31.000 --> 00:02:34.000]  參加處境遊戲的人
[00:02:34.000 --> 00:02:36.000]  他要回答一個問題
[00:02:36.000 --> 00:02:44.000]  你以甚麼理由將哪個科學家調出熱氣球呢?
[00:02:44.000 --> 00:02:46.000]  由於報紙宣傳廣泛
[00:02:46.000 --> 00:02:48.000]  獎金豐富
[00:02:48.000 --> 00:02:50.000]  很多人寄了答案
[00:02:50.000 --> 00:02:51.000]  有些是大學教授
[00:02:51.000 --> 00:02:53.000]  有些是退休學者
[00:02:53.000 --> 00:02:56.000]  提出方方面面種種自然科學理據
[00:02:56.000 --> 00:03:01.000]  證明調哪個科學家出熱氣球
[00:03:01.000 --> 00:03:04.000]  會對世界最有利
[00:03:04.000 --> 00:03:08.000]  不要一個環保專家會好一點
