
[00:00:00.000 --> 00:00:04.000]  電影節目早安
[00:00:04.000 --> 00:00:08.000]  今天很感恩來到大家當中跟大家分享
[00:00:08.000 --> 00:00:12.000]  嘉勒這個角色其實很特別
[00:00:12.000 --> 00:00:17.000]  在我看來是一個很成功
[00:00:17.000 --> 00:00:20.000]  但我要形容他是一個很低調的人
[00:00:20.000 --> 00:00:25.000]  其實你可以看在他的所謂成就
[00:00:25.000 --> 00:00:31.000]  特別是他當時應該和約書亞平起平坐
[00:00:31.000 --> 00:00:33.000]  但你會發覺很有趣
[00:00:33.000 --> 00:00:37.000]  在後段好像嘉勒已經消失了
[00:00:37.000 --> 00:00:39.000]  一直是約書亞帶領
[00:00:39.000 --> 00:00:41.000]  所以我說這個人很特別
[00:00:41.000 --> 00:00:45.000]  其實如果大家有留意聖經
[00:00:45.000 --> 00:00:48.000]  你會發覺這個人在神的眼中
[00:00:48.000 --> 00:00:51.000]  可能比約書亞更重要
[00:00:51.000 --> 00:00:58.000]  其實嘉勒的第一次出現是在文素記
[00:00:58.000 --> 00:00:59.000]  大家都很清楚
[00:00:59.000 --> 00:01:09.000]  當上帝差派十二個探子去到嘉南地的時候
[00:01:09.000 --> 00:01:11.000]  那些人去了四十天後
[00:01:11.000 --> 00:01:15.000]  歡天喜地拿著土產回來
[00:01:15.000 --> 00:01:18.000]  很豐富很漂亮
[00:01:18.000 --> 00:01:20.000]  那些人應該很興奮
[00:01:20.000 --> 00:01:22.000]  上帝賜給我們這個地方原來這麼豐富
[00:01:22.000 --> 00:01:27.000]  不過發生了一件事
[00:01:27.000 --> 00:01:30.000]  裡面有十個探子
[00:01:30.000 --> 00:01:32.000]  他們回來後結果是怎樣呢
[00:01:32.000 --> 00:01:33.000]  我讀給大家聽
[00:01:33.000 --> 00:01:35.000]  在文素記十三章
[00:01:35.000 --> 00:01:36.000]  我又告訴摩西說
[00:01:36.000 --> 00:01:39.000]  我們到了你所打發我們去的那地
[00:01:39.000 --> 00:01:41.000]  果然是流那雨蜜之地
[00:01:41.000 --> 00:01:43.000]  這就是那地的果子
[00:01:43.000 --> 00:01:45.000]  應該很興奮
[00:01:45.000 --> 00:01:48.000]  然而往那地的民強壯
[00:01:48.000 --> 00:01:52.000]  誠邑也堅固寬大
[00:01:52.000 --> 00:01:55.000]  所以我在這裡提醒大家
[00:01:55.000 --> 00:01:57.000]  做基督徒最忌的就是什麼呢
[00:01:57.000 --> 00:01:59.000]  是我知道
[00:01:59.000 --> 00:02:02.000]  不過最忌這件事
[00:02:02.000 --> 00:02:03.000]  我要告訴大家
[00:02:03.000 --> 00:02:06.000]  之後他們是怎樣看待這件事呢
[00:02:06.000 --> 00:02:08.000]  但那些與他同去的人說
[00:02:08.000 --> 00:02:10.000]  我們不能想去攻打那民
[00:02:10.000 --> 00:02:13.000]  因為他們被我們強壯
[00:02:13.000 --> 00:02:16.000]  探子中有人論道所窺探之地
[00:02:16.000 --> 00:02:18.000]  向以色列人報惡信說
[00:02:18.000 --> 00:02:20.000]  我們所窺探經過之地
[00:02:20.000 --> 00:02:22.000]  是吞吃居民之地
[00:02:22.000 --> 00:02:26.000]  我們在那裡所看見的人民都身量高大
[00:02:26.000 --> 00:02:30.000]  我們在那裡看見阿納族人就是偉人
[00:02:30.000 --> 00:02:32.000]  他們是偉人的後裔
[00:02:32.000 --> 00:02:35.000]  據我們看就如渣蠻一樣
[00:02:35.000 --> 00:02:39.000]  據他們看我們也是如此
[00:02:39.000 --> 00:02:43.000]  當時派了十二個探子出去
[00:02:43.000 --> 00:02:45.000]  其中有十個探子
[00:02:45.000 --> 00:02:48.000]  他們就有這個反應
[00:02:48.000 --> 00:02:50.000]  唯一的就是你會發覺
[00:02:50.000 --> 00:02:52.000]  迦勒他不是
[00:02:52.000 --> 00:02:54.000]  迦勒和約書也不是
[00:02:54.000 --> 00:02:56.000]  聖經裡面怎樣說呢
[00:02:56.000 --> 00:02:58.000]  窺探那地的人中
[00:02:58.000 --> 00:03:01.000]  亂的兒子約書也和耶夫尼的兒子迦勒
[00:03:01.000 --> 00:03:02.000]  撕裂衣服
[00:03:02.000 --> 00:03:04.000]  對以色列傳媒眾說
[00:03:04.000 --> 00:03:07.000]  我們所窺探經過之地是極美之地
[00:03:07.000 --> 00:03:09.000]  耶和華若喜悅我們
[00:03:09.000 --> 00:03:11.000]  就必將我們領進那地
[00:03:11.000 --> 00:03:13.000]  把地賜給我們
[00:03:13.000 --> 00:03:15.000]  那地原是流奶與麥之地
[00:03:15.000 --> 00:03:17.000]  但你們不可背叛耶和華
[00:03:17.000 --> 00:03:19.000]  也不要怕那地的居民
[00:03:19.000 --> 00:03:21.000]  因為他們是我們的食物
[00:03:21.000 --> 00:03:24.000]  並且任被他們的已經離開他們
[00:03:24.000 --> 00:03:26.000]  有耶和華與我們同在
[00:03:26.000 --> 00:03:28.000]  不要怕他們
[00:03:28.000 --> 00:03:31.000]  我不知道大家有沒有看到對比
[00:03:31.000 --> 00:03:33.000]  在這十個人裡面的時候
[00:03:33.000 --> 00:03:36.000]  他們眼中就是這些困難
[00:03:36.000 --> 00:03:39.000]  這些人是又高又大
[00:03:39.000 --> 00:03:42.000]  是大到我們高不可攀的
[00:03:42.000 --> 00:03:44.000]  他們是偉人
[00:03:44.000 --> 00:03:45.000]  我們是甚麼?
[00:03:45.000 --> 00:03:47.000]  砸猛
[00:03:47.000 --> 00:03:50.000]  留意對比
[00:03:50.000 --> 00:03:52.000]  但在剛才那段經文是甚麼?
[00:03:52.000 --> 00:03:54.000]  他們是我們的食物
[00:03:54.000 --> 00:03:56.000]  用今天很貼地的話
[00:03:56.000 --> 00:03:58.000]  我吃硬他
[00:03:58.000 --> 00:04:00.000]  你明白嗎?
[00:04:00.000 --> 00:04:03.000]  他們不是看著這些所謂偉大
[00:04:03.000 --> 00:04:04.000]  他們看著的是甚麼?
[00:04:04.000 --> 00:04:07.000]  因為有耶和華與我們同在
[00:04:07.000 --> 00:04:11.000]  我想等下會開始記得這些很重要的片段
[00:04:11.000 --> 00:04:14.000]  但你會發覺為何說迦勒這麼特別呢?
[00:04:14.000 --> 00:04:19.000]  其實第一個發聲反對的不是約書尤
[00:04:19.000 --> 00:04:21.000]  那是迦勒
[00:04:21.000 --> 00:04:24.000]  迦勒在摩西面前安撫百姓說
[00:04:24.000 --> 00:04:26.000]  我們立刻上去德拉地壩
[00:04:26.000 --> 00:04:30.000]  我們足以能成
[00:04:30.000 --> 00:04:31.000]  是迦勒發聲
[00:04:31.000 --> 00:04:33.000]  而你會發覺是甚麼呢?
[00:04:33.000 --> 00:04:34.000]  在上帝眼中
[00:04:34.000 --> 00:04:36.000]  當他稱讚的時候
[00:04:36.000 --> 00:04:38.000]  亦都是只有迦勒
[00:04:38.000 --> 00:04:42.000]  唯獨我的僕人迦勒因他另有一個心志
[00:04:42.000 --> 00:04:44.000]  專一跟從我
[00:04:44.000 --> 00:04:47.000]  我就把他領進他所去過的那地
[00:04:47.000 --> 00:04:50.000]  他的後裔也必得那地為業
[00:04:50.000 --> 00:04:52.000]  今次讀這段經文
[00:04:52.000 --> 00:04:55.000]  整件事的發聲是由這裏來的
[00:04:55.000 --> 00:04:57.000]  所以我剛才說
[00:04:57.000 --> 00:04:58.000]  我很肯定的
[00:04:58.000 --> 00:05:00.000]  在上帝眼中
[00:05:00.000 --> 00:05:02.000]  迦勒有一個很特別的位置
[00:05:02.000 --> 00:05:06.000]  而這個人不簡單的地方是甚麼呢?
[00:05:06.000 --> 00:05:09.000]  你會發覺其實他很忠於上帝
[00:05:09.000 --> 00:05:10.000]  很信靠上帝
[00:05:10.000 --> 00:05:13.000]  所以在他心目中只有上帝
[00:05:13.000 --> 00:05:16.000]  就因為這種信靠和肯定
[00:05:16.000 --> 00:05:21.000]  所以他得到了上帝所給他的回應
[00:05:21.000 --> 00:05:25.000]  而他就能得到今天所帶來的這麼大的祝福
[00:05:25.000 --> 00:05:27.000]  這個因果關係
[00:05:27.000 --> 00:05:30.000]  大家作為基督徒一定要記得
[00:05:30.000 --> 00:05:32.000]  我經常說
[00:05:32.000 --> 00:05:33.000]  如果你回到教會
[00:05:33.000 --> 00:05:35.000]  我們沒有了上帝
[00:05:35.000 --> 00:05:37.000]  大家不是確信上帝
[00:05:37.000 --> 00:05:38.000]  我要很坦白地說
[00:05:38.000 --> 00:05:40.000]  我不知道你來做甚麼
[00:05:40.000 --> 00:05:44.000]  如果你說我純粹住在附近
[00:05:44.000 --> 00:05:46.000]  我來到教會是找朋友
[00:05:46.000 --> 00:05:47.000]  我認識一些朋友
[00:05:47.000 --> 00:05:50.000]  這個在最初你來教會的時候
[00:05:50.000 --> 00:05:52.000]  動機是沒有問題的
[00:05:52.000 --> 00:05:55.000]  最初是沒有問題的
[00:05:55.000 --> 00:05:56.000]  但問題是
[00:05:56.000 --> 00:05:57.000]  如果到最後
[00:05:57.000 --> 00:05:58.000]  你回到教會一段日子
[00:05:58.000 --> 00:06:02.000]  你仍然只是因為認識Thomas
[00:06:02.000 --> 00:06:03.000]  和Thomas很要好
[00:06:03.000 --> 00:06:06.000]  所以每次回來都會找Thomas
[00:06:06.000 --> 00:06:08.000]  所以有些人出現了一個情況
[00:06:08.000 --> 00:06:10.000]  有些弟兄姊妹不在就不在
[00:06:10.000 --> 00:06:12.000]  他回來我就回來
[00:06:12.000 --> 00:06:13.000]  他不回來我就不回來
[00:06:13.000 --> 00:06:16.000]  你就會在這裡見到
[00:06:16.000 --> 00:06:17.000]  但我想告訴弟兄姊妹
[00:06:17.000 --> 00:06:19.000]  如果你真的這樣想的話
[00:06:19.000 --> 00:06:20.000]  你回到教會
[00:06:20.000 --> 00:06:23.000]  你極其量只得到一個甚麼
[00:06:23.000 --> 00:06:24.000]  友誼
[00:06:26.000 --> 00:06:28.000]  我可以夠膽告訴大家
[00:06:28.000 --> 00:06:30.000]  如果你說好玩
[00:06:30.000 --> 00:06:34.000]  教會絕對比不上北上班的人
[00:06:34.000 --> 00:06:36.000]  是不是
[00:06:36.000 --> 00:06:38.000]  你要好玩
[00:06:38.000 --> 00:06:39.000]  你要好吃
[00:06:39.000 --> 00:06:41.000]  你要很開心
[00:06:41.000 --> 00:06:42.000]  我可以說
[00:06:42.000 --> 00:06:45.000]  在教會絕對沒有他們那麼開心
[00:06:45.000 --> 00:06:48.000]  但你來到教會的時候
[00:06:48.000 --> 00:06:50.000]  你不是要找這些友誼
[00:06:50.000 --> 00:06:52.000]  你是要找上帝
[00:06:52.000 --> 00:06:55.000]  現在很清楚的
[00:06:55.000 --> 00:06:58.000]  讓他得到45年後的祝福
[00:06:58.000 --> 00:07:02.000]  就是因為他確信上帝的每一句說話
[00:07:02.000 --> 00:07:03.000]  你來到教會
