
[00:00:00.000 --> 00:00:02.680]  弟兄姊妹早安
[00:00:02.680 --> 00:00:05.800]  今天早上我們在崇拜當中
[00:00:05.800 --> 00:00:08.960]  無論我們所唱的詩歌
[00:00:08.960 --> 00:00:12.600]  又或者我們所聽到的獻唱
[00:00:12.600 --> 00:00:15.760]  或者是聖餐的過程當中
[00:00:15.760 --> 00:00:20.520]  大家都很感受到主的靈
[00:00:20.520 --> 00:00:22.120]  是感動我們的心
[00:00:22.120 --> 00:00:25.040]  特別是我自己坐在前面的一排
[00:00:25.040 --> 00:00:30.520]  感受到那份內心的震撼
[00:00:30.520 --> 00:00:33.040]  所以很感謝主讓我有機會
[00:00:33.040 --> 00:00:35.920]  跟大家一起去敬拜
[00:00:35.920 --> 00:00:39.600]  今早牧師跟大家分享的題目
[00:00:39.600 --> 00:00:42.640]  就是《奇妙的讀》
[00:00:42.640 --> 00:00:46.360]  大家讀第一節的時候
[00:00:46.360 --> 00:00:48.640]  是否能讀出一些地方名字
[00:00:48.640 --> 00:00:54.560]  或者我們試試看第一節的經文
[00:00:54.560 --> 00:00:56.560]  大家
[00:00:56.560 --> 00:00:59.120]  這是最後的
[00:00:59.120 --> 00:01:02.880]  還沒這麼快說完
[00:01:02.880 --> 00:01:06.240]  還有一段時間才說完
[00:01:06.240 --> 00:01:10.400]  第一節經文記載了幾個地方名字
[00:01:10.400 --> 00:01:13.520]  這些都是很陌生的名字
[00:01:13.520 --> 00:01:17.040]  例如本都
[00:01:17.040 --> 00:01:19.040]  加拉泰
[00:01:19.040 --> 00:01:21.040]  加帕多加
[00:01:21.040 --> 00:01:22.400]  亞細亞
[00:01:22.400 --> 00:01:23.840]  比推尼
[00:01:23.840 --> 00:01:28.800]  其實你們的程序表也有寫出來
[00:01:28.800 --> 00:01:30.720]  這些名字第一
[00:01:30.720 --> 00:01:32.720]  我們很三普
[00:01:32.720 --> 00:01:33.920]  第二
[00:01:33.920 --> 00:01:35.920]  讀起來是否「甩不甩咳」
[00:01:35.920 --> 00:01:36.920]  都挺「甩咳」的
[00:01:36.920 --> 00:01:39.280]  到底這些是什麼地方來的呢?
[00:01:39.280 --> 00:01:42.840]  原來讀這些名字的地方
[00:01:42.840 --> 00:01:46.680]  就是集中在小亞細亞的地方
[00:01:46.680 --> 00:01:49.000]  這個小亞細亞的地方
[00:01:49.000 --> 00:01:52.960]  就是現在土耳其的版圖裏面
[00:01:52.960 --> 00:01:56.400]  所以這樣說你就明白多一點
