
[00:00:00.000 --> 00:00:17.000]  其實我不需要繼續講下去,因為葉劍霞姐妹的親身經歷已經很感動我們人心
[00:00:18.000 --> 00:00:29.000]  這就是基督教的福音信仰的精神親持示範
[00:00:29.000 --> 00:00:35.000]  福音是什麼呢?福音就是十字架
[00:00:36.000 --> 00:00:51.000]  十字架已經放在全世界的教堂上,很多西方教會都將它放在頂部
[00:00:51.000 --> 00:01:03.000]  高舉耶穌基督為人犧牲寫命的勇氣而放出來的寫氣生命
[00:01:04.000 --> 00:01:10.000]  為了救贖我們這些有罪的罪人
[00:01:10.000 --> 00:01:21.000]  剛才葉姐妹已經演繹了,經期本身有三種缺陷
[00:01:22.000 --> 00:01:33.000]  常人都覺得不可能做這麼冒險的手術,用命來碰?
[00:01:33.000 --> 00:01:39.000]  你命很大嗎?但現在你真的命很大
[00:01:40.000 --> 00:01:54.000]  坐在這裡告訴我們,活生生的經歷,如果不是耶穌基督的十字架大愛感化你,你肯做嗎?
[00:01:54.000 --> 00:02:02.000]  本來你都要退縮,最好是那個先生代替我,我不用做
[00:02:02.000 --> 00:02:08.000]  父母不用擔心,連乾爹國民前院長都不用擔心
[00:02:09.000 --> 00:02:14.000]  他也會質疑,做神學院院長也會質疑,為什麼你可以這樣做
[00:02:14.000 --> 00:02:22.000]  不過你就是這樣,本著福音生命在你裡面的那種作為
[00:02:22.000 --> 00:02:33.000]  你已經做出了非常偉大犧牲寫命的故事放在我們面前
[00:02:34.000 --> 00:02:46.000]  所以今天我想從保羅所寫的一封所謂坐牢的書信,叫做《哥羅西書》
[00:02:46.000 --> 00:02:53.000]  去年我九月到十一月有機會去意大利羅馬教書的時候
[00:02:53.000 --> 00:02:59.000]  我周末有很多時間去尋找保羅的蹤跡
[00:03:00.000 --> 00:03:06.000]  在羅馬二千多年前他留下來傳福音的蹤跡
[00:03:06.000 --> 00:03:16.000]  他寫這封書信的時候,他坐在羅馬政權附近的一個地區的監獄裡
[00:03:16.000 --> 00:03:25.000]  我親身進去看過,他就在那裡寫了幾卷所謂監獄詩信
[00:03:26.000 --> 00:03:31.000]  而《哥羅西書》就是他高舉耶穌福音的其中一卷書信
[00:03:31.000 --> 00:03:37.000]  剛才你看到,因為我聽見你們對耶穌基督的信心
[00:03:37.000 --> 00:03:46.000]  並對眾聖徒的愛心,這都是因著耶穌給你們存在天上的盼望
[00:03:46.000 --> 00:03:52.000]  祂就是你們從前所聽見的真理的道
[00:03:53.000 --> 00:04:01.000]  這就是福音,福音指向誰呢?指向這位頂級的耶穌
[00:04:01.000 --> 00:04:15.000]  保羅本來是迫害基督徒的兇手
[00:04:16.000 --> 00:04:23.000]  但是上帝就在這個人的身上動功,在這次行禮裡
[00:04:23.000 --> 00:04:29.000]  上帝的愛感召他,他就在大馬骰路上信了耶穌之後
[00:04:29.000 --> 00:04:35.000]  他生命就完全翻轉了,他從前是迫害耶穌的
[00:04:35.000 --> 00:04:44.000]  現在變成一個非常熱心傳耶穌基督為人寫命的福音信息的一位使徒
[00:04:45.000 --> 00:04:52.000]  傳了三十多年,到他人生最後,他還是犧牲了自己的生命
[00:04:52.000 --> 00:05:00.000]  在《釋量傳》第28章裡最後一句,他在坐牢裡
[00:05:00.000 --> 00:05:08.000]  有監察著他,但是羅馬政府沒有禁止他不傳福音
[00:05:08.000 --> 00:05:14.000]  所以每一天都有很多人去探監的時候,他都努力向他們傳福音
[00:05:14.000 --> 00:05:25.000]  為什麼會有一個這樣的人,生命是不是一個絕緣的,翻轉之後,扭轉之後的
[00:05:25.000 --> 00:05:30.000]  不可能他自己做,肯犧牲自己的
[00:05:30.000 --> 00:05:35.000]  保羅就是為了這個福音而寫命的人
[00:05:35.000 --> 00:05:43.000]  後來我去了他另外一個監獄,最後他人生的監獄更加小
[00:05:43.000 --> 00:05:50.000]  然後他走過一條他自己要殉道的路,我搭在他路上
[00:05:50.000 --> 00:05:57.000]  他被圍住了,但你可以跳過去,走到他被斬頭的地方
[00:05:57.000 --> 00:06:04.000]  這個就是今天葉子妹所帶出來的福音信息
[00:06:04.000 --> 00:06:11.000]  一個寫命,將他生命原意,將他的肝捐出來
[00:06:12.000 --> 00:06:19.000]  我問他先生,你們有沒有子女,他們沒有
[00:06:19.000 --> 00:06:25.000]  希望上帝賜福你們,這麼年輕
[00:06:25.000 --> 00:06:32.000]  但他們做了這個手術,可能各種原因,不可以再懷孕
[00:06:32.000 --> 00:06:40.000]  這個就是福音,什麼叫做福
[00:06:41.000 --> 00:06:45.000]  就是你自己做不到的,你自己本來沒有的
[00:06:45.000 --> 00:06:49.000]  我們世界上所有的人都是罪人
[00:06:49.000 --> 00:06:55.000]  從歷史的記錄來看,人性基本上沒有改變過
[00:06:55.000 --> 00:07:00.000]  兩千年來的社會形態雖然不一樣
[00:07:00.000 --> 00:07:06.000]  但人的需要,人的軟弱,人的罪性,人的恐懼
[00:07:07.000 --> 00:07:17.000]  人的目標,人的抑鬱,仍然在打擊著沒有盼望的人類
[00:07:17.000 --> 00:07:26.000]  千百年來不同的國家,人民,階層
[00:07:26.000 --> 00:07:36.000]  但正因為耶穌基督去到他生命裡面,觸碰他,他的生命就改變了
[00:07:37.000 --> 00:07:46.000]  你告訴我,這個世界任何的學說,任何的理論,任何的哲學
[00:07:46.000 --> 00:07:52.000]  任何的東西,能否改變一個人生命的本質和罪性呢?
[00:07:52.000 --> 00:08:01.000]  到現在為止,大家都很清楚
[00:08:02.000 --> 00:08:06.000]  我們裡面都有黑暗陰暗的一面
[00:08:06.000 --> 00:08:12.000]  我們做牧師,我們自己知道,一樣面對人性的試探
[00:08:12.000 --> 00:08:16.000]  會跌倒,會失敗,因為我們的罪性
[00:08:16.000 --> 00:08:24.000]  就像亞當夏娃所犯的罪,罪性在裡面,一直傳承下來到今天
[00:08:25.000 --> 00:08:34.000]  沒辦法,藉著教育,藉著哲學,藉著政治,藉著各種經濟
[00:08:34.000 --> 00:08:40.000]  更加令更多人因為沒錢犯罪
[00:08:40.000 --> 00:08:45.000]  用各種欺騙方法來詐取我們,敲詐我們的罪
[00:08:45.000 --> 00:08:54.000]  對不對?人性真是醜惡到極
[00:08:54.000 --> 00:09:02.000]  所以保羅說,只有福音的真道,福音已經傳到普天之下
[00:09:02.000 --> 00:09:13.000]  這是真實的,全世界120多個國家裡,信耶穌的人佔大多數
[00:09:13.000 --> 00:09:21.000]  72億人,裡面有30多億人,未過半,但都是信耶穌的
[00:09:22.000 --> 00:09:28.000]  他們信這位頂級的耶穌,他們從來沒聽過福音
[00:09:28.000 --> 00:09:36.000]  但當他們聽到耶穌的福音之後,憑著簡單的信心,接受福音
[00:09:36.000 --> 00:09:47.000]  接受耶穌在十字架上釘十字架所流出的補血,來洗淨我們人類的罪
[00:09:48.000 --> 00:09:52.000]  還有一個很特別的儀式,每個月都會有一次聖餐
[00:09:52.000 --> 00:10:01.000]  紀念耶穌為我們捨身流血,就是十字架本身的重要真理
[00:10:01.000 --> 00:10:09.000]  我們每個基督徒都知道,每個月都要定期洗一次罪
[00:10:09.000 --> 00:10:12.000]  清洗我們裡面的污穢敗壞
[00:10:13.000 --> 00:10:21.000]  因為沒有辦法藉著人類的一切行為,甚至所謂的行為治療,可以改變人性
[00:10:21.000 --> 00:10:28.000]  到底保羅如何述說耶穌基督呢?
[00:10:28.000 --> 00:10:34.000]  很簡單,因為周末斯提醒我,要簡短地說
[00:10:35.000 --> 00:10:41.000]  在第十五節,保羅已經在第十五節說清楚了
[00:10:41.000 --> 00:10:49.000]  「愛子是那看不見的上帝之像,是一切被造物的守生者」
[00:10:49.000 --> 00:10:58.000]  即是說耶穌是永恆神的反應,是具有超越性的
[00:10:59.000 --> 00:11:07.000]  我們現在說超越性,甚至香港年青人都說超越性
[00:11:07.000 --> 00:11:12.000]  耶穌是最超越性的,因為祂本身就是神
[00:11:12.000 --> 00:11:19.000]  但祂鍍成了肉身,降卑成為了一個嬰孩
[00:11:19.000 --> 00:11:26.000]  在馬槽裡成長過來,成為窮的人
[00:11:27.000 --> 00:11:32.000]  但祂的生命顯露了一種很不同的氣質
[00:11:32.000 --> 00:11:38.000]  所以耶穌基督是太初有道的道
[00:11:38.000 --> 00:11:42.000]  沒有見過神,今天我們都沒有見過
[00:11:42.000 --> 00:11:46.000]  基督徒經常說,信耶穌是神
[00:11:46.000 --> 00:11:50.000]  「將耶穌拿給我看」
[00:11:50.000 --> 00:11:56.000]  耶穌已經復活了,祂今天在天上
[00:11:56.000 --> 00:12:07.000]  祂是最勁抽的君王,是永恆的神
[00:12:07.000 --> 00:12:11.000]  是創造宇宙萬物的神
[00:12:11.000 --> 00:12:20.000]  因為聖經裡很清楚說,只有腐壞裡的獨生子子,耶穌基督將祂表明了出來
[00:12:21.000 --> 00:12:31.000]  保羅要證明這個愛子是人體不見的神的像,真像
[00:12:31.000 --> 00:12:34.000]  就是耶穌等同神
[00:12:34.000 --> 00:12:42.000]  所以耶穌基督具有永恆不變的超越本質和最高的權威
[00:12:42.000 --> 00:12:48.000]  你說是不是頂級?
[00:12:49.000 --> 00:12:56.000]  希伯來書第一章三字說,神是神榮耀的光輝
[00:12:56.000 --> 00:13:01.000]  是神本性最超越的位置的神子
[00:13:01.000 --> 00:13:08.000]  比任何高等的文物都超其無比
[00:13:08.000 --> 00:13:11.000]  是無法比擬的
[00:13:11.000 --> 00:13:14.000]  用廣東話來說,無法頂級
[00:13:15.000 --> 00:13:17.000]  是無法頂級的
[00:13:17.000 --> 00:13:23.000]  這是香港人的清譯,無法頂級的
[00:13:23.000 --> 00:13:28.000]  保羅高舉耶穌基督
[00:13:28.000 --> 00:13:32.000]  耶穌基督就是為我們捨身流血的位置
[00:13:32.000 --> 00:13:35.000]  生存了世界三十多年
[00:13:35.000 --> 00:13:39.000]  傳了三年的福音,教導了他的門徒
[00:13:40.000 --> 00:13:48.000]  這群人全都是不肖子,不肖男子
[00:13:48.000 --> 00:13:53.000]  但他們每個人都脫胎換骨,生命變化
[00:13:53.000 --> 00:13:57.000]  耶穌復活升天之後,差派他們到世界各地
[00:13:57.000 --> 00:14:04.000]  在意大利我們見到很多講十二使徒的事蹟
[00:14:04.000 --> 00:14:08.000]  他們全都是垃圾
[00:14:09.000 --> 00:14:14.000]  收稅佬,打魚佬,賣鹹魚腩的
[00:14:14.000 --> 00:14:17.000]  做這樣做那樣的
[00:14:17.000 --> 00:14:20.000]  不是正統的,受過教育
[00:14:20.000 --> 00:14:24.000]  官府的人說,這群人是沒有受過教育的人
[00:14:24.000 --> 00:14:29.000]  但在耶穌基督復活升天之後,回到天上
[00:14:29.000 --> 00:14:34.000]  不需要一個世紀,這十二個門徒
[00:14:34.000 --> 00:14:37.000]  已經翻轉了整個歐洲
[00:14:38.000 --> 00:14:44.000]  全片歐洲,然後去到美洲,然後來到亞洲
[00:14:44.000 --> 00:14:47.000]  直到今天,耶穌的福音
[00:14:47.000 --> 00:14:50.000]  藉著教會的傳導人
[00:14:50.000 --> 00:14:53.000]  藉著我們這群牧師傳導人
[00:14:53.000 --> 00:14:57.000]  將聖經的真理講解給你聽
[00:14:57.000 --> 00:15:03.000]  他是復活的主
[00:15:03.000 --> 00:15:05.000]  他所成就十字架救贖
[00:15:06.000 --> 00:15:08.000]  因為他生命中的聖靈能力
[00:15:08.000 --> 00:15:14.000]  改變了人類很多的生命不同階層
[00:15:14.000 --> 00:15:22.000]  幾年前,我和一位在大陸的高層人士
[00:15:22.000 --> 00:15:26.000]  我接觸他之後,他最初不太接受我
[00:15:26.000 --> 00:15:28.000]  因為他知道我是牧師
[00:15:28.000 --> 00:15:31.000]  我跟他說福音,他不聽不聽
[00:15:33.000 --> 00:15:39.000]  最後私人飛機飛到浸會醫院做手術
[00:15:39.000 --> 00:15:45.000]  醫生說,你只有兩三天的命
[00:15:45.000 --> 00:15:51.000]  我當時向他在牆邊傳福音,他相信了
[00:15:51.000 --> 00:15:56.000]  喪禮就在灣仔長途會的一間很漂亮的禮拜堂
[00:15:57.000 --> 00:16:04.000]  裡面有很多高官,很多黨員來參加
[00:16:04.000 --> 00:16:16.000]  在吃解慰飯的時候,我和幾位同學聽我在安息禮拜講了一篇福音的信息
[00:16:16.000 --> 00:16:23.000]  他們傳口跟我說,牧師你剛才所講的很有道理
[00:16:24.000 --> 00:16:28.000]  我們需要考慮,感謝主
[00:16:28.000 --> 00:16:34.000]  已經結了果子,有朋友告訴我,那些人信了耶穌
[00:16:34.000 --> 00:16:43.000]  五六年前,我帶領一個查經小組,十二又是十二門徒
[00:16:44.000 --> 00:16:56.000]  那位你們都知道,是趙世曾的第一個女人,姚慧
[00:16:56.000 --> 00:17:01.000]  這個姚慧在我查經班裡,我帶她三年
[00:17:01.000 --> 00:17:06.000]  她當時已經信了耶穌,她信耶穌就是迷迷糊糊
[00:17:06.000 --> 00:17:11.000]  有人帶她去聖地看看,她當時都膽大麻雀,天分地暗那種人
[00:17:12.000 --> 00:17:18.000]  有人帶她去在約旦河耶穌洗禮的地方
[00:17:18.000 --> 00:17:23.000]  當時她感觸到耶穌,你可以在YouTube上找她見證
[00:17:23.000 --> 00:17:26.000]  我今天就不跟你講了
[00:17:26.000 --> 00:17:32.000]  她在約旦河全身受到聖靈的感動,觸動了她
[00:17:32.000 --> 00:17:36.000]  她覺得自己已經脫胎換骨,變了
[00:17:37.000 --> 00:17:40.000]  因為福音的耶穌在她的生命裡的改變
