
[00:00:00.000 --> 00:00:02.000]  請姐妹們平安
[00:00:02.000 --> 00:00:05.320]  我們開始之前一起祈禱
[00:00:05.320 --> 00:00:07.320]  再一次感謝主
[00:00:07.320 --> 00:00:11.600]  我們能夠來聆聽聖經的真理
[00:00:11.600 --> 00:00:14.600]  尤其是主耶穌在這一段教訓
[00:00:14.600 --> 00:00:20.000]  要我們先求神的國度和神的義
[00:00:20.000 --> 00:00:25.000]  求祢幫助我們明白經文的含義
[00:00:25.000 --> 00:00:28.000]  也讓我們身體力行
[00:00:28.000 --> 00:00:33.000]  我們參與在神的國度的興建裡
[00:00:33.000 --> 00:00:37.000]  使主的國度早日降臨
[00:00:37.000 --> 00:00:39.000]  而我們是有份於其中的
[00:00:39.000 --> 00:00:43.000]  今天早上我們等候仰望你的恩典
[00:00:43.000 --> 00:00:47.000]  在我們中間奉耶穌基督的名
[00:00:47.000 --> 00:00:48.000]  阿們
[00:00:48.000 --> 00:00:52.000]  為什麼叫做今天的恩典這個題目呢?
[00:00:52.000 --> 00:00:55.000]  容祖兒一位很流行的歌手
[00:00:55.000 --> 00:00:57.000]  他有一首很出名的詩歌
[00:00:57.000 --> 00:01:00.000]  叫做《明日的恩典》
[00:01:00.000 --> 00:01:06.000]  取材自《奇異恩典》的故事題材
[00:01:06.000 --> 00:01:08.000]  中間一個重要的部分
[00:01:08.000 --> 00:01:11.000]  直接就是用了奇異恩典
[00:01:11.000 --> 00:01:14.000]  不知道大家有沒有聽過這首詩歌呢?
[00:01:14.000 --> 00:01:15.000]  相當流行的
[00:01:15.000 --> 00:01:16.000]  有一段時間
[00:01:16.000 --> 00:01:19.000]  今天其實這個詩歌
[00:01:19.000 --> 00:01:23.000]  是很想鼓勵聽這首歌的人
[00:01:23.000 --> 00:01:25.000]  要有盼望
[00:01:25.000 --> 00:01:29.000]  要對明天有信心
[00:01:29.000 --> 00:01:32.000]  今天的恩典
[00:01:32.000 --> 00:01:34.000]  就是透過這段聖經
[00:01:34.000 --> 00:01:37.000]  今天我們能夠由19節講到25節
[00:01:37.000 --> 00:01:40.000]  因為26到34節
[00:01:40.000 --> 00:01:42.000]  那裡是有另外一個題目
[00:01:42.000 --> 00:01:44.000]  未必夠時間講完
[00:01:44.000 --> 00:01:46.000]  在第六章
[00:01:46.000 --> 00:01:51.000]  有三件事主耶穌禁止
[00:01:51.000 --> 00:01:53.000]  跟隨祂的門徒
[00:01:53.000 --> 00:01:55.000]  要來避免的
[00:01:55.000 --> 00:01:57.000]  是關於什麼呢?
[00:01:57.000 --> 00:01:59.000]  施捨
[00:01:59.000 --> 00:02:01.000]  祈禱
