
[00:00:00.000 --> 00:00:08.000]  頂小妹平安
[00:00:08.000 --> 00:00:09.000]  感謝神
[00:00:09.000 --> 00:00:12.000]  在我們一年開始的第二個星期
[00:00:12.000 --> 00:00:16.000]  我們可以繼續透過神的話語
[00:00:16.000 --> 00:00:18.000]  去思想神自己的教導
[00:00:18.000 --> 00:00:22.000]  今天這句話比較像一個什麼
[00:00:22.000 --> 00:00:25.000]  忠於使命 效法基督
[00:00:25.000 --> 00:00:26.000]  像什麼
[00:00:26.000 --> 00:00:28.000]  一個立志
[00:00:28.000 --> 00:00:30.000]  好像一個立志
[00:00:30.000 --> 00:00:32.000]  一年開始的時候
[00:00:32.000 --> 00:00:35.000]  讓我們一同在神面前立志
[00:00:35.000 --> 00:00:36.000]  是重要的
[00:00:36.000 --> 00:00:38.000]  我們一同禱告
[00:00:38.000 --> 00:00:42.000]  天父上帝我們很感謝你
[00:00:42.000 --> 00:00:44.000]  要此下你的話語
[00:00:44.000 --> 00:00:46.000]  成為我們腳前的燈
[00:00:46.000 --> 00:00:48.000]  路上的光
[00:00:48.000 --> 00:00:51.000]  由年頭一直去到年尾
[00:00:51.000 --> 00:00:55.000]  你的話語就成為我們的指引
[00:00:55.000 --> 00:00:58.000]  求你賜福給我們每一個
[00:00:58.000 --> 00:01:00.000]  讓我們的心開放
[00:01:00.000 --> 00:01:03.000]  我們的耳朵很專注地聽
[00:01:03.000 --> 00:01:06.000]  我們的心回應你
[00:01:06.000 --> 00:01:11.000]  願寶貴的聖靈親自對我們說話
[00:01:11.000 --> 00:01:15.000]  讓我們每一個都明白神的心意
[00:01:15.000 --> 00:01:16.000]  我們感謝你
[00:01:16.000 --> 00:01:20.000]  奉耶穌基督的名字祈禱
[00:01:20.000 --> 00:01:21.000]  阿們
[00:01:21.000 --> 00:01:25.000]  今天選擇的這段經文
[00:01:25.000 --> 00:01:28.000]  其實是神秘的一段經文
[00:01:28.000 --> 00:01:31.000]  裡面有些很寶貴的學習
[00:01:31.000 --> 00:01:34.000]  特別是農曆新年快到了
[00:01:34.000 --> 00:01:37.000]  很想藉著這段經文
[00:01:37.000 --> 00:01:39.000]  彼此有一個勉勵
[00:01:39.000 --> 00:01:48.000]  首先說回
[00:01:48.000 --> 00:01:51.000]  這段經文來自哥林多前書
[00:01:51.000 --> 00:01:55.000]  十章二十三到十一章一節的部分
[00:01:55.000 --> 00:01:58.000]  哥林多是一個什麼地方呢?
[00:01:58.000 --> 00:02:03.000]  哥林多其實真的有點像香港
[00:02:03.000 --> 00:02:05.000]  或者香港像哥林多
[00:02:05.000 --> 00:02:06.000]  為什麼呢?
[00:02:06.000 --> 00:02:07.000]  是非常繁華
[00:02:07.000 --> 00:02:08.000]  很繁榮
[00:02:08.000 --> 00:02:12.000]  商業的發展很頻密
[00:02:12.000 --> 00:02:15.000]  但是裡面有些東西是不好的
[00:02:15.000 --> 00:02:19.000]  就是拜偶像也是很盛行的
[00:02:19.000 --> 00:02:22.000]  在神廟裡
[00:02:22.000 --> 00:02:24.000]  除了拜祭之外
[00:02:24.000 --> 00:02:26.000]  也會有行淫的情況
[00:02:26.000 --> 00:02:29.000]  所以神廟裡有很多廟祭
[00:02:29.000 --> 00:02:33.000]  同時神廟裡也會設立燃席
[00:02:33.000 --> 00:02:35.000]  拜完偶像的人
[00:02:35.000 --> 00:02:38.000]  也會在裡面一同去吃燃席
[00:02:38.000 --> 00:02:42.000]  燃席不只是吃一頓飯那麼簡單
[00:02:42.000 --> 00:02:47.000]  燃席本身跟拜偶像有緊密的聯繫
[00:02:47.000 --> 00:02:51.000]  這就是哥林多的情況
[00:02:51.000 --> 00:02:57.000]  哥林多教會裡也有一部分信徒
[00:02:57.000 --> 00:03:03.000]  是來自原先不是相信耶穌基督的人
[00:03:03.000 --> 00:03:06.000]  是一些外邦、異邦的人
[00:03:06.000 --> 00:03:08.000]  本身是拜偶像的
[00:03:08.000 --> 00:03:13.000]  以前也會到神廟裡拜祭
[00:03:13.000 --> 00:03:16.000]  參加燃席
[00:03:16.000 --> 00:03:18.000]  裡面有這樣的信徒
[00:03:18.000 --> 00:03:23.000]  我們看看這間教會有什麼特色
[00:03:23.000 --> 00:03:26.000]  看看在哪裡
[00:03:26.000 --> 00:03:32.000]  哥林多教會是什麼時候建立的呢?
[00:03:32.000 --> 00:03:37.000]  是保羅在第二次宣教之旅建立的
[00:03:37.000 --> 00:03:40.000]  這個地方逗留了很長時間
[00:03:40.000 --> 00:03:43.000]  我們看看那條深色的線
[00:03:43.000 --> 00:03:45.000]  就是第二次報道之旅
[00:03:45.000 --> 00:03:47.000]  保羅去的地方
[00:03:47.000 --> 00:03:49.000]  也去了很多很多地方
[00:03:49.000 --> 00:03:53.000]  當時交通不是很方便
[00:03:53.000 --> 00:03:56.000]  但保羅周車勞頓
[00:03:56.000 --> 00:03:58.000]  為了福音的緣故
[00:03:58.000 --> 00:04:01.000]  一直去不同的地方
[00:04:01.000 --> 00:04:04.000]  哥林多在哪裡呢?
[00:04:04.000 --> 00:04:07.000]  就是在這個地方
[00:04:07.000 --> 00:04:09.000]  去了很遠
[00:04:09.000 --> 00:04:11.000]  在這個地方逗留了多久呢?
[00:04:11.000 --> 00:04:13.000]  一年六個月
[00:04:13.000 --> 00:04:15.000]  是相當長的時間
[00:04:15.000 --> 00:04:18.000]  他做了很多福音工作
[00:04:18.000 --> 00:04:20.000]  他自己一負心血
[00:04:20.000 --> 00:04:22.000]  在裡面建立教會
[00:04:22.000 --> 00:04:24.000]  所以可以這樣說
[00:04:24.000 --> 00:04:26.000]  保羅對於哥林多教會是什麼呢?
[00:04:26.000 --> 00:04:29.000]  好像媽媽對子女一樣
[00:04:29.000 --> 00:04:32.000]  那份心是很熱切的
[00:04:32.000 --> 00:04:36.000]  很關注他們的屬靈生命的情況
[00:04:36.000 --> 00:04:44.000]  哥林多教會的特色
[00:04:44.000 --> 00:04:46.000]  是他們有很多恩賜
[00:04:46.000 --> 00:04:49.000]  如果大家詳細看經文的時候
[00:04:49.000 --> 00:04:52.000]  會發覺他們的恩賜是不缺乏的
[00:04:52.000 --> 00:04:54.000]  是非常豐富的
[00:04:54.000 --> 00:04:56.000]  神給他們的是很好的
[00:04:56.000 --> 00:04:59.000]  如果說繼續去拓展上帝的國度
[00:04:59.000 --> 00:05:01.000]  去發展很多的事工
[00:05:01.000 --> 00:05:03.000]  是綽綽有餘的
[00:05:03.000 --> 00:05:07.000]  同時你會看到這間教會有很多問題
[00:05:07.000 --> 00:05:09.000]  真的非常多問題
[00:05:09.000 --> 00:05:12.000]  所以保羅在哥林多的前書裡
[00:05:12.000 --> 00:05:15.000]  是逐一逐一地說教會的問題在哪裡
[00:05:15.000 --> 00:05:18.000]  是要教會去悔改
[00:05:18.000 --> 00:05:20.000]  問題是很多
[00:05:20.000 --> 00:05:23.000]  其中一個問題是什麼呢?
[00:05:23.000 --> 00:05:25.000]  就是有一群人
[00:05:25.000 --> 00:05:27.000]  他未信主之前會拜偶像
[00:05:27.000 --> 00:05:29.000]  他會去神廟
[00:05:29.000 --> 00:05:31.000]  不只是一般的拜拜
[00:05:31.000 --> 00:05:34.000]  一定會進去參與的筵席
[00:05:34.000 --> 00:05:36.000]  信了耶穌之後
[00:05:36.000 --> 00:05:39.000]  是不是就完全悔改了呢?
[00:05:39.000 --> 00:05:41.000]  又不是
[00:05:41.000 --> 00:05:43.000]  還有人繼續去神廟
[00:05:43.000 --> 00:05:46.000]  還會去參與筵席
[00:05:46.000 --> 00:05:49.000]  你說信了耶穌吧
[00:05:49.000 --> 00:05:50.000]  是吧?
[00:05:50.000 --> 00:05:52.000]  就是凡物潔淨
[00:05:52.000 --> 00:05:54.000]  吃這些東西有什麼問題?
[00:05:54.000 --> 00:05:56.000]  不是的
[00:05:56.000 --> 00:05:59.000]  你看看我們今天這段經文
[00:05:59.000 --> 00:06:01.000]  之前那段經文
[00:06:01.000 --> 00:06:04.000]  保羅就責備進入神廟裡
[00:06:04.000 --> 00:06:06.000]  去吃這些筵席的人
[00:06:06.000 --> 00:06:07.000]  為什麼呢?
[00:06:07.000 --> 00:06:10.000]  首先這些筵席不是一般的筵席
[00:06:10.000 --> 00:06:13.000]  它和拜偶像是有關係的
[00:06:13.000 --> 00:06:16.000]  是上帝非常喜悅的
[00:06:16.000 --> 00:06:21.000]  而邪靈、鬼就會在這些筵席裡工作
[00:06:21.000 --> 00:06:23.000]  它會透過偶像
[00:06:23.000 --> 00:06:25.000]  透過敬拜偶像的過程
[00:06:25.000 --> 00:06:28.000]  整個筵席裡迷惑人心
[00:06:28.000 --> 00:06:31.000]  叫人和他們去結連
[00:06:31.000 --> 00:06:35.000]  所以保羅的指責是非常嚴厲的
[00:06:35.000 --> 00:06:40.000]  他說這些筵席
[00:06:40.000 --> 00:06:42.000]  不是去獻祭給上帝
[00:06:42.000 --> 00:06:44.000]  而是獻祭給鬼
[00:06:44.000 --> 00:06:47.000]  你去吃的筵席
[00:06:47.000 --> 00:06:48.000]  是什麼呢?
[00:06:48.000 --> 00:06:50.000]  和鬼一起有筵席
[00:06:50.000 --> 00:06:51.000]  信耶穌的人
[00:06:51.000 --> 00:06:52.000]  我們的生命
[00:06:52.000 --> 00:06:55.000]  有聖靈住在我們裡面
[00:06:55.000 --> 00:06:57.000]  我們和誰有筵席呢?
[00:06:57.000 --> 00:07:00.000]  和上帝有筵席
[00:07:00.000 --> 00:07:02.000]  我們剛剛進行了筵席
[00:07:02.000 --> 00:07:04.000]  是什麼呢?
[00:07:04.000 --> 00:07:06.000]  聖餐
[00:07:06.000 --> 00:07:09.000]  聖餐是主的筵席
[00:07:09.000 --> 00:07:11.000]  我們的生命
[00:07:11.000 --> 00:07:13.000]  是分別為聖
[00:07:13.000 --> 00:07:15.000]  是屬於耶穌基督的
[00:07:15.000 --> 00:07:17.000]  我們和主有筵席
[00:07:17.000 --> 00:07:20.000]  所以經文裡說到
[00:07:20.000 --> 00:07:21.000]  神是很憎惡我們
[00:07:21.000 --> 00:07:24.000]  一方面說屬於我們
[00:07:24.000 --> 00:07:26.000]  想和我們有筵席
[00:07:26.000 --> 00:07:29.000]  另一方面就大祭這些鬼
[00:07:29.000 --> 00:07:30.000]  和鬼有筵席
[00:07:30.000 --> 00:07:32.000]  邪靈的鬼
[00:07:32.000 --> 00:07:33.000]  這些骯髒的
[00:07:33.000 --> 00:07:35.000]  上帝是聖潔的
[00:07:35.000 --> 00:07:37.000]  最憎恨人是骯髒的
[00:07:37.000 --> 00:07:41.000]  所以神是非常不喜悅的
[00:07:41.000 --> 00:07:44.000]  這一群信徒
[00:07:44.000 --> 00:07:46.000]  信了耶穌
[00:07:46.000 --> 00:07:48.000]  還要回去
[00:07:48.000 --> 00:07:49.000]  不改變
[00:07:49.000 --> 00:07:50.000]  還要去吃他的筵席
[00:07:50.000 --> 00:07:54.000]  神真的非常不喜悅
[00:07:54.000 --> 00:07:57.000]  我今天很想說一件事
[00:07:57.000 --> 00:07:59.000]  我都知道
[00:07:59.000 --> 00:08:04.000]  香港是一個很豐富的城市
[00:08:04.000 --> 00:08:06.000]  有各種不同的飲食
[00:08:06.000 --> 00:08:08.000]  除了一大類
[00:08:08.000 --> 00:08:10.000]  和肉食有關
[00:08:10.000 --> 00:08:14.000]  有不同的肉食的筵席之外
[00:08:14.000 --> 00:08:16.000]  有一類是素食的
[00:08:16.000 --> 00:08:19.000]  吃素食的有不同的
[00:08:19.000 --> 00:08:21.000]  你去買回來吃
[00:08:21.000 --> 00:08:23.000]  有些是怎樣的
[00:08:23.000 --> 00:08:26.000]  直接去哪裡吃
[00:08:26.000 --> 00:08:29.000]  進廟裡
[00:08:29.000 --> 00:08:30.000]  進佛寺裡吃
[00:08:30.000 --> 00:08:32.000]  你說沒問題
[00:08:32.000 --> 00:08:33.000]  我信耶穌的
[00:08:33.000 --> 00:08:35.000]  百毒不侵
[00:08:35.000 --> 00:08:37.000]  有什麼問題
[00:08:37.000 --> 00:08:38.000]  進去吃
[00:08:38.000 --> 00:08:39.000]  我想和你說
[00:08:39.000 --> 00:08:40.000]  不要進去吃
[00:08:40.000 --> 00:08:42.000]  第一
[00:08:42.000 --> 00:08:45.000]  這些地方是很多邪靈鬼的地方
[00:08:45.000 --> 00:08:47.000]  你將自己
[00:08:47.000 --> 00:08:49.000]  處於一個什麼樣的地步
[00:08:49.000 --> 00:08:52.000]  放在一個試探當中
[00:08:52.000 --> 00:08:54.000]  在污穢當中
[00:08:54.000 --> 00:08:57.000]  上帝一定不喜悅
[00:08:57.000 --> 00:08:59.000]  是上帝一定不喜悅
[00:08:59.000 --> 00:09:01.000]  你說我不是拜
[00:09:01.000 --> 00:09:03.000]  但那些賢侄
[00:09:03.000 --> 00:09:04.000]  擺在裡面的賢侄
[00:09:04.000 --> 00:09:08.000]  就是為了這樣的目的
[00:09:08.000 --> 00:09:09.000]  你有沒有問過神
[00:09:09.000 --> 00:09:11.000]  神怎麼看你
[00:09:11.000 --> 00:09:13.000]  你帶著什麼身份進去
[00:09:13.000 --> 00:09:15.000]  那一刻我就不做基督徒了
[00:09:15.000 --> 00:09:17.000]  有這樣的嗎
[00:09:17.000 --> 00:09:19.000]  信了耶穌就完全屬於上帝
[00:09:19.000 --> 00:09:22.000]  上帝是用他愛子耶穌基督的生命
[00:09:22.000 --> 00:09:23.000]  買熟我們
[00:09:23.000 --> 00:09:24.000]  不能那一刻就說
[00:09:24.000 --> 00:09:26.000]  忽然間我不做基督徒了
[00:09:26.000 --> 00:09:27.000]  我不信耶穌
[00:09:27.000 --> 00:09:28.000]  那一刻我先吃完
[00:09:28.000 --> 00:09:30.000]  吃完再信
[00:09:30.000 --> 00:09:32.000]  沒有這樣的
[00:09:32.000 --> 00:09:34.000]  信了那一刻
[00:09:34.000 --> 00:09:35.000]  你完全屬於耶穌基督
[00:09:35.000 --> 00:09:37.000]  是聖結的
[00:09:37.000 --> 00:09:40.000]  你需要和這些分割出來
[00:09:40.000 --> 00:09:44.000]  不要讓自己陷入污穢當中
[00:09:44.000 --> 00:09:46.000]  所以我會反對
[00:09:46.000 --> 00:09:47.000]  我真的反對人
[00:09:47.000 --> 00:09:48.000]  進入寺廟裡
[00:09:48.000 --> 00:09:49.000]  進入佛寺裡
[00:09:49.000 --> 00:09:51.000]  我們吃吃齋
[00:09:51.000 --> 00:09:53.000]  真的很好吃
[00:09:53.000 --> 00:09:55.000]  身體好
[00:09:55.000 --> 00:09:58.000]  那些齋真的做得比較完全
[00:09:58.000 --> 00:10:00.000]  有不同的款式
[00:10:00.000 --> 00:10:03.000]  有什麼款式都是假的
[00:10:03.000 --> 00:10:07.000]  撒旦也會炮製很豐富的賢侄
[00:10:07.000 --> 00:10:10.000]  你分清楚誰炮製的賢侄
[00:10:10.000 --> 00:10:13.000]  那些賢侄多豐富都不去
[00:10:13.000 --> 00:10:17.000]  你知道吃了會有什麼後果
[00:10:17.000 --> 00:10:19.000]  為上帝懸故
[00:10:19.000 --> 00:10:21.000]  一定不去
[00:10:21.000 --> 00:10:25.000]  在我們今天這段經文之前
[00:10:25.000 --> 00:10:27.000]  就說到這一點
[00:10:27.000 --> 00:10:30.000]  在過程中
[00:10:30.000 --> 00:10:31.000]  我們看到
[00:10:31.000 --> 00:10:34.000]  其實人是很喜歡自由的
[00:10:34.000 --> 00:10:38.000]  不只是當時哥倫多的人崇尚自由
[00:10:38.000 --> 00:10:42.000]  其實我們香港人都很強調自由
[00:10:42.000 --> 00:10:43.000]  我們要強調
[00:10:43.000 --> 00:10:44.000]  我們什麼都是自主
[00:10:44.000 --> 00:10:45.000]  我們要自己作主
[00:10:45.000 --> 00:10:47.000]  我們想怎樣就怎樣
[00:10:47.000 --> 00:10:49.000]  我們事實上都是很自由的
[00:10:49.000 --> 00:10:51.000]  所以經文裡說
[00:10:51.000 --> 00:10:52.000]  凡事都可行
[00:10:52.000 --> 00:10:54.000]  你想做什麼都好
[00:10:54.000 --> 00:10:56.000]  其實都沒有人攔阻你
[00:10:56.000 --> 00:10:58.000]  但是
[00:10:58.000 --> 00:11:01.000]  但是寶萊這裡的教導是什麼
[00:11:01.000 --> 00:11:03.000]  寶萊直接下了一個命令
[00:11:03.000 --> 00:11:04.000]  是一個命令
[00:11:04.000 --> 00:11:06.000]  不是一個勸勉這麼簡單
[00:11:06.000 --> 00:11:09.000]  不要求自己的益處
[00:11:09.000 --> 00:11:13.000]  而是要求別人的益處
[00:11:13.000 --> 00:11:15.000]  為什麼
[00:11:15.000 --> 00:11:17.000]  弟兄姊妹
[00:11:17.000 --> 00:11:22.000]  今天我們不是單獨地生活
[00:11:22.000 --> 00:11:25.000]  你看看前後左右
[00:11:25.000 --> 00:11:28.000]  前後左右是誰來的
[00:11:28.000 --> 00:11:31.000]  你是不是單獨地在這個世上活著
[00:11:31.000 --> 00:11:32.000]  你不是
[00:11:32.000 --> 00:11:35.000]  每個星期日回來這裡聚會的時候
[00:11:35.000 --> 00:11:38.000]  我們公開做一個見證
[00:11:38.000 --> 00:11:41.000]  整群信耶穌的人做一個見證
[00:11:41.000 --> 00:11:43.000]  我們是屬於上帝的
[00:11:43.000 --> 00:11:45.000]  不是單獨地做一個見證
[00:11:45.000 --> 00:11:46.000]  是一齊
[00:11:46.000 --> 00:11:47.000]  整個群體
[00:11:47.000 --> 00:11:48.000]  你有弟兄姊妹
[00:11:48.000 --> 00:11:50.000]  你是互為之體的
[00:11:50.000 --> 00:11:52.000]  彼此之間
[00:11:52.000 --> 00:11:54.000]  所以我們會影響別人
[00:11:54.000 --> 00:11:57.000]  別人都會影響我們
[00:11:57.000 --> 00:11:59.000]  這個也不是一個普通的群體
[00:11:59.000 --> 00:12:01.000]  是屬上帝的群體
[00:12:01.000 --> 00:12:04.000]  而且是一個愛的群體
[00:12:04.000 --> 00:12:09.000]  為愛的緣故
[00:12:09.000 --> 00:12:12.000]  不要求自己的益處
[00:12:12.000 --> 00:12:14.000]  而是要求別人的益處
[00:12:14.000 --> 00:12:16.000]  這裡說什麼呢
[00:12:16.000 --> 00:12:18.000]  接觸上一段經文
[00:12:18.000 --> 00:12:22.000]  說不要進廟裡吃那些筵席
[00:12:22.000 --> 00:12:26.000]  但是哥倫多整個城市
[00:12:26.000 --> 00:12:28.000]  因為拜偶像太厲害了
[00:12:28.000 --> 00:12:31.000]  事實上他們預備的食物
[00:12:31.000 --> 00:12:33.000]  就算是街邊的食物
[00:12:33.000 --> 00:12:35.000]  很多食物都是拜過偶像的
[00:12:35.000 --> 00:12:38.000]  那你是不是真的不吃呢
[00:12:38.000 --> 00:12:41.000]  保羅就要回應這個問題
[00:12:41.000 --> 00:12:43.000]  吃不吃呢
[00:12:43.000 --> 00:12:45.000]  是不是所有東西都不吃
[00:12:45.000 --> 00:12:47.000]  那就不用吃了
[00:12:47.000 --> 00:12:48.000]  每樣都問過
[00:12:48.000 --> 00:12:50.000]  這個有沒有拜過偶像
[00:12:50.000 --> 00:12:52.000]  拜過我不買了
[00:12:52.000 --> 00:12:53.000]  這個有沒有拜過偶像
[00:12:53.000 --> 00:12:54.000]  拜過偶像我就不吃了
[00:12:54.000 --> 00:12:56.000]  那不用吃了
[00:12:56.000 --> 00:12:58.000]  保羅回應了
[00:12:58.000 --> 00:13:02.000]  在不影響別人的情況下
[00:13:02.000 --> 00:13:05.000]  不帶來負面影響的情況下
[00:13:05.000 --> 00:13:06.000]  是可以吃的
[00:13:06.000 --> 00:13:08.000]  例如有些情況是說
[00:13:08.000 --> 00:13:10.000]  市場上所賣的
[00:13:10.000 --> 00:13:12.000]  其實不用問那麼多
[00:13:12.000 --> 00:13:14.000]  市場上所賣的
[00:13:14.000 --> 00:13:16.000]  不需要再問
[00:13:16.000 --> 00:13:19.000]  那你是不是有拜過偶像
[00:13:19.000 --> 00:13:21.000]  不用的
[00:13:21.000 --> 00:13:24.000]  也都甚至有不信的人
[00:13:24.000 --> 00:13:26.000]  請你去吃飯
[00:13:26.000 --> 00:13:28.000]  那些食物都很大機會
[00:13:28.000 --> 00:13:30.000]  是拜過偶像的
[00:13:30.000 --> 00:13:32.000]  他請你去吃飯
[00:13:32.000 --> 00:13:34.000]  那你又先問了他
[00:13:34.000 --> 00:13:36.000]  先吃或者不吃
[00:13:36.000 --> 00:13:38.000]  不會 照樣去吃
[00:13:38.000 --> 00:13:39.000]  為什麼呢
[00:13:39.000 --> 00:13:40.000]  有一個原則
[00:13:40.000 --> 00:13:42.000]  在這些情況下
[00:13:42.000 --> 00:13:44.000]  原則是什麼呢
[00:13:53.000 --> 00:13:56.000]  剛才有一首詩歌
[00:13:56.000 --> 00:13:58.000]  是什麼呢
[00:13:58.000 --> 00:14:00.000]  這是天賦世界
[00:14:00.000 --> 00:14:02.000]  這是天賦的世界
[00:14:02.000 --> 00:14:04.000]  所有東西都是天賦的
[00:14:04.000 --> 00:14:06.000]  詩篇二十四篇一節
[00:14:06.000 --> 00:14:07.000]  都是這樣說
[00:14:07.000 --> 00:14:11.000]  地和其中所充滿的都屬於我
[00:14:11.000 --> 00:14:13.000]  一般來說
[00:14:13.000 --> 00:14:14.000]  那些食物
[00:14:14.000 --> 00:14:16.000]  你都不需要問什麼
[00:14:16.000 --> 00:14:18.000]  你就可以去吃
[00:14:18.000 --> 00:14:19.000]  是不是因為所有食物
[00:14:19.000 --> 00:14:21.000]  都是屬於神的
[00:14:21.000 --> 00:14:24.000]  食物本身是沒有什麼
[00:14:24.000 --> 00:14:26.000]  那你就放膽去吃
[00:14:26.000 --> 00:14:27.000]  不會因為這樣
[00:14:27.000 --> 00:14:28.000]  又戰戰兢兢
