
[00:00:00.000 --> 00:00:06.000]  弟兄姊妹早安
[00:00:06.000 --> 00:00:08.000]  再一次我們祈禱
[00:00:08.000 --> 00:00:12.000]  感恩我們再一次能夠聆聽上主的真道
[00:00:12.000 --> 00:00:15.000]  求你藉這一段聖經
[00:00:15.000 --> 00:00:20.000]  讓我們能夠學習彼此在主裡面相愛
[00:00:20.000 --> 00:00:23.000]  我們仰望等候你的教導
[00:00:23.000 --> 00:00:26.000]  奉耶穌基督的名
[00:00:26.000 --> 00:00:27.000]  阿們
[00:00:27.000 --> 00:00:29.000]  其實非常感恩的
[00:00:29.000 --> 00:00:31.000]  因為我已經病了一個星期
[00:00:31.000 --> 00:00:33.000]  看了兩次醫生
[00:00:33.000 --> 00:00:36.000]  昨晚回到家裡
[00:00:36.000 --> 00:00:39.000]  咳嗽變得更加頻密
[00:00:39.000 --> 00:00:41.000]  整晚都睡不著
[00:00:41.000 --> 00:00:44.000]  終於在床上
[00:00:44.000 --> 00:00:46.000]  因為我沒有看時間
[00:00:46.000 --> 00:00:47.000]  不知道幾點
[00:00:47.000 --> 00:00:48.000]  睡在床上
[00:00:48.000 --> 00:00:50.000]  知道自己是醒了
[00:00:50.000 --> 00:00:51.000]  不是做夢
[00:00:51.000 --> 00:00:55.000]  我說我明天要施餐
[00:00:55.000 --> 00:00:57.000]  要為你講道
[00:00:57.000 --> 00:01:00.000]  讓我由起床時不要咳嗽
[00:01:00.000 --> 00:01:02.000]  到現在
[00:01:02.000 --> 00:01:04.000]  已經沒有咳嗽了
[00:01:04.000 --> 00:01:06.000]  我也不知道為什麼
[00:01:06.000 --> 00:01:09.000]  感恩
[00:01:09.000 --> 00:01:12.000]  這個訊息
[00:01:12.000 --> 00:01:15.000]  剛才主席已經讀完了
[00:01:15.000 --> 00:01:17.000]  如果你很心水清
[00:01:17.000 --> 00:01:20.000]  主耶穌教我們去挑刺
[00:01:20.000 --> 00:01:24.000]  你有沒有試過被刺刺到
[00:01:24.000 --> 00:01:26.000]  很痛的
[00:01:26.000 --> 00:01:28.000]  眼睛也刺刺
[00:01:28.000 --> 00:01:30.000]  怎麼挑刺
[00:01:30.000 --> 00:01:32.000]  是大手術
[00:01:32.000 --> 00:01:34.000]  是不是
[00:01:34.000 --> 00:01:37.000]  我們人有很多的習慣
[00:01:37.000 --> 00:01:40.000]  都不是一下子可以改變
[00:01:40.000 --> 00:01:41.000]  我這個星期
[00:01:41.000 --> 00:01:42.000]  其實不是這個星期
[00:01:42.000 --> 00:01:44.000]  是兩個星期
[00:01:44.000 --> 00:01:46.000]  我要從家裡元朗
[00:01:46.000 --> 00:01:47.000]  過來雄恩
[00:01:47.000 --> 00:01:49.000]  洪水橋
[00:01:49.000 --> 00:01:51.000]  我連續兩次
[00:01:51.000 --> 00:01:55.000]  開車回到感受
[00:01:55.000 --> 00:01:58.000]  改變還沒轉
[00:01:58.000 --> 00:01:59.000]  腦袋告訴自己
[00:01:59.000 --> 00:02:01.000]  我正在雄恩
[00:02:01.000 --> 00:02:03.000]  但那個習慣
[00:02:03.000 --> 00:02:05.000]  原來我已經走去感受那條線
[00:02:05.000 --> 00:02:09.000]  然後就要很刻意地轉
[00:02:09.000 --> 00:02:11.000]  我們有很多這些的習慣
[00:02:11.000 --> 00:02:14.000]  當然這些沒什麼所謂
[00:02:14.000 --> 00:02:16.000]  繞一圈
[00:02:16.000 --> 00:02:18.000]  在湖泉處轉一轉
[00:02:18.000 --> 00:02:20.000]  那些很小事
[00:02:20.000 --> 00:02:23.000]  但是我們人都有很多不同的習慣
[00:02:23.000 --> 00:02:25.000]  不同的記憶
[00:02:25.000 --> 00:02:27.000]  剛才和弟兄吃早餐的時候
[00:02:27.000 --> 00:02:28.000]  他留意到
[00:02:28.000 --> 00:02:30.000]  很細心留意到有一樣東西
